year,lisant_VERB en_ADP,lisant_VERB dans_ADP
1846,1.8734404250153602e-08,3.196557851747883e-07
1847,1.5640349459999925e-08,1.7096519222548068e-07
1848,2.815827571112095e-08,2.1480742362633976e-07
1849,3.016589289472904e-08,2.932795233334673e-07
1850,3.326607966869233e-08,2.3693596773455283e-07
1851,3.2892137236117946e-08,2.7474608410571477e-07
1852,2.3437964458139504e-08,2.513070427312414e-07
1853,3.881755539225651e-08,2.3051656805606058e-07
1854,3.792835201466005e-08,2.675767194482148e-07
1855,5.3600064831016425e-08,3.184162160607684e-07
1856,1.7084724746041502e-08,2.950997952666512e-07
1857,9.763018060660045e-09,3.0558247676726324e-07
1858,3.229826006645453e-08,3.0047170773706e-07
1859,2.7497735644033128e-08,2.7243126154985475e-07
1860,4.4398683035629105e-08,3.474082617138663e-07
1861,1.9807048445841247e-08,3.206855228032879e-07
1862,3.7499287230957634e-08,3.564691156698885e-07
1863,3.146611149418277e-08,2.422390968925825e-07
1864,4.746780746245349e-08,3.2364413415919557e-07
1865,2.4475590554295934e-08,2.8947093699827064e-07
1866,3.7465220259491616e-08,3.620015935901222e-07
1867,5.532205271663315e-08,3.5668164422020254e-07
1868,4.00129813726835e-08,2.5786141844008625e-07
1869,2.9301114423674335e-08,3.477065623203046e-07
1870,3.1537268796455464e-08,3.641120862596381e-07
1871,3.7174120448568715e-08,2.708400188566884e-07
1872,2.963196266136947e-08,2.7454919182545723e-07
1873,3.23244258026989e-08,3.3342044902795465e-07
1874,3.0470506562352284e-08,2.8618378733469285e-07
1875,2.803548326824057e-08,2.7577760874919477e-07
1876,1.5719638479794185e-08,3.1983417492220667e-07
1877,3.277952487223956e-08,3.4573122320580296e-07
1878,4.166971123709118e-08,2.8987625455556554e-07
1879,4.459807501078217e-08,2.9752415287020995e-07
1880,3.8507077082527985e-08,2.984298517194617e-07
1881,1.5339516323820135e-08,2.544965402861976e-07
1882,2.9949232205339626e-08,2.875126323687027e-07
1883,3.7284101417345283e-08,2.812105774907536e-07
1884,2.5746619058963915e-08,2.0663311239843551e-07
1885,4.5119449509911647e-08,2.2172986513524506e-07
1886,1.4197620856748472e-08,3.0912090970280914e-07
1887,3.852065688647599e-08,2.4026442546620785e-07
1888,2.9166827175686194e-08,2.523564726075733e-07
1889,1.9421923624918236e-08,2.3243657443217103e-07
1890,4.1948073459252555e-08,1.82867389675323e-07
1891,3.952016314201501e-08,2.0078792850597438e-07
1892,1.8805536683430546e-08,2.0999516059383438e-07
1893,2.7097032229139728e-08,1.767465538371482e-07
1894,2.2685540557176864e-08,1.852652480316408e-07
1895,1.9861428057765806e-08,1.9861427924539043e-07
1896,2.0639602027472392e-08,1.8988433980737796e-07
1897,1.0488084734028291e-08,2.2432846558118058e-07
1898,1.867257115595322e-08,1.9917408611291876e-07
1899,2.4874102777516782e-08,2.647709997916081e-07
1900,2.1802422867089888e-08,1.993364346919435e-07
1901,2.6825947685438223e-08,1.6486779963464926e-07
1902,2.1605249145295602e-08,1.7971639199032552e-07
1903,1.7280704867062013e-08,1.8846769012093034e-07
1904,1.7736263124845664e-08,1.9079919777453824e-07
1905,2.838417501038748e-08,1.8475517871152647e-07
1906,3.6009292214700395e-08,2.0165202813116068e-07
1907,2.262851062084792e-08,1.6868526575564147e-07
1908,2.8486056180554442e-08,1.9645556825764743e-07
1909,2.2554033307642385e-08,2.073870852825621e-07
1910,1.4963621453034648e-08,1.9666474049273575e-07
1911,1.9153347352585115e-08,1.8727716444288944e-07
1912,1.6670147928721235e-08,2.3807054905233827e-07
1913,3.075734156254839e-08,2.1530137850334086e-07
1914,2.4777952134513725e-08,1.9554491581530442e-07
1915,3.652036184575991e-08,2.780259860113432e-07
1916,8.789969641043172e-09,1.6810817515811038e-07
1917,9.869782324756216e-09,1.2830716489276028e-07
1918,2.067547733020092e-08,1.263501383519383e-07
1919,2.301962176431971e-08,1.795530444326232e-07
1920,2.4988363822586734e-08,1.7794744255894557e-07
1921,2.196096815509918e-08,1.8401775569998335e-07
1922,1.3280283983618801e-08,1.9994204825124484e-07
1923,3.715581797791856e-08,1.9851822496974592e-07
1924,1.804827443052659e-08,2.204467817179534e-07
1925,2.1996356736053713e-08,1.7157157117253519e-07
1926,3.232380019202452e-08,1.839112813151189e-07
1927,4.5711821883287485e-08,2.1072035316649362e-07
1928,2.742249805010033e-08,1.7481843261890617e-07
1929,3.5649300400564243e-08,2.049834817441365e-07
1930,3.256117264704983e-08,1.8171234650310453e-07
1931,2.8513390759599133e-08,1.7564249965573708e-07
1932,2.4110979879310435e-08,1.457618385991566e-07
1933,1.8353059516584835e-08,2.1450138820711118e-07
1934,2.3963160344919743e-08,1.7612923386423063e-07
1935,1.795242710045386e-08,1.6994962770411348e-07
1936,4.364897332465034e-08,1.6732106455918938e-07
1937,2.392312481447334e-08,1.8886676567131389e-07
1938,4.408173026604345e-08,1.7243735817018546e-07
1939,2.9058696782158222e-08,1.758815857400009e-07
1940,5.578722350740861e-08,1.4453962449145763e-07
1941,1.4757512989405086e-08,1.1806010036252701e-07
1942,5.158159899210091e-08,1.608132293995368e-07
1943,3.193558839598154e-08,1.7129087859224512e-07
1944,1.2852744646352221e-08,1.83151612986876e-07
1945,3.267755976921194e-08,1.8517284816610413e-07
1946,3.3410650246423756e-08,2.0464023453570235e-07
1947,2.7418002757073623e-08,1.800051458999974e-07
1948,2.3918153901902883e-08,1.90258041321556e-07
1949,1.472551192094329e-08,1.678708394514672e-07
1950,3.403315540495555e-08,1.5740335612690615e-07
1951,4.051332624932513e-08,1.8337611296104228e-07
1952,2.2144087452602434e-08,1.898064754257689e-07
1953,1.1851209791302608e-08,1.5191096203182042e-07
1954,3.615838251036507e-08,1.4951980453759006e-07
1955,3.754243271814062e-08,1.4078411458839923e-07
1956,2.093073914188892e-08,2.1192374699552374e-07
1957,1.767007518083119e-08,1.519626469104196e-07
1958,2.3989506825472517e-08,1.9191604261337147e-07
1959,2.1702094343822864e-08,1.8756809350151116e-07
1960,3.114375091151089e-08,1.7855749501194396e-07
1961,3.543561177821175e-08,2.056655130644458e-07
1962,1.9025868880362395e-08,1.5601212499660733e-07
1963,2.3277792138287623e-08,1.8816215607841968e-07
1964,3.4070222199034106e-08,1.782602701005942e-07
1965,2.7360216592331454e-08,1.7784141626009387e-07
1966,1.9386762417639147e-08,1.7171132249416132e-07
1967,3.007504723040455e-08,1.8094332154827697e-07
1968,3.862617448113781e-08,1.9627486835815944e-07
1969,2.725054712438002e-08,1.6032405247834447e-07
1970,2.161400725064766e-08,1.9452606192515987e-07
1971,2.4150468402872605e-08,1.4284744853654274e-07
1972,2.9754852082231054e-08,1.5544345588480724e-07
1973,3.363054390526088e-08,1.6429346683111135e-07
1974,2.5315072038623043e-08,1.1476166283941325e-07
1975,2.2845921154868165e-08,1.513542260411782e-07
1976,3.313845708952101e-08,1.2855435915781754e-07
1977,3.290997874216828e-08,1.498579340619699e-07
1978,2.1386128423728223e-08,1.5564349009622447e-07
1979,3.628223554930088e-08,1.3752138006140058e-07
1980,3.183684260665842e-08,1.455398629390814e-07
1981,1.1322733395324747e-07,1.3536676091163713e-07
1982,9.559553737492621e-08,1.5208380665931998e-07
1983,4.7996401519867504e-08,1.3072704696526216e-07
1984,4.871166991993192e-08,1.3221738992541532e-07
1985,5.233535382842547e-08,1.4738117837254094e-07
1986,7.253327760636807e-08,1.5285938026465828e-07
1987,7.516304822985376e-08,1.3932661957483106e-07
1988,4.017691063173956e-08,1.3732107984054664e-07
1989,3.177622862615692e-07,1.3336137527630854e-07
1990,5.1217318164376024e-08,1.4384438484782436e-07
1991,7.737134222196573e-08,1.6001799707510145e-07
1992,8.705711507239755e-08,1.3003468524175332e-07
1993,5.760775617646985e-08,1.6894582444137995e-07
1994,1.244882665840663e-07,1.3029068623993112e-07
1995,9.543513090903843e-08,1.4965964334479054e-07
1996,9.341661644235444e-08,1.3665515785632465e-07
1997,7.384137334920382e-08,1.3329807302397967e-07
1998,8.677995111394665e-08,9.965389935473468e-08
1999,1.0648568626869803e-07,1.3710602964067675e-07
2000,1.3209914295764236e-07,1.197286518817009e-07
2001,7.75474513492469e-08,1.2836950524786062e-07
2002,1.2617917821700075e-07,1.296841540820992e-07
2003,1.0333968636366819e-07,1.2709115093656465e-07
2004,1.1320313197948906e-07,1.5284625831668563e-07
2005,9.142612000800909e-08,1.4006661608334525e-07
2006,1.198305983329817e-07,1.367139508268167e-07
2007,1.3741009041723373e-07,1.4859463615124469e-07
2008,1.0558450566633404e-07,1.4304997497660565e-07
2009,2.0550910329042438e-07,1.563967071405159e-07
2010,8.408351259703295e-08,1.5352328031070783e-07
2011,6.959628762182035e-08,1.7513791217282915e-07
2012,5.8893571908136266e-08,1.9574453169468597e-07
2013,5.410902542690721e-08,2.139258938882449e-07
2014,4.807288189745407e-08,2.533570864216017e-07
2015,5.098123312397007e-08,2.1744604516982236e-07
2016,6.151880171945123e-08,2.423467861945028e-07
2017,4.880286100239495e-08,2.1734882338364514e-07
2018,4.362678568403666e-08,2.398182541440974e-07
2019,5.510133660457939e-08,2.3545616834041994e-07
