year,rampant_VERB en_ADP,rampant_VERB dans_ADP
1800,4.4018303668735825e-08,9.432493186523061e-08
1801,7.143547975374531e-09,9.048493865293494e-08
1802,0.0,4.699464284385613e-08
1803,9.751696339321825e-09,4.8758479920252285e-08
1804,4.943701892301533e-09,4.449331569844617e-08
1805,4.5486043376286034e-08,1.7341554592320563e-07
1806,0.0,4.034336598124355e-08
1807,1.1387820464392462e-08,6.547996633798903e-08
1808,9.064295980465431e-09,7.93125889408941e-08
1809,0.0,7.680704072754452e-08
1810,2.3401267590372754e-09,1.3806747745093162e-07
1811,0.0,1.2535384286138651e-08
1812,0.0,3.7340914360584065e-08
1813,1.4378708002027452e-08,2.5881675469463516e-08
1814,1.5733386149463513e-08,7.237357380063258e-08
1815,0.0,4.8550024445148665e-08
1816,1.3905623319487859e-08,7.879853569647821e-08
1817,1.556873407970727e-09,8.095742032310227e-08
1818,3.5763532135746345e-09,5.2453181353939726e-08
1819,7.24573512300708e-09,9.00541365922436e-08
1820,8.306536791735653e-09,7.119888323359191e-08
1821,8.875339574387908e-09,9.960103142248045e-08
1822,2.5064039732569654e-08,9.925359734097583e-08
1823,9.882686891060644e-10,6.522573681166932e-08
1824,8.421112696055388e-09,4.6316120716483056e-08
1825,8.101007864524945e-08,5.723537821467062e-08
1826,6.1655889282974385e-09,7.57486668945262e-08
1827,2.027800150017356e-08,8.664236705868689e-08
1828,2.7516904310687096e-09,8.530239858917099e-08
1829,3.429270423183084e-09,7.80158993518576e-08
1830,5.218417697960831e-09,7.201417062674409e-08
1831,1.7150327380477393e-08,1.262887678876723e-07
1832,5.411987746839486e-09,1.0147477347288714e-07
1833,2.0850531967653296e-08,1.922882333360576e-07
1834,4.667265685043276e-09,4.200538961107725e-08
1835,7.563087933704082e-09,9.756383434478266e-08
1836,5.376600054063374e-09,6.451919887240365e-08
1837,3.6181031504156635e-08,5.427155058690403e-08
1838,1.830527018853445e-08,4.670999675937537e-08
1839,4.194885327990505e-09,4.264799902120586e-08
1840,1.9109065441114126e-09,6.942960917299956e-08
1841,3.017657945747487e-08,7.383631128732304e-08
1842,3.3541325272778977e-09,7.446174432601538e-08
1843,6.497602011990011e-09,8.328744405261546e-08
1844,6.037417232818143e-09,6.256960199957362e-08
1845,7.812318791877715e-09,7.198494178517478e-08
1846,2.3418005312692003e-08,5.620321119614857e-08
1847,2.1572894581822766e-09,1.1487566364820623e-07
1848,5.63165514222419e-09,5.309846429213394e-08
1849,8.379414939696517e-10,5.614208120618969e-08
1850,2.0366988096043315e-08,8.486244951200206e-08
1851,8.384270167027807e-09,7.352360142931502e-08
1852,2.148479971708639e-08,6.119912399071836e-08
1853,1.7915795513800958e-09,8.121827343998689e-08
1854,8.832629738719788e-09,6.962190024495385e-08
1855,5.306937111981824e-09,8.278821894691646e-08
1856,8.801221973442352e-09,5.7984517964904114e-08
1857,7.810414537345878e-09,6.053071310851976e-08
1858,2.4468380654951716e-09,9.053300686900911e-08
1859,1.323965115318515e-08,1.1406468036767592e-07
1860,6.408057640072684e-09,1.020712043775518e-07
1861,1.2733101684148096e-08,6.932466745102062e-08
1862,4.066187830886747e-09,7.770936694129205e-08
1863,4.994620717013731e-09,7.8415547832833e-08
1864,1.9178911792039344e-09,4.507044337742627e-08
1865,2.871175119878444e-08,7.060266643543756e-08
1866,7.298419202328432e-09,7.687668457379004e-08
1867,1.8925964795357686e-08,5.774845668327089e-08
1868,1.1361710683388537e-08,5.186867857442934e-08
1869,5.860222973552709e-09,8.643829119137081e-08
1870,8.027668307875047e-09,1.0034585429252729e-07
1871,1.1683295220166201e-08,6.903765470411827e-08
1872,6.652073114565837e-09,7.377754007720227e-08
1873,2.3944017879529156e-09,7.123345113768664e-08
1874,1.4936523129449597e-08,7.109785027381577e-08
1875,1.0298748520654044e-08,6.694186538425129e-08
1876,4.232210137899983e-09,6.711076583343356e-08
1877,8.040260901509555e-09,1.150375803504744e-07
1878,5.435179861734696e-09,5.918306994479039e-08
1879,4.887460214320072e-09,6.842444344457022e-08
1880,8.343199908722454e-09,1.0717803178295071e-07
1881,9.064259565150223e-09,9.133984946174678e-08
1882,5.989846840748214e-09,6.788492612486152e-08
1883,6.951272890631799e-09,7.204046126307873e-08
1884,9.242375753615306e-09,4.7532219049628566e-08
1885,5.80107206715752e-09,6.123353557541122e-08
1886,8.38950331427668e-09,7.034275339989904e-08
1887,6.528924512139156e-09,6.855371115221942e-08
1888,4.4384300679212174e-09,6.086990111953128e-08
1889,1.0650732740202784e-08,7.580815752916692e-08
1890,7.209825181320184e-09,7.668631951673888e-08
1891,7.0116419337296065e-09,7.840290672245231e-08
1892,1.2537024751679837e-08,7.898325549149376e-08
1893,9.23762488724833e-09,5.9120797590850316e-08
1894,6.9316934414587195e-09,6.112493089460713e-08
1895,5.416753268150387e-09,5.777869915846168e-08
1896,4.717623180994224e-09,4.1279204054944785e-08
1897,1.5149455023788505e-08,7.749528951883633e-08
1898,7.921697076085366e-09,6.393941021087812e-08
1899,1.4371703827009696e-08,5.085372123403431e-08
1900,1.038210584169974e-08,4.360484595622438e-08
1901,1.397184773432869e-08,5.756401227907659e-08
1902,7.856454153909453e-09,4.468358416609419e-08
1903,1.5660639007819555e-08,4.050165136604278e-08
1904,1.5586412160928376e-08,3.9772224624812225e-08
1905,1.1353670004154992e-08,3.096455358786443e-08
1906,4.115347618238729e-09,5.555719440053508e-08
1907,4.6285588695127444e-09,3.8571326299585706e-08
1908,8.349361202419914e-09,3.5853140678554496e-08
1909,1.1001967337165297e-08,3.740668930163338e-08
1910,5.34415089958884e-09,7.695577319832836e-08
1911,8.51259862599818e-09,4.8947441211311116e-08
1912,5.2094213387476884e-09,6.147117126431567e-08
1913,5.30298971401777e-10,4.7726906482470355e-08
1914,3.3483718020477227e-09,2.9465672568562695e-08
1915,2.120537156979907e-08,1.0720493293092659e-07
1916,2.197492365851872e-08,1.2196082921356322e-07
1917,1.5352993543160665e-08,7.128175960602334e-08
1918,2.2972752589112133e-09,7.006689450861359e-08
1919,3.6831393490643904e-09,5.616787590589922e-08
1920,9.843900805606154e-09,5.3762847063154595e-08
1921,1.2116395886607734e-08,4.165011052714718e-08
1922,2.2133805899215986e-09,3.6889677978990676e-08
1923,1.3800733000834953e-08,4.2463791594116174e-08
1924,1.289162443462999e-09,5.285566073709447e-08
1925,4.399271169575059e-09,5.499089006377744e-08
1926,4.458455382660986e-09,6.130376140056626e-08
1927,0.0,5.0171511389862644e-08
1928,5.713020723163709e-09,4.113374696412819e-08
1929,0.0,5.681607206931005e-08
1930,1.8906487042613662e-08,4.20144132817768e-08
1931,6.843213995466613e-09,5.474571285191132e-08
1932,8.767629289252454e-09,3.9454331357546835e-08
1933,3.4411986593596566e-09,2.86766552726192e-08
1934,8.38710612072191e-09,3.4746584276490466e-08
1935,4.787313656606784e-09,4.906996675657638e-08
1936,2.182448710641438e-08,1.8187071404440758e-08
1937,3.399602022113868e-08,6.547381259380813e-08
1938,2.5930428915188486e-09,4.40817279345751e-08
1939,1.070583532936098e-08,2.2941076593951948e-08
1940,2.5357829169792012e-09,5.0715659227762444e-08
1941,5.9030051957620344e-09,5.01755446080665e-08
1942,6.068423541449874e-09,5.461581054078124e-08
1943,1.4516175816936538e-08,7.548411673496958e-08
1944,1.2852744646352221e-08,4.819779064746399e-08
1945,1.74280327946974e-08,4.7927089408261736e-08
1946,5.568441707737293e-09,5.0115976257814054e-08
1947,4.7683483828109274e-09,4.053096236411591e-08
1948,7.610321262063735e-09,6.305694921771021e-08
1949,3.9268033269479474e-09,3.04327261169135e-08
1950,2.1270722960764488e-09,4.2541447031752e-08
1951,7.462981344019681e-09,5.117472945403989e-08
1952,4.2179215675730575e-09,4.639713679921442e-08
1953,6.464296653518886e-09,4.5250075242364574e-08
1954,1.3681550115052232e-08,5.2771696346098906e-08
1955,6.569925492527773e-09,5.34979642807798e-08
1956,9.593255967388359e-09,4.3605706823157675e-08
1957,7.951533764760654e-09,3.268964121616591e-08
1958,9.099467845885556e-09,2.3989505326671434e-08
1959,9.300897829689347e-09,2.2477168570844697e-08
1960,1.3841666701708277e-09,3.4604168197560625e-08
1961,2.08444772553662e-09,5.0721561339894805e-08
1962,3.805173953708163e-09,4.1222718127897906e-08
1963,4.526237162849611e-09,5.8841083561134155e-08
1964,6.692365273064382e-09,5.77976988491713e-08
1965,5.472043540510896e-09,4.3229144097711725e-08
1966,4.985167390003653e-09,4.818994980837488e-08
1967,2.1693477236794934e-08,5.867099239775797e-08
1968,9.88111459321317e-09,4.58124430613438e-08
1969,2.7250546263957176e-09,5.041351200385513e-08
1970,1.0117195081704722e-08,5.012610132526518e-08
1971,1.3359833239690033e-08,5.035629524474672e-08
1972,1.1799337507056862e-08,4.360624705768146e-08
1973,6.064523994098181e-09,4.245167023464447e-08
1974,3.937900228123681e-09,3.487854294270676e-08
1975,4.569184142155791e-09,4.683413701300765e-08
1976,9.141642998145016e-09,3.7137924513430676e-08
1977,5.289103488514968e-09,3.349765764770751e-08
1978,6.534650598410963e-09,3.5643548557118265e-08
1979,6.437170796402825e-09,4.506019313232912e-08
1980,2.8425752862659692e-09,3.638496459679175e-08
1981,1.2018543993352893e-08,4.8074177971813015e-08
1982,4.345251713999687e-09,4.09695163350321e-08
1983,3.157658134966823e-09,4.1049555532524096e-08
1984,6.378909400694965e-09,5.161117605512189e-08
1985,1.2031116103372597e-09,5.474157949159064e-08
1986,5.994485574589703e-09,4.375974449466469e-08
1987,6.110816741511371e-09,4.7053289708998136e-08
1988,4.1975875553212916e-09,6.476277980560496e-08
1989,6.036934507847036e-09,4.006329357153504e-08
1990,3.2691906959314565e-09,4.304434297885962e-08
1991,2.344586080837985e-09,3.6341083309299194e-08
1992,6.61193322315512e-09,4.407955400687058e-08
1993,5.539207315052863e-09,4.6529342156986786e-08
1994,5.2749266066243194e-09,4.2199413685661824e-08
1995,5.422450655157007e-09,5.097103894513566e-08
1996,8.540947504798169e-09,4.964425626141633e-08
1997,5.753873377756236e-09,5.034639061207713e-08
1998,8.10582001520288e-09,4.8158104837270344e-08
1999,9.597422329088445e-09,4.570201306286492e-08
2000,4.859834756842929e-09,6.185243961454034e-08
2001,9.638665865452367e-09,3.9430904763548824e-08
2002,3.9430991805033955e-09,4.2935970945290336e-08
2003,8.333845613606172e-09,4.458607671953274e-08
2004,1.1452457648886138e-08,5.858372253975119e-08
2005,8.106749271874492e-09,4.3235996116663955e-08
2006,8.235780057930242e-09,4.941467890429152e-08
2007,5.592271090648637e-09,4.993099481098717e-08
2008,7.2376473703172906e-09,6.59903175437293e-08
2009,5.721831008997924e-09,6.53242371306817e-08
2010,7.085689368580006e-09,6.329882379363383e-08
2011,1.1471915806193778e-08,7.7626629457761e-08
2012,1.2255309989051e-08,1.119999124554738e-07
2013,1.2829975026829032e-08,1.2383714920183309e-07
2014,1.0177592324467355e-08,1.0545718143184502e-07
2015,1.2856137668326717e-08,1.1193705562462242e-07
2016,1.3256575948084048e-08,1.184806477372291e-07
2017,1.2074934496730805e-08,9.232293918248757e-08
2018,1.3939920218142277e-08,1.1590785747861432e-07
2019,1.1479444728124122e-08,1.0816188145135186e-07
