year,petit_ADJ oeil_NOUN,petit_ADJ deuil_NOUN
1909,5.5009836685826485e-09,7.151278680339601e-09
1910,3.740905363258662e-09,1.1757131268552712e-08
1911,3.1922244847493175e-09,1.702519725199636e-08
1912,3.646594803896619e-09,2.0837685354990754e-08
1913,3.71209285532359e-09,1.484837142129436e-08
1914,3.3483718020477227e-09,1.2054139020278853e-08
1915,1.1780761921542648e-09,7.068456930880984e-09
1916,4.394984820521586e-09,1.2086208478478966e-08
1917,1.0966424435210342e-09,1.0966424435210342e-09
1918,2.2972752589112133e-09,5.743188147278033e-09
1919,3.6831393490643904e-09,9.207848372660976e-09
1920,5.300562211374427e-09,1.0601124422748853e-08
1921,2.2718242842501013e-09,1.5145495135815423e-08
1922,4.426761179843197e-09,1.1804696775641332e-08
1923,5.307974060286824e-09,5.2018147123078506e-08
1924,6.445812328337297e-09,6.316896139502148e-08
1925,8.798542339150117e-09,8.798542339150117e-09
1926,1.2260752413340015e-08,4.458455493683289e-09
1927,8.919379901328739e-09,1.0034302277972529e-08
1928,1.3711249025050165e-08,5.713020612141406e-09
1929,3.342121912552898e-09,1.1140405931087116e-08
1930,4.201441416995522e-09,1.2604324695075775e-08
1931,4.5621426636444085e-09,6.843213995466613e-09
1932,3.287861094491973e-09,8.767629289252454e-09
1933,4.588264879146209e-09,1.261772819560747e-08
1934,5.990790086229936e-09,4.7926320689839486e-09
1935,1.196828414151696e-09,9.574627313213568e-09
1936,3.6374143697059935e-09,1.576212893539264e-08
1937,8.813782592653752e-09,1.2591118370153254e-08
1938,6.482607339819424e-09,1.0372171566075394e-08
1939,1.5294050470515685e-09,1.2235240376412548e-08
1940,5.0715658339584024e-09,1.0143131667916805e-08
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,9.102635090130207e-09,6.068423541449874e-09
1943,0.0,1.4516175816936538e-08
1944,1.927911696952833e-08,6.4263723231761105e-09
1945,2.178504043826024e-09,6.535512131478072e-09
1946,2.7842208538686464e-09,6.960552134671616e-09
1947,2.3841741914054637e-09,1.1920870957027319e-09
1948,8.697510267552389e-09,1.0871887834440486e-09
1949,9.817008317369869e-10,7.853606653895895e-09
1950,1.0635361480382244e-09,1.0635361036293034e-08
1951,2.1322803522849654e-09,2.1322803522849654e-09
1952,6.326882129314981e-09,7.381362632230548e-09
1953,8.619061908632375e-09,1.4005975934594517e-08
1954,2.9317608341017376e-09,1.4658803948464083e-08
1955,2.815682353940474e-09,1.0324168187025862e-08
1956,1.744228317335228e-09,3.488456634670456e-09
1957,1.1485549400447326e-08,1.1485549400447326e-08
1958,7.445019267748876e-09,4.9633461784992505e-09
1959,3.100299128533379e-09,2.40273188012452e-08
1960,2.7683333403416555e-09,1.5225833371879105e-08
1961,2.08444772553662e-09,9.03260666262895e-09
1962,2.5367825617905737e-09,6.976152100435229e-09
1963,1.2932106496776896e-09,7.759263453976928e-09
1964,2.4335873316516654e-09,2.4335873316516654e-09
1965,2.73602163147757e-09,1.9152151253809535e-08
1966,4.985167390003653e-09,4.37586901158582e-08
1967,3.451234853457663e-09,1.577707425814978e-08
1968,1.7965663401398047e-09,1.661823922916028e-08
1969,2.2708788183223305e-09,1.2716921737876419e-08
1970,1.8394900047624674e-09,2.7592350626548523e-09
1971,4.624557625731995e-09,3.083038491169532e-09
1972,3.5911027485013847e-09,1.2312352026810913e-08
1973,3.3079223804577396e-09,1.1026407342740185e-08
1974,4.500457340128605e-09,5.06301445213353e-09
1975,7.4249242310031605e-09,1.484984890609553e-08
1976,3.4281160132820787e-09,5.713526873840635e-10
1977,6.464460078348111e-09,4.7014254711541525e-09
1978,1.7821774056514528e-09,1.6633656230169436e-08
1979,5.851973128301324e-09,1.2289143924704149e-08
1980,1.1370301367108482e-09,3.638496437474714e-08
1981,5.060439622894819e-09,1.2018543993352893e-08
1982,7.449002747961231e-09,1.1173503899897241e-08
1983,5.68378455412244e-09,3.157658134966823e-09
1984,4.639206796497319e-09,4.929157376709625e-08
1985,7.820225356169885e-09,4.210890747202711e-09
1986,1.6185110141009318e-08,5.994485352545098e-09
1987,3.0554083707556856e-09,1.649920555735207e-08
1988,7.795519785247507e-09,1.4991384134077634e-08
1989,9.329808037250586e-09,6.585746614717891e-09
1990,5.993515905799995e-09,9.80757164370516e-09
1991,1.0550637696837839e-08,1.1136783939491579e-08
1992,3.856960972825618e-09,1.1019888612739948e-08
1993,1.0524494165053966e-08,6.093128224193833e-09
1994,1.1077346151466827e-08,7.912389854425328e-09
1995,9.21816667442954e-09,1.4098372247417501e-08
1996,6.4057106285986265e-09,1.975094177097958e-08
1997,1.4864173003559245e-08,3.3564262480467733e-09
1998,6.198567881199324e-09,2.86087753487152e-09
1999,8.683382013430219e-09,8.226361813967742e-09
2000,5.3016377954406835e-09,4.418031274155965e-09
2001,5.695575122643959e-09,1.0953029233595757e-08
2002,1.4896152755738967e-08,1.9715497456829212e-08
2003,6.250384210204629e-09,8.75053829396677e-09
2004,3.9643119897903034e-09,3.523833003171717e-09
2005,5.854874363109275e-09,6.7556245042510454e-09
2006,1.6471559671771274e-09,5.353256948836815e-09
2007,4.393927444112933e-09,1.4380126256430259e-08
2008,2.9802078582719105e-09,5.108927503272298e-09
2009,9.53638501499654e-10,4.76819250749827e-09
2010,1.8895172093635892e-09,1.795041271179798e-08
2011,1.1471915639660324e-09,7.647944000321871e-09
2012,1.7021263287730903e-09,7.148930780687124e-09
2013,4.462600067256517e-09,1.0877587941493516e-08
2014,4.547434873103384e-09,1.1476859865244826e-08
2015,3.32486305154589e-09,1.0196246513771712e-08
2016,6.214020409345267e-10,8.699627823682832e-09
2017,2.0124890642847504e-09,5.282783988036499e-09
2018,6.9699601645822895e-09,1.2391040471460002e-08
2019,4.3366790158927415e-09,1.4795728531247221e-08
