year,sachant_VERB en_ADP,sachant_VERB dans_ADP
1882,4.2594464400025345e-08,4.6587697255517924e-08
1883,4.73950407808843e-08,1.0742875922176154e-08
1884,6.535679908381553e-08,1.7164411225678577e-08
1885,5.3498777075056125e-08,4.898683059195719e-08
1886,4.775563311465447e-08,4.38835527916126e-08
1887,6.920659778586469e-08,2.6115697659978565e-08
1888,4.3116178405355754e-08,4.248211893376208e-08
1889,5.012109305368995e-08,2.5060547415023393e-08
1890,6.030035493154173e-08,2.7528422485989523e-08
1891,5.609313669108218e-08,2.8683989405919874e-08
1892,6.20582725208152e-08,2.4447198043731078e-08
1893,4.803564879196642e-08,2.4633665829387752e-08
1894,3.150769645188234e-08,1.8904618315218613e-08
1895,8.004757612312119e-08,3.370424250803694e-08
1896,6.014969455847563e-08,2.94851449922362e-08
1897,5.5936451026639133e-08,2.3889524691789177e-08
1898,6.507107963571457e-08,2.8857609635224435e-08
1899,5.693405924489525e-08,2.4874102777516782e-08
1900,4.152842558724501e-08,2.0245106813199243e-08
1901,3.7444551015397565e-08,2.291382911190354e-08
1902,3.437198686784271e-08,2.6024503885224703e-08
1903,3.3481365901977256e-08,3.7801540564430525e-08
1904,4.622177751656409e-08,3.0097901060344157e-08
1905,6.812202002492995e-08,1.9094809122766065e-08
1906,4.166789357995526e-08,3.70381302294831e-08
1907,5.965698468557434e-08,2.7771354438321794e-08
1908,5.3043002434804976e-08,2.8486056180554442e-08
1909,3.90569829811227e-08,2.7504917454734823e-08
1910,4.0081129304425644e-08,2.4048677604859847e-08
1911,4.4691141898312026e-08,3.032613327125233e-08
1912,7.08481262545746e-08,3.386123859083767e-08
1913,6.098438287693853e-08,1.7499866444836698e-08
1914,5.5582971392187375e-08,1.8750882013751635e-08
1915,4.005459064426731e-08,4.2410743361642744e-08
1916,8.570220444426013e-08,4.8344833913915863e-08
1917,8.334482259897413e-08,4.825226584959097e-08
1918,4.5945505178224266e-08,4.2499594066214286e-08
1919,4.788081175988168e-08,2.7623545728605592e-08
1920,4.316172130813811e-08,2.2716694303426266e-08
1921,2.7261890134244737e-08,1.060184651180407e-08
1922,5.902348421127357e-08,2.2871599170137813e-08
1923,4.564857780664511e-08,3.715581708974014e-08
1924,4.512068585427187e-08,2.320492398233398e-08
1925,3.959343874981869e-08,4.179307766527529e-08
1926,4.1240713288814845e-08,2.8979959765251806e-08
1927,5.017151061270653e-08,3.9022285847067906e-08
1928,3.999114284169991e-08,2.5137291359556002e-08
1929,5.235990885310571e-08,1.3368487650211591e-08
1930,5.041729789212468e-08,1.3654685049324655e-08
1931,2.9653927313688655e-08,3.9918749195066994e-08
1932,2.849479585620429e-08,2.520693354046699e-08
1933,3.555905392360614e-08,2.2941325283909464e-08
1934,5.6313426810561396e-08,2.3963160344919743e-08
1935,2.99207103537924e-08,2.752705441366743e-08
1936,3.031178552603819e-08,1.8187071404440758e-08
1937,5.5400920295767264e-08,2.1404900962807005e-08
1938,2.5930428804166183e-08,1.1668692678767911e-08
1939,3.211750598808294e-08,2.141167065872196e-08
1940,3.803674530900025e-08,3.550096039361961e-08
1941,2.9515025534720962e-08,4.7224041566096275e-08
1942,5.158160121254696e-08,2.730790527039062e-08
1943,3.193558750780312e-08,2.9032351633873077e-08
1944,7.069009555493722e-08,2.2492303131116387e-08
1945,4.357008265287732e-08,1.089252066321933e-08
1946,3.3410652022780596e-08,2.7842209426864883e-08
1947,5.364392041684596e-08,1.6689218895749036e-08
1948,5.3272248834446145e-08,1.522064252412747e-08
1949,3.239612711425366e-08,3.6322930441201606e-08
1950,4.3604980959344175e-08,3.084254851515311e-08
1951,3.838104500886175e-08,2.3455083209000804e-08
1952,4.5342655408120436e-08,1.265376459169687e-08
1953,4.955960719588148e-08,2.0470271255845773e-08
1954,4.983993462381875e-08,1.3681550781186047e-08
1955,4.8805160357545674e-08,3.191106756617046e-08
1956,5.581530593268269e-08,2.267496879149178e-08
1957,4.1524678806581505e-08,2.562160866803609e-08
1958,3.722509500647675e-08,2.4816729671250926e-08
1959,4.107896356408958e-08,2.2477167904710882e-08
1960,4.983000145841743e-08,2.768333318137195e-08
1961,4.51630355335908e-08,1.598076693198891e-08
1962,6.215117132057912e-08,2.346523936269662e-08
1963,4.655558161203999e-08,2.909724017285953e-08
1964,5.840609762497451e-08,1.5818317322668918e-08
1965,4.3229144042200573e-08,1.1491290863308024e-08
1966,5.2621210500092275e-08,1.661722381918196e-08
1967,5.374065814578444e-08,2.415864486238206e-08
1968,6.377810324309507e-08,2.2457079640325617e-08
1969,4.223834881855737e-08,2.180043784383301e-08
1970,3.954903382563657e-08,2.989171221656761e-08
1971,3.5454942537427314e-08,2.8775026805760717e-08
1972,3.591102659683543e-08,2.4111690422046195e-08
1973,4.190034763595918e-08,1.7642251326499547e-08
1974,3.7691329612954405e-08,1.912694452821384e-08
1975,4.569184319791475e-08,1.4278700000147637e-08
1976,3.9994688005862145e-08,2.1140049488721502e-08
1977,4.172515222222728e-08,2.291944944943225e-08
1978,4.3366315427562085e-08,1.2475242172627077e-08
1979,3.218585442610333e-08,1.7555920273082393e-08
1980,4.604972225763504e-08,2.4446147550705177e-08
1981,4.68090675109778e-08,2.4037088541817297e-08
1982,4.345251447546161e-08,3.041676110981939e-08
1983,3.220811217730102e-08,1.8945948254689426e-08
1984,5.5090580985961424e-08,1.7397026319532216e-08
1985,5.0530688966432535e-08,2.0452897375733414e-08
1986,5.155257554179116e-08,2.5776287104761764e-08
1987,6.049708556332689e-08,2.3832185669370176e-08
1988,3.657897762465723e-08,1.9788627569905515e-08
1989,4.66490388539853e-08,2.0306051284890714e-08
1990,5.4486509526441296e-08,2.3974064622400704e-08
1991,5.568392025256941e-08,1.7584396438952155e-08
1992,5.2344470313769875e-08,2.424375389331601e-08
1993,6.203912139568502e-08,2.6034275735220547e-08
1994,4.272690556916814e-08,2.9012095725811093e-08
1995,6.127369367447955e-08,1.7351842074297963e-08
1996,6.99290074734904e-08,2.5089033961478435e-08
1997,4.746945414524362e-08,2.9248856003860624e-08
1998,5.769436217661905e-08,2.765514972580263e-08
1999,5.895559640478609e-08,1.9194844824710344e-08
2000,5.522539403557403e-08,3.048441699071702e-08
2001,6.659441709189196e-08,2.0591695237826002e-08
2002,6.265146801354149e-08,2.7163572446919915e-08
2003,5.250322931971141e-08,2.5834921313361292e-08
2004,7.311953442723507e-08,2.7750184372621334e-08
2005,6.485399595135277e-08,2.1167623320828e-08
2006,5.435614625071139e-08,2.8001651830589225e-08
2007,7.03028422144314e-08,2.316798097812267e-08
2008,7.15249863780798e-08,3.405951820578679e-08
2009,7.962881554135492e-08,3.099325107669415e-08
2010,7.321879280652865e-08,4.77103103690979e-08
2011,6.653711093207448e-08,4.168129308368407e-08
2012,8.714887211880296e-08,3.4382954039458014e-08
2013,9.008873780302906e-08,4.68572993739258e-08
2014,9.441340909077667e-08,5.2836861996752305e-08
2015,8.755472613586335e-08,5.2311180498421095e-08
2016,1.012885304518818e-07,5.675471670407717e-08
2017,1.0565567665210551e-07,5.0312225940984945e-08
2018,9.370724063373359e-08,6.376222705384293e-08
2019,8.443769416999203e-08,4.77034711732216e-08
