year,veulent_VERB écrire_VERB,veulent_VERB ecrire_VERB,veulent_VERB décrire_VERB
1884,3.3668655419205606e-08,0.0,5.941527270181268e-09
1885,2.707166935067562e-08,1.933690763067375e-09,3.2228177904158883e-09
1886,5.8726520535401505e-08,6.453463874400711e-10,2.5813855497602844e-09
1887,4.374379614091595e-08,0.0,0.0
1888,2.7264643875923866e-08,0.0,9.510921827882157e-09
1889,2.4434033463194282e-08,6.265136742733546e-10,5.012109394186837e-09
1890,3.5393686204088226e-08,0.0,3.2771931834929546e-09
1891,1.9122660788184476e-08,0.0,7.0116419337296065e-09
1892,1.9432388143059143e-08,0.0,3.761107425503951e-09
1893,2.0322774574310642e-08,0.0,4.926733243593162e-09
1894,2.457600345451283e-08,0.0,0.0
1895,3.671354775747204e-08,0.0,3.0093072478365457e-09
1896,2.299841384001411e-08,0.0,2.358811590497112e-09
1897,2.330685333618021e-08,0.0,6.409385022720926e-09
1898,3.055511754723739e-08,0.0,1.6975064687230201e-09
1899,3.979856444402685e-08,0.0,3.3165470370022376e-09
1900,3.4780054392058446e-08,0.0,4.671947717582725e-09
1901,3.017919070202879e-08,0.0,6.147612641171918e-09
1902,3.093478895266344e-08,0.0,9.820567692386817e-10
1903,1.4040573148577096e-08,0.0,7.560307935250421e-09
1904,3.547252447333449e-08,0.0,0.0
1905,3.6641388589941926e-08,0.0,3.6125313851442797e-09
1906,3.137952475640304e-08,0.0,2.0576738091193647e-09
1907,2.2114226894132116e-08,0.0,4.6285588695127444e-09
1908,2.4065807124884486e-08,1.4734167219643268e-09,8.840499887696751e-09
1909,1.5952851484257735e-08,0.0,2.2003934230241384e-09
1910,2.404867771588215e-08,0.0,3.740905363258662e-09
1911,2.4473720827700163e-08,0.0,5.3203743632934675e-09
1912,2.4484279492753558e-08,0.0,6.251305251225858e-09
1913,3.234823608977422e-08,0.0,5.30298971401777e-10
1914,4.151981158884155e-08,0.0,4.018046340092951e-09
1915,2.591767689352764e-08,0.0,2.3561523843085297e-09
1916,3.4061130804730055e-08,0.0,4.394984820521586e-09
1917,1.6449636319748606e-08,2.1932848870420685e-09,3.289927441585405e-09
1918,8.040463406189247e-09,0.0,0.0
1919,1.3811772170413406e-08,0.0,9.207848372660976e-10
1920,3.028892692213958e-08,0.0,6.057785384427916e-09
1921,3.256281289054641e-08,0.0,1.9689142760626055e-08
1922,4.943216680430851e-08,0.0,2.951174193910333e-09
1923,3.078624999375279e-08,0.0,2.1231896241147297e-09
1924,4.383152329978657e-08,0.0,1.289162443462999e-09
1925,1.2097995494286806e-08,0.0,3.299453377181294e-09
1926,2.0063049888108253e-08,0.0,3.343841648018042e-09
1927,3.3447673075670536e-08,0.0,2.2298449753321847e-09
1928,2.2852082892654835e-08,0.0,9.14083297942625e-09
1929,3.230717737778832e-08,0.0,4.4561625500705304e-09
1930,1.8906487042613662e-08,0.0,5.2518016602221e-09
1931,2.5091784650044247e-08,0.0,5.7026783295555106e-09
1932,1.4247397928102146e-08,0.0,1.0959536611565568e-09
1933,3.4411986149507356e-08,0.0,1.1470662641954732e-08
1934,1.9170528275935794e-08,0.0,8.38710612072191e-09
1935,2.2739740757060645e-08,0.0,5.98414207075848e-09
1936,1.33371855781661e-08,0.0,6.0623572828433225e-09
1937,1.1332006444320086e-08,0.0,1.0072894518486919e-08
1938,2.074434313215079e-08,0.0,3.8895642262559704e-09
1939,1.070583532936098e-08,0.0,0.0
1940,7.607348528892999e-09,0.0,2.5357829169792012e-09
1941,1.7709016475464523e-08,0.0,2.9515025978810172e-09
1942,1.2136847082899749e-08,0.0,3.034211770724937e-09
1943,1.7419411335595214e-07,0.0,8.709705845433291e-09
1944,1.2852744646352221e-08,0.0,9.639558484764166e-09
1945,6.535512131478072e-09,0.0,6.535512131478072e-09
1946,2.9234318077442367e-08,0.0,6.960552134671616e-09
1947,3.2186353138285995e-08,0.0,2.3841741914054637e-09
1948,1.848220954059343e-08,0.0,1.0871887834440486e-09
1949,2.1597418964347526e-08,0.0,7.853606653895895e-09
1950,1.595304155443955e-08,0.0,2.1270722960764488e-09
1951,2.2388944032059044e-08,0.0,6.396841278899501e-09
1952,1.8980646387944944e-08,0.0,4.2179215675730575e-09
1953,1.1851209791302608e-08,0.0,1.1851209791302608e-08
1954,1.3681550115052232e-08,0.0,3.9090144454689835e-09
1955,1.1262729415761896e-08,9.385607846468247e-10,8.447047505910632e-09
1956,1.657016923672927e-08,0.0,1.3081712602058815e-08
1957,7.068030161150318e-09,0.0,9.718541527092839e-09
1958,2.4816730004317833e-08,0.0,1.6544486891589827e-09
1959,2.2477168570844697e-08,0.0,2.325224457422337e-09
1960,2.0070416439921246e-08,0.0,6.920833239831836e-09
1961,1.667558180429296e-08,0.0,4.16889545107324e-09
1962,2.1562652108286784e-08,0.0,1.2683912586908264e-08
1963,2.0044765847160306e-08,0.0,5.1728425987107585e-09
1964,2.8594651979574337e-08,1.8251904432275978e-09,3.6503808864551957e-09
1965,3.447387442179206e-08,0.0,7.1136563306595235e-09
1966,2.1048483844765542e-08,0.0,6.6468897053084675e-09
1967,2.3665609916179164e-08,4.930335584241163e-10,9.860671390526932e-09
1968,2.7397636159776084e-08,0.0,1.0330256650092906e-08
1969,2.1346261647181564e-08,0.0,1.090021850558287e-08
1970,2.4373242979436327e-08,0.0,9.197449912790034e-09
1971,2.7747345754391972e-08,5.138397485282553e-10,1.1304474689666222e-08
1972,2.5137719461554298e-08,0.0,1.3338381954497436e-08
1973,2.7566018800939673e-08,0.0,3.859242703185828e-09
1974,1.800182936051442e-08,0.0,4.500457340128605e-09
1975,2.2845920710778955e-08,0.0,5.140332159925265e-09
1976,2.285410793945175e-08,0.0,1.0284348483935446e-08
1977,2.4094806150287695e-08,0.0,4.7014254711541525e-09
1978,2.3762364520507617e-08,0.0,7.72276909088987e-09
1979,2.63338808537128e-08,0.0,9.363157360553487e-09
1980,2.8994268319593175e-08,0.0,1.3644362084619388e-08
1981,2.340453342242199e-08,0.0,8.855769451088236e-09
1982,4.221101690404794e-08,0.0,9.311253101884631e-09
1983,2.3366668600033336e-08,6.315316047889041e-10,7.57837881337764e-09
1984,1.681712546997005e-08,0.0,8.118611560803402e-09
1985,2.947623478632977e-08,0.0,1.0226449020933615e-08
1986,2.3378493807513223e-08,0.0,4.7955883708539204e-09
1987,3.666490044906823e-08,0.0,7.332980445085013e-09
1988,2.398621568033832e-08,0.0,1.679035044332977e-08
1989,2.9635859988275115e-08,0.0,4.939309850016116e-09
1990,4.2499475938484466e-08,0.0,5.993515905799995e-09
1991,4.8064013213888757e-08,5.861465202094962e-10,7.6199047072123e-09
1992,3.1406681699763794e-08,0.0,6.060938417817852e-09
1993,2.2156829260211452e-08,0.0,7.200969598386564e-09
1994,2.0572214154412904e-08,1.0549853213248639e-09,6.329911705904578e-09
1995,2.3858783393393423e-08,0.0,1.3013881527967897e-08
1996,2.2419987644184403e-08,5.338092190498855e-10,4.804283193493575e-09
1997,3.5961708277909565e-08,0.0,6.7128524960935465e-09
1998,2.8131962537258914e-08,0.0,1.621164003040576e-08
1999,2.422206613061917e-08,0.0,1.0968483010742602e-08
2000,3.755326716259333e-08,0.0,6.185244316725402e-09
2001,2.541102794850758e-08,0.0,1.0076787404500465e-08
2002,2.8039817578928705e-08,0.0,1.1391176002462089e-08
2003,3.541884652236149e-08,4.1669229178253886e-10,9.167230530238157e-09
2004,2.378587282692024e-08,4.404791253964646e-10,8.369103632333008e-09
2005,3.467887310648621e-08,4.5037495954858286e-10,9.007498746882447e-09
2006,2.9237018139838256e-08,0.0,8.64756888319107e-09
2007,2.5964116190380082e-08,0.0,7.190063211481856e-09
2008,2.5970381400952647e-08,0.0,1.1069342775726909e-08
2009,2.9085974517784052e-08,0.0,9.53638501499654e-09
2010,1.8895171649546683e-08,0.0,8.502827775203059e-09
2011,1.644307978665438e-08,0.0,3.823971805871906e-09
2012,2.2127641940983267e-08,0.0,3.4042526575461807e-09
2013,1.9802786965783525e-08,0.0,8.925200134513034e-09
2014,1.8189739492413537e-08,0.0,3.4647122948427977e-09
2015,2.21657536769726e-08,0.0,5.763096222466402e-09
2016,2.2163337831671015e-08,0.0,4.349814286541687e-09
2017,2.2388940479345365e-08,0.0,2.5156112748447867e-09
2018,2.2975052971219156e-08,0.0,5.162933192082164e-09
2019,1.9132407658162265e-08,0.0,2.5509878653906526e-09
