year,tout_DET égout_NOUN,tout_DET dégoût_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,9.524730337773235e-09
1802,0.0,4.475680270843441e-09
1803,0.0,0.0
1804,0.0,1.9774807569206132e-08
1805,0.0,0.0
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,4.5321479902327155e-09
1809,2.259030518203531e-09,0.0
1810,0.0,0.0
1811,7.521229861140455e-09,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,3.113746815941454e-09
1818,0.0,2.384235475716423e-09
1819,0.0,5.175524897538253e-09
1820,0.0,3.5599443393152796e-09
1821,0.0,8.875339574387908e-09
1822,0.0,7.017931125119503e-09
1823,0.0,1.9765373782121287e-09
1824,0.0,8.421112696055388e-10
1825,0.0,0.0
1826,0.0,1.7615968683770689e-09
1827,0.0,1.1982455028203276e-08
1828,0.0,0.0
1829,0.0,2.1432940588983485e-08
1830,0.0,2.0873671680021744e-09
1831,0.0,1.5591206103948707e-09
1832,0.0,6.764984572527055e-09
1833,0.0,4.6334514003376626e-09
1834,0.0,1.120143711119681e-08
1835,0.0,3.025235173481633e-09
1836,6.720750067579218e-10,4.704525213838906e-09
1837,0.0,4.87052354003481e-09
1838,0.0,6.312161904276081e-09
1839,0.0,3.4957374772659477e-09
1840,0.0,1.8472096741106725e-08
1841,0.0,7.0626033910059505e-09
1842,0.0,7.379091560011375e-09
1843,0.0,5.31621990873532e-09
1844,0.0,4.390849017710252e-09
1845,0.0,5.580227835366713e-09
1846,0.0,6.439951683034906e-09
1847,2.6966118227278457e-09,1.0786447290911383e-08
1848,0.0,1.045878850192139e-08
1849,8.379414939696517e-10,4.1897072478036534e-09
1850,6.788996032014438e-09,6.1100964288129944e-09
1851,0.0,6.449438538780328e-09
1852,0.0,3.906327261660181e-09
1853,0.0,7.763511611358354e-09
1854,0.0,1.1950028522278444e-08
1855,1.0613874223963649e-09,6.368324534378189e-09
1856,2.0708756931497874e-09,4.141751386299575e-09
1857,0.0,2.928905451504704e-09
1858,4.893676019968041e-10,3.9149408159744326e-09
1859,4.073738679721828e-09,1.5276520048956854e-09
1860,0.0,1.3731551729012637e-09
1861,1.4147891747029462e-09,5.187560159214399e-09
1862,9.035972525772706e-10,9.035972858839614e-09
1863,1.4983863039219614e-09,4.994620939058336e-09
1864,3.835782358407869e-09,3.835782247385566e-09
1865,2.3534221238463715e-09,3.765475486972036e-09
1866,0.0,3.8924903300596725e-09
1867,9.7056229719783e-10,3.88224918879132e-09
1868,0.0,2.9639244392143382e-09
1869,4.883519144627257e-10,2.9301114867763545e-09
1870,2.8670243956696595e-09,5.160643912205387e-09
1871,0.0,3.18635318130589e-09
1872,0.0,7.256807155187062e-09
1873,0.0,2.3944017879529156e-09
1874,0.0,0.0
1875,0.0,2.2886108563824337e-09
1876,0.0,4.836811839936672e-09
1877,2.4739263970730008e-09,7.421779191219002e-09
1878,0.0,1.2078177347163432e-09
1879,3.665595160740054e-09,1.221865053580018e-09
1880,0.0,0.0
1881,0.0,6.972507571312292e-10
1882,0.0,1.9966155395678697e-09
1883,1.8958017378167824e-09,1.2638677882037541e-09
1884,3.300848483434038e-09,2.6406787867472303e-09
1885,0.0,3.2228177904158883e-09
1886,6.453463874400711e-10,2.5813855497602844e-09
1887,3.9173548849191775e-09,5.876032105334161e-09
1888,2.53624587998047e-09,7.60873763994141e-09
1889,1.2530273485467092e-09,6.265136742733546e-10
1890,0.0,1.9663159989136147e-09
1891,2.5496880162734215e-09,3.824531802365527e-09
1892,1.2537024751679837e-09,1.2537024751679837e-09
1893,3.079208221734575e-09,6.774258043407144e-09
1894,1.2603078580752936e-09,5.041231432301174e-09
1895,6.018614495673091e-10,3.0093072478365457e-09
1896,1.179405795248556e-09,1.179405795248556e-09
1897,1.1653427112179315e-09,1.7480140668268973e-09
1898,1.13167097914868e-09,0.0
1899,0.0,2.2110313580014918e-09
1900,0.0,5.191053142894475e-10
1901,0.0,1.676621730339889e-09
1902,3.437198747846537e-09,3.928227076954727e-09
1903,5.400220270956879e-09,5.400220270956879e-09
1904,1.6123875568041512e-09,2.6873125946735854e-09
1905,1.0321518084666081e-09,0.0
1906,4.115347618238729e-09,5.144184522798412e-10
1907,1.5428529565042481e-09,5.142843373384665e-10
1908,4.4202499438483756e-09,3.929111258571538e-09
1909,1.1001967115120692e-09,2.2003934230241384e-09
1910,5.344150677544235e-10,3.740905363258662e-09
1911,2.6601871816467337e-09,9.044636151145369e-09
1912,2.0837684910901544e-09,4.167536982180309e-09
1913,4.772690687104841e-09,1.590896969716482e-09
1914,1.3393487430235496e-09,2.0090231700464756e-09
1915,0.0,1.1780761921542648e-09
1916,3.2962386153911893e-09,0.0
1917,3.289927441585405e-09,1.0966424435210342e-09
1918,1.1486376294556067e-09,5.743188147278033e-09
1919,0.0,8.287063479883727e-09
1920,7.572231730534895e-10,3.028892692213958e-09
1921,0.0,7.572747429129834e-10
1922,0.0,5.902348387820666e-09
1923,0.0,7.431163684401554e-09
1924,2.578324886925998e-09,3.867487219366694e-09
1925,0.0,5.499089184013428e-09
1926,3.343841648018042e-09,2.229227691330493e-09
1927,0.0,1.1149224876660924e-09
1928,2.2852082448565625e-09,1.2568645679778001e-08
1929,0.0,1.1140406375176326e-09
1930,0.0,2.100720708497761e-09
1931,0.0,0.0
1932,0.0,1.0959536611565568e-09
1933,0.0,0.0
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,0.0,1.196828414151696e-09
1936,0.0,3.6374143697059935e-09
1937,0.0,0.0
1938,1.2965214457594243e-09,2.5930428915188486e-09
1939,0.0,3.058810094103137e-09
1940,0.0,2.5357829169792012e-09
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,0.0,6.068423541449874e-09
1943,0.0,0.0
1944,0.0,3.2131861615880553e-09
1945,8.714016175304096e-09,0.0
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,0.0,9.536696765621855e-09
1948,0.0,1.195907639583993e-08
1949,9.817008317369869e-10,1.0798709482173763e-08
1950,7.444753258312176e-09,3.190608444114673e-09
1951,4.264560704569931e-09,1.0661401761424827e-09
1952,0.0,2.1089607837865287e-09
1953,0.0,1.0773827385790469e-09
1954,0.0,9.772536113672459e-10
1955,0.0,5.631364707880948e-09
1956,0.0,6.976913269340912e-09
1957,8.835037701437898e-10,1.7670075402875796e-09
1958,0.0,9.099467845885556e-09
1959,4.650448914844674e-09,3.8753737996444215e-09
1960,2.7683333403416555e-09,2.076250060767393e-09
1961,0.0,3.47407969059077e-09
1962,0.0,5.7077609305622445e-09
1963,0.0,2.5864212993553792e-09
1964,1.2167936658258327e-09,1.2167936658258327e-09
1965,0.0,4.377634699181954e-09
1966,0.0,3.8773522170743036e-09
1967,0.0,2.9582012395223956e-09
1968,0.0,4.940557296606585e-09
1969,0.0,4.087581828571274e-09
1970,9.197450023812337e-10,3.678979926258208e-09
1971,1.0276794970565106e-09,3.5968783507200897e-09
1972,0.0,3.5911027485013847e-09
1973,5.513203782392395e-10,3.859242703185828e-09
1974,0.0,5.625571675160757e-10
1975,0.0,1.7134440533084216e-09
1976,0.0,3.9994687561772935e-09
1977,0.0,3.526069214387917e-09
