year,doivent_VERB écrire_VERB,doivent_VERB ecrire_VERB,doivent_VERB décrire_VERB
1855,4.5108965451845506e-08,0.0,6.8990182455763716e-09
1856,2.3815070804289462e-08,0.0,4.659470143053568e-09
1857,2.880090299584026e-08,0.0,5.369659827891837e-09
1858,3.1808895073481835e-08,0.0,2.936205500958522e-09
1859,3.971895168319861e-08,0.0,1.018434669930457e-08
1860,1.7393299245327398e-08,0.0,8.696649622663699e-09
1861,2.5466203368296192e-08,0.0,6.6023493339173456e-09
1862,1.626475132354699e-08,0.0,1.2650361647104091e-08
1863,2.6970951694238465e-08,0.0,1.048870412745373e-08
1864,3.404256787575832e-08,0.0,1.102787461348953e-08
1865,4.848049783845454e-08,4.706844358715045e-10,9.413688495385486e-09
1866,6.27664036301212e-08,0.0,8.75810357570117e-09
1867,4.464586567110018e-08,0.0,1.94112459439566e-08
1868,3.556709415875048e-08,0.0,9.87974857480367e-09
1869,3.41846337903462e-08,0.0,2.0510780629479086e-08
1870,2.695002976338401e-08,0.0,2.1789386295267832e-08
1871,1.4869648623516696e-08,0.0,3.18635318130589e-09
1872,3.8702971494330995e-08,0.0,4.8378714367913744e-09
1873,2.0352414864532875e-08,0.0,1.7958012854535355e-09
1874,2.8678122987457755e-08,0.0,4.779687312606029e-09
1875,1.2587359599081083e-08,0.0,2.345826111138649e-08
1876,1.9951848173604958e-08,0.0,1.6324239737741664e-08
1877,2.1646856751544874e-08,0.0,1.1751150275074451e-08
1878,2.6571990829893366e-08,0.0,6.039088784604019e-09
1879,3.176849006081284e-08,0.0,1.3440515367335593e-08
1880,2.9522093214495726e-08,0.0,7.059631101924424e-09
1881,2.998178416646624e-08,0.0,3.5559789779426865e-08
1882,3.793569547383413e-08,0.0,9.317538740560849e-09
1883,3.159669503816076e-08,0.0,1.2006744043446815e-08
1884,3.300848305798354e-08,0.0,2.178559910248623e-08
1885,4.7697703564608673e-08,0.0,7.7347630522695e-09
1886,4.4528899678653033e-08,0.0,5.808117542471791e-09
1887,2.8727267675776602e-08,0.0,1.9586774424595887e-09
1888,3.106901047544852e-08,0.0,1.9655905347804037e-08
1889,2.318100555953606e-08,0.0,1.7542383545787743e-08
1890,2.5562107097698572e-08,0.0,1.9007721618891082e-08
1891,4.52569608455633e-08,0.0,1.5935549768641977e-08
1892,2.6954603882245465e-08,0.0,6.8953633913793055e-09
1893,2.0322774574310642e-08,0.0,1.1085149687062312e-08
1894,4.600123659770361e-08,6.301539290376468e-10,1.449354058991048e-08
1895,1.2037228991346183e-08,0.0,7.824199066419624e-09
1896,3.2433661090180976e-08,0.0,7.076434549446731e-09
1897,2.9716238358901137e-08,0.0,9.905413378419325e-09
1898,3.904265000187479e-08,0.0,5.092519295146758e-09
1899,1.9899282222013426e-08,0.0,1.1055156790007459e-08
1900,3.0627212765921286e-08,0.0,4.671947717582725e-09
1901,2.738482152153665e-08,1.676621730339889e-09,1.2854099118442264e-08
1902,3.0443761289689064e-08,0.0,6.38336894454028e-09
1903,4.212171944573129e-08,0.0,1.296052865029651e-08
1904,5.0521478556220245e-08,0.0,6.449550227216605e-09
1905,2.7352022868853965e-08,0.0,5.676835002077496e-09
1906,2.211999294843281e-08,0.0,1.7490227932626112e-08
1907,2.108565766434367e-08,0.0,3.599990305858114e-09
1908,3.634427869769752e-08,0.0,4.4202499438483756e-09
1909,1.5402754627302784e-08,1.1001967115120692e-09,8.251475058784763e-09
1910,2.4583092894658876e-08,1.068830135508847e-09,2.3514262537105424e-08
1911,3.6178544604581475e-08,0.0,9.576673676292558e-09
1912,1.1981668990301841e-08,0.0,7.293189607793238e-09
1913,2.4924052155483878e-08,0.0,2.598464909908671e-08
1914,3.080502253283157e-08,0.0,1.7411533548283842e-08
1915,2.3561524287174507e-08,0.0,2.3561523843085297e-09
1916,9.888715624128963e-09,0.0,1.538244731591476e-08
1917,1.7546279096336548e-08,0.0,2.1932848870420685e-09
1918,3.331049214239101e-08,0.0,2.2972752589112133e-09
1919,2.8544329566670967e-08,0.0,3.6831393490643904e-09
1920,3.33178178379967e-08,0.0,1.2872794385998532e-08
1921,1.438822039290244e-08,0.0,5.300923255902035e-09
1922,2.0658220023506146e-08,0.0,1.475587119159627e-08
1923,4.671016995416721e-08,0.0,8.492758496458919e-09
1924,4.769901096324247e-08,0.0,6.445812328337297e-09
1925,3.189471442510694e-08,0.0,3.299453377181294e-09
1926,3.009457216762712e-08,0.0,6.687683296036084e-09
1927,2.0068604555945058e-08,0.0,3.3447675740205796e-09
1928,3.313552099371009e-08,0.0,4.570416489713125e-09
1929,1.7824650200282122e-08,0.0,4.4561625500705304e-09
1930,2.8359728787563654e-08,0.0,1.3654684494213143e-08
1931,2.0529641986399838e-08,0.0,6.843213995466613e-09
1932,1.753525857850491e-08,0.0,3.287861094491973e-09
1933,2.7529589274877253e-08,0.0,8.02946331646126e-09
1934,8.38710612072191e-09,0.0,9.585264137967897e-09
1935,2.5133395809007197e-08,1.196828414151696e-09,1.0771455727365264e-08
1936,1.33371855781661e-08,0.0,3.6374143697059935e-09
1937,2.2664012888640173e-08,0.0,1.6368453259474336e-08
1938,3.5006078036303734e-08,0.0,1.5558256905023882e-08
1939,1.070583532936098e-08,0.0,3.5176316970364496e-08
1940,1.5214697057785997e-08,0.0,5.832300686847702e-08
1941,2.9515025090631752e-08,0.0,8.854508237732261e-09
1942,1.8205270180260413e-08,0.0,9.102635090130207e-09
1943,5.806470415592457e-09,0.0,5.806470415592457e-09
1944,3.855823393905666e-08,0.0,0.0
1945,1.3071024262956144e-08,0.0,2.178504132643866e-08
1946,1.8097434661967782e-08,0.0,1.3921104269343232e-09
1947,1.3112957830685446e-08,0.0,9.536696765621855e-09
1948,1.9569398546082084e-08,0.0,8.697510267552389e-09
1949,1.3743811422273211e-08,0.0,1.8652315247891238e-08
1950,1.808011518278363e-08,0.0,4.2541445921528975e-09
1951,2.7719645245838365e-08,0.0,7.462981344019681e-09
1952,2.6362009464264702e-08,1.0544803918932644e-09,1.2653764258629963e-08
1953,2.477980309834038e-08,0.0,9.69644453618912e-09
1954,2.247683283940205e-08,0.0,5.863521668203475e-09
1955,2.7218263198847126e-08,0.0,2.1586897602787758e-08
1956,2.1802854632824165e-08,0.0,3.488456634670456e-09
1957,1.767007518083119e-08,0.0,1.1485549400447326e-08
1958,2.6471179026543723e-08,0.0,4.9633461784992505e-09
1959,2.7902691712711203e-08,0.0,1.2401196514133517e-08
1960,2.2146666722733244e-08,0.0,4.844583401109048e-09
1961,2.014966149488373e-08,0.0,4.86371165564492e-09
1962,2.3465238641051656e-08,0.0,4.43936931660005e-09
1963,2.7804029301137234e-08,0.0,9.69907976156037e-09
1964,2.6769461314302134e-08,6.083968329129164e-10,1.8860301764789256e-08
1965,2.407699106754535e-08,0.0,8.20806533852192e-09
1966,3.0464910594218964e-08,0.0,4.985167390003653e-09
1967,2.7609878827661305e-08,0.0,6.902469706915326e-09
1968,2.784677910483424e-08,0.0,1.2126823101255013e-08
1969,2.1346261647181564e-08,0.0,1.4533624970169967e-08
1970,3.724967356788511e-08,0.0,1.0577067222072856e-08
1971,4.213486093362917e-08,0.0,8.221435976452085e-09
1972,3.026786643545165e-08,5.130146862875051e-10,2.0007572487656944e-08
1973,2.7566018800939673e-08,0.0,1.1026407342740185e-08
1974,2.4752514704573514e-08,5.625571675160757e-10,1.3501372464475025e-08
1975,3.255543745694922e-08,0.0,2.1132477101559743e-08
1976,2.5710871653927825e-08,0.0,9.141642998145016e-09
1977,3.6436048844734614e-08,5.876781838942691e-10,8.22749424145286e-09
1978,1.6039596317796168e-08,5.940591352171509e-10,1.3663360221016774e-08
1979,7.256446821202189e-08,0.0,1.6385525825057812e-08
1980,2.615169236719339e-08,0.0,7.95921106799824e-09
1981,3.226030287351023e-08,6.325549528618524e-10,1.0120879245789638e-08
1982,2.855450986771757e-08,1.8622506869903077e-09,1.1173503899897241e-08
1983,2.7155859783078995e-08,0.0,1.0736036948344463e-08
1984,3.131464509920079e-08,0.0,1.4497521405587577e-08
1985,3.128090142467954e-08,0.0,9.624892882698077e-09
1986,4.3160294893596074e-08,0.0,1.6784559520033326e-08
1987,1.8943532964499354e-08,0.0,1.2221633483022742e-08
1988,3.8377944377998574e-08,5.996553809062277e-10,1.3792074149421296e-08
1989,4.225854155492925e-08,0.0,9.878619700032232e-09
1990,4.35892069106103e-08,0.0,1.5256222951620657e-08
1991,4.5133283776976896e-08,0.0,1.934283488935762e-08
1992,4.573253775674857e-08,0.0,9.366905473484621e-09
1993,4.5975422580113445e-08,0.0,2.2156829260211452e-08
1994,4.958431176760314e-08,0.0,7.384897138251745e-09
1995,4.0668382439434936e-08,0.0,1.6809597269684673e-08
1996,3.096093337262573e-08,0.0,1.7081895009596337e-08
1997,4.5072006571444945e-08,0.0,1.5823152565985765e-08
1998,3.8621845277475586e-08,0.0,1.4781200263769279e-08
1999,3.701862993921168e-08,0.0,1.828080442578539e-08
2000,3.7111465900352414e-08,0.0,2.6066386382694873e-08
2001,2.4972907297637903e-08,0.0,1.664860427297299e-08
2002,3.9430993581390794e-08,0.0,2.2782352004924178e-08
2003,3.791899771954377e-08,0.0,3.041853702256958e-08
2004,3.832168360418109e-08,0.0,2.026203915761471e-08
2005,3.963299732845371e-08,0.0,2.432024714948966e-08
2006,4.0355320862772714e-08,8.235779835885637e-10,2.4707340173790726e-08
2007,3.155638950147477e-08,0.0,2.4765773432022797e-08
2008,4.3000142113669426e-08,0.0,2.3415918093405708e-08
2009,3.099325240896178e-08,0.0,2.2410505451375684e-08
2010,3.7790343299093365e-08,0.0,2.7870378005445673e-08
2011,4.053410407323099e-08,0.0,2.9062187323347644e-08
2012,2.382976838077866e-08,0.0,2.382976838077866e-08
2013,3.5142974752488954e-08,0.0,1.6734750474256543e-08
2014,2.4686075406066266e-08,0.0,1.905591773265769e-08
2015,2.9480453633823345e-08,0.0,2.1944096317838557e-08
2016,2.4027544398563805e-08,0.0,1.9470595802317803e-08
2017,2.3143623906207722e-08,0.0,1.3584300795344006e-08
2018,2.9686866298561654e-08,0.0,1.652138692520566e-08
2019,2.627517403652746e-08,0.0,2.602007498353487e-08
