year,aurait_VERB étendu_VERB,aurait_VERB détendu_VERB
1800,1.5720821977538435e-08,0.0
1801,3.095537337571841e-08,0.0
1802,1.3427040812530322e-08,0.0
1803,7.411289004721766e-08,0.0
1804,9.887403784603066e-09,0.0
1805,1.1371510844071508e-08,0.0
1806,5.76333825108577e-09,0.0
1807,3.701041606518629e-08,0.0
1808,6.571614363792833e-08,0.0
1809,6.7770917766551975e-09,0.0
1810,6.31834211617388e-08,0.0
1811,3.008491944456182e-08,0.0
1812,3.467370746079723e-08,0.0
1813,1.1502966579257645e-08,0.0
1814,2.5173417128598885e-08,0.0
1815,1.6183340889597275e-08,0.0
1816,1.622322720606917e-08,2.3176038865813098e-09
1817,7.784366928831332e-09,0.0
1818,1.7881765401739358e-08,1.1921177378582115e-09
1819,2.6912729822470283e-08,1.035105001712111e-09
1820,7.119888678630559e-09,0.0
1821,2.070912508145284e-08,0.0
1822,6.015369535816717e-08,0.0
1823,2.668325471688604e-08,0.0
1824,4.126345132249298e-08,8.421112696055388e-10
1825,2.289415235168235e-08,0.0
1826,3.3470339388941284e-08,0.0
1827,4.3321183085254233e-08,9.217273055917019e-10
1828,3.118582370120748e-08,9.172301251858528e-10
1829,1.7146351893870815e-08,0.0
1830,1.7742621594152297e-08,1.0436835840010872e-09
1831,2.8064171431196883e-08,0.0
1832,1.3529969367098715e-09,0.0
1833,1.0425265983826648e-08,1.1583628500844156e-09
1834,1.213489042584115e-08,0.0
1835,2.647080776796429e-08,0.0
1836,2.419469957715137e-08,6.720750067579218e-10
1837,2.1569462660409044e-08,0.0
1838,1.2624323808552163e-08,1.2624323808552163e-09
1839,3.635567225046543e-08,0.0
1840,4.0766007458614695e-08,0.0
1841,7.062603657459476e-08,3.852329122366882e-09
1842,4.360372329870188e-08,0.0
1843,3.0125246297529884e-08,0.0
1844,3.732221642849254e-08,0.0
1845,4.073566373108406e-08,0.0
1846,3.33706573485415e-08,0.0
1847,3.020205241455187e-08,2.1572894581822766e-08
1848,6.838438793010937e-08,7.24069959545659e-09
1849,8.379414850878675e-08,8.379414939696517e-10
1850,3.1229383523623255e-08,6.788996032014438e-10
1851,2.7732586005413395e-08,2.579775504329973e-09
1852,3.580800012059626e-08,6.510545436100301e-10
1853,3.4637203327747557e-08,5.971931837933653e-10
1854,1.8184826089395756e-08,2.0782657816909023e-09
1855,2.2819829581521844e-08,5.306937111981824e-10
1856,4.918329921110853e-08,5.177189232874468e-10
1857,2.782460128969433e-08,0.0
1858,1.5170396494568195e-08,9.787352039936081e-10
1859,3.1571474323754956e-08,5.092173349652285e-10
1860,3.295572525985335e-08,4.577183909670879e-10
1861,1.650587222457034e-08,3.3011746669586728e-09
1862,1.9879140111811466e-08,2.710791813242963e-09
1863,1.748117206545885e-08,0.0
1864,2.205574922697906e-08,9.589455896019672e-10
1865,4.848049783845454e-08,4.706844358715045e-10
1866,4.184427027098536e-08,1.9462451650298362e-09
1867,1.844068364675877e-08,0.0
1868,2.766329387782207e-08,4.93987406535723e-10
1869,4.0044856319809696e-08,0.0
1870,3.268407766654491e-08,1.7202146374017957e-09
1871,2.549082545044712e-08,2.1242354542039266e-09
1872,3.4469834986339265e-08,6.047339295989218e-10
1873,1.7958013742713774e-08,0.0
1874,2.3300975371398636e-08,2.9873046258899194e-09
1875,2.0025344937835143e-08,5.721527140956084e-10
1876,2.8416270225761764e-08,0.0
1877,2.3502300550148902e-08,0.0
1878,3.140326043649111e-08,0.0
1879,2.2604503158163425e-08,0.0
1880,3.144744553651435e-08,6.417846254436199e-10
1881,3.5559789779426865e-08,2.7890030285249168e-09
1882,3.527354053289855e-08,0.0
1883,3.854796659652493e-08,0.0
1884,1.9805090900604227e-08,6.601696966868076e-10
1885,2.0626034213933053e-08,0.0
1886,3.484870347847391e-08,0.0
1887,2.6115698048556624e-08,0.0
1888,2.9800888867725916e-08,6.340614699951175e-10
1889,2.1301465480405568e-08,0.0
1890,3.8015443237782165e-08,1.9663159989136147e-09
1891,4.716922674674606e-08,6.374220040683554e-10
1892,3.447681962143179e-08,0.0
1893,1.970693297437265e-08,0.0
1894,2.898708117982096e-08,1.2603078580752936e-09
1895,2.2268872967856623e-08,1.2037228991346183e-09
1896,2.299841384001411e-08,0.0
1897,1.5149455023788505e-08,4.078699600285063e-09
1898,2.998928039232851e-08,2.8291773368493978e-09
1899,2.432134493801641e-08,0.0
1900,1.349673794948103e-08,8.824790675987515e-09
1901,2.1237207548097103e-08,5.588738916095792e-10
1902,1.7677022512430085e-08,9.820567692386817e-10
1903,1.0260418292773466e-08,5.400220270956879e-10
1904,3.0097901060344157e-08,0.0
1905,1.909480928929952e-08,5.160759042333041e-10
1906,2.41776678677752e-08,5.144184522798412e-10
1907,1.491424583832668e-08,0.0
1908,2.4065807124884486e-08,5.40252820258047e-09
1909,1.980354014108343e-08,4.400786846048277e-09
1910,1.977335806202518e-08,1.068830135508847e-09
1911,9.576673676292558e-09,3.1922244847493175e-09
1912,1.9795800554334164e-08,0.0
1913,2.4393752795504042e-08,5.30298971401777e-10
1914,2.1429579888376793e-08,0.0
1915,2.0027295377644805e-08,0.0
1916,1.648119329900055e-08,2.197492410260793e-09
1917,2.1932848426331475e-08,1.0966424435210342e-09
1918,3.445912710731136e-08,0.0
1919,2.3940405213807026e-08,9.207848372660976e-10
1920,2.2716694303426266e-08,0.0
1921,2.7261890522822796e-08,0.0
1922,2.0658220023506146e-08,7.377935484775833e-10
1923,1.8047112249064412e-08,4.246379248229459e-09
1924,1.804827398643738e-08,6.445812328337297e-09
1925,2.0896537833436923e-08,0.0
1926,3.1209186346359274e-08,3.343841648018042e-09
1927,1.3379070296082318e-08,0.0
1928,2.170947865920425e-08,1.1426041224282812e-09
1929,2.1166771446701205e-08,0.0
1930,1.470504518152893e-08,0.0
1931,1.4826963656844327e-08,3.4216069977333063e-09
1932,2.520693342944469e-08,0.0
1933,2.408838994938378e-08,1.1470662197865522e-09
1934,3.5944740517379614e-08,0.0
1935,1.4361940969820353e-08,0.0
1936,2.3036957230715416e-08,0.0
1937,3.903246792447135e-08,0.0
1938,2.5930429359277696e-08,1.2965214457594243e-09
1939,2.2941076593951948e-08,0.0
1940,4.3108308034334186e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,3.034211815133858e-08,0.0
1943,2.9032351633873077e-08,2.9032352077962287e-09
1944,1.2852744646352221e-08,0.0
1945,2.3963544037997053e-08,0.0
1946,1.8097434661967782e-08,2.7842208538686464e-09
1947,3.695469885656166e-08,1.1920870957027319e-09
1948,3.261566305923225e-08,4.348755133776194e-09
1949,1.668891336237266e-08,0.0
1950,2.6588404367089424e-08,0.0
1951,1.4925962688039363e-08,1.0661401761424827e-09
1952,2.319856839960721e-08,2.1089607837865287e-09
1953,4.3095308654983455e-08,3.232148326759443e-09
1954,1.6613311615287785e-08,0.0
1955,1.5016972554349195e-08,2.815682353940474e-09
1956,1.5698054411927842e-08,0.0
1957,2.5621609722747962e-08,8.835037701437898e-10
1958,1.4890038535497752e-08,0.0
1959,1.007597205671118e-08,1.5501495642666896e-09
1960,2.422291700554524e-08,6.920833350854139e-10
1961,2.431855783413539e-08,0.0
1962,2.473363025501385e-08,1.2683912808952869e-09
1963,2.0691370394843034e-08,0.0
1964,1.8860301764789256e-08,2.4335873316516654e-09
1965,2.188817305182056e-08,5.472043373977442e-10
1966,1.1078149952936656e-08,0.0
1967,1.3804939413830652e-08,0.0
1968,1.8414805680322388e-08,1.3474247273492779e-09
1969,2.3162964879475112e-08,1.3625273131978588e-09
1970,1.839489982558007e-08,1.3796175313274261e-09
1971,1.5929032315398217e-08,2.569198631618974e-09
1972,1.3338381954497436e-08,1.0260293725750103e-09
1973,1.7642252103655665e-08,0.0
1974,1.1813700240281833e-08,1.6876715580593782e-09
1975,1.4278700888326057e-08,5.711480177694739e-10
1976,1.428381679602353e-08,0.0
1977,9.402850942308305e-09,0.0
1978,1.6633656230169436e-08,0.0
1979,2.0481905949054635e-08,1.1703946700691858e-09
1980,1.4212877097463661e-08,5.685150683554241e-10
1981,1.8976647808699454e-08,1.2651099057237047e-09
1982,1.4898005495922462e-08,0.0
1983,1.7682884490000106e-08,6.315316047889041e-10
1984,1.1598016769198694e-08,5.799008495621649e-10
1985,1.3835783185811579e-08,6.015558051686298e-10
1986,1.2588419195935785e-08,0.0
1987,1.588812459374367e-08,0.0
1988,1.139345240375178e-08,2.99827696004229e-09
1989,1.5915555096057687e-08,2.7440609784434855e-09
1990,1.2531897297662908e-08,5.44865097484859e-10
1991,1.52398094144246e-08,1.1722930404189924e-09
1992,8.815910668147353e-09,0.0
1993,1.3848018731721368e-08,5.539207426075166e-10
1994,1.5824779708850656e-08,5.274926606624319e-10
1995,1.3556126887692699e-08,0.0
1996,9.60856638698715e-09,5.338092190498855e-10
1997,8.151320507465698e-09,1.438468344439059e-09
1998,1.6688451509594415e-08,9.536258449571733e-10
1999,1.1882523409667556e-08,0.0
2000,9.719669513685858e-09,0.0
2001,1.7524847351069184e-08,0.0
2002,1.0514931148009055e-08,4.38122149670761e-10
2003,1.8334461060476315e-08,1.2500769308587678e-09
2004,1.0571499231559756e-08,4.404791253964646e-10
2005,1.0358624180639708e-08,2.251874686720612e-09
2006,1.2353670086895363e-08,0.0
2007,1.5578470069499417e-08,1.5977917877663117e-09
2008,1.4901038625225738e-08,8.514879357157668e-10
2009,1.0966842545201416e-08,0.0
2010,9.447585824773341e-09,4.2514138876015295e-09
2011,8.030340836739924e-09,2.2943831279320648e-09
2012,1.2936160587173617e-08,1.3617010852229328e-09
2013,1.1714325509615264e-08,3.3469500504423877e-09
2014,9.744502982300673e-09,1.5158115873603606e-09
2015,9.087958829923082e-09,3.32486305154589e-09
2016,1.0563834251797743e-08,3.935546111222266e-09
2017,8.553078245654433e-09,2.264050280587071e-09
2018,6.453666934191915e-09,3.3559066636712487e-09
2019,5.867272001580659e-09,2.5509878653906526e-09
