year,craignant_VERB en_ADP,craignant_VERB dans_ADP
1857,5.0767694048658996e-08,3.905207268672939e-09
1858,3.9149408159744326e-08,1.0766087576996597e-08
1859,1.8331824058748225e-08,8.14747713739905e-09
1860,3.1582568338350825e-08,1.0985241161165504e-08
1861,1.9807048001752037e-08,2.8295783494058924e-09
1862,9.939570055905733e-09,9.035972525772706e-10
1863,2.7470414054597825e-08,8.490855685217014e-09
1864,1.7261019946701595e-08,2.8768367688059016e-09
1865,1.976874625109204e-08,8.001635354304426e-09
1866,1.1190909532388105e-08,8.75810357570117e-09
1867,1.455843445796745e-08,1.94112459439566e-09
1868,1.92655089659155e-08,4.44588676984381e-09
1869,5.860223195597314e-09,3.4184634012390802e-09
1870,2.4656409358669862e-08,6.307453670473251e-09
1871,7.434824311758348e-09,5.3105884134652115e-09
1872,4.354084381930079e-08,6.047339295989218e-10
1873,9.577607151811662e-09,1.7958012854535355e-09
1874,2.2106054209380943e-08,1.1949218281515073e-09
1875,1.4875970122396609e-08,2.8607636259891933e-09
1876,1.0882826195768303e-08,1.874264565771e-08
1877,2.2265338017746217e-08,6.80329748092845e-09
1878,2.3552445771457542e-08,4.831270938865373e-09
1879,1.8327975581655664e-08,4.27652757650776e-09
1880,2.1820676820993867e-08,6.417846254436199e-10
1881,1.8825771164188154e-08,2.091752326904839e-09
1882,1.9966154729544883e-08,4.658769592325029e-09
1883,1.8958016934078614e-08,5.687405213450347e-09
1884,2.508644758592027e-08,5.281357573494461e-09
1885,2.320428871271929e-08,6.445635691854079e-10
1886,9.034849313138693e-09,6.453463874400711e-10
1887,1.5016526688782506e-08,5.876032105334161e-09
1888,1.2047167707862627e-08,2.53624587998047e-09
1889,1.2530273485467092e-08,3.1325683158556217e-09
1890,6.554386366985909e-09,5.243509182406569e-09
1891,2.103492580118882e-08,3.824531802365527e-09
1892,5.641661138255927e-09,4.387958441043338e-09
1893,1.662772503019383e-08,8.005941687372342e-09
1894,1.7014155417882648e-08,1.2603078580752936e-09
1895,2.1065150956900425e-08,7.222337172763105e-09
1896,1.061465249030391e-08,4.717623069971921e-09
1897,2.155884004650943e-08,0.0
1898,9.05336783318944e-09,1.13167097914868e-09
1899,1.7688250864011934e-08,1.1055156790007459e-09
1900,9.34389543516545e-09,6.22926377147337e-09
1901,1.4530721070826758e-08,1.1177477832191585e-09
1902,8.347482705062248e-09,4.910283846193408e-10
1903,1.83607493653426e-08,5.400220270956879e-10
1904,1.289910045443321e-08,2.1498500757388683e-09
1905,1.0837593933388234e-08,6.708986699521802e-09
1906,4.115347618238729e-09,5.144184522798412e-10
1907,1.7485667580530162e-08,3.599990305858114e-09
1908,5.893666887857307e-09,3.437972351250096e-09
1909,2.475442606453271e-08,3.850688656825696e-09
1910,7.481811170606534e-09,0.0
1911,7.980560989828689e-09,0.0
1912,1.82329742415277e-08,5.209421227725386e-10
1913,1.4848371532316662e-08,0.0
1914,2.678697486047099e-09,1.3393487430235496e-09
1915,7.068456930880984e-09,1.1780761921542648e-09
1916,1.648119329900055e-08,0.0
1917,1.864292187292449e-08,0.0
1918,9.189101035644853e-09,0.0
1919,1.657412718181206e-08,0.0
1920,1.665890936308756e-08,3.786115865267448e-09
1921,6.815472852750304e-09,0.0
1922,1.0329109456641561e-08,3.6889677978990676e-09
1923,1.9108707061121777e-08,8.492758496458919e-09
1924,1.804827443052659e-08,5.156649773851996e-09
1925,1.0998178368026856e-08,3.299453377181294e-09
1926,7.802296808634424e-09,2.229227691330493e-09
1927,1.1149224765638621e-08,6.689535148041159e-09
1928,2.3994686904060814e-08,2.2852082448565625e-09
1929,1.3368487206122381e-08,4.4561625500705304e-09
1930,1.8906487042613662e-08,4.201441416995522e-09
1931,7.983749661377715e-09,1.1405356659111021e-09
1932,8.767629400274757e-09,3.287861094491973e-09
1933,8.02946331646126e-09,0.0
1934,1.0783422155213884e-08,4.7926320689839486e-09
1935,1.555876849579363e-08,3.590485242455088e-09
1936,7.274828739411987e-09,1.2124714565686645e-09
1937,1.0072894518486919e-08,2.5182236296217297e-09
1938,0.0,3.889564337278273e-09
1939,4.588215141154706e-09,4.588215141154706e-09
1940,2.028626333583361e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,0.0,0.0
1943,1.4516175816936538e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,4.357008087652048e-09,2.178504043826024e-09
1946,1.1136883415474585e-08,1.3921104269343232e-09
1947,1.9073394197377525e-08,1.1920870957027319e-09
1948,1.6307831973705333e-08,3.2615663503321457e-09
1949,1.3743811866362421e-08,1.9634016634739737e-09
1950,1.0635361036293034e-08,2.1270722960764488e-09
1951,7.462981344019681e-09,6.396841278899501e-09
1952,1.4762725597528004e-08,1.0544803918932644e-09
1953,8.619061908632375e-09,7.54167928107563e-09
1954,7.818028890937967e-09,3.9090144454689835e-09
1955,8.447047061821422e-09,1.8771215692936494e-09
1956,1.5698054856017052e-08,1.744228317335228e-09
1957,1.501956381488867e-08,1.7670075402875796e-09
1958,6.617794756635931e-09,8.272243445794913e-10
1959,2.0151945223645384e-08,1.5501495642666896e-09
1960,1.9378333382391588e-08,6.920833350854139e-10
1961,1.80652133252579e-08,6.948159270159238e-10
1962,1.585489117772454e-08,3.805173953708163e-09
1963,1.0345685197421517e-08,1.2932106496776896e-09
1964,1.4601524378488051e-08,1.2167936658258327e-09
1965,1.1491291029841477e-08,1.6416130677043839e-09
1966,2.3264114412668846e-08,5.539074754423723e-09
1967,1.577707425814978e-08,1.9721342336964653e-09
1968,1.1228539764651657e-08,2.245707925174756e-09
1969,1.3625273576067798e-08,2.7250546263957176e-09
1970,9.197450023812337e-09,9.197450023812337e-10
1971,1.0276794637498199e-08,5.652237344833111e-09
1972,9.234264353175092e-09,1.0260293725750103e-09
1973,8.269805840122046e-09,2.7566018356850464e-09
1974,1.3501372020385816e-08,2.812785782069227e-09
1975,5.140332159925265e-09,5.711480177694739e-09
1976,2.285410749536254e-08,1.142705374768127e-09
1977,8.22749468554207e-09,2.938390863960194e-09
1978,4.752473081737207e-09,0.0
1979,9.948354362521172e-09,2.3407893401383717e-09
1980,1.364436125195212e-08,1.1370301367108482e-09
1981,1.5181318868684457e-08,2.5302198114474095e-09
1982,1.4277254933858785e-08,2.483000915987077e-09
1983,1.326216336750008e-08,0.0
1984,7.538710988796993e-09,3.479405208395292e-09
1985,1.3835783740923091e-08,6.015558051686298e-10
1986,1.6185110585098528e-08,2.997242676272549e-09
1987,7.944062296871834e-09,1.8332450557601021e-09
1988,4.797243047249822e-09,2.3986214681137596e-09
1989,1.0976243913773942e-08,4.390497743145261e-09
1990,1.4166492645628637e-08,2.1794604454505873e-09
1991,1.523980996953611e-08,1.7584396161396398e-09
1992,8.264916362410446e-09,2.754972083796048e-09
1993,1.2740176913439427e-08,2.2156829704300662e-09
1994,7.38489736029635e-09,1.0549853213248639e-09
1995,9.21816623034033e-09,5.422450821690461e-09
1996,1.7081895453685547e-08,2.135236876199542e-09
1997,6.7128524960935465e-09,3.835915585170824e-09
1998,1.6211639808361156e-08,1.43043876743576e-09
1999,1.7823784226322914e-08,9.140402323914998e-10
2000,1.1045078962546029e-08,2.6508188977203417e-09
2001,1.533424165423014e-08,2.190605918883648e-09
2002,1.3143664379100528e-08,1.752488598683044e-09
2003,1.8334460616387105e-08,1.2500769308587678e-09
2004,9.690540647699919e-09,1.7619165015858584e-09
2005,1.846537389660341e-08,4.954124666056714e-09
2006,1.8118715416903797e-08,2.4707340062768424e-09
2007,1.7176262190332636e-08,3.1955834922658966e-09
2008,1.9158479247494142e-08,2.9802078582719105e-09
2009,1.0966842989290626e-08,3.337734755248789e-09
2010,1.039234459598859e-08,1.4171379625338432e-09
2011,1.3383901764640882e-08,4.206369197401472e-09
2012,1.2936160032062105e-08,6.808505426114664e-10
2013,1.3108887808588321e-08,2.2313000891394097e-09
2014,1.3858849179371191e-08,1.7323561474213989e-09
2015,1.329945220618356e-08,3.768178130636457e-09
2016,1.5742184222844458e-08,2.8998760059906203e-09
2017,1.3332740467220106e-08,3.018733707449428e-09
2018,1.1358453622101194e-08,4.904786632398128e-09
2019,1.3010037491767434e-08,4.5917777913295765e-09
