year,parlant_VERB en_ADP,parlant_VERB dans_ADP
1922,3.5340310589049295e-07,1.1730917659491524e-07
1923,2.9087699182639426e-07,1.1359064355787041e-07
1924,2.8361573356505687e-07,1.1860294701904195e-07
1925,2.5955699456403636e-07,1.6057340346264937e-07
1926,2.897995940998044e-07,1.203782944436682e-07
1927,3.9133778528821495e-07,1.349056271138238e-07
1928,2.5251551605265377e-07,1.0169176789531775e-07
1929,7.753722677250607e-07,1.4593932995410341e-07
1930,2.2057566795297134e-07,1.4179864660235353e-07
1931,2.794312408127553e-07,1.3572374868431325e-07
1932,2.707005535285134e-07,1.3151444022696523e-07
1933,2.615310989995123e-07,1.4567741146720437e-07
1934,2.5400949965614927e-07,1.0903237601667115e-07
1935,2.2261007970314495e-07,1.089113883523396e-07
1936,2.3643194069222773e-07,1.2852197173174318e-07
1937,2.732272648131584e-07,1.0198805799888078e-07
1938,2.4374602602961204e-07,1.0501823766162488e-07
1939,2.4470480752825097e-07,8.56466852994231e-08
1940,2.510425112234316e-07,9.128818390102822e-08
1941,2.508777274812246e-07,8.559357711490634e-08
1942,2.548737878527163e-07,1.3957374278561474e-07
1943,2.206458766806918e-07,9.000029255190611e-08
1944,1.9921753491303207e-07,1.2531426030193415e-07
1945,2.692631049683314e-06,1.5249528040328642e-07
1946,3.0626430103097846e-07,1.2946626615217838e-07
1947,3.433210977732415e-07,1.3947419219562107e-07
1948,2.9571535620220857e-07,1.3589860081708593e-07
1949,2.4051670699520855e-07,1.0602369293621905e-07
1950,3.0948902107752474e-07,1.371961655394216e-07
1951,2.995853840559448e-07,1.4073050014218325e-07
1952,3.079082802059929e-07,1.2337420240982055e-07
1953,2.4456588221255515e-07,1.37904990538118e-07
1954,2.706992461298796e-07,1.0456613885878596e-07
1955,2.853224785326347e-07,1.1544297784382707e-07
1956,2.6076213188730435e-07,1.4302671935695344e-07
1957,2.3059448395201798e-07,9.453490434907508e-08
1958,2.614028851155581e-07,9.843969417389076e-08
1959,2.9065305540143527e-07,1.216867442366265e-07
1960,2.844462585471774e-07,1.2803541515893357e-07
1961,2.8209527513922694e-07,1.229824162507498e-07
1962,2.752409145045931e-07,1.0908165215539611e-07
1963,2.761004687101831e-07,1.1962198342985175e-07
1964,2.9689766734009027e-07,1.271549399106675e-07
1965,2.8782949001993074e-07,1.2257376802438102e-07
1966,3.151733487527508e-07,1.085658620780805e-07
1967,2.6180082102200686e-07,1.5333343306167535e-07
1968,2.6140039999233977e-07,1.4058131903027515e-07
1969,2.765930524617488e-07,1.2626086576261741e-07
1970,2.4327254877221094e-07,1.1634774477187193e-07
1971,3.0059626254796967e-07,1.197246621842396e-07
1972,2.559943332869352e-07,1.3594888859103094e-07
1973,2.2163079904657934e-07,1.1302067370877467e-07
1974,2.2221007611733512e-07,1.1644933506360644e-07
1975,2.296015075842206e-07,1.0052204757471372e-07
1976,2.3539731053290325e-07,1.0170077491267193e-07
1977,2.1685325179987558e-07,1.2576313412893114e-07
1978,2.3465336163042139e-07,1.2237618474131295e-07
1979,2.697759793335308e-07,1.3342499016744114e-07
1980,2.450299980694126e-07,1.114289522874401e-07
1981,2.4859410174826735e-07,1.290412150467546e-07
1982,2.51403839968134e-07,1.291160431904359e-07
1983,2.1156308172010085e-07,1.282009138847684e-07
1984,2.499372637743136e-07,1.3279729582649225e-07
1985,2.1836475383452125e-07,1.2813138727807427e-07
1986,1.9841746556892303e-07,1.4866323239104418e-07
1987,2.1998940624712304e-07,1.1366119423428245e-07
1988,1.9368868997560185e-07,1.2292934981061876e-07
1989,1.9812120832796154e-07,1.2073868616013783e-07
1990,1.9942062756683754e-07,1.0352436596861025e-07
1991,2.1863265153854172e-07,1.2367691937242853e-07
1992,2.2425472323561735e-07,1.1570882829659013e-07
1993,1.9442617471554513e-07,1.179851194521575e-07
1994,1.8989736005892155e-07,1.14993397026808e-07
1995,2.000884329333985e-07,1.1061799742861922e-07
1996,1.8523180056462252e-07,1.3932421261131367e-07
1997,2.4118318897592417e-07,1.3377755925247925e-07
1998,2.441282127563227e-07,1.1729598092813376e-07
1999,1.8463613038477433e-07,1.384770995649376e-07
2000,1.873245327743689e-07,1.223794736660011e-07
2001,2.133650154334532e-07,1.239882920778257e-07
2002,2.4797713216173634e-07,1.5115214813121725e-07
2003,2.2043021985496125e-07,1.2042406938306272e-07
2004,2.413825601621511e-07,1.457985963071451e-07
2005,2.432024750476103e-07,1.5177636614183143e-07
2006,1.9889407631978884e-07,1.2806638149953642e-07
2007,2.2249251330208608e-07,1.422034627829305e-07
2008,1.928620250168933e-07,1.3027765821682635e-07
2009,2.2362823237642715e-07,1.4352260002681305e-07
2010,1.9320313437987124e-07,1.407690271015838e-07
2011,1.747555229414388e-07,1.4225175681836788e-07
2012,1.923402841441657e-07,1.4774456769117705e-07
2013,2.0053808569286957e-07,1.7292575282823464e-07
2014,2.232574027871692e-07,1.741017996437222e-07
2015,2.00821734352985e-07,1.6535652447302596e-07
2016,2.0299132064138803e-07,1.5866464364577837e-07
2017,1.798662037089116e-07,1.464085865876541e-07
2018,1.9593332822864795e-07,1.5721132218260436e-07
2019,2.2295633517188662e-07,1.466817964868028e-07
