year,voulaient_VERB écrire_VERB,voulaient_VERB décrire_VERB
1800,1.8864987794131594e-08,0.0
1801,2.3811825844433088e-09,0.0
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,4.943701892301533e-09,0.0
1805,2.842877711017877e-09,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,0.0,0.0
1809,4.518061036407062e-09,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,2.1337665856435706e-08,0.0
1813,3.4508900625951355e-08,2.8757416448144113e-09
1814,6.293354282149721e-09,9.440030979135372e-09
1815,2.4275012222574333e-08,0.0
1816,2.3176038865813098e-09,0.0
1817,6.227493631882908e-09,0.0
1818,9.536941902865692e-09,1.1921176934492905e-08
1819,1.035105001712111e-09,0.0
1820,1.1866481131050932e-08,0.0
1821,1.1833785507064931e-08,0.0
1822,2.2056354964661296e-08,0.0
1823,1.9765373338032077e-08,0.0
1824,8.421112696055388e-10,0.0
1825,1.3208164340028361e-08,0.0
1826,2.4662355713189754e-08,7.927186018719112e-09
1827,9.217273055917019e-10,0.0
1828,1.1006761724274838e-08,0.0
1829,1.1145129263923081e-08,0.0
1830,0.0,0.0
1831,6.236482441579483e-09,0.0
1832,8.117981842303834e-09,1.6235963684607668e-08
1833,1.2741991461950875e-08,1.1583628500844156e-09
1834,9.334531370086552e-09,8.401078055442213e-09
1835,2.4201881387853064e-08,4.5378527602224494e-09
1836,6.72075017860152e-09,1.3441500135158435e-09
1837,6.262101948095733e-09,0.0
1838,8.2058102535143e-09,6.312161904276081e-10
1839,8.38977065598101e-09,0.0
1840,6.3696887764308485e-09,0.0
1841,2.3113974734201292e-08,0.0
1842,1.2745703159566801e-08,0.0
1843,7.088293507706567e-09,3.5441467538532834e-09
1844,7.1351298203126134e-09,0.0
1845,6.138250796539069e-09,1.674068439427856e-09
1846,1.0538101946622191e-08,5.854501328173001e-10
1847,1.5640349459999925e-08,4.853901280910122e-09
1848,6.43617736884039e-09,0.0
1849,2.0948537127196687e-08,0.0
1850,1.765138968323754e-08,0.0
1851,3.2247193804124663e-09,1.9348316282474798e-09
1852,1.9531636308300904e-09,9.114764054629632e-09
1853,1.0749477752369785e-08,1.1943863675867306e-09
1854,4.1565315633818045e-09,5.195664343204953e-09
1855,1.9104973603134567e-08,3.1841622671890946e-09
1856,5.177189343896771e-09,1.7602443946884705e-08
1857,8.78671624349181e-09,1.4644527812635033e-09
1858,5.872411001917044e-09,4.893676019968041e-10
1859,6.619825576592575e-09,0.0
1860,6.408057640072684e-09,3.661747127736703e-09
1861,1.650587222457034e-08,0.0
1862,9.487771457372673e-09,5.421583626485926e-09
1863,8.990317823531768e-09,9.989241656072068e-10
1864,6.233146443435089e-09,1.0068928801842958e-08
1865,9.88437331983505e-09,9.41368871743009e-10
1866,1.9462451650298362e-09,9.731225825149181e-10
1867,1.261730986357179e-08,1.455843445796745e-09
1868,1.5807597009143137e-08,4.93987406535723e-10
1869,6.8369265804335555e-09,0.0
1870,9.17447806614291e-09,0.0
1871,0.0,0.0
1872,1.6327815544059376e-08,0.0
1873,4.788803575905831e-09,5.986004469882289e-10
1874,1.7923826867161097e-09,5.974609140757536e-10
1875,5.721527140956084e-10,0.0
1876,1.0882827083946722e-08,0.0
1877,1.8554447978047506e-09,1.8554447978047506e-09
1878,3.0195443923020093e-09,6.039088673581716e-10
1879,7.94212251520321e-09,0.0
1880,2.5671385017744797e-09,6.417846254436199e-10
1881,7.669758161910067e-09,4.183504653809678e-09
1882,1.6638463051776853e-08,5.324308105514319e-09
1883,1.0742875922176154e-08,4.423537092179686e-09
1884,3.300848483434038e-09,0.0
1885,8.379326565943757e-09,1.2891271383708158e-09
1886,1.4197620856748472e-08,6.453463874400711e-10
1887,9.793386546164129e-09,1.3057849246322917e-09
1888,8.876860135842435e-09,1.0779045211961602e-08
1889,3.759081934617825e-09,1.2530273485467092e-09
1890,4.5880703680722945e-09,6.554386478008212e-10
1891,3.1871101313640793e-09,1.9122659011827636e-09
1892,6.8953633913793055e-09,0.0
1893,1.2316833108982905e-09,0.0
1894,1.2603078580752936e-08,0.0
1895,3.611168697403855e-09,1.8055843487019274e-09
1896,4.717623180994224e-09,1.7691086373616827e-09
1897,1.7480140668268973e-09,1.1653427112179315e-09
1898,9.05336783318944e-09,4.52668391659472e-09
1899,4.9748205555033564e-09,2.2110313580014918e-09
1900,5.19105292084987e-09,4.671947717582725e-09
1901,8.38310842965484e-09,0.0
1902,2.455141867585553e-09,9.820567692386817e-10
1903,8.100330184390714e-09,0.0
1904,6.449550227216605e-09,1.0749250378694342e-09
1905,4.1286072338664326e-09,0.0
1906,6.173021205313489e-09,1.0288369045596824e-09
1907,6.685696440911215e-09,0.0
1908,7.858222517143076e-09,0.0
1909,8.801573692096554e-09,2.7504918342913243e-09
1910,1.6032452032632705e-09,5.344150677544235e-10
1911,5.852411444351446e-09,0.0
1912,7.814131564032323e-09,1.5628263128064646e-09
1913,5.833288518886093e-09,2.121195885607108e-09
1914,7.366418142140674e-09,6.696743715117748e-10
1915,1.0602685840410686e-08,0.0
1916,0.0,0.0
1917,2.1932848870420685e-09,0.0
1918,2.2972752589112133e-09,0.0
1919,6.4454939163738345e-09,0.0
1920,1.741613253614105e-08,3.028892692213958e-09
1921,3.7863738810983705e-09,2.2718242842501013e-09
1922,3.6889677978990676e-09,7.377935595798135e-09
1923,4.246379248229459e-09,0.0
1924,1.2891624656674594e-08,1.289162443462999e-09
1925,5.499089184013428e-09,3.299453377181294e-09
1926,5.57306911730393e-09,3.343841648018042e-09
1927,5.574612327308159e-09,0.0
1928,1.2568645679778001e-08,2.2852082448565625e-09
1929,7.798284684668033e-09,2.2280812750352652e-09
1930,6.302162347537887e-09,0.0
1931,6.843213995466613e-09,0.0
1932,6.575722188983946e-09,1.0959536611565568e-09
1933,1.3764794637438627e-08,6.882397318719313e-09
1934,8.38710612072191e-09,0.0
1935,1.3165112555668657e-08,0.0
1936,6.0623572828433225e-09,0.0
1937,7.554670666820584e-09,5.0364472592434595e-09
1938,9.075650453382877e-09,0.0
1939,4.588215141154706e-09,3.058810094103137e-09
1940,7.607348528892999e-09,1.2678914806940611e-08
1941,2.6563522936839945e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,2.3963544037997053e-08,4.357008087652048e-09
1946,1.5313215584455975e-08,6.960552134671616e-09
1947,8.344609447874518e-09,3.5762612871081956e-09
1948,9.784699273041042e-09,2.174377566888097e-09
1949,3.9268033269479474e-09,6.8719057111366055e-09
1950,6.381216888229346e-09,0.0
1951,8.529121409139861e-09,0.0
1952,8.435843135146115e-09,3.1634410646574906e-09
1953,8.619061908632375e-09,5.386913581872932e-09
1954,9.772536557761669e-09,9.772536113672459e-10
1955,5.631364707880948e-09,9.385607846468247e-10
1956,6.104799332717903e-09,0.0
1957,7.068030161150318e-09,0.0
1958,9.926692356998501e-09,0.0
1959,5.425523585955716e-09,7.750747821333448e-10
1960,6.920833239831836e-09,2.7683333403416555e-09
1961,4.16889545107324e-09,4.16889545107324e-09
1962,5.7077609305622445e-09,0.0
1963,1.1638896069143811e-08,1.939815863494232e-09
1964,9.734349326606662e-09,3.6503808864551957e-09
1965,6.5664522708175355e-09,1.0944086747954884e-09
1966,7.754704434148607e-09,2.215629901769489e-09
1967,1.0846738618397467e-08,4.437302081328198e-09
1968,1.0330256650092906e-08,2.6948494546985557e-09
1969,4.995933444718048e-09,4.541757636644661e-09
1970,5.978342709767048e-09,2.2993624781975086e-09
1971,4.1107179882260425e-09,2.569198631618974e-09
1972,4.104117490300041e-09,3.0780880067027283e-09
1973,7.718485406371656e-09,3.3079223804577396e-09
1974,2.812785782069227e-09,2.2502286700643026e-09
1975,1.7134440533084216e-09,4.569184142155791e-09
1976,5.142174241967723e-09,0.0
1977,9.990529292736028e-09,1.7630346071939584e-09
1978,7.128709622605811e-09,2.3762365408686037e-09
1979,8.192762912528906e-09,1.7555920051037788e-09
