year,voulaient_VERB écrire_VERB,voulaient_VERB décrire_VERB
1980,4.548120546843393e-09,0.0
1981,1.3916208629893845e-08,3.1627747087981106e-09
1982,9.932003663948308e-09,3.7245013739806154e-09
1983,8.209910973278056e-09,3.157658134966823e-09
1984,1.3917620833581168e-08,0.0
1985,6.015557829641693e-09,1.2031116103372597e-09
1986,4.7955883708539204e-09,2.997242676272549e-09
1987,3.0554083707556856e-09,1.2221633705067347e-09
1988,1.4991384134077634e-08,2.398621523624911e-09
1989,9.329808037250586e-09,5.488122178931576e-10
1990,5.993515905799995e-09,1.089730194969718e-09
1991,6.4476117778156095e-09,2.344586080837985e-09
1992,4.958949695321735e-09,2.7549720282848966e-09
1993,7.200969598386564e-09,1.1078414852150331e-09
1994,3.6924485691258724e-09,7.384897138251745e-09
1995,5.4224509327127635e-09,2.7112254663563817e-09
1996,7.473328622609188e-09,1.067618438099771e-09
1997,8.151320507465698e-09,4.79489448146353e-10
1998,5.72175506974304e-09,2.3840645013706308e-09
1999,9.597422412355172e-09,3.1991407301035224e-09
2000,9.277866475088103e-09,2.2090156370779823e-09
2001,5.695575122643959e-09,3.943090742808408e-09
2002,1.0076809608960957e-08,2.6287327870022636e-09
2003,8.333845613606172e-09,2.5001538617175356e-09
2004,1.3654853248112886e-08,0.0
2005,6.7556245042510454e-09,4.5037495954858286e-10
2006,1.1118302722934459e-08,2.4707338397433887e-09
2007,7.190063211481856e-09,3.994479469415779e-10
2008,2.1287198670449925e-09,1.2772318758180745e-09
2009,5.721831008997924e-09,1.430457752249481e-09
2010,5.196172381261022e-09,3.7790344187271785e-09
2011,7.265546830836911e-09,1.1471915639660324e-09
2012,9.531907707582832e-09,3.404252713057332e-10
2013,4.741512515948898e-09,2.789125042035323e-10
2014,7.795602385840539e-09,2.3819897165822113e-09
2015,4.876465897751814e-09,1.5516027351836215e-09
2016,7.2496901815100045e-09,2.0713399884186856e-09
2017,9.056201122348284e-09,1.2578056374223934e-09
2018,6.195520096952123e-09,1.8070267504555204e-09
2019,6.12237061048404e-09,1.53059265262101e-09
