year,continuant_VERB en_ADP,continuant_VERB dans_ADP
1800,1.5720821977538435e-08,1.5720821977538435e-08
1801,6.191074675143682e-08,6.905429472681135e-08
1802,8.503792514602537e-08,3.1329761895904085e-08
1803,6.046051481689574e-08,7.411289004721766e-08
1804,9.887403784603066e-09,3.4605911691798497e-08
1805,5.685755510853596e-08,3.9800287288116465e-08
1806,1.0374009207225754e-07,7.204172902675055e-08
1807,1.7081731584767113e-08,3.985737118128441e-08
1808,9.064295980465431e-09,9.064295980465431e-09
1809,4.743964154840796e-08,7.00299480627109e-08
1810,6.31834211617388e-08,8.190443701039385e-08
1811,3.008491944456182e-08,7.52123057168319e-08
1812,1.3336041604361526e-08,3.467370746079723e-08
1813,1.4378708002027452e-08,1.7254450312975678e-08
1814,3.776012391654149e-08,6.922689976818219e-08
1815,5.394447111228828e-09,9.710004889029733e-08
1816,3.0128852301913867e-08,3.476405652236281e-08
1817,5.1376822796100896e-08,6.694555310104988e-08
1818,4.768470773797162e-08,4.2916237674717195e-08
1819,5.796588098405664e-08,4.45095160728215e-08
1820,9.493184816022904e-08,1.898636980968149e-08
1821,8.678109963966563e-08,2.859831660373402e-08
1822,8.521773509073682e-08,3.709477880420309e-08
1823,1.7492355652848346e-07,8.69676419767984e-08
1824,1.0105335235266466e-07,8.252690264498597e-08
1825,8.629334047327575e-08,2.3774695989686734e-08
1826,1.409277530228792e-07,1.347621623182249e-07
1827,1.087638210606201e-07,9.954654700550236e-08
1828,6.237164740241496e-08,6.970949062434784e-08
1829,5.229637523029851e-08,3.515002267029388e-08
1830,5.4271545479878114e-08,9.393152566872232e-08
1831,4.5214498811674275e-08,4.989185953263586e-08
1832,4.6001897402447867e-08,8.794479811058409e-08
1833,5.5601415582806624e-08,4.980960410794211e-08
1834,9.334530659543816e-08,4.4805747334564217e-08
1835,1.0437061348511634e-07,7.184933537018878e-08
1836,1.357591514761225e-07,6.586335099534324e-08
1837,1.5237780537358248e-07,8.766942727334026e-08
1838,1.3949878052699205e-07,8.205810630990129e-08
1839,8.11011120482874e-08,9.718150550952487e-08
1840,6.369688909657611e-08,8.662776718182386e-08
1841,8.603535084361624e-08,6.869986979296527e-08
1842,6.77534757187459e-08,8.049917754604508e-08
1843,1.0041748765843295e-07,9.096643194261844e-08
1844,8.342613000422716e-08,8.891469382987793e-08
1845,7.756516851031847e-08,6.919482853362524e-08
1846,8.723206690319785e-08,9.25011205410442e-08
1847,7.280851921365183e-08,7.172987537273912e-08
1848,6.194820656446609e-08,7.964769416224371e-08
1849,5.111443002192573e-08,1.0306680708893623e-07
1850,9.708264236962805e-08,8.1467949719638e-08
1851,8.964720166204643e-08,7.416854685970975e-08
1852,1.1784087217137085e-07,7.877760155317048e-08
1853,1.283965378462426e-07,8.719020838654501e-08
1854,1.288524771325683e-07,1.1794158272238064e-07
1855,8.384960636931282e-08,9.605555817415734e-08
1856,4.5041547158675144e-08,1.0250834403535691e-07
1857,9.616572738124773e-08,1.1617991479973e-07
1858,1.1598011973035227e-07,8.123502448498243e-08
1859,1.3443337709695413e-07,9.929738031821955e-08
1860,8.742421284124724e-08,7.872756668803049e-08
1861,8.064298029353267e-08,8.818852448300163e-08
1862,1.0526908067465257e-07,1.0797987304300705e-07
1863,7.941446966697185e-08,6.9425228454989e-08
1864,1.304165988535999e-07,1.17470835836464e-07
1865,6.401308599857103e-08,7.436814342121068e-08
1866,1.1677471312143695e-07,1.1288221735128445e-07
1867,4.2462100147133697e-07,1.1889388140673418e-07
1868,1.0867722588514539e-07,1.0324336652267618e-07
1869,1.0939082528693689e-07,8.546158580813312e-08
1870,1.0952033147049178e-07,1.014926662712412e-07
1871,1.2108142599664973e-07,1.0302542197138109e-07
1872,1.0824737195491707e-07,1.1127104571073687e-07
1873,1.1373408170811672e-07,1.2331168708357154e-07
1874,1.3084394578921632e-07,1.553398440989895e-07
1875,1.2644574587383772e-07,6.980263361766603e-08
1876,1.2454790976335062e-07,1.2938471827261822e-07
1877,1.3235506268749475e-07,1.4781710433453554e-07
1878,1.1595049898005527e-07,1.1111923359230502e-07
1879,1.0813505701978698e-07,1.0263666261334237e-07
1880,8.599914025353428e-08,6.995452728197904e-08
1881,9.203709794292081e-08,1.324776377487069e-07
1882,1.1447262293629024e-07,1.6571908645346412e-07
1883,1.1248423553711362e-07,1.541918659420105e-07
1884,1.1288901902162252e-07,1.439169912131888e-07
1885,1.4180398011376383e-07,1.1473231809056017e-07
1886,1.1035423497229857e-07,1.361680810330057e-07
1887,1.2078510280844057e-07,9.1404943836082e-08
1888,1.5027256461408456e-07,1.1413106659752259e-07
1889,1.29688328964761e-07,1.284353019492812e-07
1890,1.2125615561631164e-07,1.1601264127136801e-07
1891,9.115134869119856e-08,1.134611187225687e-07
1892,9.778879217492431e-08,1.2160914231174047e-07
1893,1.2008912642080816e-07,1.2132080406956902e-07
1894,1.172086305789577e-07,1.0649601556167454e-07
1895,1.257890465122813e-07,1.1796484589154943e-07
1896,1.0319800697322634e-07,1.1204354866123367e-07
1897,1.153689276334191e-07,1.1653426756907947e-07
1898,1.4089303190800706e-07,1.2108879443584186e-07
1899,1.0115468285221141e-07,1.5587770541003465e-07
1900,1.0434016894933507e-07,9.75917975321039e-08
1901,1.246288727774214e-07,1.4083622534855067e-07
1902,1.1784681108739647e-07,1.3797897735479125e-07
1903,9.666394173990511e-08,1.1988488690661825e-07
1904,1.1877921579639406e-07,1.0426772689697827e-07
1905,1.4656556307501845e-07,9.96026523480964e-08
1906,7.973486021439768e-08,1.347776308335824e-07
1907,9.925688004841504e-08,1.2599966403570306e-07
1908,6.925058393392192e-08,9.970120018465423e-08
1909,1.3202361026642961e-07,9.241652687563828e-08
1910,7.588694161952958e-08,1.3681025734513241e-07
1911,6.650467909707913e-08,1.324773126754053e-07
1912,1.1669103727740548e-07,1.0887690105043646e-07
1913,7.901454668335361e-08,1.1613547146183123e-07
1914,1.0312985576632627e-07,1.0179050491387898e-07
1915,5.419150617136381e-08,9.071186379827623e-08
1916,9.559091784794305e-08,1.5382447404732602e-07
1917,4.7155623406069935e-08,7.347504649146686e-08
1918,4.364822903113463e-08,1.1716104086900714e-07
1919,6.99796469660896e-08,7.458357409451111e-08
1920,7.269342239268894e-08,9.692456659493587e-08
1921,1.2116395670114244e-07,9.541661571965676e-08
1922,7.968170656624807e-08,6.935259388995973e-08
1923,9.448193738492705e-08,9.235874642854469e-08
1924,9.539802170444034e-08,8.89522118185937e-08
1925,8.468597201272132e-08,1.0778214321049973e-07
1926,8.136681306503135e-08,8.359603675955896e-08
1927,6.689535014814396e-08,9.699825564979392e-08
1928,6.512843508943433e-08,1.0968999664129342e-07
1929,8.578113042112534e-08,7.241263944024467e-08
1930,7.35252236871986e-08,8.928062911195411e-08
1931,9.238338893879927e-08,9.808606549199794e-08
1932,6.575722011348262e-08,1.0411560058543046e-07
1933,8.029463405279103e-08,1.0667715866219396e-07
1934,8.866368972348937e-08,9.225816910429785e-08
1935,8.138433482685059e-08,7.659702028206539e-08
1936,6.911087346850309e-08,8.729794664930068e-08
1937,8.813782370609147e-08,1.1457917192814193e-07
1938,9.464606876008475e-08,1.0242519365988301e-07
1939,7.647025235257843e-08,8.87054891762773e-08
1940,7.353770170581697e-08,6.085879000750083e-08
1941,8.854508060096578e-08,9.739958528598436e-08
1942,1.365395358998711e-07,1.0012899087641358e-07
1943,1.016132318287788e-07,8.419382258040287e-08
1944,6.747690939334916e-08,4.498460803858961e-08
1945,1.0456819232729231e-07,7.189063344625879e-08
1946,4.037120238109537e-08,6.264496921204454e-08
1947,5.602809416416221e-08,6.318061473997716e-08
1948,8.153916208897272e-08,8.588791544639207e-08
1949,5.1048444582590946e-08,5.693864846278984e-08
1950,6.912985295315366e-08,1.0635361213928718e-07
1951,8.635735726514326e-08,8.422507580263527e-08
1952,6.221433979103352e-08,7.275914581938991e-08
1953,4.632745842503283e-08,6.679773090212393e-08
1954,6.156697907044872e-08,7.720303507596782e-08
1955,7.039206240122553e-08,6.757637560639296e-08
1956,5.319896456690287e-08,8.895564374000742e-08
1957,6.007825775755649e-08,7.951534097827562e-08
1958,4.715178603120762e-08,9.182190474632534e-08
1959,5.5805385201779245e-08,6.743150660071251e-08
1960,5.3982499803595374e-08,6.436374988538773e-08
1961,5.0721560951316746e-08,7.851420225080119e-08
1962,5.5175019664233105e-08,4.946725962184928e-08
1963,5.172842576506298e-08,6.660034745920029e-08
1964,4.806335057727651e-08,8.213357016728651e-08
1965,4.7059574459495934e-08,6.730613311134448e-08
1966,4.9297764426192714e-08,7.865486040259384e-08
1967,5.5219757877367215e-08,8.03644697455752e-08
1968,3.5482184745916356e-08,6.422724752042086e-08
1969,5.677197312259352e-08,5.04135115875215e-08
1970,4.73668670952776e-08,7.495921616751389e-08
1971,4.059333935657605e-08,4.573173617572479e-08
1972,5.181448292645996e-08,6.617889436455471e-08
1973,2.866866033457427e-08,6.229920135325528e-08
1974,3.994155872710792e-08,5.906850120140916e-08
1975,1.7191555778950374e-07,6.225513393687265e-08
1976,4.113739382471948e-08,5.884932496869055e-08
1977,3.819908300783936e-08,4.0549796409550254e-08
1978,3.267325376921093e-08,5.168314576309285e-08
1979,3.101545864581112e-08,4.9156575254727386e-08
1980,3.638496570701477e-08,4.207011405910066e-08
1981,4.0483517649292367e-08,4.364629102582285e-08
1982,3.1658262233946743e-08,6.145427255965785e-08
1983,2.9681984869966982e-08,4.736486935996709e-08
1984,2.3775934998582215e-08,6.146948816621034e-08
1985,3.0077790924565306e-08,4.5718242969172707e-08
1986,2.937297871596911e-08,4.1961398355994106e-08
1987,2.688759437319277e-08,5.866384089614485e-08
1988,2.6384837426007834e-08,5.69672620187589e-08
1989,3.018467165105676e-08,4.116091467665228e-08
1990,2.3429199524915845e-08,3.596109632297839e-08
1991,2.8135033858234237e-08,4.630557359774912e-08
1992,3.746761989553704e-08,5.23444714239929e-08
1993,4.099013439784471e-08,4.3205819366676224e-08
1994,2.162719953124892e-08,3.586950070300077e-08
1995,2.4943273557731516e-08,4.229511763043092e-08
1996,4.003569165078602e-08,4.5373782509017246e-08
1997,3.979762241979046e-08,3.740017628928172e-08
1998,2.5747897702821376e-08,2.6701523214711642e-08
1999,3.976075069189733e-08,4.34169105112403e-08
2000,2.960081080249921e-08,3.49024489310068e-08
2001,3.066848319743798e-08,3.986902807895376e-08
2002,3.242103874256941e-08,4.994592517348906e-08
2003,2.625161354963268e-08,3.958576844098616e-08
2004,3.479784940751962e-08,4.3607434996317807e-08
2005,2.927437159350177e-08,4.458711888588596e-08
2006,2.2236605001779708e-08,3.417848715159266e-08
2007,2.1570189912001325e-08,4.314037704844509e-08
2008,2.5970381734019554e-08,4.2148653012219484e-08
2009,2.145686650578682e-08,4.100645423221749e-08
2010,2.5980861906305108e-08,4.53484112483693e-08
2011,2.5238214157452532e-08,4.550526755409123e-08
2012,2.4510620005857575e-08,5.038293870995858e-08
2013,2.7333426189102283e-08,3.45851502991934e-08
2014,2.0355183871778593e-08,4.439162681890707e-08
2015,2.4160671019402002e-08,4.987294621727756e-08
2016,2.7341688912940754e-08,4.53623467677744e-08
2017,2.264050161238096e-08,3.9746660185357996e-08
2018,1.910285429840286e-08,4.801528019626744e-08
2019,2.0407902090457952e-08,4.5152483529875553e-08
