year,grand_ADJ août_NOUN,grand_ADJ doute_NOUN
1800,0.0,2.829747991484055e-08
1801,0.0,4.286128785224719e-08
1802,0.0,4.4756802708434407e-08
1803,0.0,1.3652374342143503e-08
1804,0.0,9.887403784603066e-09
1805,0.0,2.2743021688143017e-08
1806,0.0,2.0171682990621775e-08
1807,0.0,4.839823830593559e-08
1808,0.0,2.039466551195801e-08
1809,0.0,3.6144488291256494e-08
1810,0.0,2.3401267590372754e-09
1811,0.0,3.5099073869560016e-08
1812,0.0,5.3344164641089264e-09
1813,0.0,2.5881675469463516e-08
1814,0.0,5.034683425719777e-08
1815,0.0,2.966945977789237e-08
1816,0.0,6.025770460382773e-08
1817,0.0,7.784366928831332e-09
1818,0.0,5.0068944545955674e-08
1819,0.0,9.522965882524659e-08
1820,0.0,2.17156610915481e-07
1821,0.0,7.297501269931672e-08
1822,0.0,8.020492714422289e-08
1823,0.0,1.1365089847004128e-07
1824,0.0,1.3979047253087629e-07
1825,0.0,7.748789698780456e-08
1826,0.0,9.169111763185356e-07
1827,0.0,1.5485018423078145e-07
1828,0.0,6.328887991458032e-08
1829,0.0,3.429270378774163e-08
1830,0.0,6.262101237552997e-08
1831,0.0,9.354723573551382e-08
1832,0.0,5.953186388296672e-08
1833,0.0,3.59092489077284e-08
1834,0.0,5.414027981487379e-08
1835,0.0,1.8075780872095493e-07
1836,0.0,3.017616734268813e-07
1837,0.0,1.9969147047049773e-07
1838,0.0,1.679035079860114e-07
1839,0.0,5.872839281551023e-08
1840,0.0,1.05099864811109e-07
1841,0.0,9.11717918938848e-08
1842,0.0,4.293289634915709e-08
1843,0.0,5.965980420796768e-08
1844,0.0,6.586273570974299e-08
1845,0.0,8.649353588907616e-08
1846,0.0,3.8639708321852595e-08
1847,0.0,6.202207458727571e-08
1848,0.0,6.91889070481011e-08
1849,0.0,1.340706319297169e-07
1850,0.0,6.245876704724651e-08
1851,0.0,6.06247212431299e-08
1852,0.0,5.859491025717034e-08
1853,0.0,1.260077624465339e-07
1854,0.0,1.2365681811843388e-07
1855,0.0,6.633671034705912e-08
1856,0.0,4.814786080942213e-08
1857,0.0,8.835531417616949e-08
1858,0.0,4.6489923022363655e-08
1859,0.0,5.244938705573077e-08
1860,0.0,7.506581312100025e-08
1861,0.0,8.111457816539769e-08
1862,0.0,8.267915063697728e-08
1863,4.994620828036034e-10,5.893652499366908e-08
1864,0.0,4.698833322436258e-08
1865,0.0,6.871992752621736e-08
1866,0.0,8.028261078152354e-08
1867,0.0,7.910082899797999e-08
1868,0.0,7.95319721191845e-08
1869,0.0,5.1276952461876135e-08
1870,0.0,8.486392033546508e-08
1871,0.0,2.973929724703339e-08
1872,0.0,6.410179764770874e-08
1873,5.986004469882289e-10,8.021245889722195e-08
1874,0.0,4.301718448118663e-08
1875,0.0,5.721527074342703e-08
1876,0.0,3.4462285469771814e-08
1877,0.0,4.08197848855707e-08
1878,0.0,4.589707458535486e-08
1879,0.0,6.842444122412417e-08
1880,0.0,5.968597349692573e-08
1881,0.0,3.067903264764027e-08
1882,0.0,5.723631346654656e-08
1883,6.319338941018771e-10,1.8958017378167824e-08
1884,0.0,4.2250860587955685e-08
1885,0.0,4.18966337178972e-08
1886,0.0,7.098810073102868e-08
1887,0.0,2.8074376601239237e-08
1888,0.0,2.9166827175686194e-08
1889,0.0,4.385595886446936e-08
1890,0.0,5.1124214195397144e-08
1891,0.0,3.059625441892422e-08
1892,0.0,2.820830502514582e-08
1893,6.158416554491453e-10,4.0645549148621285e-08
1894,0.0,4.0960006941759275e-08
1895,1.2037228991346183e-09,3.91209944439197e-08
1896,0.0,4.1279204054944785e-08
1897,0.0,1.6897470089816125e-08
1898,0.0,4.413516663248629e-08
1899,0.0,4.2009595802028343e-08
1900,5.191053142894475e-10,2.595526638060619e-08
1901,0.0,3.353243371861936e-08
1902,0.0,2.1114219705964388e-08
1903,0.0,1.9980815224585058e-08
1904,0.0,4.245953988402107e-08
1905,5.160759042333041e-10,3.044847929345451e-08
1906,0.0,3.806696469155213e-08
1907,0.0,3.3428481316377656e-08
1908,0.0,2.3083527977973972e-08
1909,0.0,3.355599886845084e-08
1910,0.0,2.7255168788542505e-08
1911,0.0,3.1922244403403965e-08
1912,0.0,3.021464323182954e-08
1913,0.0,3.6590627416899224e-08
1914,0.0,4.2859159776753586e-08
1915,0.0,3.416420923940677e-08
1916,0.0,4.9443578120644815e-08
1917,0.0,4.605898240583883e-08
1918,1.1486376294556067e-09,3.2161853624756986e-08
1919,0.0,5.248473655683483e-08
1920,0.0,3.180337415642498e-08
1921,7.572747429129834e-10,3.862101038976107e-08
1922,7.377935484775833e-10,3.172512208493572e-08
1923,0.0,6.051090650771584e-08
1924,0.0,2.836157442231979e-08
1925,0.0,3.409435223034052e-08
1926,0.0,3.343841470382358e-08
1927,0.0,6.020581366783517e-08
1928,1.1426041224282812e-09,3.427812345080383e-08
1929,1.1140406375176326e-09,3.119313873867213e-08
1930,0.0,2.941009036305786e-08
1931,0.0,3.877821086462063e-08
1932,0.0,3.9454331357546835e-08
1933,0.0,2.064719240024715e-08
1934,0.0,3.354842448288764e-08
1935,0.0,3.351119559624749e-08
1936,0.0,1.9399543305098632e-08
1937,0.0,2.7700460591972842e-08
1938,0.0,4.148868626430158e-08
1939,0.0,1.3764645423464117e-08
1940,0.0,2.5357829613881222e-08
1941,0.0,3.836953510472085e-08
1942,0.0,1.2136847082899749e-08
1943,0.0,2.322588166236983e-08
1944,3.2131861615880553e-09,2.2492303131116387e-08
1945,0.0,1.742803235060819e-08
1946,2.7842208538686464e-09,4.1763314584386535e-08
1947,0.0,4.0530959921625254e-08
1948,0.0,5.6533817627268945e-08
1949,9.817008317369869e-10,1.570721330779179e-08
1950,0.0,3.084254984742074e-08
1951,0.0,3.3050344683260846e-08
1952,0.0,6.643226413416414e-08
1953,0.0,2.1547654327491728e-08
1954,9.772536113672459e-10,2.443134050622575e-08
1955,0.0,2.5341140741375057e-08
1956,8.72114158667614e-10,3.9245136917998025e-08
1957,0.0,3.445664731316356e-08
1958,0.0,3.9706769427994004e-08
1959,3.100299128533379e-09,2.325224279786653e-08
1960,0.0,2.6991250123842292e-08
1961,0.0,3.960450811746341e-08
1962,1.2683912808952869e-09,4.8198867119708666e-08
1963,1.939815863494232e-09,4.849539791962343e-08
1964,1.2167936658258327e-09,3.6503809752730376e-08
1965,0.0,3.0643441562006046e-08
1966,5.539074754423723e-10,2.1602390987141007e-08
1967,0.0,4.48660522067712e-08
1968,0.0,3.5482184301827147e-08
1969,0.0,3.8150766101807676e-08
1970,0.0,3.127133041402885e-08
1971,0.0,3.1858064630796434e-08
1972,0.0,2.7189777540570503e-08
1973,5.513203782392395e-10,2.1501493918663073e-08
1974,0.0,3.1503201824989446e-08
1975,0.0,3.940921189382607e-08
1976,5.713526873840635e-10,3.485251554025126e-08
1977,5.876781838942691e-10,3.8786758693731826e-08
1978,0.0,3.386137237271214e-08
1979,5.851973350345929e-10,4.271940667877061e-08
1980,0.0,1.989802811408481e-08
1981,6.325549528618524e-10,3.6688188487232765e-08
1982,6.207502289967692e-10,3.7245012407538525e-08
1983,0.0,2.5261265079734585e-08
1984,0.0,3.2474446243213606e-08
1985,0.0,2.6468455871508922e-08
1986,0.0,2.937297871596911e-08
1987,0.0,2.9331921780340053e-08
1988,0.0,2.6384837426007834e-08
1989,0.0,2.9635859988275115e-08
1990,5.44865097484859e-10,1.7435683119515488e-08
1991,0.0,3.57549367890897e-08
1992,0.0,3.250866953408149e-08
1993,1.661762283333701e-09,3.212740296021366e-08
1994,0.0,4.0616935592652226e-08
1995,0.0,2.331653803366862e-08
1996,0.0,3.896807143632941e-08
1997,0.0,4.4592518122499314e-08
1998,4.768129224785866e-10,4.386678753576234e-08
1999,0.0,3.062034892309384e-08
2000,0.0,2.9159007652879154e-08
2001,4.3812117822561447e-10,2.541102794850758e-08
2002,4.38122149670761e-10,3.1106672793157486e-08
2003,1.2500769308587678e-09,2.7918384049030465e-08
2004,4.404791253964646e-10,3.215497557107483e-08
2005,4.5037495954858286e-10,3.693074646093919e-08
2006,8.235779835885637e-10,3.211954080484247e-08
2007,0.0,5.1129337208521974e-08
2008,0.0,3.193079933794252e-08
2009,0.0,3.2423709939166656e-08
2010,0.0,3.7317963830219014e-08
2011,3.82397197240536e-10,4.512287077318433e-08
2012,0.0,3.472337795074054e-08
2013,0.0,4.239469930666928e-08
2014,0.0,3.3564401036301206e-08
2015,0.0,4.43315073539452e-08
2016,0.0,4.059826608227013e-08
2017,0.0,5.282783632765131e-08
2018,0.0,4.1561612817986315e-08
2019,2.55098775436835e-10,3.596892739210489e-08
