year,peut_VERB étendre_VERB,peut_VERB etendre_VERB,peut_VERB détendre_VERB
1886,2.884698346861114e-07,6.453463874400711e-10,2.5813855497602844e-09
1887,2.833553196524008e-07,6.528924623161458e-10,8.48760173255414e-09
1888,3.062516782392777e-07,0.0,6.340614699951175e-09
1889,2.8631674808821117e-07,0.0,3.132568426877924e-09
1890,3.041235459022573e-07,1.3108772956016423e-09,8.520702365899524e-09
1891,2.970386674405745e-07,6.374220040683554e-10,5.099376032546843e-09
1892,2.620238035433431e-07,6.268512375839919e-10,6.268512375839919e-09
1893,3.005307291914505e-07,6.158416554491453e-10,3.695050043717174e-09
1894,2.5458217578488984e-07,0.0,6.9316934414587195e-09
1895,2.7505069510880276e-07,6.018614495673091e-10,4.814891596538473e-09
1896,2.8010887831442233e-07,5.89702897624278e-10,1.7691086373616827e-09
1897,2.2374580055384286e-07,0.0,4.078699600285063e-09
1898,2.427434253604588e-07,5.6583548957434e-10,7.921697076085366e-09
1899,2.857757976926223e-07,0.0,7.185851913504848e-09
1900,2.5228519007214345e-07,5.191053142894475e-10,4.15284251431558e-09
1901,2.475811413660267e-07,0.0,3.353243460679778e-09
1902,2.6122711460629944e-07,0.0,8.347482705062248e-09
1903,2.937719898454816e-07,1.6200660812870638e-09,5.940242076007962e-09
1904,3.0205393386495416e-07,1.6123875568041512e-09,1.6123875568041512e-09
1905,2.2913769726073951e-07,0.0,4.64468330463319e-09
1906,2.5669481829027063e-07,0.0,6.6874399351490865e-09
1907,2.9108494459251233e-07,0.0,4.6285588695127444e-09
1908,2.485163008714153e-07,0.0,6.875944702500192e-09
1909,2.788998756386718e-07,5.500983557560346e-10,3.850688656825696e-09
1910,2.5438157535973005e-07,1.068830135508847e-09,4.275320542035388e-09
1911,2.867681700990943e-07,3.1922244847493175e-09,1.0640748726586935e-08
1912,3.104815107235481e-07,0.0,5.730363294986773e-09
1913,2.932553400114557e-07,0.0,4.242391771214216e-09
1914,2.7858453677254147e-07,0.0,6.696743604095445e-09
1915,3.2868325661183917e-07,0.0,1.0602685840410686e-08
1916,2.483166383626667e-07,3.2962386153911893e-09,4.394984820521586e-09
1917,3.081565296270128e-07,0.0,3.289927441585405e-09
1918,2.389166411376209e-07,0.0,3.44591288836682e-09
1919,2.384832669122261e-07,9.207848372660976e-10,1.1049418269237776e-08
1920,3.0667538908346614e-07,7.572231730534895e-10,7.572231730534895e-10
1921,2.786771062801563e-07,7.572747429129834e-10,7.572747429129834e-10
1922,2.331427566559796e-07,0.0,3.6889677978990676e-09
1923,2.4947479460024624e-07,0.0,4.246379248229459e-09
1924,2.4751918203946843e-07,0.0,2.578324886925998e-09
1925,2.155642846446426e-07,0.0,1.0998177923937646e-09
1926,2.2738122140708583e-07,0.0,1.4489979882625903e-08
1927,2.5977695372603193e-07,3.3447675740205796e-09,1.1149224876660924e-09
1928,2.5365812916788855e-07,2.2852082448565625e-09,0.0
1929,2.395187266301946e-07,0.0,4.4561625500705304e-09
1930,2.983023534852691e-07,1.0503603542488804e-09,7.352522590764465e-09
1931,2.486367804976908e-07,0.0,0.0
1932,2.2795836684963433e-07,0.0,5.4797681947604815e-09
1933,2.6038404143946536e-07,0.0,3.4411986593596566e-09
1934,2.88756069721785e-07,1.1981580172459871e-09,3.5944740517379614e-09
1935,2.8484515723903314e-07,0.0,3.590485242455088e-09
1936,3.0433034226007294e-07,0.0,2.424942913137329e-09
1937,2.6063614200211305e-07,2.5182236296217297e-09,5.0364472592434595e-09
1938,3.176477605393302e-07,1.2965214457594243e-09,9.075650453382877e-09
1939,2.661164728579024e-07,3.058810094103137e-09,0.0
1940,2.2568467272776616e-07,0.0,5.0715658339584024e-09
1941,2.4202321924349235e-07,5.9030051957620344e-09,0.0
1942,2.6701064825829235e-07,0.0,1.8205270180260413e-08
1943,2.29355578085233e-07,0.0,5.806470415592457e-09
1944,2.5062851705115463e-07,0.0,3.2131861615880553e-09
1945,2.418139501969563e-07,0.0,8.714016175304096e-09
1946,2.157771206157122e-07,1.3921104269343232e-09,2.7842208538686464e-09
1947,2.825246383508784e-07,1.1920870957027319e-09,2.3841741914054637e-09
1948,2.6744842784864886e-07,1.0871887834440486e-09,9.784699273041042e-09
1949,2.6407752784507466e-07,9.817008317369869e-10,8.835307596655184e-09
1950,2.9672659707102866e-07,0.0,3.190608444114673e-09
1951,2.388154030086298e-07,0.0,0.0
1952,2.9736347073594516e-07,2.1089607837865287e-09,5.272402070488624e-09
1953,3.145957521155651e-07,1.0773827385790469e-09,2.1547654771580937e-09
1954,2.3649536728953535e-07,0.0,2.9317608341017376e-09
1955,2.740597437878023e-07,2.815682353940474e-09,3.754243138587299e-09
1956,2.8954190156582627e-07,8.72114158667614e-10,5.232684952005684e-09
1957,2.915562333782873e-07,1.7670075402875796e-09,0.0
1958,2.4734006842663803e-07,8.272243445794913e-10,4.1361216673863055e-09
1959,2.7747677222578204e-07,3.8753737996444215e-09,6.200598257066758e-09
1960,2.6922040774479683e-07,2.7683333403416555e-09,5.536666680683311e-09
1961,2.4040630819399667e-07,6.948159270159238e-10,4.16889545107324e-09
1962,2.428969310130924e-07,6.341956404476434e-10,3.805173953708163e-09
1963,2.7610047936832416e-07,0.0,3.2330267352165265e-09
1964,2.658694029378239e-07,6.083968329129164e-10,2.4335873316516654e-09
1965,2.987735570059158e-07,5.472043373977442e-10,4.377634699181954e-09
1966,2.5258179903175915e-07,5.539074754423723e-10,1.6617224263271169e-09
1967,2.968062062791432e-07,9.860671168482327e-10,9.860671168482327e-10
1968,2.1693539054012945e-07,8.982831700699023e-10,3.5931326802796093e-09
1969,2.652386683621444e-07,4.5417578031781147e-10,4.087581828571274e-09
1970,2.7638336064228497e-07,4.5987250119061684e-10,1.3796175313274261e-09
1971,2.4407387400060543e-07,0.0,1.541519245584766e-09
1972,2.3598676079927827e-07,1.0260293725750103e-09,2.565073486948677e-09
1973,2.1280966677750257e-07,5.513203782392395e-10,1.6539611902288698e-09
1974,2.570886294961383e-07,2.812785782069227e-09,2.812785782069227e-09
1975,1.879077018429598e-07,0.0,4.569184142155791e-09
1976,1.7426256704311527e-07,5.713526873840635e-10,6.2848797277581525e-09
1977,2.0686272250713955e-07,5.876781838942691e-10,5.876781838942691e-10
1978,1.8178209870711726e-07,1.1881182704343018e-09,4.158414057542359e-09
1979,2.059894654848904e-07,1.1703946700691858e-09,6.437170796402825e-09
1980,2.063709700905747e-07,0.0,1.1370301367108482e-09
1981,1.7838050325735821e-07,1.2651099057237047e-09,6.325549528618524e-10
1982,1.9615707458342513e-07,0.0,6.207502289967692e-10
1983,1.9009101492883929e-07,3.157658134966823e-09,5.052252838311233e-09
1984,1.9484669167013635e-07,5.799008495621649e-10,2.8995041922996734e-09
1985,2.0693519786618708e-07,0.0,2.4062232206745193e-09
1986,1.9422132879753917e-07,0.0,1.7983456945813714e-09
1987,2.1815615980358416e-07,0.0,5.49973533381376e-09
1988,1.900907591334544e-07,1.1993107618124554e-09,5.996553809062277e-10
1989,1.6354604781554372e-07,1.6464366536794728e-09,2.1952488715726304e-09
1990,2.359265920404141e-07,5.44865097484859e-10,1.6345953479657283e-09
1991,1.8405000901111634e-07,0.0,2.9307325455363298e-09
1992,2.0772489506271086e-07,0.0,3.30596661157756e-09
1993,1.5897525429409143e-07,5.539207426075166e-10,1.1078414852150331e-09
1994,1.687976549646919e-07,0.0,2.1099706426497278e-09
1995,1.968349607750497e-07,5.422450821690461e-10,3.795715741716776e-09
1996,2.0071226458640012e-07,0.0,1.067618438099771e-09
1997,1.6350590215097327e-07,1.438468344439059e-09,2.876936688878118e-09
1998,1.7689760056782688e-07,0.0,9.536258449571733e-10
1999,1.8280805136328127e-07,1.8280804647829996e-09,3.656160929565999e-09
2000,1.7009421071634279e-07,0.0,3.97622823555821e-09
2001,1.8050592132112797e-07,1.3143635069212678e-09,4.3812117822561447e-10
2002,1.8182069538852375e-07,0.0,2.1906108038649563e-09
2003,1.7167722887734271e-07,1.2500769308587678e-09,1.2500769308587678e-09
2004,1.757511682853874e-07,4.404791253964646e-10,1.7619165015858584e-09
2005,1.7744773117556178e-07,1.3511248786457486e-09,4.053374524914943e-09
2006,1.7871641944111616e-07,4.1178899179428186e-10,2.8825228870488218e-09
2007,1.3221726646861498e-07,0.0,4.7933754743212376e-09
2008,1.5241633377627295e-07,8.514879357157668e-10,8.940623352771127e-09
2009,1.5258216023994464e-07,0.0,9.059565542202108e-09
2010,1.5116137319637346e-07,4.723793023408973e-10,4.2514138876015295e-09
2011,1.2427908302470314e-07,3.82397197240536e-10,7.265546830836911e-09
2012,1.1982969283508282e-07,0.0,5.7872298064864935e-09
2013,1.2104803204238124e-07,0.0,5.29933741333366e-09
2014,1.3165906409540185e-07,2.1654451842767486e-10,5.197068553286499e-09
2015,1.505054711969933e-07,0.0,5.54143841924315e-09
2016,1.443724073624253e-07,2.0713400439298368e-10,6.214019965256057e-09
2017,1.1219626827596585e-07,0.0,8.049956257139002e-09
2018,1.146171229038373e-07,0.0,8.26069346260283e-09
2019,1.1479444594897359e-07,0.0,8.928457084778074e-09
