year,fût_VERB en_ADP,fût_VERB dans_ADP
1883,1.6202784536289982e-06,5.959136615274474e-07
1884,1.5989310213626595e-06,6.159383474368951e-07
1885,1.4857190535622067e-06,5.569029326579766e-07
1886,1.589488192621502e-06,5.311200652613479e-07
1887,1.4461568298429484e-06,5.16437921760371e-07
1888,1.5635955605830532e-06,5.839706318511162e-07
1889,1.52806683217932e-06,5.175002684154606e-07
1890,1.389529984408e-06,5.381151026995212e-07
1891,1.3608960216515698e-06,5.520074637388461e-07
1892,1.45993658406951e-06,4.914513738185633e-07
1893,1.4743249039383954e-06,5.339347239896597e-07
1894,1.3863386811863165e-06,4.0329851458409394e-07
1895,1.3656235751113854e-06,5.103785269966465e-07
1896,1.473077873015427e-06,5.165797460904287e-07
1897,1.3820964568367344e-06,5.063413937023142e-07
1898,1.4264712717704242e-06,4.775651518684754e-07
1899,1.4056631698622368e-06,4.610000416960247e-07
1900,1.3221612107372493e-06,4.864016887040634e-07
1901,1.2675259313255083e-06,4.5771770373903564e-07
1902,1.1917259143956471e-06,3.962599066653638e-07
1903,1.325214043390588e-06,4.1743703604879556e-07
1904,1.1888671451742994e-06,3.751488293346483e-07
1905,1.3061880963505246e-06,4.5827539452147903e-07
1906,1.184191319225647e-06,4.341691806075687e-07
1907,1.2306824146435247e-06,4.29941707125181e-07
1908,1.2641914963751333e-06,3.742478611457045e-07
1909,1.2861299865107867e-06,4.774854005518137e-07
1910,1.1356320328559377e-06,4.3661711401909997e-07
1911,1.1949559848289937e-06,4.74577376508023e-07
1912,1.1945203368668444e-06,4.094605117188621e-07
1913,1.1921121085833875e-06,4.1257260363636306e-07
1914,1.1444734582255478e-06,4.2658257370931096e-07
1915,1.1945692222070647e-06,3.5813516774396703e-07
1916,1.1646709481283324e-06,3.647837445441837e-07
1917,1.2370127251415397e-06,3.202195841822686e-07
1918,1.1578267731238157e-06,3.5148312349519983e-07
1919,1.1758422715502093e-06,4.290857305022655e-07
1920,1.147950342783588e-06,4.073860679909558e-07
1921,1.1404557653804659e-06,4.112001761313877e-07
1922,1.2549868415590026e-06,4.3972494268018636e-07
1923,1.2611745887625148e-06,4.341922874573356e-07
1924,1.1782944966398645e-06,4.808575795323122e-07
1925,1.2295962505959324e-06,3.8383640799111163e-07
1926,1.2349921689747134e-06,4.302409308820643e-07
1927,1.2197251635370776e-06,4.749569768591755e-07
1928,1.0671922154870117e-06,3.8848540384606167e-07
1929,1.2499535841925535e-06,4.578706978008995e-07
1930,1.1270366258031572e-06,4.064894483235548e-07
1931,1.1063195870519849e-06,4.0146855440070794e-07
1932,1.0630750466589234e-06,3.78104004994384e-07
1933,9.910652352118632e-07,3.5444347190605185e-07
1934,9.741024769027717e-07,3.786179263443046e-07
1935,1.1669077366605052e-06,3.123722080999869e-07
1936,9.639147720008623e-07,3.176675136273843e-07
1937,9.367792017656029e-07,2.505632608063024e-07
1938,9.607224455976393e-07,3.3579905789338227e-07
1939,1.0277601631969446e-06,3.9611589386367996e-07
1940,7.303054871954373e-07,3.144370737118152e-07
1941,8.79547769727651e-07,3.2466527954966296e-07
1942,9.527424822408648e-07,3.7927645735180704e-07
1943,1.1409714488763711e-06,4.4129174625595624e-07
1944,1.0185800647377619e-06,3.7594278978758666e-07
1945,9.628987527321442e-07,4.3570079810706375e-07
1946,1.0510433412491693e-06,3.744777075098682e-07
1947,1.1122172054456314e-06,3.898124703027861e-07
1948,9.371567557536764e-07,3.4137727311644994e-07
1949,9.021830464917002e-07,3.7991821955074556e-07
1950,1.044392547555617e-06,3.6266581560084887e-07
1951,1.0629418056851136e-06,3.560908226063475e-07
1952,7.634437793058169e-07,3.553599015049258e-07
1953,8.629835974716116e-07,3.523041414155159e-07
1954,1.0075484624394448e-06,3.234709424759785e-07
1955,8.203021479857853e-07,3.087864968165377e-07
1956,8.258921297965571e-07,2.668669196737028e-07
1957,6.661618385805923e-07,3.0745931667297555e-07
1958,8.048892823353526e-07,3.540520197020669e-07
1959,7.991021107045526e-07,2.96078553674306e-07
1960,8.346524964508717e-07,3.3150791978187044e-07
1961,7.879212375883071e-07,3.036345503915072e-07
1962,7.534244446105731e-07,3.399288743821671e-07
1963,8.780900202509656e-07,3.1877641504252097e-07
1964,8.766998575993057e-07,4.0397549128101673e-07
1965,8.727909062145045e-07,3.3926667697414814e-07
1966,8.075970754362061e-07,3.56162502157531e-07
1967,8.810509939394251e-07,3.411792306451389e-07
1968,9.086134014069103e-07,3.4853385955102567e-07
1969,8.293249607049802e-07,3.1247293463820824e-07
1970,7.252189107020968e-07,2.796024887175008e-07
1971,7.758980018479633e-07,3.098453760230768e-07
1972,6.761533768440131e-07,2.7087176590612216e-07
1973,6.95215021551121e-07,2.629798245834536e-07
1974,5.912475558034203e-07,2.2164752522257913e-07
1975,5.814287078464986e-07,2.2960149692607956e-07
1976,6.004916599522403e-07,1.9368856385426625e-07
1977,5.500667725755193e-07,2.0509968123860745e-07
1978,6.124749916125438e-07,2.631682036735583e-07
1979,6.583470053556084e-07,2.674351833320543e-07
1980,5.611243523162557e-07,2.0182284288239316e-07
1981,4.845371108785912e-07,1.948269243712275e-07
1982,5.015662054574932e-07,2.1850408415957645e-07
1983,5.020676212552644e-07,2.0777389408976887e-07
1984,4.6276088028207596e-07,1.9890599389782437e-07
1985,5.059084173808515e-07,1.6302162464398862e-07
1986,5.30511954366375e-07,2.0141470713497256e-07
1987,5.151418349669257e-07,2.242669836505229e-07
1988,4.953153620590456e-07,2.0927973309881054e-07
1989,5.098465294395282e-07,1.8714496263783076e-07
1990,4.952823928761063e-07,1.5855574986289867e-07
1991,4.566081486245821e-07,1.6881020314940542e-07
1992,6.386025006577256e-07,1.9560302177978883e-07
1993,4.5144540194996807e-07,1.6119093970701215e-07
1994,4.847657351092494e-07,1.751275675587749e-07
1995,4.5711260554526234e-07,1.7785639272460685e-07
1996,4.564068945001054e-07,1.5854134005621745e-07
1997,4.0852501115296036e-07,1.5919049189960788e-07
1998,4.1005910134117585e-07,1.6163957639037108e-07
1999,4.277708285371773e-07,2.0291693658691656e-07
2000,3.817179106135882e-07,1.7362863502512482e-07
2001,4.192819744730514e-07,1.5640925710158626e-07
2002,4.122729535538383e-07,1.5640961237295414e-07
2003,4.5502798684537993e-07,1.6042653783188143e-07
2004,4.241813940097927e-07,1.854417064350855e-07
2005,4.3731409959946177e-07,1.6438686145647807e-07
2006,4.550268499770027e-07,1.634802231365029e-07
2007,4.2101814301531704e-07,1.481951841242335e-07
2008,4.0658548527972016e-07,1.7923821360454895e-07
2009,4.391505399325979e-07,1.8691314096486167e-07
2010,4.860783064941643e-07,2.0784689525044087e-07
2011,5.204425974625337e-07,2.0764167629749863e-07
2012,6.655313882220071e-07,2.740423497016309e-07
2013,7.633835252818244e-07,3.031778987860889e-07
2014,8.531853836757364e-07,3.575150060441956e-07
2015,8.64021103552659e-07,3.7460122825905273e-07
2016,9.66487277764827e-07,3.844407103770209e-07
2017,5.695343929801311e-07,2.1206604117196548e-07
2018,7.284899083970231e-07,3.2449037234982825e-07
2019,7.175928544711496e-07,3.244856543460628e-07
