year,devaient_VERB écrire_VERB,devaient_VERB décrire_VERB
1939,1.6823456405745674e-08,4.588215141154706e-09
1940,7.607348528892999e-09,7.607348528892999e-09
1941,1.7709016475464523e-08,0.0
1942,1.517105907566929e-08,0.0
1943,3.193558839598154e-08,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0
1945,1.742803235060819e-08,0.0
1946,4.1763312808029696e-09,1.3921104269343232e-09
1947,3.5762612871081956e-09,1.1920871401116528e-08
1948,1.3046265401328583e-08,3.2615663503321457e-09
1949,5.890204768377316e-09,1.8652315247891238e-08
1950,2.2334258886758107e-08,8.508289184305795e-09
1951,7.462981344019681e-09,1.0661401761424827e-09
1952,1.2653764258629963e-08,6.326882129314981e-09
1953,1.1851209791302608e-08,6.464296653518886e-09
1954,1.172704333640695e-08,1.9545072227344917e-09
1955,1.3139850985055546e-08,1.3139850985055546e-08
1956,6.976913269340912e-09,8.72114158667614e-10
1957,1.0602045463770082e-08,3.534015080575159e-09
1958,1.6544486669545222e-08,8.272243334772611e-09
1959,1.4726420971555854e-08,3.8753737996444215e-09
1960,2.2146666722733244e-08,2.7683333403416555e-09
1961,1.250668635321972e-08,5.55852741612739e-09
1962,1.5220695814832652e-08,3.170978146727066e-09
1963,1.2285501505004959e-08,7.759263453976928e-09
1964,1.764350798794112e-08,2.4335873316516654e-09
1965,3.173785145804686e-08,1.0944086747954884e-09
1966,1.2185964237687585e-08,5.539074754423723e-10
1967,9.860671390526932e-09,3.944268467392931e-09
1968,1.4821671889819754e-08,3.1439910674890825e-09
1969,1.4987801222332564e-08,1.8167031212712459e-09
1970,8.7375777724219e-09,5.518470125309705e-09
1971,1.0790635052160269e-08,1.541519245584766e-09
1972,1.2825367434743384e-08,6.156176013405457e-09
1973,1.7642252103655665e-08,2.205281512956958e-09
1974,1.5751600912494723e-08,5.06301445213353e-09
1975,1.8276736568623164e-08,2.8557400888473694e-09
1976,1.656922776760439e-08,5.713526984862938e-09
1977,8.22749424145286e-09,5.876781727920388e-09
1978,1.4257419245211622e-08,6.534650598410963e-09
1979,8.777959692451986e-09,5.851973128301324e-09
1980,2.21720881654619e-08,1.7055452605774235e-09
1981,8.223214109648325e-09,6.958104314946922e-09
1982,2.2347007799794483e-08,4.345251713999687e-09
1983,2.9050454486423405e-08,9.47297440490047e-09
1984,1.5077421977593986e-08,8.118611560803402e-09
1985,8.421781494405423e-09,4.812446441349039e-09
1986,1.4386765556650971e-08,5.395036861699509e-09
1987,1.2832715334809564e-08,6.110816741511371e-09
1988,8.994830658082265e-09,5.996553809062277e-10
1989,8.780995486290522e-09,6.036934507847036e-09
1990,1.9070277801347402e-08,1.089730194969718e-09
1991,1.875668864670388e-08,4.10302547493302e-09
1992,1.8733810946969243e-08,4.958949695321735e-09
1993,1.550978012687665e-08,9.416652346772025e-09
1994,1.4242301560329906e-08,7.912389854425328e-09
1995,8.133675954979935e-09,2.7112254663563817e-09
1996,1.2277611816102763e-08,5.3380921904988554e-09
1997,1.2466725429760572e-08,2.876936688878118e-09
1998,1.3350762273489636e-08,3.814503379828693e-09
1999,1.3253583119876566e-08,5.941261704833778e-09
2000,1.2370488633450805e-08,1.0603275590881367e-08
2001,9.638665865452367e-09,6.571817756650944e-09
2002,1.445803121669087e-08,5.257465574004527e-09
2003,2.1251306492331423e-08,4.166922806803086e-09
2004,2.686922684347337e-08,2.642874807889939e-09
2005,3.332774767272895e-08,1.0808999029165989e-08
2006,1.8942293067425453e-08,4.529678854225949e-09
2007,1.3581230362547103e-08,1.1184542181297275e-08
2008,1.958422224390688e-08,4.6831836186811415e-09
2009,1.0966842545201416e-08,9.53638501499654e-09
2010,2.172944846279279e-08,7.085689368580006e-09
2011,1.4913490886669933e-08,8.412738061736036e-09
2012,1.1574459612972987e-08,7.489355802192676e-09
2013,1.6455837581474952e-08,1.059867482666732e-08
2014,1.5591204771681078e-08,4.330890313042346e-09
2015,2.0614150386677466e-08,5.984753581600444e-09
2016,1.7813524877396958e-08,6.421154274960372e-09
2017,1.33327402451755e-08,4.528100561174142e-09
2018,1.9619147195726327e-08,6.9699601645822895e-09
2019,1.5305927192343916e-08,6.12237061048404e-09
