year,levant_VERB en_ADP,levant_VERB dans_ADP
1863,4.04564275413577e-08,4.145535115185339e-08
1864,5.034464223285795e-08,5.2262535632507934e-08
1865,4.706844336510585e-08,3.106517354467542e-08
1866,5.741423336758089e-08,3.843834051053818e-08
1867,5.871901720411188e-08,3.008743121313273e-08
1868,5.08807040944248e-08,3.2603168165223906e-08
1869,4.3463320054115684e-08,2.0022428159904848e-08
1870,3.1537268796455464e-08,1.9495765002375265e-08
1871,4.0360472297606975e-08,1.911811864374613e-08
1872,4.7169248063028135e-08,2.9027228620748247e-08
1873,3.8909028887701425e-08,2.334541804316359e-08
1874,5.436894312538243e-08,1.5533982988813477e-08
1875,4.405575992905142e-08,1.94531928343622e-08
1876,4.0508300713781864e-08,1.753344314181504e-08
1877,4.7004601100297805e-08,1.793596560162314e-08
1878,2.0532901601200138e-08,1.4493812372506909e-08
1879,4.3376211067425174e-08,2.5659165459046562e-08
1880,3.786529134686134e-08,2.6954953824542827e-08
1881,3.765154232837631e-08,1.8825771164188154e-08
1882,5.0580926114207614e-08,2.1297232422057277e-08
1883,1.8326083761621703e-08,2.7173157945981075e-08
1884,2.5746619058963915e-08,1.5844072720483382e-08
1885,3.287274097374393e-08,1.2891271161663553e-08
1886,4.840097744818195e-08,2.0651084398082276e-08
1887,3.7867764035581786e-08,1.828098916689669e-08
1888,3.867775077992519e-08,1.8387781963724592e-08
1889,2.4434033463194282e-08,2.5060547415023393e-08
1890,2.818386235503567e-08,1.8352281472289178e-08
1891,2.039750413018737e-08,2.039750413018737e-08
1892,3.949162774574688e-08,1.9432388143059143e-08
1893,4.618812354806323e-08,2.6481190573690583e-08
1894,3.843938856107343e-08,1.449354058991048e-08
1895,2.2268872967856623e-08,1.444467478961542e-08
1896,1.3563166589847242e-08,1.7101383420481397e-08
1897,3.1464253424928756e-08,1.0488084178916779e-08
1898,1.810673566637888e-08,2.093591255913907e-08
1899,2.1004797901014172e-08,2.266307141951529e-08
1900,2.803168719367477e-08,3.426094963288051e-08
1901,2.1237207548097103e-08,1.676621685930968e-08
1902,1.0311596021495006e-08,1.178468167495339e-08
1903,3.456140973412403e-08,2.376096830403185e-08
1904,2.6873125946735854e-08,2.0961039126632386e-08
1905,3.560923644840841e-08,2.4255568220610257e-08
1906,1.9033482345776065e-08,1.3374879870298173e-08
1907,3.239991386294605e-08,2.5714216533856415e-08
1908,1.1296195090437777e-08,1.3751889405000384e-08
1909,1.7603147384193107e-08,1.320236009405562e-08
1910,2.2979847358328698e-08,3.366815093386322e-08
1911,1.8621308939259507e-08,1.8089272302290738e-08
1912,1.4586379215586476e-08,2.031674206648404e-08
1913,1.3257474229533273e-08,3.181793672979438e-08
1914,2.678697441638178e-08,1.0714789944188396e-08
1915,2.3561524287174507e-08,1.8849219074468238e-08
1916,0.0,1.3184954461564757e-08
1917,8.773139548168274e-09,1.5352993543160665e-08
1918,1.378365155346728e-08,1.1486376294556067e-08
1919,4.4197673076951105e-08,1.6574126959767455e-08
1920,1.741613253614105e-08,9.843901693784574e-09
1921,3.0290991048786964e-08,1.817459427400081e-08
1922,2.7298360905092522e-08,9.591316185719734e-09
1923,1.4862327368803108e-08,2.0170300985000722e-08
1924,2.5783249313349188e-08,7.734974438733389e-09
1925,1.9796720707176974e-08,1.5397448649423495e-08
1926,2.1177662290483568e-08,2.3406890647947876e-08
1927,4.0137209111890115e-08,1.5608915049369898e-08
1928,2.5137291359556002e-08,1.9424270192303084e-08
1929,2.6736975300423182e-08,2.1166771446701205e-08
1930,1.1553964007759987e-08,1.3654684494213143e-08
1931,1.1405356659111021e-08,1.0264820993199919e-08
1932,6.575722188983946e-09,1.6439305028370654e-08
1933,8.02946331646126e-09,1.3764794637438627e-08
1934,2.3963160344919743e-08,1.4377896206951846e-08
1935,1.196828414151696e-08,2.6330225111337313e-08
1936,1.9399543305098632e-08,4.849885826274658e-09
1937,1.3850230295986421e-08,6.295559185076627e-09
1938,9.075650453382877e-09,1.5558256905023882e-08
1939,2.2941076593951948e-08,1.6823456405745674e-08
1940,1.5214697057785997e-08,2.5357829169792012e-09
1941,1.1806010391524069e-08,1.4757512545315876e-08
1942,1.517105907566929e-08,1.2136847082899749e-08
1943,2.9032352077962287e-09,1.7419411690866582e-08
1944,2.2492303131116387e-08,1.2852744646352221e-08
1945,1.3071024262956144e-08,2.6142048525912287e-08
1946,2.0881657292193267e-08,3.201854070766785e-08
1947,8.344609447874518e-09,2.5033829231801974e-08
1948,2.717971980814582e-08,1.3046265401328583e-08
1949,1.1780409536754632e-08,1.8652315247891238e-08
1950,5.317680518146517e-09,1.914365022059883e-08
1951,1.9190522948520083e-08,9.595261474260042e-09
1952,1.0544804140977249e-08,6.326882129314981e-09
1953,1.0773827163745864e-08,7.54167928107563e-09
1954,1.6613311615287785e-08,8.795282724349818e-09
1955,1.407841132561316e-08,7.508486277174597e-09
1956,1.3081712602058815e-08,2.0930739808022736e-08
1957,1.8553580005686854e-08,1.3252556385623393e-08
1958,9.099467845885556e-09,1.0753916868111446e-08
1959,1.4726420971555854e-08,6.975672928177801e-09
1960,1.5225833038812198e-08,9.689166802218097e-09
1961,1.528595028332802e-08,1.181187059273725e-08
1962,2.029426049432459e-08,1.9660065575521912e-08
1963,1.4871922360271128e-08,1.0345685197421517e-08
1964,2.1293889318485526e-08,1.2776333768727e-08
1965,1.4227312661319047e-08,7.1136563306595235e-09
1966,2.7141465963609335e-08,1.495550172592175e-08
1967,8.874604162656397e-09,1.0846738618397467e-08
1968,1.3474247495537384e-08,2.110965446888713e-08
1969,1.7712855182594467e-08,1.4533624970169967e-08
1970,1.5635665207014426e-08,1.0577067222072856e-08
1971,1.5929032315398217e-08,1.2332153964678128e-08
1972,1.6416469961200164e-08,1.0773308467548759e-08
1973,1.3783009400469837e-08,9.923766697284009e-09
1974,1.012602890426706e-08,7.313243344242437e-09
1975,6.8537762132336866e-09,7.4249242310031605e-09
1976,1.2569759455516305e-08,5.713526984862938e-09
1977,6.464460078348111e-09,1.057820764316375e-08
1978,1.0099005187669263e-08,7.128709622605811e-09
1979,3.5111840102075575e-09,8.192762912528906e-09
1980,9.096241093686785e-09,8.527726080842513e-09
1981,1.0120879245789638e-08,5.060439622894819e-09
1982,1.924325765401136e-08,9.932003663948308e-09
1983,9.47297440490047e-09,6.946847541655643e-09
1984,6.958810416790584e-09,2.8995041922996734e-09
1985,7.820225356169885e-09,1.2632671797518924e-08
1986,7.1933827783254856e-09,9.591176741707841e-09
1987,1.0388388815840699e-08,9.777306964053878e-09
1988,8.994830658082265e-09,1.0793796967334401e-08
1989,7.683371272548811e-09,8.780995486290522e-09
1990,5.993515905799995e-09,1.0352437129768077e-08
1991,1.0550637696837839e-08,9.96449056600568e-09
1992,1.0468894195980738e-08,8.264915862810085e-09
1993,1.0524494165053966e-08,6.093128224193833e-09
1994,1.0549853435293244e-08,8.967375286772494e-09
1995,7.591431483433553e-09,4.880205572987961e-09
1996,1.2277611816102763e-08,6.939520069693117e-09
1997,8.630809844589749e-09,8.630809844589749e-09
1998,9.059445638115449e-09,9.059445638115449e-09
1999,6.8553016596695215e-09,8.226361813967742e-09
2000,1.0603275590881367e-08,5.3016377954406835e-09
2001,1.4019877703219663e-08,4.8193329327261836e-09
2002,9.63868718173444e-09,8.324320788233308e-09
2003,9.58392298855415e-09,7.500461585152607e-09
2004,3.0833537945085254e-09,4.845270407116686e-09
2005,9.457874483587148e-09,4.503749373441224e-09
2006,1.317724773741702e-08,7.412201963319376e-09
2007,1.3181781888249589e-08,7.190063211481856e-09
2008,1.7881246705542253e-08,7.2376473703172906e-09
2009,1.5258216023994464e-08,1.2397300963584712e-08
2010,1.7005655550406118e-08,1.0392344762522043e-08
2011,2.7532598423363197e-08,1.4531093661673822e-08
2012,2.144679278615058e-08,1.9404239992582006e-08
2013,3.8489925913154366e-08,2.5102124823206395e-08
2014,3.269822101970021e-08,1.9272462736807938e-08
2015,4.4109849994811157e-08,2.4160671685535817e-08
2016,4.494807726018735e-08,1.9470595802317803e-08
2017,3.018733707449428e-08,2.5407674186794793e-08
2018,3.407535942301365e-08,1.987729447705533e-08
2019,3.877501342230971e-08,2.3213988953330045e-08
