year,montrant_VERB en_ADP,montrant_VERB dans_ADP
1847,1.024712474873013e-07,2.5294218630733667e-07
1848,1.5849086310026905e-07,2.9928224876130116e-07
1849,1.5920888074560935e-07,2.0110596210543008e-07
1850,1.4460562169915647e-07,2.1928457272224477e-07
1851,1.7671462160251394e-07,2.7861574380949605e-07
1852,1.4258094438446278e-07,2.2526486986862437e-07
1853,1.0570319375347026e-07,2.4126603648255696e-07
1854,2.0626788455047063e-07,2.5978323492381605e-07
1855,1.427566047595974e-07,2.924122384229122e-07
1856,1.8482565167232679e-07,2.72320164640405e-07
1857,1.6353055798390415e-07,2.660422353528702e-07
1858,1.6393815371884557e-07,2.838332022747636e-07
1859,1.4665459957541316e-07,2.917815322689421e-07
1860,1.684403656554423e-07,3.176565712692536e-07
1861,1.9618408941823873e-07,2.659803612914402e-07
1862,1.7755685632891982e-07,3.063194640162692e-07
1863,9.889349428249261e-08,2.6921006224256416e-07
1864,1.769254680539234e-07,2.689842517611396e-07
1865,1.2237795488090342e-07,2.8994162448725547e-07
1866,1.3769684414910444e-07,2.676086978681269e-07
1867,1.2229085655235394e-07,3.2319724141416373e-07
1868,1.5116015106286795e-07,2.5835541350716085e-07
1869,1.5920272744551767e-07,3.452647945323406e-07
1870,1.370437701098126e-07,2.8842265464845696e-07
1871,1.1470871186247678e-07,2.63405183886789e-07
1872,1.5118348528631032e-07,3.078095573982864e-07
1873,1.3109350049944624e-07,2.675743928648444e-07
1874,1.9775956161538488e-07,3.124720535652159e-07
1875,1.361723462878217e-07,2.7749405262511573e-07
1876,2.0435530245777045e-07,2.4486359961883863e-07
1877,1.5152798482631624e-07,2.4615567895125423e-07
1878,8.635896620035055e-08,2.3250491665294248e-07
1879,1.3745982130330958e-07,3.054662727208779e-07
1880,1.630132970831255e-07,2.573556230345275e-07
1881,1.4014740656875802e-07,2.5658826530161605e-07
1882,1.6172586470020178e-07,2.761984774224402e-07
1883,1.4787252666792483e-07,2.464542205871112e-07
1884,1.8352717745528935e-07,2.2049667336432321e-07
1885,1.443822412738882e-07,2.5653631041677727e-07
1886,1.5101105077519605e-07,2.7491756782183074e-07
1887,1.7693385245820537e-07,2.5332226982754946e-07
1888,1.6802628977075074e-07,2.149468372181218e-07
1889,1.2780878932971973e-07,2.825576643772365e-07
1890,1.9335439560563827e-07,2.5365474698446633e-07
1891,1.7082909664623003e-07,2.6707982669904595e-07
1892,1.5733965597064525e-07,2.6954603526974097e-07
1893,2.0384358379033074e-07,2.1369704938933864e-07
1894,2.199237201239157e-07,2.58993253510198e-07
1895,1.564839777756788e-07,2.82273020957291e-07
1896,1.8752551511624915e-07,2.0580631598932086e-07
1897,1.6081729370398534e-07,2.394779130554525e-07
1898,1.8729154760421807e-07,1.7880401514958066e-07
1899,1.8849041794055665e-07,2.5703238293317554e-07
1900,1.7597669454971765e-07,2.5851443297142396e-07
1901,1.9225261382871395e-07,2.598763728656195e-07
1902,7.576567782052734e-07,2.278371766806231e-07
1903,1.3608554638722126e-07,2.219490511379263e-07
1904,1.569390519762237e-07,1.821997983597612e-07
1905,1.2850290431742906e-07,2.053982086636097e-07
1906,1.3374879870298173e-07,2.1296924046509957e-07
1907,1.4862817465655098e-07,1.9645661097911216e-07
1908,1.4439483209116588e-07,2.1855682064142457e-07
1909,1.8978393256929849e-07,1.9528491179698904e-07
1910,1.6834074756388873e-07,2.2231667173855385e-07
1911,1.4631028477651853e-07,2.479294209933869e-07
1912,1.4846850149297097e-07,2.4380091190323583e-07
1913,1.82422851935371e-07,2.2802855426107271e-07
1914,1.727759837422127e-07,1.908571931608094e-07
1915,1.649306682338647e-07,1.4490336752714938e-07
1916,1.7579938571543607e-07,2.274404664603935e-07
1917,1.7984936562243092e-07,1.941057092835763e-07
1918,1.9297112885396928e-07,2.4006527610254125e-07
1919,1.9704795306552114e-07,2.4032485157476913e-07
1920,1.953635830886924e-07,2.5064088049475686e-07
1921,1.8326048234484915e-07,1.7568774524079345e-07
1922,1.4977209161770588e-07,2.301915884572736e-07
1923,1.5499284700126736e-07,2.600907293981436e-07
1924,1.7016944298120507e-07,2.5138666615021066e-07
1925,1.462757666104153e-07,1.9466774858756253e-07
1926,1.270659737429014e-07,1.827966684686544e-07
1927,1.8730698059243878e-07,2.4974264078991837e-07
1928,1.9652790683721832e-07,2.1709477948661515e-07
1929,1.7156226306269673e-07,1.6599204855083372e-07
1930,1.5335261593918403e-07,2.027195478149224e-07
1931,1.7336142832391488e-07,1.9731267286715592e-07
1932,1.6987281981073465e-07,1.8740807661288272e-07
1933,1.8926593270407466e-07,1.7320699896572478e-07
1934,1.9769606751651736e-07,2.1087581103529374e-07
1935,1.9388620842164528e-07,1.8072108787237084e-07
1936,2.000577836724915e-07,1.8065824747282022e-07
1937,1.561298716978854e-07,1.737574280014087e-07
1938,1.5687909638018027e-07,1.711408259552627e-07
1939,2.2176372738158534e-07,1.3764645245828433e-07
1940,1.927194972495272e-07,2.282204576431468e-07
1941,1.9775067983118788e-07,1.741386483899987e-07
1942,1.8812113466992741e-07,2.1542903994031803e-07
1943,2.2645234309948137e-07,2.409685180282395e-07
1944,2.0243072640369064e-07,2.731208326167689e-07
1945,1.8735134688085964e-07,2.2656442411062017e-07
1946,1.5034792966162058e-07,1.8515068234137289e-07
1947,1.5020297894352552e-07,2.2530446130986093e-07
1948,2.1743775846516655e-07,1.8156052306039783e-07
1949,1.531453364123081e-07,1.4332832165564469e-07
1950,1.5208567560875963e-07,1.8611882524055545e-07
1951,1.6738400177018775e-07,1.8337611606966675e-07
1952,2.0456919003208895e-07,1.6871686625563598e-07
1953,1.8315506622457178e-07,1.7669077578830183e-07
1954,1.3681550115052232e-07,2.1206403744145064e-07
1955,1.7551086273215333e-07,1.745723068324878e-07
1956,1.93609338339229e-07,1.718064908118322e-07
1957,2.164584174124684e-07,1.6433169491847366e-07
1958,1.6875377184533136e-07,1.5303650968689908e-07
1959,1.5889033022631338e-07,1.5579003331822605e-07
1960,1.7578916811089584e-07,1.4464541209235904e-07
1961,1.681454477875377e-07,1.5772322115026327e-07
1962,1.6933023516685353e-07,1.2176556651866122e-07
1963,1.7329023194179172e-07,1.3837353662893292e-07
1964,1.6852592921168252e-07,1.417564590155962e-07
1965,1.4555635630131292e-07,1.5431162125878473e-07
1966,1.816816563859902e-07,1.567558172155259e-07
1967,1.410076038155239e-07,1.4248669799599156e-07
1968,1.5854698176553939e-07,1.4821672777998174e-07
1969,1.344360356370089e-07,1.199024097786605e-07
1970,1.278445580510379e-07,1.269248173230153e-07
1971,1.3719521518851252e-07,1.4284745475379168e-07
1972,1.3389683317655e-07,1.169673495837742e-07
1973,1.4885650045926013e-07,1.2570104956921568e-07
1974,1.3613883709240326e-07,9.113426102658195e-08
1975,1.4221585331597453e-07,9.880860574185135e-08
1976,1.4626628797032026e-07,1.0170077757720719e-07
1977,1.5455935908903484e-07,1.0578207110256699e-07
1978,1.2891082690202893e-07,1.0514846593423499e-07
1979,1.498105177688558e-07,1.3752136851508112e-07
1980,1.6828046511818684e-07,1.347380731431258e-07
1981,1.644642821929665e-07,1.220831080672724e-07
1982,1.6015356152365712e-07,1.061482919340051e-07
1983,2.0903695485685603e-07,8.904595460990095e-08
1984,1.4729481279118772e-07,1.2119927816911513e-07
1985,1.47381172155292e-07,1.0106137438015139e-07
1986,1.2648364133838186e-07,1.0490349211522698e-07
1987,1.3810445409490058e-07,1.3077148253159976e-07
1988,1.5471108838482905e-07,1.0014245077627493e-07
1989,1.6189960660994984e-07,9.549332702363245e-08
1990,1.3185734815124306e-07,7.791570766357836e-08
1991,1.5239810124967335e-07,8.968041953494321e-08
1992,1.1791280485340394e-07,9.422004865200506e-08
1993,1.495586019473194e-07,9.527436617418061e-08
1994,1.3029068668402033e-07,9.758614538668553e-08
1995,1.4586392182991403e-07,9.218166496793856e-08
1996,1.7829228227128624e-07,9.608565676444414e-08
1997,1.519981509545687e-07,9.350043939093666e-08
1998,1.5782507034600712e-07,8.916401839087484e-08
1999,1.4533239323100133e-07,9.87163417676129e-08
2000,1.6611798514531984e-07,1.0559094931750224e-07
2001,1.476468440841927e-07,1.0733968736076349e-07
2002,1.6955327453160862e-07,9.813935974989363e-08
2003,1.800110709382352e-07,1.0042284515066058e-07
2004,1.6826302839945129e-07,9.602445061318576e-08
2005,1.8105073706919939e-07,8.467048928650911e-08
2006,1.5565623812108242e-07,9.512325505056651e-08
2007,1.633742101603275e-07,7.709345339890206e-08
2008,1.519905907798602e-07,1.0601024769130163e-07
2009,1.6354900367332448e-07,1.087147865064253e-07
2010,1.4785472046696668e-07,8.880731172666856e-08
2011,1.3957497912997496e-07,8.565697129370164e-08
2012,1.5217010229662264e-07,7.251058065094185e-08
2013,1.238371538647698e-07,8.28370119165811e-08
2014,1.3165906409540185e-07,8.466890477620836e-08
2015,1.1437528968372135e-07,1.0595230293120039e-07
2016,1.3401570697624265e-07,1.2096626278434996e-07
2017,1.2578057351220195e-07,6.21355980001681e-08
2018,1.5204838632598694e-07,9.241650644753463e-08
2019,1.232127146977291e-07,7.933572021556756e-08
