year,défendant_VERB en_ADP,défendant_VERB dans_ADP
1800,0.0,3.144164484325529e-09
1801,7.143547975374531e-09,0.0
1802,1.1189200677108602e-08,6.713520406265161e-09
1803,1.950339267864365e-08,5.851017448321727e-09
1804,2.7190360185613827e-08,4.943701892301533e-09
1805,2.2743021688143017e-08,1.7057265822018053e-08
1806,8.645007376628655e-09,0.0
1807,5.693910143378389e-08,1.9928686256776018e-08
1808,3.6257183921861724e-08,2.2660739951163578e-09
1809,2.25903047379461e-08,1.581321384946932e-08
1810,6.31834211617388e-08,2.106114038724627e-08
1811,5.515568801683912e-08,3.008491944456182e-08
1812,8.00162425207418e-09,0.0
1813,1.1502966579257645e-08,0.0
1814,1.8880061958270744e-08,3.1466771410748606e-09
1815,2.4275012222574333e-08,0.0
1816,1.8540831092650478e-08,2.3176038865813098e-09
1817,1.0898113522728181e-08,6.227493631882908e-09
1818,7.152706427149269e-09,1.1921177378582115e-09
1819,1.3456364911235141e-08,1.035105001712111e-09
1820,1.1866481131050932e-08,3.5599443393152796e-09
1821,1.2819934336327776e-08,1.676452932031225e-08
1822,1.9048670196752937e-08,1.4035862250239006e-08
1823,2.174191138237802e-08,2.3718449426723964e-08
1824,9.263223965660927e-09,9.263223965660927e-09
1825,2.905796137042671e-08,1.1447076175841175e-08
1826,4.932471142637951e-08,7.0463874735082754e-09
1827,1.6591091167583727e-08,0.0
1828,4.4027046897099353e-08,1.6510142586412258e-08
1829,6.172686539684946e-08,1.800366966620004e-08
1830,4.5922078584226256e-08,1.5655253093882493e-08
1831,4.5214498811674275e-08,4.677361786775691e-08
1832,2.841293600397421e-08,4.058990921151917e-09
1833,3.8225973497674204e-08,1.2741991461950875e-08
1834,1.0267983796552471e-08,2.6136685704614138e-08
1835,4.689114518896531e-08,1.1344631900556124e-08
1836,1.4785650037651976e-08,6.72075017860152e-09
1837,2.0177884252348122e-08,1.6698937344017395e-08
1838,2.840472923537618e-08,1.8936485712828244e-09
1839,1.3982949909063791e-08,7.690622361167243e-09
1840,1.52872523528913e-08,3.821813088222825e-09
1841,2.0545755319290038e-08,7.704658244733764e-09
1842,2.884553929050071e-08,2.0795621225033756e-08
1843,4.7255287682901326e-08,7.088293507706567e-09
1844,4.281077892187568e-08,1.0428266250528395e-08
1845,2.622707206967334e-08,8.37034175305007e-09
1846,2.6345255976778503e-08,2.1076203893244383e-08
1847,4.907833606182521e-08,3.235934187273415e-08
1848,6.436177102386864e-08,2.654923214606697e-08
1849,5.111443002192573e-08,1.5920887719289567e-08
1850,2.1724787302446202e-08,4.752297222410107e-09
1851,5.804495017969202e-08,1.9993260380601896e-08
1852,4.817803755940986e-08,6.510545436100301e-09
1853,2.5679307569248522e-08,7.763511611358354e-09
1854,2.286092382064453e-08,2.0782657816909023e-09
1855,2.600399184871094e-08,1.326734277995456e-08
1856,8.28350277259915e-09,1.7084724746041502e-08
1857,1.513267733344037e-08,7.810414537345878e-09
1858,3.229826228690058e-08,1.3702292633865909e-08
1859,1.3748868266105774e-08,1.9859475841599306e-08
1860,4.394096464466202e-08,1.327383358784573e-08
1861,3.8670901147952463e-08,2.3108222890755314e-08
1862,2.801151488540654e-08,4.246907181482129e-08
1863,5.494082755408414e-08,2.3974180862751382e-08
1864,2.205574922697906e-08,9.109982990196386e-09
1865,3.247722446531043e-08,1.1767110841276462e-08
1866,1.3623716377253459e-08,6.3252967308358166e-09
1867,2.038180824115443e-08,1.164674756637396e-08
1868,1.0373735648272486e-08,4.939874287401835e-09
1869,2.7347707209912642e-08,6.348574999037737e-09
1870,3.268407811063412e-08,1.2614907340946502e-08
1871,2.86771781876638e-08,2.2304472935275044e-08
1872,4.7169248063028135e-08,1.269941218851045e-08
1873,3.052862351804464e-08,2.3944018323618366e-08
1874,2.449589792119511e-08,1.6131444624534197e-08
1875,9.72659597309189e-09,2.2313955128083762e-08
1876,2.418405919968336e-08,1.1487427897804992e-08
1877,1.979141184271782e-08,1.4225077116236662e-08
1878,2.0532901601200138e-08,6.6429977074733415e-09
1879,1.0996785704264767e-08,9.163987790827832e-09
1880,1.9253539207397807e-08,1.2193908105473383e-08
1881,2.5101027034679646e-08,1.6036766581351003e-08
1882,3.4608001797664656e-08,1.1314154946262533e-08
1883,7.58320695126713e-09,8.847074184359371e-09
1884,1.1222884843675729e-08,1.4523733327109767e-08
1885,3.8029249083137984e-08,1.0957580620640783e-08
1886,1.4197620856748472e-08,1.2906927970846027e-08
1887,1.8933881573701683e-08,1.3710741875172516e-08
1888,1.1413106904001324e-08,8.242799331981132e-09
1889,8.14467782106476e-09,8.771191772893872e-09
1890,1.8352281472289178e-08,1.7696843102044113e-08
1891,1.784781566982474e-08,1.466070642663908e-08
1892,2.8835156484774416e-08,8.149066310636499e-09
1893,2.46336657738766e-08,9.23762488724833e-09
1894,1.9534772022211655e-08,2.7096618282484997e-08
1895,3.91209944439197e-08,9.629783193076946e-09
1896,2.0639602027472392e-08,1.2973464080801023e-08
1897,2.855089720199544e-08,2.9133566670225264e-09
1898,2.37650913392784e-08,1.584339415217073e-08
1899,1.713549302451156e-08,1.492446166651007e-08
1900,2.076421168339948e-08,8.30568502863116e-09
1901,1.7325090695408107e-08,2.235495522029396e-08
1902,1.915010772179926e-08,2.2096276808269977e-08
1903,2.4841012802312434e-08,1.1340462791054051e-08
1904,2.1498500757388683e-08,1.289910045443321e-08
1905,1.7030505006232488e-08,1.651442893546573e-08
1906,1.3374879870298173e-08,1.0802787109298606e-08
1907,1.0799970695529737e-08,6.1714118260169926e-09
1908,1.2769611812402104e-08,8.840499887696751e-09
1909,9.901770070541716e-09,9.901770070541716e-09
1910,1.870452770447173e-08,1.0153886620400954e-08
1911,9.576673676292558e-09,1.4897047151407605e-08
1912,2.6047105805560022e-08,1.3544495303108306e-08
1913,1.4318072061314524e-08,7.42418571064718e-09
1914,1.339348720819089e-08,1.4063162190325329e-08
1915,2.3561524287174507e-08,1.767114277129167e-08
1916,1.8678685265172135e-08,1.9777431248257926e-08
1917,2.0836205649743533e-08,9.869782324756216e-09
1918,6.89182577673364e-09,1.722956355365568e-08
1919,1.012863304339362e-08,8.287063479883727e-09
1920,4.543339038320937e-09,0.0
1921,2.8019165654313838e-08,7.572747762196741e-09
1922,1.9182632371439468e-08,8.853522359686394e-09
1923,6.369568872344189e-09,1.2739137744688378e-08
1924,2.062659898438568e-08,9.02413699321869e-09
1925,1.2097995494286806e-08,5.499089184013428e-09
1926,8.916910765321973e-09,8.916910765321973e-09
1927,2.5643217549387032e-08,1.1149224654616319e-08
1928,2.170947865920425e-08,6.8556245125250825e-09
1929,2.116677166874581e-08,1.3368487650211591e-08
1930,1.2604324695075775e-08,1.575540586884472e-08
1931,1.9389105432310316e-08,6.843213995466613e-09
1932,1.6439305028370654e-08,1.4247397928102146e-08
1933,1.3764794637438627e-08,1.0323596200123575e-08
1934,1.7972370258689807e-08,1.3179738189705859e-08
1935,9.574627313213568e-09,1.6755597798123745e-08
1936,2.0612015205756506e-08,1.6974599503782883e-08
1937,1.1332006444320086e-08,1.1332006444320086e-08
1938,5.186085783037697e-09,1.6854778905894818e-08
1939,3.058810094103137e-08,1.5294050470515685e-08
1940,1.7750480196809804e-08,7.607348528892999e-09
1941,2.6563522936839945e-08,5.9030051957620344e-09
1942,2.1239483061208375e-08,9.102635090130207e-09
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,0.0,3.2131861615880553e-09
1945,0.0,1.089252066321933e-08
1946,1.6705325123211878e-08,2.7842208538686464e-09
1947,1.549713246618012e-08,2.0265481293080256e-08
1948,2.174377611297018e-08,1.4133454184772631e-08
1949,9.817008539414473e-09,9.817008428392171e-09
1950,1.0635361036293034e-08,1.701657836861159e-08
1951,7.462981344019681e-09,1.3859822622919182e-08
1952,6.326882129314981e-09,2.1089608281954497e-08
1953,2.0470271810957286e-08,1.6160740301529586e-08
1954,2.34540866728139e-08,5.863521668203475e-09
1955,1.0324168631115072e-08,1.1262729415761896e-08
1956,2.0930739808022736e-08,5.232684729961079e-09
1957,7.951533653738352e-09,3.534015080575159e-09
1958,9.099467845885556e-09,1.3235589346738408e-08
1959,7.750747599288843e-09,9.300897829689347e-09
1960,1.3841666479663672e-08,1.314958364417862e-08
1961,1.945484662257968e-08,5.55852741612739e-09
1962,1.712328256964213e-08,7.610347907416326e-09
1963,2.0044765847160306e-08,7.759263453976928e-09
1964,1.886030154274465e-08,1.4601523545820783e-08
1965,1.5321720781003023e-08,1.805774313412556e-08
1966,1.2185964348709888e-08,1.273987226824147e-08
1967,1.331190557785078e-08,8.874603940611792e-09
1968,2.155879605392208e-08,1.6169097116769393e-08
