year,défendant_VERB en_ADP,défendant_VERB dans_ADP
1969,1.9529557859776503e-08,1.6804504454626112e-08
1970,2.2533751975473137e-08,1.149681222445409e-08
1971,1.6442872285971077e-08,1.0276794526475896e-08
1972,1.1286323320369718e-08,1.2825367434743384e-08
1973,1.7090931336838366e-08,1.8193572870472963e-08
1974,2.1939729200060043e-08,7.875800511758513e-09
1975,1.9419033492340532e-08,9.138367840222372e-09
1976,2.285410793945175e-08,2.628222439682304e-08
1977,1.4104276857551667e-08,1.645498848290572e-08
1978,1.247524139547096e-08,1.6039596317796168e-08
1979,3.043026208793265e-08,1.345953837272873e-08
1980,1.876099742226245e-08,1.4781392110307934e-08
1981,8.855769062510177e-09,1.3283654287654656e-08
1982,1.4898005495922462e-08,1.6139506286982908e-08
1983,1.4525227243211702e-08,1.894594880980094e-08
1984,1.91367283131072e-08,1.333771937339634e-08
1985,1.02264483547998e-08,1.5038894574104233e-08
1986,1.1988970760601347e-08,1.498621410300771e-08
1987,1.772136820621384e-08,3.0554083707556856e-08
1988,2.5785181989590455e-08,1.9788627514394364e-08
1989,2.1952488271637094e-08,1.8659615408367358e-08
1990,1.6890817855497176e-08,1.2531897408685211e-08
1991,2.05151273746651e-08,2.1101274727541863e-08
1992,1.5978838308061682e-08,1.046889430700304e-08
1993,1.717154241021035e-08,2.7696037463442735e-08
1994,2.162719947573777e-08,1.4242301449307604e-08
1995,2.0605312733845693e-08,2.331653803366862e-08
1996,1.8149513891785318e-08,1.975094043871195e-08
1997,2.0138556933169127e-08,2.0618046159270875e-08
1998,1.6688452286750532e-08,2.6701524546979272e-08
1999,2.1936965050040058e-08,1.9194844824710344e-08
2000,1.6788519352495257e-08,3.2251630699420275e-08
2001,2.1029816110740285e-08,2.2782300490575835e-08
2002,2.453483965991765e-08,2.6287328758201056e-08
2003,2.8335075619168038e-08,2.0834613867481977e-08
2004,1.8500123571962845e-08,2.2023955659200567e-08
2005,2.1617998280376582e-08,2.7923247714056743e-08
2006,2.5119127666783925e-08,2.841344004522739e-08
2007,2.716246005896039e-08,2.276853305893667e-08
2008,1.9158479414027596e-08,2.3415918093405708e-08
2009,2.0980047477081598e-08,1.907277002999308e-08
2010,1.795041404406561e-08,2.0784689525044087e-08
2011,2.02670511206815e-08,1.720787323744588e-08
2012,1.497871193745226e-08,1.9063814332698215e-08
2013,1.1156500334674746e-08,1.8687137171014e-08
2014,1.3858849179371191e-08,2.078827324170085e-08
2015,1.3964425352175347e-08,2.083580792622275e-08
2016,1.4292246497404903e-08,1.5535050718051835e-08
2017,1.2829617646037406e-08,9.810884549210641e-09
2018,1.3939919996097672e-08,1.7295826992835828e-08
2019,1.454063036643305e-08,1.4540630033366142e-08
