year,pourrait_VERB étendre_VERB,pourrait_VERB détendre_VERB
1947,6.07964452115084e-08,3.5762612871081956e-09
1948,6.631851334759631e-08,4.348755133776194e-09
1949,5.792034940554913e-08,0.0
1950,6.062155932795577e-08,0.0
1951,4.691016641800161e-08,2.1322803522849654e-09
1952,4.8506098693223976e-08,3.1634410646574906e-09
1953,5.386913670690774e-08,0.0
1954,6.938500973774353e-08,0.0
1955,5.5375085850073447e-08,0.0
1956,5.6687419203171885e-08,0.0
1957,4.682570065028813e-08,0.0
1958,6.121459961150322e-08,1.6544486891589827e-09
1959,6.588135903484726e-08,2.325224457422337e-09
1960,5.3982500247684584e-08,2.7683333403416555e-09
1961,5.350082687982649e-08,2.779263708063695e-09
1962,7.166410398440348e-08,6.341956404476434e-10
1963,5.366824140651261e-08,6.466053248388448e-10
1964,4.076258619534201e-08,1.8251904432275978e-09
1965,5.1984411442163037e-08,5.472043373977442e-10
1966,6.702280330728172e-08,1.1078149508847446e-09
1967,4.733121983235833e-08,3.451234853457663e-09
1968,5.88375463905777e-08,2.6948494546985557e-09
1969,7.039724891910737e-08,0.0
1970,6.162291299460776e-08,0.0
1971,7.245140665190775e-08,0.0
1972,6.566587984480066e-08,0.0
1973,5.513203760187935e-08,5.513203782392395e-10
1974,6.300640364997889e-08,5.625571675160757e-10
1975,4.9118728639996334e-08,1.1422960355389478e-09
1976,5.256444879364608e-08,0.0
1977,4.9364967225074e-08,1.1753563677885381e-09
1978,5.287126469966097e-08,5.940591352171509e-10
1979,5.559374827157626e-08,0.0
1980,4.43441763309238e-08,5.685150683554241e-10
1981,5.503228095449231e-08,0.0
1982,5.710901973543514e-08,6.207502289967692e-10
1983,5.431171956615799e-08,1.89459470334441e-09
1984,5.219107634957254e-08,2.3196033982486597e-09
1985,5.594468888148185e-08,0.0
1986,5.8146508052914214e-08,1.1988970927134801e-09
1987,5.7441678080749625e-08,2.4443267410134695e-09
1988,5.217001941559829e-08,0.0
1989,5.6527657221749905e-08,2.7440609784434855e-09
1990,5.7210836956755884e-08,1.6345953479657283e-09
1991,7.03375846455856e-08,1.1722930404189924e-09
1992,6.77723122066709e-08,0.0
1993,5.760775678709251e-08,1.1078414852150331e-09
1994,6.171664068688187e-08,5.274926606624319e-10
1995,5.802022329248757e-08,0.0
1996,6.725996115619637e-08,1.067618438099771e-09
1997,5.945669201423698e-08,0.0
1998,6.00784275661681e-08,0.0
1999,5.4385392189715276e-08,2.285100553223174e-09
2000,6.84794869698635e-08,0.0
2001,6.484193448841324e-08,0.0
2002,7.44807664432301e-08,8.76244299341522e-10
2003,5.0419767916309866e-08,1.6667691671301554e-09
2004,6.386947148939726e-08,4.404791198453495e-09
2005,4.819012033863146e-08,1.8014998381943315e-09
2006,6.423908160968494e-08,4.1178899179428186e-10
2007,6.790615003637868e-08,1.5977917877663117e-09
2008,4.470311765203405e-08,0.0
2009,3.7191902890754136e-08,0.0
2010,5.007220593711281e-08,1.4171379625338432e-09
2011,3.4415748473293206e-08,1.911985902935953e-09
2012,2.927657405393802e-08,6.808505426114664e-10
2013,3.5979713430833726e-08,1.9523875849358774e-09
2014,3.13989545475124e-08,2.3819897165822113e-09
2015,4.012001397768472e-08,1.5516027351836215e-09
2016,3.024156569608749e-08,2.278474076078396e-09
2017,2.6413918163825656e-08,2.0124890642847504e-09
2018,2.942872079358949e-08,2.323319980845895e-09
2019,2.806086563111876e-08,3.06118530524202e-09
