year,vendant_VERB en_ADP,vendant_VERB dans_ADP
1897,5.884980680548324e-08,1.5732126712464378e-08
1898,7.808530000374958e-08,1.6975064909274806e-08
1899,7.462230655619351e-08,9.949641111006713e-09
1900,6.177353384373419e-08,1.349673794948103e-08
1901,3.023507701982453e-07,2.9061443029831935e-08
1902,1.689137576477151e-07,9.329538919189417e-09
1903,1.5120616581043578e-07,2.2680925582108102e-08
1904,6.073326375144461e-08,1.0749250378694342e-08
1905,1.6978897576791496e-07,6.967025001358707e-08
1906,1.1677298772383438e-07,2.5206503551089554e-08
1907,1.2805679716620944e-07,1.6457098794830927e-08
1908,1.586378601814431e-07,2.4065807124884486e-08
1909,5.996071905656208e-08,1.870334465081669e-08
1910,4.702852507421085e-08,1.0153886620400954e-08
1911,4.362706818028528e-08,1.1704822888702893e-08
1912,7.345283847826067e-08,1.5628263128064646e-08
1913,7.795394907361697e-08,1.6969567084856862e-08
1914,7.701255100300841e-08,1.0714789944188396e-08
1915,7.775302890422608e-08,1.295883844676382e-08
1916,4.724608615447323e-08,1.8678685265172135e-08
1917,6.141197417264266e-08,6.57985488317081e-09
1918,1.229042254635715e-07,3.2161853624756986e-08
1919,1.3443458612982795e-07,7.366278698128781e-09
1920,4.846228307542333e-08,7.572231730534895e-09
1921,6.28538003866197e-08,1.5902768879527684e-08
1922,8.263288009402459e-08,3.24629176873259e-08
1923,4.883336046646036e-08,6.369568872344189e-09
1924,4.2542360745301266e-08,9.02413699321869e-09
1925,8.248633776020142e-08,1.4297631523163545e-08
1926,6.018914433525424e-08,1.5604593173179637e-08
1927,5.0171511389862644e-08,1.0034302277972529e-08
1928,2.9707706517001498e-08,1.7139061725401916e-08
1929,4.3447585085232276e-08,5.570202965543558e-09
1930,3.886333388436469e-08,9.453243521306831e-09
1931,4.44808918587114e-08,1.8248570654577634e-08
1932,4.7126007984843454e-08,7.6716757391182e-09
1933,5.6206243215228824e-08,1.3764794637438627e-08
1934,1.258065935871855e-07,1.0783422155213884e-08
1935,1.029272453934027e-07,8.377798899061872e-09
1936,1.3822175048971985e-07,1.33371855781661e-08
1937,4.5328025777280345e-08,1.7627565185307503e-08
1938,4.6674770715071645e-08,7.779128452511941e-09
1939,6.72938256229827e-08,1.6823456405745674e-08
1940,2.028626333583361e-08,2.5357829613881222e-08
1941,5.60785480274717e-08,5.9030051957620344e-09
1942,8.799214157306778e-08,1.517105907566929e-08
1943,3.4838823381733164e-08,5.806470415592457e-09
1944,3.855823393905666e-08,3.2131861615880553e-09
1945,9.367567344042982e-08,1.3071024262956144e-08
1946,2.7842208538686464e-08,9.744772988540262e-09
1947,5.364391952866754e-08,1.6689218895749036e-08
1948,2.8266908813634473e-08,1.195907639583993e-08
1949,2.5524220959027843e-08,1.47255123650325e-08
1950,6.274863295629984e-08,2.1270722072586068e-08
1951,3.838104589704017e-08,3.1984206394497505e-09
1952,3.268889159357968e-08,1.4762725264461096e-08
1953,3.232148060305917e-08,1.508335856215126e-08
1954,4.0067398288101685e-08,9.772536557761669e-09
1955,1.8771215692936494e-08,8.447047505910632e-09
1956,3.488456457034772e-08,2.3547082506070183e-08
1957,4.59421976017893e-08,1.8553580005686854e-08
1958,2.6471179026543723e-08,6.617794756635931e-09
1959,3.797866554577922e-08,1.0851047171911432e-08
1960,6.713208478004162e-08,1.314958364417862e-08
1961,2.223410966450956e-08,8.33779090214648e-09
1962,3.805173776072479e-08,1.0147130247162295e-08
1963,3.556329275511416e-08,1.1638896069143811e-08
1964,3.467862086381501e-08,9.125952438182594e-09
1965,3.173785145804686e-08,1.1491291473930687e-08
1966,4.597432123887302e-08,1.1078149952936656e-08
1967,3.007504645324843e-08,8.381570104631919e-09
1968,3.5931325470528463e-08,1.4372530721118437e-08
1969,6.449295852917203e-08,1.6350327314285096e-08
1970,3.54101814536989e-08,1.241655755990223e-08
1971,4.213486093362917e-08,2.0553589941130213e-09
1972,3.5398013409349005e-08,1.2312352026810913e-08
1973,2.4809416743210022e-08,1.7090931336838366e-08
1974,2.0814615808717463e-08,1.2938814464291681e-08
1975,3.8838066984681063e-08,6.8537762132336866e-09
1976,3.25671045686704e-08,6.2848797277581525e-09
1977,3.173462204131283e-08,1.1165885105413054e-08
1978,3.089107636355948e-08,1.128712323605896e-08
1979,3.2185852205657284e-08,9.363157360553487e-09
1980,3.1268328370970266e-08,6.253665585376211e-09
1981,3.479052068655619e-08,7.590659656386833e-09
1982,3.289976291398489e-08,8.690503427999374e-09
1983,2.462973291983417e-08,8.209910973278056e-09
1984,2.2616132966390978e-08,4.639206796497319e-09
1985,2.6468455871508922e-08,7.218669662023558e-09
1986,3.6566362382473017e-08,5.994485352545098e-09
1987,4.0942474299754394e-08,1.0388388815840699e-08
1988,2.338656024392094e-08,7.195864348830128e-09
1989,3.0733485090195245e-08,1.0976243913773942e-08
1990,2.7788120249283565e-08,7.628111475810329e-09
1991,1.934283488935762e-08,7.033758464558559e-09
1992,2.1488782309120324e-08,5.509944056569793e-09
1993,2.7696037463442735e-08,8.862731881720265e-09
1994,2.0572214154412904e-08,1.0549853435293244e-08
1995,3.416144167545099e-08,8.133675954979935e-09
1996,2.829188794351012e-08,1.2277611816102763e-08
1997,2.157702461147437e-08,7.192341833217597e-09
1998,1.2397135762398648e-08,5.72175506974304e-09
1999,1.6452723627935484e-08,8.683382013430219e-09
2000,2.076474814316498e-08,8.83606254831193e-09
2001,1.7086726700199506e-08,7.886181485616817e-09
2002,2.4972962364699924e-08,5.6955880012310445e-09
2003,2.3334768783911386e-08,7.083769126836614e-09
2004,2.7309706496225772e-08,9.690540814233373e-09
2005,1.261049931144953e-08,9.007498746882447e-09
2006,1.7706927479821388e-08,1.4000825387938676e-08
2007,1.3181781888249589e-08,9.586750948642475e-09
2008,2.2138685551453818e-08,3.405951742863067e-09
2009,2.1933685090402832e-08,1.7165493915172192e-08
2010,1.5588517143783065e-08,6.613310343794865e-09
2011,1.8355065023456518e-08,5.7359579308524644e-09
2012,2.2127641940983267e-08,9.19148224198807e-09
2013,2.5102124823206395e-08,9.483025031897796e-09
2014,1.5591204771681078e-08,7.362513709807672e-09
2015,1.3964425171764105e-08,4.654808538617772e-09
2016,1.8434926474242275e-08,6.8354220061905835e-09
2017,1.2074934829797712e-08,8.804639684001359e-09
2018,1.3939920329164579e-08,6.711813327342497e-09
2019,1.785691416955615e-08,6.377469219387422e-09
