year,devenant_VERB en_ADP,devenant_VERB dans_ADP
1893,4.3724757148311255e-08,6.15841644346915e-09
1894,4.663139208105349e-08,1.3863386882917439e-08
1895,2.467631965430428e-08,8.426059849853118e-09
1896,4.0689499769541726e-08,7.66613794667137e-09
1897,4.8944393427063915e-08,1.7480140002135158e-08
1898,5.2056865484928494e-08,1.1882545614128048e-08
1899,4.0351324059884064e-08,7.738609753005221e-09
1900,4.049021384844309e-08,6.22926377147337e-09
1901,3.297355988252093e-08,1.676621685930968e-08
1902,4.17374117489544e-08,1.4730851205513318e-08
1903,2.4841012802312434e-08,1.0800440541913758e-08
1904,1.666133897515465e-08,1.4511488011237361e-08
1905,6.708986433068276e-08,1.3417973399043603e-08
1906,2.5206503551089554e-08,9.259531807970234e-09
1907,3.3428481316377656e-08,5.142843484406967e-09
1908,3.487086175368859e-08,8.349361202419914e-09
1909,2.6954818821423032e-08,6.60118004702781e-09
1910,3.153049021875631e-08,1.7635697346918278e-08
1911,3.351835786702395e-08,1.5429085564733214e-08
1912,4.740573444905749e-08,1.1460726589973547e-08
1913,3.340883480973389e-08,9.545381374209683e-09
1914,2.8126324380650658e-08,1.875088173619588e-08
1915,4.123266705846618e-08,2.3561523843085297e-09
1916,1.9777431248257926e-08,3.2962386153911893e-09
1917,2.631941953268324e-08,2.7416060532914344e-08
1918,2.412139110674616e-08,1.1486376294556067e-09
1919,2.3940405213807026e-08,1.9336480860943084e-08
1920,2.7260034229925623e-08,6.815008557481406e-09
1921,3.1048266180278006e-08,2.4232791773215467e-08
1922,1.9920426197472807e-08,5.902348387820666e-09
1923,3.1847843473542525e-08,9.554353752605493e-09
1924,4.512068585427187e-08,1.5469948877466777e-08
1925,3.189471442510694e-08,5.499089184013428e-09
1926,3.4553028882555736e-08,8.916910765321973e-09
1927,2.2298449309232637e-08,1.1149224654616319e-08
1928,3.085031252680892e-08,2.2852082892654835e-08
1929,3.230717737778832e-08,2.33948540540041e-08
1930,2.6259009189288918e-08,2.10072066408884e-08
1931,3.5356606531422585e-08,7.983749661377715e-09
1932,4.4934100884574946e-08,8.767629289252454e-09
1933,7.685343916818965e-08,1.4911860191091364e-08
1934,3.354842448288764e-08,8.38710612072191e-09
1935,4.188899538348778e-08,1.6755597798123745e-08
1936,5.577368611398015e-08,9.699771652549316e-09
1937,5.0364473480613015e-08,1.3850230295986421e-08
1938,3.759912203804561e-08,1.6854778905894818e-08
1939,4.5882153187903896e-08,7.647025235257843e-09
1940,4.81798743123818e-08,5.0715658339584024e-09
1941,5.60785480274717e-08,1.1806010391524069e-08
1942,3.034211815133858e-08,1.8205270180260413e-08
1943,2.0322646676618206e-08,3.193558839598154e-08
1944,3.855823393905666e-08,1.927911696952833e-08
1945,4.574858536443571e-08,8.714016175304096e-09
1946,2.227376683094917e-08,2.227376683094917e-08
1947,2.5033829231801974e-08,1.6689218895749036e-08
1948,5.979538286737807e-08,1.6307831529616124e-08
1949,5.3011845579931105e-08,2.0615717133409817e-08
1950,3.616023036556726e-08,7.444753258312176e-09
1951,4.797630737130021e-08,1.7058242818279723e-08
1952,3.9015773722894664e-08,7.381362632230548e-09
1953,4.0940545176226806e-08,1.6160740301529586e-08
1954,4.397641362174909e-08,3.0294863506696856e-08
1955,4.129667274810345e-08,1.220129064449793e-08
1956,4.883839466174322e-08,2.0058624983221307e-08
1957,5.742774433770137e-08,1.3252556385623393e-08
1958,3.3088973339090444e-08,1.1581140491045971e-08
1959,4.4954337141689393e-08,1.2401196514133517e-08
1960,5.3982500247684584e-08,2.07624992754063e-08
1961,5.975417138870398e-08,2.153929301584867e-08
1962,5.580921680348183e-08,1.2683912586908264e-08
1963,4.849539791962343e-08,1.2285501505004959e-08
1964,5.901449284806404e-08,1.8860301764789256e-08
1965,6.894774884358412e-08,9.302473458205895e-09
1966,6.813061759203265e-08,1.273987226824147e-08
1967,6.015009290649687e-08,1.4791006641701188e-08
1968,5.88375463905777e-08,1.9313088017725022e-08
1969,4.3146698658347304e-08,1.4533624970169967e-08
1970,6.99006221793752e-08,1.9314645882673176e-08
1971,5.087013477123037e-08,1.284599360218408e-08
1972,4.6684338173008655e-08,1.0260293947794707e-08
1973,6.450448353234606e-08,8.821126051827832e-09
1974,8.550868813017587e-08,2.3627400480563665e-08
1975,8.224531455880424e-08,2.1703623787061588e-08
1976,5.4278505245974884e-08,1.085570122683066e-08
1977,6.346924408262566e-08,1.7630345183761165e-08
1978,5.940591307762588e-08,1.900989232694883e-08
1979,6.086052195541924e-08,2.1067103617156135e-08
1980,6.253665674194053e-08,1.5349906234973787e-08
1981,7.717170547039132e-08,1.644642821929665e-08
1982,8.566352960315271e-08,2.1726258125909226e-08
1983,8.273064366903782e-08,2.841892232652299e-08
1984,6.668859953151696e-08,2.3196033538397387e-08
1985,6.978047650818553e-08,2.285912081845254e-08
1986,8.272390061847545e-08,2.577628777089558e-08
1987,6.783006512023348e-08,1.5277041853778428e-08
1988,7.675588875599715e-08,1.8589316752581908e-08
1989,8.561470821177863e-08,2.469655058234821e-08
1990,8.71784138212206e-08,2.179460345530515e-08
1991,8.616353852630709e-08,2.4032006606944378e-08
1992,8.650612670635383e-08,2.1488782309120324e-08
1993,7.921066469407378e-08,1.717154241021035e-08
1994,6.962903142948562e-08,2.320967773528082e-08
1995,8.621697134003625e-08,3.470368525881895e-08
1996,8.967995057673761e-08,3.042712393153124e-08
1997,8.534912154800622e-08,3.5482219828963935e-08
1998,9.393214384090243e-08,1.954932926651054e-08
1999,8.226361813967742e-08,3.290544725587097e-08
2000,9.05696424524649e-08,2.8275401575683645e-08
2001,8.10524198868734e-08,2.541102794850758e-08
2002,8.411944918407244e-08,2.234422957769766e-08
2003,9.625591701478697e-08,3.666892212095263e-08
2004,9.954828072977762e-08,1.9381081628466745e-08
2005,8.962461350847661e-08,2.0266872624574717e-08
2006,1.0171188336016712e-07,2.4707340173790726e-08
2007,7.789235212385393e-08,2.915970043204652e-08
2008,7.280221581140722e-08,2.8524846484856425e-08
2009,7.581426331171315e-08,2.5271420511785436e-08
2010,7.038451599328255e-08,2.692562084405381e-08
2011,7.380265998335744e-08,1.7590270573464295e-08
2012,6.263825014229951e-08,2.4851045665741367e-08
2013,4.9088601628000106e-08,1.8687137171014e-08
2014,4.828942934409497e-08,1.8622827724357194e-08
2015,6.006919051060322e-08,1.6180999651282946e-08
2016,4.370527406649671e-08,1.7606391011781852e-08
2017,5.3330960980702e-08,1.4338984222206363e-08
2018,5.601782859798732e-08,1.6005094138904497e-08
2019,4.897896488387232e-08,1.2499840273960672e-08
