year,agissant_VERB en_ADP,agissant_VERB dans_ADP
1888,1.280804166725602e-06,6.847863964765111e-07
1889,1.3607876638843663e-06,6.603454050235769e-07
1890,1.3161208549661296e-06,6.410189818950585e-07
1891,1.5903679049245056e-06,7.757425848353705e-07
1892,1.4191911610339503e-06,6.055383199310427e-07
1893,1.4552338178930313e-06,6.478654202002332e-07
1894,1.386338675857246e-06,6.837170025697503e-07
1895,1.3981241764327024e-06,7.902440970486424e-07
1896,1.3981855389033626e-06,7.536403068275632e-07
1897,1.526598902401588e-06,5.681045713856747e-07
1898,1.5051223538620206e-06,6.586324891033613e-07
1899,1.7677196098020431e-06,6.235108589436322e-07
1900,1.628433373923599e-06,7.096169374332106e-07
1901,1.4899578442140182e-06,6.48852580997783e-07
1902,2.087852706722515e-06,1.0596392030493007e-06
1903,1.6589477169759448e-06,6.674672006212745e-07
1904,1.5425173991445718e-06,6.175444324796331e-07
1905,1.4832020927002532e-06,5.749085421058453e-07
1906,1.5370822978866272e-06,6.090714439466183e-07
1907,1.8375379937651815e-06,6.474839544523547e-07
1908,1.488642068281365e-06,5.79052750637743e-07
1909,1.5501772097081812e-06,5.407466625584334e-07
1910,1.6310347845660544e-06,6.017513936029673e-07
1911,1.5966443314141543e-06,6.687710207842201e-07
1912,1.736300111687683e-06,6.756619170822376e-07
1913,1.6566540246287786e-06,6.724190955154086e-07
1914,1.6721768503202838e-06,6.978007232039118e-07
1915,1.9638530091015127e-06,5.67832724729378e-07
1916,1.9502745232102825e-06,5.559656044429317e-07
1917,1.9202208747515215e-06,6.15216423582865e-07
1918,1.625322266107787e-06,5.812106183000765e-07
1919,2.3793080856648885e-06,6.740145213068871e-07
1920,1.721925546149805e-06,6.958880955920677e-07
1921,1.7689937834575176e-06,5.868879466852661e-07
1922,1.5501042671672849e-06,6.942637256202033e-07
1923,1.513834220645549e-06,6.550039794994689e-07
1924,1.394873818227893e-06,5.943039087519253e-07
1925,1.4275635180638346e-06,4.905187551695889e-07
1926,1.3163589649423102e-06,4.7259626612117245e-07
1927,1.4605485034735466e-06,5.842194052974037e-07
1928,1.7401860787913392e-06,5.75872452834858e-07
1929,1.3379628214238437e-06,6.260908225197426e-07
1930,1.1648496816007992e-06,5.966047007532893e-07
1931,1.3116159820469875e-06,5.679867554064799e-07
1932,1.216508620061063e-06,5.1509824139373e-07
1933,1.5703336018191294e-06,6.171216355710385e-07
1934,1.4258080653917204e-06,6.146550362018388e-07
1935,1.3512192378328791e-06,5.505410642925312e-07
1936,1.2864322016525875e-06,5.346999021327292e-07
1937,1.5487075533116013e-06,5.86746132125171e-07
1938,1.7580830551366944e-06,5.665798461507165e-07
1939,1.429993719881395e-06,5.842327217564502e-07
1940,1.2171758356771534e-06,5.781584979658305e-07
1941,1.2071646118272383e-06,4.89949457005423e-07
1942,1.2076163002916473e-06,5.643633946839088e-07
1943,1.0916164292495978e-06,5.487114269620008e-07
1944,1.2402898974528398e-06,5.269625322767979e-07
1945,1.4073135723435826e-06,5.576970290022132e-07
1946,1.2208808861657872e-06,6.988394600782044e-07
1947,1.187318762418954e-06,7.092918501427903e-07
1948,1.091537496833439e-06,5.707741079774564e-07
1949,1.3027169636359304e-06,6.086545125683074e-07
1950,1.2368925439432132e-06,7.061880245018415e-07
1951,1.1077196369058129e-06,5.58657475835389e-07
1952,1.304392220902173e-06,6.69595049629379e-07
1953,1.3025557201729043e-06,6.184177028245585e-07
1954,1.3388374391354319e-06,6.283740483503664e-07
1955,1.074652125510056e-06,6.147572939596557e-07
1956,1.179098386927535e-06,6.174568474293096e-07
1957,1.4392275975438906e-06,6.979679518792636e-07
1958,1.4865221800164363e-06,6.683972899601542e-07
1959,1.512170925366263e-06,6.603636926172385e-07
1960,1.384858734354566e-06,6.083412653623554e-07
1961,1.0477823799703856e-06,6.545166089111376e-07
1962,1.2239976108219253e-06,6.525873201823629e-07
1963,1.195573261725258e-06,6.220343164997644e-07
1964,1.1480447987821663e-06,7.337265706119922e-07
1965,1.0911254264556192e-06,6.528148022155733e-07
1966,1.0851047225202137e-06,5.98220062819621e-07
1967,1.0161421641896595e-06,5.96077553538521e-07
1968,9.063676991161174e-07,5.268430891547382e-07
1969,1.1254475538180486e-06,5.9179101796758e-07
1970,1.1671563928672413e-06,6.465807329547602e-07
1971,1.1037277722891758e-06,5.585438129784848e-07
1972,1.1824988348507759e-06,5.391784494435115e-07
1973,1.2239311857342727e-06,5.469098240951098e-07
1974,1.2229993302526054e-06,5.799964259978196e-07
1975,1.174851494312179e-06,6.099861042940802e-07
1976,9.393038205018911e-07,5.085038665697539e-07
1977,9.637922175897984e-07,6.053085357393684e-07
1978,9.326728296343845e-07,5.399997782262744e-07
1979,9.749387857027614e-07,5.717378090963621e-07
1980,8.607318271458553e-07,5.525966191299858e-07
1981,8.931675807843931e-07,4.914951965417913e-07
1982,9.491271022454839e-07,6.058522288299173e-07
1983,8.348848030692579e-07,5.49432523477833e-07
1984,8.443356129816948e-07,5.045137339010353e-07
1985,8.788730312403459e-07,5.859153660026095e-07
1986,9.003717096334185e-07,5.838628585053129e-07
1987,8.860684559408583e-07,5.958046553899976e-07
1988,9.432579268775498e-07,5.348926199744142e-07
1989,8.594399112382689e-07,5.016143616032309e-07
1990,9.077452531869312e-07,6.238705640981834e-07
1991,8.774613142747967e-07,5.650452497008018e-07
1992,9.399964504552827e-07,5.846051029934074e-07
1993,9.294790217495574e-07,5.893716839011631e-07
1994,8.840777141472245e-07,6.20858854105677e-07
1995,1.0346035850261615e-06,6.593700048185269e-07
1996,8.855894932935371e-07,7.131691202033608e-07
1997,9.134273781796765e-07,6.971776755904102e-07
1998,9.545794767973348e-07,7.228484157906223e-07
1999,8.738224792637084e-07,6.585660026203755e-07
2000,8.959767967553489e-07,6.51659624040235e-07
2001,9.213688230147454e-07,6.138077424111543e-07
2002,9.612400120317943e-07,6.668219132421882e-07
2003,9.8589396202442e-07,6.862922230510549e-07
2004,9.576015997936338e-07,6.276827448914446e-07
2005,8.340944503970604e-07,6.742113214386336e-07
2006,8.35108075136759e-07,5.84740375231263e-07
2007,8.08083186143449e-07,5.780011544942454e-07
2008,7.757055300317006e-07,5.683681978396748e-07
2009,8.120231953512302e-07,5.540639893553134e-07
2010,6.925080811015505e-07,5.153658415579798e-07
2011,6.508400147708926e-07,5.575351051945177e-07
2012,4.973613201286753e-07,4.013613894571222e-07
2013,6.557233014348185e-07,5.048316094047323e-07
2014,6.26463290132051e-07,4.6232255179745607e-07
2015,7.531922925352319e-07,4.863166447321987e-07
2016,6.659358415816996e-07,5.083068375100197e-07
2017,7.566958615257136e-07,4.990973163643275e-07
2018,6.422689224905298e-07,4.569196052628399e-07
2019,5.563704181810181e-07,4.0739274798085034e-07
