year,souriant_VERB en_ADP,souriant_VERB dans_ADP
1847,1.6179671824545494e-08,2.2651539310913904e-08
1848,9.654266108771736e-09,1.9308532439588078e-08
1849,2.178647862116634e-08,1.3407063903514427e-08
1850,4.752297222410107e-09,3.326607966869233e-08
1851,3.8696632564949596e-09,3.224719336003545e-08
1852,2.408901877970493e-08,2.8646399474752116e-08
1853,2.0304568471019024e-08,1.2541057081705276e-08
1854,1.7665259477439577e-08,2.1821790263665264e-08
1855,1.6451505047143655e-08,2.3350523292720027e-08
1856,2.1744194333983557e-08,3.572260709461261e-08
1857,1.8549735136819123e-08,4.246912865824015e-08
1858,2.0553439394888073e-08,2.5447114637699997e-08
1859,1.8331824502837435e-08,6.059686286086219e-08
1860,1.5562426014525954e-08,5.6299362061196234e-08
1861,1.084671669149273e-08,2.6409397335669382e-08
1862,8.58417428806213e-09,5.511943260150254e-08
1863,1.5982786927271064e-08,5.24435185278449e-08
1864,1.726102105692462e-08,2.828889433814652e-08
1865,1.1296426905005319e-08,4.424433758254409e-08
1866,1.265059373922739e-08,6.714545475183797e-08
1867,2.038180824115443e-08,3.833721073931429e-08
1868,2.8157282727647726e-08,4.297690336940718e-08
1869,2.0510780629479086e-08,6.397409890723793e-08
1870,9.17447806614291e-09,3.899153000475053e-08
1871,6.37270636261178e-09,1.6993883855676017e-08
1872,1.5118347462816928e-08,3.3260366905096816e-08
1873,2.095101514498765e-08,4.1303430009520525e-08
1874,1.792382703369455e-08,5.3771480768016744e-08
1875,2.40304138254821e-08,2.4030413214859436e-08
1876,1.3301232115736639e-08,3.9299096865619276e-08
1877,9.277223989023753e-09,4.143826615177204e-08
1878,9.058632954861423e-09,5.918306994479039e-08
1879,1.710611108318716e-08,6.048232137345622e-08
1880,1.6044615636090498e-08,4.5566708850586224e-08
1881,1.6734017338482232e-08,7.042232819109984e-08
1882,1.0648616211028639e-08,8.58544682014184e-08
1883,1.3270612164717477e-08,5.497824773215143e-08
1884,2.1125430293977843e-08,5.281357484676619e-08
1885,1.4180398411056672e-08,6.961286658224708e-08
1886,3.872078380151578e-09,7.486017800095723e-08
1887,1.8280989055874386e-08,7.573552340822687e-08
1888,8.876860135842435e-09,4.628648753168818e-08
1889,9.397704836544563e-09,7.079604757986857e-08
1890,1.1797895382859025e-08,4.4569826940232815e-08
1891,1.0198752065093686e-08,4.46195412839856e-08
1892,2.3193496456741514e-08,5.328235630486233e-08
1893,2.0938616229759788e-08,4.0645549204132436e-08
1894,9.452309157609307e-09,6.931693263823036e-08
1895,1.805584326497467e-08,4.814891774174157e-08
1896,1.2973464080801023e-08,4.245860985019334e-08
1897,2.2724182424660455e-08,3.962165084914204e-08
1898,6.790025985914383e-09,4.7530179791976934e-08
1899,1.2160672469008205e-08,5.7486815308038786e-08
1900,1.0382106396811253e-08,4.204752868108841e-08
1901,1.5648469187112823e-08,5.700513860951162e-08
1902,6.874397495693074e-09,3.8300215277065064e-08
1903,1.5120616536634657e-08,2.5381035939631147e-08
1904,3.7622376325430196e-09,4.6759240923677226e-08
1905,1.8062657147766004e-08,4.696290711869722e-08
1906,2.829301504192472e-08,4.475440434914546e-08
1907,1.5428530231176296e-08,5.2457001742389764e-08
1908,7.367083609821634e-09,4.911388984396581e-08
1909,1.5402754627302784e-08,5.115914847309e-08
1910,1.2291546447329438e-08,1.031421064112692e-07
1911,1.9685384544665396e-08,4.309503154331651e-08
1912,9.89790061023399e-09,4.532196307138747e-08
1913,9.015082735874813e-09,4.348451443370038e-08
1914,5.357394972094198e-09,7.567320547963163e-08
1915,2.3561523843085297e-09,1.8849218963445935e-08
1916,5.493730803607377e-09,5.0542325880087446e-08
1917,1.2063067211798284e-08,6.799183438488399e-08
1918,1.1486376294556067e-09,6.087779524932557e-08
1919,1.2890987832747669e-08,1.1601888832979412e-07
1920,1.817335615328375e-08,6.284952247526121e-08
1921,1.9689142760626055e-08,5.5281056177136634e-08
1922,1.0329110011753073e-08,6.34502471674736e-08
1923,1.0615948120573648e-08,6.157249821114874e-08
1924,9.024136882196387e-09,6.316895795333011e-08
1925,2.7495444365754906e-08,9.458433236630981e-08
1926,2.5636119005412183e-08,7.690835668316964e-08
1927,3.6792440538668814e-08,6.355057990958812e-08
1928,1.3711249802206282e-08,7.769708243454687e-08
1929,1.1140406375176326e-08,7.129860279952993e-08
1930,8.402882945013346e-09,6.407198382962775e-08
1931,1.4826963656844327e-08,5.588624940600084e-08
1932,6.575722188983946e-09,6.356531323525871e-08
1933,5.735331320977366e-09,6.76769076335404e-08
1934,9.585264137967897e-09,6.470053470764014e-08
1935,1.196828414151696e-08,6.343190239732621e-08
1936,2.0612015205756506e-08,3.8799087054286474e-08
1937,2.0145789036973838e-08,5.414180659357726e-08
1938,1.0372171899142302e-08,7.260519774288099e-08
1939,9.176430282309411e-09,4.7411558234955464e-08
1940,1.2678914806940611e-08,3.550096039361961e-08
1941,1.1806010391524069e-08,2.066051862925633e-08
1942,2.123948195098535e-08,5.461581054078124e-08
1943,5.806470415592457e-09,5.516146828199453e-08
1944,3.2131861615880553e-09,8.675602813923433e-08
1945,1.5249527862692958e-08,1.0456819410364915e-07
1946,2.9234318965620787e-08,5.4292307538617024e-08
1947,1.1920871401116528e-08,5.483600662437027e-08
1948,1.5220643190261285e-08,7.501602627968396e-08
1949,1.5707213085747185e-08,3.534122838821929e-08
1950,8.508289184305795e-09,8.5082894063504e-08
1951,1.2793682557799002e-08,5.1174728676883774e-08
1952,2.4253049346611988e-08,5.2724018928529404e-08
1953,7.541679392097933e-09,4.9559604642368527e-08
1954,9.772536335717064e-09,7.036226179479854e-08
1955,1.6894095011821264e-08,6.288357301542646e-08
1956,1.0465369459922158e-08,6.104799021855456e-08
1957,1.4136060322300636e-08,4.859270608115196e-08
1958,1.4890038091408542e-08,5.790570478669821e-08
1959,2.1702094343822864e-08,5.5030309753512086e-08
1960,1.453374998128254e-08,5.259833507631484e-08
1961,2.6403004560471288e-08,6.739714519810036e-08
1962,1.648908709572794e-08,5.45408234131628e-08
1963,1.8751554975438012e-08,6.07809000907622e-08
1964,2.7986254980127967e-08,4.4412967525886415e-08
1965,2.9001829049413175e-08,7.05893619112885e-08
1966,1.8278946689598286e-08,4.542041442956446e-08
1967,2.3172576746333107e-08,4.585212010077555e-08
1968,1.886394726535734e-08,6.108325661946523e-08
1969,1.635032773061873e-08,4.132999761874423e-08
1970,1.9314645882673176e-08,3.908916285100261e-08
1971,1.3873672877195986e-08,4.932861619177942e-08
1972,1.0773308023459549e-08,3.79630875624315e-08
1973,1.4885650545526374e-08,5.1272793788470494e-08
1974,1.1813700240281833e-08,2.7002744096282782e-08
1975,8.567219822452898e-09,3.0270845829960535e-08
1976,7.427584769459372e-09,3.9994689782218984e-08
1977,9.990529514780633e-09,3.996211761503332e-08
1978,1.3069300641710413e-08,3.8019783099585425e-08
1979,1.287434159280565e-08,3.6867433550469286e-08
1980,1.8760996423061727e-08,3.35423903097265e-08
1981,1.834409407708293e-08,5.2502062364290225e-08
1982,1.0552754226011984e-08,4.1590266564028866e-08
1983,2.1472074007711228e-08,4.7996400631689085e-08
1984,1.0438215292118969e-08,4.117296126260328e-08
1985,1.1429560076159362e-08,4.451512869430019e-08
1986,1.5585661872208334e-08,5.395036950517351e-08
1987,7.944062296871834e-09,4.216463694861616e-08
1988,1.3192418601981615e-08,4.557380917091791e-08
1989,1.591555476299078e-08,4.225853955652781e-08
1990,1.3621627603654929e-08,3.97751516723055e-08
1991,1.699824903056424e-08,2.9307326343541718e-08
1992,1.1570882918476855e-08,5.01404931463334e-08
1993,1.274017746855094e-08,5.2068549749595405e-08
1994,1.6879765141197822e-08,3.428702277652462e-08
1995,1.518286268931135e-08,3.687266614260665e-08
1996,1.7615704228646223e-08,3.4163789131014255e-08
1997,1.7261619911224102e-08,4.171558076748738e-08
1998,1.9072517343232676e-08,4.148272381154783e-08
1999,1.6452724210802572e-08,3.564756989593576e-08
2000,1.9439339027371716e-08,4.241310103125784e-08
2001,1.7962967807649832e-08,3.242096724420662e-08
2002,1.796300858059041e-08,4.819343502049378e-08
2003,1.7917768602160322e-08,3.791900038407903e-08
2004,1.4535810777260849e-08,3.5678807686068126e-08
2005,1.4862373554080932e-08,4.638862138861555e-08
2006,1.5236193084966487e-08,4.20024772185279e-08
2007,3.595031405900784e-08,5.6721608410192914e-08
2008,5.279225301357826e-08,4.9812043600994116e-08
2009,4.196009562029701e-08,6.341695790723634e-08
2010,5.5268378429396137e-08,7.558068571000831e-08
2011,6.997868723379597e-08,8.259779415986657e-08
2012,8.748929447577325e-08,1.0519140669629223e-07
2013,1.018030664212688e-07,1.2383714764752085e-07
2014,1.0567372843439671e-07,1.3252524944107336e-07
2015,1.247931915165923e-07,1.3787099417683635e-07
2016,1.0957388751897668e-07,1.3422283284825198e-07
2017,1.1722748563536278e-07,1.225102785884502e-07
2018,1.6056723323165656e-07,1.3552700206531654e-07
2019,1.2907998553357558e-07,1.1658014331672462e-07
