year,chantant_VERB en_ADP,chantant_VERB dans_ADP
1963,5.108182121738025e-08,9.7637401275108e-08
1964,4.502136435879933e-08,7.787479772147776e-08
1965,6.347570524756208e-08,7.82502216356562e-08
1966,4.4866504067542223e-08,8.530175032994691e-08
1967,5.423369064949668e-08,8.628086911599553e-08
1968,6.826952358984784e-08,9.926029187479202e-08
1969,5.450109341609277e-08,6.676384287085391e-08
1970,4.782674034586876e-08,8.553628277896408e-08
1971,5.9091569415414824e-08,1.0019875096300979e-07
1972,7.233506948978174e-08,1.0003786021783867e-07
1973,4.3554308604143444e-08,8.54546600148609e-08
1974,4.444201451292429e-08,5.1755257857166725e-08
1975,4.683413656891844e-08,6.339742819605476e-08
1976,4.456551028209077e-08,4.913633222525249e-08
1977,5.2891035551283494e-08,6.053085144230863e-08
1978,4.217819893348462e-08,6.594056700670592e-08
1979,4.9741772367717374e-08,7.022367753961589e-08
1980,5.4577446673143015e-08,8.016062752469466e-08
1981,4.617651111482601e-08,6.57857128771866e-08
1982,4.0348763663544673e-08,6.890327819419895e-08
1983,6.315315914662278e-08,7.767838638983449e-08
1984,6.320919104796374e-08,8.466552670061134e-08
1985,7.459292172828924e-08,6.917891681723631e-08
1986,7.313272393227876e-08,8.032610598895928e-08
1987,3.788706381957496e-08,5.683059500771748e-08
1988,4.3774843250243833e-08,6.116484735363414e-08
1989,4.225854155492925e-08,5.597884689123589e-08
1990,5.993515972413377e-08,6.156975651538943e-08
1991,6.154538523261976e-08,6.623455972576409e-08
1992,7.052728334677738e-08,7.218026759625573e-08
1993,5.5392073705640144e-08,7.69949810575099e-08
1994,5.855168427881807e-08,6.804655305892027e-08
1995,6.886512282644475e-08,7.320308315073021e-08
1996,5.8719012985264385e-08,6.565853216677908e-08
1997,6.041567346404264e-08,5.8977203010179835e-08
1998,6.198567670256949e-08,7.67668826284762e-08
1999,6.261175722332979e-08,7.81504396751842e-08
2000,5.036555972282031e-08,7.113030542349463e-08
2001,5.8270115121938915e-08,7.185187306246732e-08
2002,5.9146489261863167e-08,7.272827973192619e-08
2003,6.917092099101296e-08,6.125376961207962e-08
2004,6.783378783681293e-08,7.091713830065238e-08
2005,7.160962156582684e-08,7.611336982904504e-08
2006,7.288665315741127e-08,7.86516959894179e-08
2007,7.709345473116969e-08,7.38978727099493e-08
2008,6.769329052858097e-08,5.9604153834769136e-08
2009,6.961561216378698e-08,5.960240656577298e-08
2010,6.849499722960672e-08,7.65254486445599e-08
2011,7.686183411959036e-08,8.527457207030409e-08
2012,7.217015529636939e-08,9.395737235462498e-08
2013,7.502746668386351e-08,1.0096632352407653e-07
2014,7.730639106640069e-08,9.008251988795735e-08
2015,7.602853258070752e-08,1.1149374457009031e-07
2016,8.927475780851069e-08,1.1205949390635794e-07
2017,6.917931338890071e-08,1.2728992671018347e-07
2018,8.002547002838867e-08,1.0893789570420864e-07
2019,7.423374459580856e-08,1.0510069559099833e-07
