year,provenant_VERB en_ADP,provenant_VERB dans_ADP
1874,1.5832714800323444e-07,1.6728906260254917e-08
1875,1.4132172587721925e-07,1.716458086775674e-09
1876,1.5417337984047208e-07,2.418405919968336e-09
1877,1.540019134438353e-07,1.1751150275074451e-08
1878,1.805687488420915e-07,9.058632954861423e-09
1879,1.9122188144038432e-07,7.331190321480108e-09
1880,1.6365508392901518e-07,1.0268554007097919e-08
1881,1.464226593861362e-07,9.064259565150223e-09
1882,1.4242523604934831e-07,1.9966155395678697e-09
1883,9.41581488334009e-08,3.791603475633565e-09
1884,2.132348058125899e-07,5.281357573494461e-09
1885,1.2182251124537302e-07,6.445635580831777e-09
1886,1.5681917830967507e-07,9.680196200179125e-09
1887,1.5930575614220288e-07,1.0446279397058333e-08
1888,1.7183066347570275e-07,1.0779045211961602e-08
1889,1.447246654739942e-07,1.2530273707511697e-08
1890,1.900772101937065e-07,1.3764211992395303e-08
1891,1.9122659844494905e-07,1.0198752065093686e-08
1892,1.6548873138511055e-07,3.761107425503951e-09
1893,1.3117427510866975e-07,2.463366621796581e-09
1894,2.205538720545519e-07,8.192000855444803e-09
1895,1.7213238079349935e-07,7.824199066419624e-09
1896,2.052166063748473e-07,1.2973464080801023e-08
1897,1.922815466848249e-07,2.2724183423861177e-08
1898,2.0483245366520464e-07,2.2633418694795182e-08
1899,1.873849111433401e-07,1.8241008703512307e-08
1900,2.2165796720319264e-07,1.9206897405865675e-08
1901,1.5536694819573427e-07,1.4530721514915967e-08
1902,1.4387132196702623e-07,2.356936334990678e-08
1903,2.2356912232623927e-07,1.3500550899436803e-08
1904,1.7843754918089871e-07,8.061937784020756e-09
1905,1.4811378434842482e-07,1.4966200723165457e-08
1906,1.9650785421099215e-07,2.211999294843281e-08
1907,1.7434238941405056e-07,1.6457098794830927e-08
1908,2.0529606992170102e-07,8.840499887696751e-09
1909,1.5347744297677934e-07,2.2554033307642385e-08
1910,1.710128162413227e-07,1.068830179917768e-08
1911,1.872771721034283e-07,9.044636151145369e-09
1912,1.9066482326302037e-07,1.8753915753677575e-08
1913,2.1158928631415108e-07,5.302989602995467e-09
1914,1.9018752289712282e-07,8.036092680185902e-09
1915,1.6257451540546697e-07,1.1780762143587253e-08
1916,1.9557682495729978e-07,9.888715624128963e-09
1917,1.6888293608019467e-07,1.6449636319748606e-08
1918,2.2628161922000345e-07,2.2972752589112133e-09
1919,1.9796874539679266e-07,2.762354567309444e-09
1920,1.5977408907019708e-07,1.1358347151713133e-08
1921,1.4994040498095274e-07,1.2116395886607734e-08
1922,1.6674134428740217e-07,1.1066902949607993e-08
1923,2.123189686287219e-07,1.6985516992917837e-08
1924,2.2302509705696139e-07,9.02413699321869e-09
1925,2.0016683777157596e-07,1.3197813508725176e-08
1926,1.7387975470573025e-07,2.229227691330493e-09
1927,1.7504282390223835e-07,1.1149224654616319e-08
1928,2.3080603739344951e-07,1.4853853258500749e-08
1929,2.2280812062014377e-07,1.893869061575515e-08
1930,1.9221595093377175e-07,1.2604324695075775e-08
1931,2.2240445662902175e-07,1.1405356659111021e-08
1932,2.2138263322535323e-07,7.6716757391182e-09
1933,2.1106018266436877e-07,5.735331320977366e-09
1934,2.30046333982159e-07,1.0783422155213884e-08
1935,2.106418053315906e-07,8.377798899061872e-09
1936,2.2066980553958615e-07,4.849885826274658e-09
1937,2.2286279821592814e-07,1.510934133364117e-08
1938,1.6206517727823666e-07,1.2965214679638848e-08
1939,1.7741098190526827e-07,6.117620188206274e-09
1940,2.0539842182643042e-07,1.5214697057785997e-08
1941,1.475751361112998e-07,2.9515025090631752e-08
1942,1.5474479653221351e-07,9.102635090130207e-09
1943,1.7129087859224512e-07,1.1612940831184915e-08
1944,1.6387249957006134e-07,0.0
1945,1.6992331097753777e-07,1.742803235060819e-08
1946,1.4338736864516477e-07,6.960552134671616e-09
1947,1.692763618166282e-07,7.152522574216391e-09
1948,1.9243241577981962e-07,5.435944139264848e-09
1949,2.0026696823105539e-07,2.3560819073509265e-08
1950,1.9462711553508427e-07,3.190608444114673e-09
1951,1.8657452394155172e-07,6.396841278899501e-09
1952,1.8769750553815356e-07,9.490323193972472e-09
1953,2.0578010406779867e-07,4.3095309543161875e-09
1954,2.1695030083535016e-07,7.818028890937967e-09
1955,1.6237101396754383e-07,5.631364707880948e-09
1956,2.2762179918700554e-07,6.104799332717903e-09
1957,2.1115739984312043e-07,5.301022731885041e-09
1958,2.4403119508464854e-07,2.0680609225109947e-08
1959,2.1082034717956333e-07,1.2401196514133517e-08
1960,2.1246959081011596e-07,1.591791587429725e-08
1961,2.0497070352121227e-07,8.33779090214648e-09
1962,1.8137995017042385e-07,1.331810839388936e-08
1963,2.2760507656371942e-07,1.2285501505004959e-08
1964,1.502740134551317e-07,1.0951143103454797e-08
1965,1.7346377723104212e-07,7.1136563306595235e-09
1966,1.6063316365944047e-07,1.38476865529924e-08
1967,1.434727694427096e-07,7.888536934785861e-09
1968,1.5585213558599875e-07,7.186265360559219e-09
1969,1.6622833720614238e-07,8.175163657142548e-09
1970,1.4899869360540663e-07,1.1496812390987543e-08
1971,1.726501510646017e-07,1.3359833239690033e-08
1972,1.8827639380880612e-07,1.539044092169206e-08
1973,2.01231934227053e-07,6.064523994098181e-09
1974,1.7833062315730785e-07,1.012602890426706e-08
1975,1.6049258899641927e-07,8.567219822452898e-09
1976,1.834042109294387e-07,7.427584769459372e-09
1977,1.4456883229430062e-07,1.1753563455840776e-08
1978,1.657424941736707e-07,1.1881182260253809e-08
1979,1.5156610988498187e-07,9.363157360553487e-09
1980,1.7055452095071644e-07,1.3075846183596695e-08
1981,1.790130481627017e-07,1.2651098835192442e-08
1982,1.638780613433255e-07,8.690503427999374e-09
1983,1.5219912330444174e-07,8.841442245000053e-09
1984,1.6237223210424645e-07,6.958810416790584e-09
1985,1.5760761840066806e-07,1.5038894574104233e-08
1986,1.3067978454905926e-07,1.1988970927134801e-09
1987,1.576590755725249e-07,4.277571630240118e-09
1988,1.385203907133814e-07,1.139345240375178e-08
1989,1.32812559616724e-07,1.1525056464734007e-08
1990,1.5147250409519586e-07,1.0352437129768077e-08
1991,1.4419204319437995e-07,5.2753188484189195e-09
1992,1.2011678152124006e-07,1.322386644631024e-08
1993,1.3681842858659365e-07,1.3294098266669607e-08
1994,1.4084054095198084e-07,8.439882570598911e-09
1995,1.1875167160724232e-07,1.0844901865425527e-08
1996,1.0729565413925002e-07,1.1209993822092201e-08
1997,1.2946215321996135e-07,6.7128524960935465e-09
1998,1.2444817409917874e-07,1.621164003040576e-08
1999,1.3253583563965776e-07,8.683382013430219e-09
2000,1.2282128236673628e-07,7.068850393920911e-09
2001,1.1128278137872982e-07,4.8193329327261836e-09
2002,9.945372614339476e-08,8.762443215459825e-09
2003,1.1834060886783959e-07,5.416999737661854e-09
2004,1.2289367434803466e-07,1.3214373595360485e-08
2005,1.1709749081489917e-07,4.053374524914943e-09
2006,9.429967628982183e-08,6.58862386870851e-09
2007,9.906309089702248e-08,7.988958827809256e-09
2008,9.579238929857681e-08,7.2376473703172906e-09
2009,7.533744206256188e-08,5.721831008997924e-09
2010,8.880730772986567e-08,1.1809482280966677e-08
2011,8.068580725772989e-08,3.4415748029203996e-09
2012,6.161697424511559e-08,5.7872298064864935e-09
2013,5.717706369479103e-08,1.9523875849358774e-09
2014,4.677361498117705e-08,1.5158115873603606e-09
2015,5.2754494286877396e-08,2.438232948875907e-09
2016,5.613331410803113e-08,1.86420612280358e-09
2017,4.25138324544605e-08,1.7609279590047322e-09
2018,5.4727095133433323e-08,2.8396134332808742e-09
2019,5.204014863480211e-08,5.101975730781305e-09
