year,posant_VERB en_ADP,posant_VERB dans_ADP
1877,2.387338988718568e-07,3.834585915463151e-08
1878,1.6426320970097663e-07,3.1403261158136075e-08
1879,1.5456592328266794e-07,5.9260453877385544e-08
1880,1.8290862113801154e-07,3.9790648553861274e-08
1881,1.4293640898666027e-07,4.183504720423059e-08
1882,1.6904677524465228e-07,3.261138648014139e-08
1883,1.7188601919571056e-07,4.549923959817903e-08
1884,1.822068371737373e-07,2.970763546272792e-08
1885,1.7983323208348168e-07,3.86738130964126e-08
1886,1.4649363400121018e-07,3.807543702549765e-08
1887,1.7301649624101856e-07,3.003305382165422e-08
1888,2.1304465414040408e-07,3.4873380183597646e-08
1889,1.5286934251790285e-07,6.139834018981105e-08
1890,1.8417825398131527e-07,4.26035109413192e-08
1891,1.695542566348962e-07,5.5455716019281454e-08
1892,1.4229522493636182e-07,5.0774948689991106e-08
1893,1.4472279086241713e-07,4.741980719202843e-08
1894,1.5249724771848605e-07,3.843939100356408e-08
1895,1.625025842777461e-07,6.861220414045022e-08
1896,1.1558177037684914e-07,3.3023363987805254e-08
1897,1.852894944143202e-07,3.1464252425728034e-08
1898,1.2844466046324499e-07,3.847681373514433e-08
1899,1.5366667760474684e-07,4.2009595802028343e-08
1900,1.4275396109653116e-07,5.450605677914666e-08
1901,1.7995738699205788e-07,5.1416397361947475e-08
1902,1.5369188455238714e-07,4.959386579184155e-08
1903,1.8414750591055906e-07,4.644189566249679e-08
1904,1.6177622175206352e-07,3.332267617395246e-08
1905,1.5121024055098076e-07,3.302885831502067e-08
1906,2.1451249110349124e-07,4.3211148437194424e-08
1907,1.5788529683646857e-07,4.4742737514980035e-08
1908,1.7681001307501276e-07,8.594930545058332e-08
1909,1.7218078074421328e-07,4.6758360905396756e-08
1910,1.67806332385112e-07,3.580580987261328e-08
1911,1.5375880613177628e-07,3.511446844406407e-08
1912,1.5576169776210236e-07,4.115442742147479e-08
1913,1.3946862775782165e-07,5.090869992230296e-08
1914,1.8549980462800875e-07,6.094036697490424e-08
1915,1.4254722291440203e-07,4.712304835230441e-08
1916,1.362445360975073e-07,2.636990958926333e-08
1917,1.6120643664407908e-07,4.605898173970502e-08
1918,1.619578995359916e-07,4.9391417178412667e-08
1919,1.427216483329552e-07,4.2356102236684734e-08
1920,1.7719021894180287e-07,6.360674387195786e-08
1921,1.332803600817556e-07,5.3766508356645204e-08
1922,1.7485706571562787e-07,5.976127948059684e-08
1923,1.7622473746925493e-07,5.414133452674719e-08
1924,1.663019614239758e-07,5.285566029300526e-08
1925,1.7927030082631745e-07,5.0591618894202384e-08
1926,1.6384823631199197e-07,5.0157622055735374e-08
1927,1.5608914827325293e-07,5.463120222870543e-08
1928,1.6339238584350824e-07,7.426926518228072e-08
1929,1.637639694962445e-07,5.458799057223018e-08
1930,1.7330945745186455e-07,8.087774949760984e-08
1931,1.8818839020440237e-07,5.5886247629644004e-08
1932,1.4466588460493313e-07,6.466126534210304e-08
1933,1.5370687211913037e-07,7.800050383366397e-08
1934,1.6294949034545425e-07,5.990790086229936e-08
1935,2.0465765615540477e-07,5.744776387928141e-08
1936,1.6368364352814524e-07,6.789840467646968e-08
1937,2.1656723214746876e-07,6.421470066797497e-08
1938,1.400243101468135e-07,6.612259317861913e-08
1939,1.4682288629330742e-07,5.8117391787959605e-08
1940,1.166460159574001e-07,1.0396709626547818e-07
1941,1.3576912172297284e-07,7.969057280732272e-08
1942,1.4867637432303127e-07,4.854738722137597e-08
1943,1.7709735233850665e-07,6.387117412742782e-08
1944,1.8315161476323283e-07,5.7837352684941834e-08
1945,1.873513451045028e-07,9.149717339340668e-08
1946,2.0742445894228467e-07,9.187928906584375e-08
1947,2.0861523530868453e-07,1.1086410278693393e-07
1948,1.8264770940135122e-07,7.392883616397228e-08
1949,2.0812057233143832e-07,8.246286675728243e-08
1950,1.7761053960896334e-07,9.146410784310888e-08
1951,1.4712734675015327e-07,8.955577790459301e-08
1952,1.992968003960982e-07,1.1388387954891499e-07
1953,1.8746459140572824e-07,9.804183154216162e-08
1954,1.9349621682707152e-07,7.818029090778111e-08
1955,1.895892740577665e-07,1.0699592767338117e-07
1956,1.4477094723019945e-07,9.06998744998333e-08
1957,1.4666162639898062e-07,9.541840456650519e-08
1958,1.5717262158432277e-07,9.43035747269505e-08
1959,1.7206659874702268e-07,8.990867828018168e-08
1960,1.7717333244959832e-07,7.405291518880475e-08
1961,1.8412621649588345e-07,7.226085729783449e-08
1962,1.9913743765087588e-07,7.610347912967441e-08
1963,1.7393682671951183e-07,8.923153282935914e-08
1964,1.472320354523049e-07,8.456715827609429e-08
1965,1.767470045876962e-07,8.262785644586046e-08
1966,1.916519862810162e-07,9.527208666426645e-08
1967,1.7256175155466735e-07,8.529480566288328e-08
1968,1.6348753884010137e-07,7.77014931285791e-08
1969,1.4215701260589242e-07,6.222208293049647e-08
1970,1.719923088394637e-07,6.39222769160952e-08
1971,1.9320374899933768e-07,7.810363999993797e-08
1972,1.7237293548078014e-07,6.976999444852083e-08
1973,1.57677623957575e-07,5.788863832734137e-08
1974,1.9351966207281635e-07,7.256987766268708e-08
1975,1.7020211506846294e-07,6.168398769546002e-08
1976,1.7369122407018267e-07,6.227743998277191e-08
1977,1.7806648755502863e-07,5.7592462743283335e-08
1978,1.7584150302507595e-07,6.178215161689593e-08
1979,1.9779669768738017e-07,5.208256159683344e-08
1980,1.8419888281329122e-07,5.628299187820929e-08
1981,1.625666180560259e-07,4.933928665629139e-08
1982,1.6201580488317546e-07,6.642027239323056e-08
1983,1.96406324981524e-07,8.967748532651143e-08
1984,2.1746281309020787e-07,5.8569987082535135e-08
1985,1.7806052332591804e-07,5.955402404556054e-08
1986,1.714422835363827e-07,7.01354825327627e-08
1987,2.0226804037237756e-07,6.233033089664275e-08
1988,2.0028490066437143e-07,9.294658537273293e-08
1989,1.7232704330183424e-07,6.366221638742786e-08
1990,1.9506170462202377e-07,8.172976528886267e-08
1991,2.1277118289475538e-07,7.502675725135077e-08
1992,2.0386792887183702e-07,7.603722856908135e-08
1993,1.6839190958295447e-07,7.86567474486688e-08
1994,2.041396660046324e-07,9.600366657203097e-08
1995,2.0767986946834682e-07,9.055493011000948e-08
1996,2.1886178358521136e-07,7.686853065180799e-08
1997,1.9563169084690912e-07,8.63081034419011e-08
1998,2.51757225733229e-07,7.00914978279954e-08
1999,1.9606163426111323e-07,7.12951375436699e-08
2000,2.1427453367195426e-07,7.466473306294574e-08
2001,2.3045174096791854e-07,7.973805449257299e-08
2002,2.619970558281892e-07,6.440395627915763e-08
2003,2.2168030550107076e-07,7.458792111725288e-08
2004,2.5063263456304163e-07,6.871474608760586e-08
2005,2.215844772113229e-07,6.935774621297242e-08
2006,2.3883761945953097e-07,8.31813795620917e-08
2007,2.6683122800186254e-07,7.789234929278521e-08
2008,2.3586215558424328e-07,7.748539976315527e-08
2009,2.2791960785362164e-07,7.343016283911652e-08
2010,1.8186602673830876e-07,5.904741212647835e-08
2011,1.7743230301681123e-07,7.647944230693149e-08
2012,1.6748923015175166e-07,6.093612084367983e-08
2013,1.6288489723681465e-07,8.116353616971494e-08
2014,2.3278536254167648e-07,8.142074248151943e-08
2015,1.6779475933703658e-07,8.755472580279644e-08
2016,1.7958518166993898e-07,6.773282135164038e-08
2017,1.823818207569161e-07,8.854952204817579e-08
2018,1.4223881061870003e-07,7.641141580583266e-08
2019,2.158135675722761e-07,7.908062005235195e-08
