year,petit_ADJ égout_NOUN,petit_ADJ dégoût_NOUN
1866,1.8489329178805747e-08,6.3252967308358166e-09
1867,3.396968040192405e-09,9.220341823379385e-09
1868,4.44588676984381e-09,0.0
1869,0.0,1.8557372527538973e-08
1870,5.734048791339319e-09,1.3188312664169644e-08
1871,8.496941816815706e-09,3.9298356568906456e-08
1872,7.256807155187062e-09,6.047339518033823e-09
1873,2.9930022904522957e-09,5.986004469882289e-10
1874,3.5847653734322193e-09,1.1949218503559678e-08
1875,2.2313955128083762e-08,6.293679799540541e-09
1876,2.418405919968336e-09,1.813804439976252e-09
1877,2.4739263970730008e-09,4.9478527941460015e-09
1878,7.2469061862534545e-09,5.435179861734696e-09
1879,0.0,3.0546627449723474e-09
1880,1.9253538763308597e-09,7.059631101924424e-09
1881,6.972507571312292e-10,6.9725074602899895e-09
1882,2.6621540527571597e-09,0.0
1883,4.423537092179686e-09,8.21514056781325e-09
1884,4.621187876807653e-09,1.3203393933736152e-09
1885,2.5782542767416317e-09,6.445635691854079e-10
1886,5.808117542471791e-09,2.5813855497602844e-09
1887,1.3057849246322917e-09,2.6115698492645834e-09
1888,4.4384300679212174e-09,1.9021844099853524e-09
1889,1.8795409673089125e-09,1.2530273485467092e-09
1890,6.554386478008212e-10,4.5880703680722945e-09
1891,1.2748440081367107e-09,1.2748440081367107e-09
1892,1.2537024751679837e-08,1.2537024751679837e-09
1893,4.926733243593162e-09,1.2316833108982905e-09
1894,2.520615716150587e-09,0.0
1895,1.8055843487019274e-09,6.018614495673091e-10
1896,1.179405795248556e-09,0.0
1897,1.1653427112179315e-09,1.1653427112179315e-09
1898,5.6583546736987955e-09,3.3950129374460403e-09
1899,1.0502398950507086e-08,6.080336234504102e-09
1900,1.142031713641245e-08,6.22926377147337e-09
1901,2.235495566438317e-09,5.588738916095792e-10
1902,1.276673788908056e-08,9.820567692386817e-10
1903,0.0,5.400220270956879e-09
1904,3.7622376325430196e-09,2.6873125946735854e-09
1905,2.580379465655369e-09,0.0
1906,9.773950537805831e-09,5.144184522798412e-10
1907,5.142843373384665e-10,2.5714217422034835e-09
1908,3.437972351250096e-09,3.437972351250096e-09
1909,1.6502950117569526e-09,1.6502950117569526e-09
1910,5.344150677544235e-10,5.344150677544235e-10
1911,1.5961122423746588e-09,6.916486494645824e-09
1912,1.5628263128064646e-09,3.646594803896619e-09
1913,0.0,1.060597942803554e-09
1914,4.018046340092951e-09,2.0090231700464756e-09
1915,1.0602685840410686e-08,0.0
1916,2.197492410260793e-09,0.0
1917,2.1932848870420685e-09,0.0
1918,3.44591288836682e-09,1.1486376294556067e-09
1919,0.0,0.0
1920,7.572231730534895e-10,7.572231730534895e-10
1921,3.7863738810983705e-09,2.2718242842501013e-09
1922,7.377935484775833e-10,1.4755870969551665e-09
1923,5.307974060286824e-09,8.492758496458919e-09
1924,0.0,1.289162443462999e-09
1925,2.1996355847875293e-09,3.299453377181294e-09
1926,0.0,1.1146138456652466e-09
1927,2.2298449753321847e-09,7.804457524684949e-09
1928,1.1426041224282812e-09,0.0
1929,1.0026365515614089e-08,1.1140406375176326e-09
1930,6.302162347537887e-09,1.0503603542488804e-09
1931,1.1405356659111021e-09,1.1405356659111021e-09
1932,0.0,0.0
1933,2.2941324395731044e-09,0.0
1934,2.3963160344919743e-09,1.1981580172459871e-09
1935,0.0,1.196828414151696e-09
1936,2.424942913137329e-09,4.849885826274658e-09
1937,2.5182236296217297e-09,1.2591118148108649e-09
1938,2.5930428915188486e-09,0.0
1939,1.2235240376412548e-08,0.0
1940,0.0,0.0
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,3.034211770724937e-09
1943,5.516146828199453e-08,0.0
1944,0.0,3.2131861615880553e-09
1945,2.178504043826024e-09,4.357008087652048e-09
1946,0.0,4.1763312808029696e-09
1947,5.960435700558264e-09,2.3841741914054637e-09
1948,1.0871887834440486e-09,1.0871887834440486e-09
1949,3.9268033269479474e-09,1.9634016634739737e-09
1950,2.1270722960764488e-09,0.0
1951,1.1727541604500402e-08,2.1322803522849654e-09
1952,2.1089607837865287e-09,0.0
1953,5.386913581872932e-09,7.54167928107563e-09
1954,2.9317608341017376e-09,1.9545072227344917e-09
1955,4.6928039232341234e-09,7.508486277174597e-09
1956,5.232684952005684e-09,1.744228317335228e-09
1957,8.835037590415595e-09,8.835037701437898e-10
1958,7.445019267748876e-09,4.9633461784992505e-09
1959,3.100299128533379e-09,0.0
1960,3.460416619915918e-09,6.920833350854139e-10
1961,2.779263708063695e-09,2.08444772553662e-09
1962,6.341956293454132e-09,3.805173953708163e-09
1963,1.939815863494232e-09,1.2932106496776896e-09
1964,1.8251904432275978e-09,2.4335873316516654e-09
1965,3.2832261354087677e-09,3.2832261354087677e-09
1966,3.3234448526542337e-09,1.6617224263271169e-09
1967,2.465167847631733e-09,1.1832804958089582e-08
1968,8.982831700699023e-10,3.1439910674890825e-09
1969,1.3625273131978588e-09,1.3625273131978588e-09
1970,2.2993624781975086e-09,3.219107425067591e-09
1971,1.541519245584766e-09,3.5968783507200897e-09
1972,2.0520587451500205e-09,1.0260293725750103e-09
1973,2.7566018356850464e-09,0.0
1974,1.6876715580593782e-09,1.1251143350321513e-09
1975,2.2845920710778955e-09,2.8557400888473694e-09
1976,5.713526873840635e-10,5.713526873840635e-10
1977,3.526069214387917e-09,1.1753563677885381e-09
1978,4.752473081737207e-09,1.7821774056514528e-09
1979,1.1703946700691858e-09,2.925986564150662e-09
1980,3.97960553399912e-09,5.116635559687666e-09
1981,1.2651099057237047e-09,6.325549528618524e-10
1982,8.069752865935698e-09,3.7245013739806154e-09
1983,1.89459470334441e-09,0.0
1984,4.059305780401701e-09,0.0
1985,6.015557829641693e-09,0.0
1986,0.0,1.7983456945813714e-09
1987,2.4443267410134695e-09,2.4443267410134695e-09
1988,2.278690480750356e-08,1.798966087207532e-09
1989,1.0976244357863152e-09,5.488122178931576e-10
1990,3.2691906959314565e-09,1.089730194969718e-09
1991,1.7584396161396398e-09,1.1722930404189924e-09
1992,3.30596661157756e-09,5.509944167592096e-10
1993,5.539207315052863e-09,1.1078414852150331e-09
1994,1.0549853435293244e-08,1.5824779264761446e-09
1995,5.422450821690461e-10,0.0
1996,1.3879040139386234e-08,1.6014276571496566e-09
1997,9.58978896292706e-10,2.3974471297094624e-09
1998,2.3840645013706308e-09,0.0
1999,2.2851006420410158e-08,1.3710603763428253e-09
2000,5.743440834038438e-09,1.7672125984802278e-09
2001,1.7524847129024579e-09,1.7524847129024579e-09
2002,1.752488598683044e-09,3.504977197366088e-09
2003,3.7502307925763034e-09,2.5001538617175356e-09
2004,2.642874807889939e-09,0.0
2005,4.5037495954858286e-10,9.007499190971657e-10
2006,5.7650457740976435e-09,1.6471559671771274e-09
2007,3.1955835755326234e-09,1.997239706952314e-09
2008,0.0,2.9802078582719105e-09
2009,1.907277002999308e-09,2.860915504498962e-09
2010,4.723793023408973e-10,1.4171379625338432e-09
2011,0.0,1.529588788962144e-09
2012,0.0,4.085103366691101e-09
2013,8.367375126105969e-10,1.6734750252211938e-09
2014,1.0827225782605865e-09,2.165445156521173e-09
2015,1.7732603163622684e-09,2.659890530054554e-09
2016,1.4499380585064614e-09,3.5212781579474495e-09
2017,7.54683426862357e-10,2.0124890642847504e-09
2018,7.744400121190154e-10,1.290733298020541e-09
2019,7.65296326310505e-10,1.7856913725466939e-09
