year,écoutant_VERB en_ADP,écoutant_VERB dans_ADP
1800,9.432493897065797e-09,1.8864986461863964e-08
1801,2.3811825844433088e-09,7.143547975374531e-09
1802,3.1329761895904085e-08,2.2378401354217203e-09
1803,7.801356893821776e-09,1.5602713787643552e-08
1804,1.4831105232815389e-08,2.9662210465630778e-08
1805,0.0,2.55858996212055e-08
1806,2.305335300434308e-08,2.881669125542885e-09
1807,0.0,1.1387820464392462e-08
1808,1.1330369531492579e-08,1.1330369531492579e-08
1809,6.7770917766551975e-09,2.259030518203531e-09
1810,0.0,7.020380277111826e-09
1811,2.5070767684098882e-09,5.0141535368197765e-09
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,5.394447111228828e-09
1816,1.1588019432906549e-08,6.952811659743929e-09
1817,1.556873407970727e-09,9.341240336802059e-09
1818,1.4305412854298538e-08,1.9073883805731384e-08
1819,9.315945348475907e-09,1.9666995143552413e-08
1820,1.6613073583471305e-08,1.6613073583471305e-08
1821,1.1833785507064931e-08,1.2819935113483893e-08
1822,0.0,1.804610860745015e-08
1823,2.9648060007048116e-08,1.6800567714803094e-08
1824,6.736890156844311e-09,3.3684450784221553e-09
1825,1.2327619813845558e-08,7.044354211060977e-09
1826,1.7615968128659176e-08,3.5231937367541377e-09
1827,2.3043183361437514e-08,4.608636583469661e-09
1828,3.210305266065916e-08,3.6689205562545624e-09
1829,6.858540679832714e-09,1.7146351560803907e-08
1830,4.487839233568991e-08,9.393152256009785e-09
1831,6.236482441579483e-09,4.677361831184612e-09
1832,2.3000947813045514e-08,6.764984683549358e-09
1833,1.2741991461950875e-08,2.3167257001688313e-09
1834,1.2134890647885754e-08,1.4935249481595747e-08
1835,9.075705520444899e-09,1.5126175867408165e-09
1836,1.3441500523736494e-08,1.747394939854985e-08
1837,1.2524203785169163e-08,2.365682938432201e-08
1838,1.0730675237269338e-08,8.837027110075724e-09
1839,6.292327547896548e-09,6.991475065554198e-09
1840,7.006657365415947e-09,1.2102408852854296e-08
1841,9.630822361827995e-09,1.0272877659645019e-08
1842,1.0733223643200063e-08,1.341653010911159e-09
1843,1.1223130924609137e-08,4.725528968130277e-09
1844,8.232841963717874e-09,2.085653250105679e-08
1845,1.4508592383055685e-08,4.464182357111213e-09
1846,1.7563503984519002e-09,1.4050803187615202e-08
1847,6.47186837454683e-09,3.775256551818984e-09
1848,4.0226108000140925e-09,1.448139919091318e-08
1849,2.1786478399121734e-08,1.1731181359664333e-08
1850,1.4935791270431764e-08,8.146795238417326e-09
1851,1.1608989325395669e-08,9.674158363282004e-09
1852,9.114764054629632e-09,2.018269107395554e-08
1853,5.971931837933653e-09,1.6721408258035808e-08
1854,8.832629738719788e-09,2.33804899885115e-08
1855,1.5920811335945473e-08,5.837630823180007e-09
1856,2.692138334481342e-08,1.3978411317339123e-08
1857,1.5620829074691756e-08,1.7085282522089074e-08
1858,1.7127865237220874e-08,1.761723378290725e-08
1859,1.8331824946926645e-08,1.985947695182233e-08
1860,1.2358396750400402e-08,1.6020143434047895e-08
1861,8.960331143725853e-09,2.735258980424149e-08
1862,1.807194582870153e-08,1.0843167252971853e-08
1863,1.848009767435599e-08,1.3485475847119233e-08
1864,1.4384184066074113e-08,1.726102105692462e-08
1865,1.2237795665726026e-08,1.694463946932956e-08
1866,5.838735384067206e-09,1.4596838404656864e-08
1867,1.9896527092555516e-08,1.747012134956094e-08
1868,1.0867722721741302e-08,8.89177353968762e-09
1869,1.6603965091732675e-08,1.7092317561306913e-08
1870,1.834895613228582e-08,8.601073187008978e-09
1871,1.274541272522356e-08,6.372706140567175e-09
1872,8.4662747923403e-09,7.256807044164759e-09
1873,1.3767810003173508e-08,1.496501056408306e-08
1874,7.169530746864439e-09,6.572069999322139e-09
1875,1.1443054503956773e-08,2.460256709468922e-08
1876,2.418405919968336e-08,1.2696631523922974e-08
1877,7.421779191219002e-09,1.4843558382438005e-08
1878,6.039088784604019e-09,2.6571989886203795e-08
1879,1.3440515367335593e-08,7.94212251520321e-09
1880,1.9895322722618403e-08,1.6686400261534118e-08
1881,7.669758217421219e-09,2.3009275484930924e-08
1882,9.317538740560849e-09,1.5307385359264458e-08
1883,6.319338829996468e-09,3.5388296737437486e-08
1884,7.922036360241691e-09,1.1883054540362536e-08
1885,1.0957580620640783e-08,1.4824961813708626e-08
1886,1.4842966855610484e-08,2.452316305578961e-08
1887,1.5016526300204447e-08,1.6322312390570914e-08
1888,1.9021843655764314e-08,2.2192152115962926e-08
1889,6.265136853755848e-09,1.4409814119709097e-08
1890,5.243509182406569e-09,1.6385966916665495e-08
1891,1.0836173736095134e-08,5.736798147637501e-09
1892,1.3790727448892426e-08,1.4417578686476418e-08
1893,8.005941687372342e-09,1.7859408174558666e-08
1894,4.411077725308132e-09,1.6384001710889606e-08
1895,1.023164486468886e-08,1.2639090662958097e-08
1896,1.2973464080801023e-08,1.35631669784253e-08
1897,7.574727511894253e-09,1.2818769712374944e-08
1898,1.4145887239358501e-08,1.2448380992680086e-08
1899,6.633094074004475e-09,1.8241008703512307e-08
1900,7.786579936386318e-09,1.764958135197503e-08
1901,8.941982265753268e-09,2.2913829056392387e-08
1902,6.383369222096036e-09,1.7185992740031963e-08
1903,4.860198465905796e-09,2.592105730059302e-08
1904,5.912087708281888e-09,6.449550227216605e-09
1905,1.0837593933388234e-08,1.1353669560065782e-08
1906,2.572092316910357e-09,1.4403716774857855e-08
1907,6.685696163355459e-09,1.6457098239719414e-08
1908,5.40252820258047e-09,1.1296195090437777e-08
1909,1.7053048750881317e-08,8.251475058784763e-09
1910,1.4963621453034648e-08,1.3894791872637313e-08
1911,2.2877609140437016e-08,1.755723477714355e-08
1912,1.3544495303108306e-08,1.5628263128064646e-08
1913,1.4318072061314524e-08,1.6439267946921632e-08
1914,1.0714789944188396e-08,1.4063161579702665e-08
1915,7.068456930880984e-09,1.5314990053916233e-08
1916,1.0987462051303964e-09,1.4283700444650549e-08
1917,2.0836205649743533e-08,1.2063066656686772e-08
1918,1.4932290071101306e-08,1.1486376294556067e-08
1919,1.1970202606903513e-08,1.8415697411455767e-08
1920,1.0601124422748853e-08,1.8930578882248028e-08
1921,3.4077363153528495e-08,1.4388220004324381e-08
1922,2.1396012073182646e-08,1.6231458566107193e-08
1923,1.0615948120573648e-08,2.5478275489376756e-08
1924,5.156649773851996e-09,2.191576142784868e-08
1925,1.759708534443405e-08,1.2097995494286806e-08
1926,1.7833821974733155e-08,2.2292276691260327e-08
1927,1.6723836537835268e-08,3.010290661187298e-08
1928,1.3711249025050165e-08,1.8281665403740988e-08
1929,5.570203187588163e-09,1.1140406375176326e-08
1930,1.575540586884472e-08,1.995684684175103e-08
1931,1.0264820993199919e-08,1.4826963656844327e-08
1932,6.575722188983946e-09,8.767629400274757e-09
1933,2.2941324395731044e-09,2.2941325283909464e-08
1934,1.7972370258689807e-08,8.38710612072191e-09
1935,1.9149254626427137e-08,1.9149254626427137e-08
1936,1.4549657478823974e-08,1.091224355320719e-08
1937,8.813782592653752e-09,2.6441348666139675e-08
1938,1.1668692678767911e-08,1.0372171899142302e-08
1939,6.117620188206274e-09,3.6705721129237645e-08
1940,5.0715658339584024e-09,2.028626333583361e-08
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,1.8205270180260413e-08,9.102635312174812e-09
1943,8.709705845433291e-09,1.1612940831184915e-08
1944,6.4263723231761105e-09,2.8918675454292497e-08
1945,1.3071024262956144e-08,2.178504088234945e-08
1946,1.9489545977080525e-08,2.5057987684817817e-08
1947,1.907339353124371e-08,2.3841742358143847e-08
1948,1.4133454406817236e-08,1.1959077061973744e-08
1949,8.835307596655184e-09,1.2762110479513922e-08
1950,7.444753258312176e-09,7.444753258312176e-09
