year,écoutant_VERB en_ADP,écoutant_VERB dans_ADP
1951,1.919052317056469e-08,1.7058242818279723e-08
1952,1.687168627029223e-08,1.0544804140977249e-08
1953,1.0773827385790469e-08,2.5857185281807915e-08
1954,7.818028890937967e-09,1.5636057337786724e-08
1955,8.447047505910632e-09,7.508486277174597e-09
1956,5.232684729961079e-09,2.180285396669035e-08
1957,9.718541527092839e-09,1.6786571077620493e-08
1958,2.1507833403155985e-08,1.5717262880077243e-08
1959,6.975672928177801e-09,1.3951346411467114e-08
1960,1.038124963770315e-08,1.1073333139322017e-08
1961,9.03260666262895e-09,1.59807664878997e-08
1962,1.3318108227355907e-08,1.5220695148698837e-08
1963,1.2932106829843804e-08,1.0345685086399214e-08
1964,1.4601523545820783e-08,2.190228598486499e-08
1965,1.3680108601477059e-08,1.8604947193967547e-08
1966,1.5509408868297214e-08,1.218596445973219e-08
1967,1.1832805346667641e-08,1.2818872074937815e-08
1968,1.2126823101255013e-08,1.1677680933352974e-08
1969,1.3171097934527864e-08,1.3171097879016713e-08
1970,9.657322941336588e-09,9.657322247447198e-09
1971,1.2845993713206383e-08,2.4150467625716487e-08
1972,3.0780880067027283e-09,1.6929484480954216e-08
1973,8.269805285010534e-09,1.7642251715077606e-08
1974,1.1251143128276908e-08,1.1813700351304135e-08
1975,1.5420996479775795e-08,1.2565256390928425e-08
1976,8.570290255249802e-09,1.5997875024709174e-08
1977,9.990529292736028e-09,9.402850609241398e-09
1978,1.0099005187669263e-08,1.3663359887949866e-08
1979,1.053355236368958e-08,1.7555919384903973e-08
1980,6.253665585376211e-09,1.7623967396573903e-08
1981,6.3255494731073725e-09,1.7711538125020354e-08
1982,1.179425412889401e-08,1.9243256987877544e-08
1983,6.315316269933646e-09,8.209910973278056e-09
1984,1.1598016769198694e-08,9.858314442556804e-09
1985,9.02333674446254e-09,1.2632672019563529e-08
1986,1.0790073723399018e-08,1.558566264936445e-08
1987,1.2832715334809564e-08,7.33298027855156e-09
1988,8.395175166153734e-09,1.3192418601981615e-08
1989,1.0976243913773942e-08,7.134558943633351e-09
1990,8.172976073694826e-09,1.0897302227252936e-08
1991,8.7921980806982e-09,1.4653663171770859e-08
1992,1.0468894195980738e-08,1.2672871252394913e-08
1993,4.985286850001103e-09,9.416652346772025e-09
1994,5.274926717646622e-09,1.529728688165477e-08
1995,1.5725107771480396e-08,1.626735190995987e-08
1996,1.1209993600047596e-08,1.1209993155958387e-08
1997,1.4384683777457496e-08,9.589788629860152e-09
1998,1.859570453177639e-08,1.3350761940422728e-08
1999,1.1882523409667556e-08,1.1425503043671625e-08
2000,1.9439339027371716e-08,9.277866475088103e-09
2001,1.8839211080035057e-08,1.0514907833325537e-08
2002,1.2267420579359367e-08,1.79630080254789e-08
2003,1.1667384391955693e-08,1.583430631058036e-08
2004,1.6297727084557678e-08,1.7178685862706544e-08
2005,1.7114248795913056e-08,9.457873928475635e-09
2006,2.0177660764453265e-08,1.976587205021474e-08
2007,9.586750948642475e-09,1.477957436990529e-08
2008,2.639612536881053e-08,1.830699020155535e-08
2009,1.2874119548200724e-08,1.0490023072406984e-08
2010,2.7398000146394708e-08,1.6533275914998313e-08
2011,2.3708627033824925e-08,1.9119859251404137e-08
2012,3.165955103634488e-08,1.5659562674352756e-08
2013,3.625862515788114e-08,2.2870824678555834e-08
2014,3.9411100966058044e-08,1.6890471882247127e-08
2015,2.9037137694309934e-08,1.9505862897117865e-08
2016,3.314143995347685e-08,2.2577606256790617e-08
2017,2.8929530770938072e-08,1.6099912736322608e-08
2018,3.872200027288386e-08,1.5746947024108948e-08
2019,3.061185355202056e-08,1.5561025135113482e-08
