year,sauvant_VERB en_ADP,sauvant_VERB dans_ADP
1879,1.2829582729523281e-08,2.1382637882538802e-08
1880,4.492492600149944e-09,7.701415505323439e-09
1881,1.673401861523871e-08,1.1853263259808955e-08
1882,7.986462158271479e-09,9.983077475794744e-09
1883,5.0554711528150165e-09,8.21514056781325e-09
1884,5.941527270181268e-09,9.242375753615306e-09
1885,9.66845359329227e-09,1.6758653131887513e-08
1886,1.2906927970846027e-08,5.162771099520569e-09
1887,3.9173548849191775e-09,5.876032105334161e-09
1888,8.242799331981132e-09,1.775372027168487e-08
1889,6.891650361495749e-09,5.6386229019267375e-09
1890,6.554386478008212e-10,1.5075089621063853e-08
1891,3.824531802365527e-09,2.42220359325529e-08
1892,3.1342561879199593e-09,8.775916882086676e-09
1893,3.695050043717174e-09,1.2932674486876294e-08
1894,5.671385139294216e-09,1.3233232287745977e-08
1895,7.22233739480771e-09,1.625025980445116e-08
1896,5.307326134129653e-09,1.47425724961181e-08
1897,4.661370844871726e-09,1.2818770045441852e-08
1898,2.26334195829736e-09,4.52668391659472e-09
1899,8.844125432005967e-09,1.326618814800895e-08
1900,3.114631885736685e-09,1.142031713641245e-08
1901,6.147612641171918e-09,8.38310842965484e-09
1902,9.820567470342212e-09,1.0311596021495006e-08
1903,2.7001101354784396e-09,1.4040573148577096e-08
1904,6.987012746151322e-09,2.6873125946735854e-09
1905,4.64468330463319e-09,1.2901897328276846e-08
1906,2.0576738091193647e-09,9.259531807970234e-09
1907,3.599990305858114e-09,4.6285588695127444e-09
1908,9.822778146428846e-09,4.911389073214423e-09
1909,3.300590023513905e-09,6.0510818578052294e-09
1910,6.412980813053082e-09,1.1222716089775986e-08
1911,1.0640748726586935e-08,8.51259862599818e-09
1912,8.335073964360618e-09,1.1460726589973547e-08
1913,1.3787773589513108e-08,2.0681659052002033e-08
1914,6.696743604095445e-09,2.0090231700464756e-09
1915,4.712304768617059e-09,1.1780761921542648e-09
1916,2.197492410260793e-09,2.6369908923129515e-08
1917,1.5352993543160665e-08,6.57985488317081e-09
1918,2.6418664589300533e-08,2.2972752589112133e-09
1919,9.207848372660976e-10,1.8415696745321952e-09
1920,6.057785384427916e-09,9.843901693784574e-09
1921,7.572747762196741e-09,8.330022005509363e-09
1922,1.1066902949607993e-08,1.475587119159627e-08
1923,1.1677542488541803e-08,1.2739137744688378e-08
1924,3.867487219366694e-09,5.156649773851996e-09
1925,1.2097995494286806e-08,1.0998177923937646e-09
1926,5.57306911730393e-09,1.671920735191179e-08
1927,1.1149224654616319e-08,1.5608915049369898e-08
1928,4.570416489713125e-09,9.14083297942625e-09
1929,8.912325100141061e-09,4.4561625500705304e-09
1930,1.05036033204442e-08,6.302162347537887e-09
1931,1.1405356659111021e-08,5.7026783295555106e-09
1932,7.6716757391182e-09,5.4797681947604815e-09
1933,6.882397318719313e-09,8.02946331646126e-09
1934,1.0783422155213884e-08,7.188948103475923e-09
1935,3.590485242455088e-09,4.787313656606784e-09
1936,8.487299751891442e-09,3.6374143697059935e-09
1937,1.3850230295986421e-08,2.5182236296217297e-09
1938,7.779128452511941e-09,1.1668692678767911e-08
1939,2.141167065872196e-08,1.2235240376412548e-08
1940,1.7750480196809804e-08,2.5357829169792012e-09
1941,0.0,5.9030051957620344e-09
1942,3.034211770724937e-09,3.034211770724937e-09
1943,0.0,2.9032352077962287e-09
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,6.535512131478072e-09,4.357008087652048e-09
1946,9.744772988540262e-09,1.5313215584455975e-08
1947,1.3112957830685446e-08,3.5762612871081956e-09
1948,4.348755133776194e-09,2.174377566888097e-09
1949,1.3743811422273211e-08,1.2762110479513922e-08
1950,7.444753258312176e-09,1.3825969702452312e-08
1951,9.595261474260042e-09,3.1984206394497505e-09
1952,3.1634410646574906e-09,1.0544803918932644e-09
1953,3.232148326759443e-09,1.0773827385790469e-09
1954,4.886268278880834e-09,1.2704297169818801e-08
1955,6.569925492527773e-09,5.631364707880948e-09
1956,5.232684952005684e-09,1.1337483840634377e-08
1957,5.301022731885041e-09,1.7670075402875796e-09
1958,8.272243445794913e-10,9.099467845885556e-09
1959,2.325224457422337e-09,7.750747599288843e-09
1960,8.305000243069571e-09,1.1765417085030094e-08
1961,9.03260666262895e-09,8.33779090214648e-09
1962,1.0147130247162295e-08,1.0147130247162295e-08
1963,1.6165133231993423e-08,7.1126584622049904e-09
1964,6.6923653285755336e-09,1.8251904432275978e-09
1965,1.1491291473930687e-08,6.5664522708175355e-09
1966,4.985167390003653e-09,4.985167390003653e-09
1967,4.930335695263466e-09,1.1832804958089582e-08
1968,8.533690198930799e-09,1.2126823101255013e-08
1969,4.087581828571274e-09,6.358460868938209e-09
1970,5.518470125309705e-09,1.0117195081704722e-08
1971,1.0276794970565106e-09,1.1304474689666222e-08
1972,1.5390440033513642e-09,5.643161493651405e-09
1973,3.859242703185828e-09,2.205281512956958e-09
1974,5.625571564138454e-09,4.500457340128605e-09
1975,5.140332159925265e-09,3.4268881066168433e-09
1976,6.8562320265641574e-09,5.713526984862938e-09
1977,3.526069214387917e-09,3.526069214387917e-09
1978,7.128709622605811e-09,4.752473081737207e-09
1979,4.096381456264453e-09,4.096381456264453e-09
1980,7.390696055153967e-09,2.8425752862659692e-09
1981,4.427884725544118e-09,6.325549528618524e-10
1982,9.932003663948308e-09,3.1037510339615437e-09
1983,5.052252838311233e-09,3.157658134966823e-09
1984,3.479405208395292e-09,5.799008384599347e-09
1985,6.015557829641693e-09,6.617113967877231e-09
1986,3.5966913891627428e-09,3.5966913891627428e-09
1987,3.0554083707556856e-09,4.277571630240118e-09
1988,7.195864348830128e-09,9.594486094499644e-09
1989,6.036934507847036e-09,7.134558721588746e-09
1990,2.179460389939436e-09,2.179460389939436e-09
1991,8.20605094986604e-09,5.8614650910726596e-09
1992,2.2039776670368383e-09,3.30596661157756e-09
1993,8.862731881720265e-09,7.754890063438324e-09
1994,1.5824779264761446e-09,6.857404422078162e-09
1995,5.4224509327127635e-09,7.0491861237087505e-09
1996,2.6690460952494277e-09,2.135236876199542e-09
1997,2.3974471297094624e-09,2.3974471297094624e-09
1998,2.86087753487152e-09,5.72175506974304e-09
1999,4.113180906983871e-09,3.656160929565999e-09
2000,5.3016377954406835e-09,5.743440834038438e-09
2001,4.381211837767296e-09,5.257454027685071e-09
2002,7.448076377869484e-09,7.009954394732176e-09
2003,2.5001538617175356e-09,3.7502307925763034e-09
2004,5.285749615779878e-09,4.845270407116686e-09
2005,1.3511248786457486e-09,4.954124666056714e-09
2006,9.882935358973555e-09,2.0589450144825605e-09
2007,3.1955835755326234e-09,4.7933754743212376e-09
2008,3.405951742863067e-09,5.108927503272298e-09
2009,1.907277002999308e-09,4.76819250749827e-09
2010,3.3066551718974324e-09,3.3066551718974324e-09
2011,3.059177577924288e-09,4.971163480860241e-09
2012,6.468080293586809e-09,6.127654827992046e-09
2013,6.693900100884775e-09,4.741512515948898e-09
2014,4.330890313042346e-09,6.496335469563519e-09
2015,6.64972610309178e-09,1.219116452233493e-08
2016,6.214019965256057e-09,1.1599504468051691e-08
2017,4.779661555431858e-09,3.5218559180094644e-09
2018,5.421080029321956e-09,9.035133530232997e-09
2019,9.94885240857002e-09,7.90806176098613e-09
