year,observant_VERB en_ADP,observant_VERB dans_ADP
1856,2.070875682047557e-08,6.057311452423164e-08
1857,2.782460140071663e-08,3.807576925973777e-08
1858,2.00640708492017e-08,4.648992113498451e-08
1859,2.036869339860914e-08,5.8050775741946836e-08
1860,3.249800428761773e-08,5.0806741119791e-08
1861,2.87673795895671e-08,5.234719591129533e-08
1862,4.02100790442006e-08,3.795108585724627e-08
1863,2.996772607843923e-08,5.693867777267769e-08
1864,4.938569864165743e-08,7.767459209162553e-08
1865,3.1065172656497e-08,4.5185707620021276e-08
1866,2.6274310116480848e-08,6.811858394017989e-08
1867,1.8925964795357686e-08,6.308654576514527e-08
1868,1.679557115608077e-08,7.261615131426424e-08
1869,2.24641887314192e-08,5.6648823409943816e-08
1870,2.0642576092910758e-08,7.167560678311702e-08
1871,4.354682658913589e-08,4.6733180880664804e-08
1872,2.9027228620748247e-08,7.861540840536918e-08
1873,3.172582230259735e-08,4.788803664723673e-08
1874,4.062734149101743e-08,6.213593461978917e-08
1875,2.6891177951071654e-08,5.149374382451555e-08
1876,3.204387866162506e-08,4.23221044876243e-08
1877,2.040989288687456e-08,4.32937112826437e-08
1878,2.7779808675632012e-08,4.891661831152305e-08
1879,6.353698189798251e-08,5.192926377795004e-08
1880,3.5939940801199555e-08,4.171599954361227e-08
1881,2.3706525742461793e-08,4.741305048572286e-08
1882,3.793569547383413e-08,4.19289278852375e-08
1883,3.033282602871168e-08,6.382532369286764e-08
1884,2.0465260597291035e-08,4.885255755482376e-08
1885,3.0294486919046903e-08,3.222817923642651e-08
1886,1.613365974151293e-08,4.969167072266245e-08
1887,3.852065610931987e-08,5.4842967500690065e-08
1888,2.7264643875923866e-08,6.657645768015641e-08
1889,1.50363277384713e-08,5.137412273370501e-08
1890,3.473824811139892e-08,4.260351316176525e-08
1891,4.46195412839856e-08,8.095259573792646e-08
1892,1.817868522380195e-08,4.325273650351846e-08
1893,2.894455697344256e-08,6.096832572133337e-08
1894,3.7179082035265765e-08,3.213785149114301e-08
1895,4.092657901466623e-08,2.6481902892783182e-08
1896,2.0049898130647392e-08,4.1279202667166004e-08
1897,1.3984112534615178e-08,5.6519120827935865e-08
1898,2.319925584970406e-08,5.884689069368676e-08
1899,2.9296165493519766e-08,4.643165674167449e-08
1900,4.464305858320472e-08,5.813979697677496e-08
1901,3.6326803121156104e-08,4.079779358789892e-08
1902,3.879124155226066e-08,5.892340482205327e-08
1903,1.9980815890718873e-08,5.076207076903927e-08
1904,3.708491203013864e-08,6.395803886505291e-08
1905,3.973784590272089e-08,5.934872904234112e-08
1906,2.6749759740596346e-08,3.7038127231880935e-08
1907,2.8799922446864912e-08,6.37712602724605e-08
1908,3.241516921548282e-08,6.237464100777856e-08
1909,3.1355606777694334e-08,4.675836140499712e-08
1910,3.63402248293454e-08,6.840512956074463e-08
1911,3.085816935310959e-08,6.597263846330748e-08
1912,4.375913675858101e-08,6.980624789321155e-08
1913,2.333315407554437e-08,5.46207949980726e-08
1914,3.0135347550697134e-08,4.419850796466562e-08
1915,2.709575319670421e-08,3.2986132492140996e-08
1916,2.307367097387214e-08,4.834483435800507e-08
1917,3.289927263949721e-08,2.4126133979507358e-08
1918,2.6418664589300533e-08,2.2972752589112133e-08
1919,1.3811772170413406e-08,3.130668413398041e-08
1920,2.8017257847068322e-08,4.0132828615924154e-08
1921,2.1960967044876156e-08,5.982470618892677e-08
1922,2.656056830030451e-08,5.3858930648686965e-08
1923,2.653986985734491e-08,3.1847844805810155e-08
1924,3.3518222752881854e-08,3.3518224196171786e-08
1925,1.3197813508725176e-08,3.959343986004171e-08
1926,3.232380019202452e-08,4.7928395474627905e-08
1927,3.010290705596219e-08,5.3516280407173156e-08
1928,2.1709478437159646e-08,3.0850310528407476e-08
1929,2.6736975744512392e-08,2.6736975744512392e-08
1930,3.571225137832812e-08,3.2561171536826805e-08
1931,4.448088919417614e-08,4.790249885644471e-08
1932,2.7398842306070037e-08,3.945433157959144e-08
1933,2.4088391059606806e-08,3.9000251916831985e-08
1934,1.9170528275935794e-08,5.751158482780738e-08
1935,4.4282650435434334e-08,5.50541061627996e-08
1936,4.364897332465034e-08,3.8799087498375684e-08
1937,2.0145788592884628e-08,4.91053595563784e-08
1938,1.0372171566075394e-08,5.186085871855539e-08
1939,2.5999886688055085e-08,4.435274547631707e-08
1940,3.550096039361961e-08,8.368083825871508e-08
1941,1.7709016475464523e-08,3.246652724442356e-08
1942,2.4273694165799498e-08,3.034211815133858e-08
1943,1.1612940831184915e-08,5.2258233296242906e-08
1944,4.819779064746399e-08,5.1410978585408884e-08
1945,3.921307278886843e-08,4.574858669670334e-08
1946,1.6705325123211878e-08,3.062643028073353e-08
1947,2.145756705651536e-08,2.1457568166738383e-08
1948,4.2400363886585524e-08,2.9354097819123126e-08
1949,2.0615717910565934e-08,2.552422073698324e-08
1950,2.552486688678357e-08,5.1049734439700956e-08
1951,1.1727541604500402e-08,3.3050345127350056e-08
1952,1.7926167217297007e-08,6.221434634134937e-08
1953,2.9089333608567358e-08,3.44762476345295e-08
1954,3.713563656582153e-08,4.0067397844012476e-08
1955,3.848099083825218e-08,2.7218263198847126e-08
1956,4.0117249966442614e-08,4.883839466174322e-08
1957,3.6223654298339625e-08,3.268964121616591e-08
1958,2.3989505326671434e-08,4.632456163111698e-08
1959,2.1702093455644444e-08,3.100299039715537e-08
1960,2.4222915895322217e-08,3.737250153790228e-08
1961,3.960450667417348e-08,3.68252436322436e-08
1962,3.297817202652098e-08,3.2343976386073336e-08
1963,3.1037055370219946e-08,3.36234755593523e-08
1964,2.3727476872181796e-08,3.8329000195957974e-08
1965,1.8057743078614408e-08,2.9001829049413175e-08
1966,1.550940920136412e-08,2.935709697560185e-08
1967,2.0214375728855316e-08,4.634515565760111e-08
1968,3.233819434456109e-08,2.021137077146129e-08
1969,1.7258680234943924e-08,3.088395400530075e-08
1970,2.3453497643988186e-08,3.08114586344832e-08
1971,2.7747345865414275e-08,2.0553589163974095e-08
1972,2.8215806913145514e-08,3.437198259348406e-08
1973,2.536073751002732e-08,2.536073712144926e-08
1974,1.6314157136321228e-08,2.2502287200243387e-08
1975,1.6563292515314743e-08,2.6843956391076063e-08
1976,2.1711402231616717e-08,2.6853577028695952e-08
1977,1.3516598174057037e-08,2.5857839980325537e-08
1978,1.9603951129099073e-08,4.03960227490785e-08
1979,2.57486831856113e-08,3.101545842376652e-08
1980,2.4446148660928202e-08,3.0131299455504745e-08
1981,2.21394240718098e-08,2.783241864756647e-08
1982,1.9864007216874313e-08,2.2347008243883693e-08
1983,2.841892188243378e-08,3.347117549790113e-08
1984,2.841514157303493e-08,2.8995042811175153e-08
1985,2.346067673464347e-08,3.067934639666703e-08
1986,3.117132374441667e-08,3.177077279037377e-08
1987,2.6276512521405948e-08,3.788706592899871e-08
1988,3.1182080473257656e-08,2.218724926006388e-08
1989,3.5123981945162086e-08,3.018467120696755e-08
1990,2.0160008551428632e-08,3.3236772556399785e-08
1991,1.6412102177287835e-08,3.2238057834366174e-08
1992,2.6998727031823933e-08,2.9753698838064224e-08
1993,2.049506697687775e-08,3.82205316284967e-08
1994,2.531964848895285e-08,2.9012095781322245e-08
1995,2.6027763500025003e-08,2.4943273002620003e-08
1996,2.1352368539950817e-08,3.4163789131014255e-08
1997,2.3494982404059783e-08,3.260528147475128e-08
1998,2.002614329921215e-08,2.5747898035888284e-08
1999,2.0108885889769113e-08,2.7421206638678086e-08
2000,2.3857370079483076e-08,2.915900787492376e-08
2001,2.5411029003219454e-08,2.8039755933795263e-08
2002,2.234422957769766e-08,3.1544794332205583e-08
2003,3.541884385782623e-08,2.9585151939404142e-08
2004,2.9071621998610908e-08,2.334539361825705e-08
2005,2.612174776484011e-08,2.837362289564993e-08
2006,4.076711124234578e-08,3.829637473806713e-08
2007,2.2369084723417032e-08,3.714865998150074e-08
2008,3.27822856638349e-08,2.980207741698493e-08
2009,4.196009317780636e-08,4.958920296616043e-08
2010,4.2514137543747665e-08,5.29064818621805e-08
2011,4.0151706626190276e-08,5.353560611487396e-08
2012,4.4595710568806624e-08,4.5957410210739624e-08
2013,5.187772622594622e-08,6.052401402278917e-08
2014,4.8072884450967024e-08,5.088796084518066e-08
2015,4.499648054157035e-08,4.9872945606654895e-08
2016,4.9712161054316084e-08,5.509764433586639e-08
2017,4.6790370689109295e-08,4.95575431802564e-08
2018,5.11130402447435e-08,5.7566706290757e-08
2019,4.6427976796437065e-08,5.5101336937646295e-08
