year,essayant_VERB en_ADP,essayant_VERB dans_ADP
1800,3.144164395507687e-08,3.458580977167003e-08
1801,1.904946067554647e-08,0.0
1802,3.5805442166747525e-08,6.713520406265161e-09
1803,7.801356893821776e-09,1.1702034896643454e-08
1804,2.4718509461507665e-09,4.943701892301533e-09
1805,2.842877711017877e-09,8.528632911009026e-09
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,2.2660739062985158e-08,0.0
1809,1.129515236897305e-08,0.0
1810,4.680253518074551e-09,1.8721014072298203e-08
1811,0.0,0.0
1812,2.6672082320544632e-09,5.3344164641089264e-09
1813,2.0130190847567064e-08,2.8757416448144113e-09
1814,9.754699448194515e-08,6.293354282149721e-09
1815,1.8880564667256294e-08,0.0
1816,4.6352077731626196e-09,4.6352077731626196e-09
1817,4.0478710161551135e-08,7.784366928831332e-09
1818,5.960588467246453e-09,0.0
1819,1.5526575580793178e-08,7.24573512300708e-09
1820,3.322614716694261e-08,4.746592452420373e-09
1821,1.0847637454958203e-08,1.1833785507064931e-08
1822,1.303330066093622e-08,1.2030739071633434e-08
1823,4.644862983127496e-08,0.0
1824,8.421112696055388e-10,6.736890156844311e-09
1825,3.169959583715354e-08,1.7610886082763955e-09
1826,6.1655889282974385e-09,2.1139161532346407e-08
1827,2.7651818612639545e-08,9.217273055917019e-10
1828,2.4765213879618386e-08,4.586150570418113e-09
1829,1.7146351893870815e-08,1.714635211591542e-09
1830,5.218418053232199e-08,2.6092090266160994e-08
1831,4.365537620287796e-08,6.236482441579483e-09
1832,2.0294953273491956e-08,2.705993873419743e-09
1833,3.938433579264711e-08,3.4750886612755494e-09
1834,2.6136685704614138e-08,1.8669061851994684e-09
1835,6.806779140333674e-09,1.5126175867408165e-09
1836,2.755507466645213e-08,4.032449929525228e-09
1837,2.365682938432201e-08,2.7831563720326358e-09
1838,3.1560809077291196e-08,2.5248647617104325e-09
1839,1.8876983531868063e-08,6.292327547896548e-09
1840,2.356784811752277e-08,3.821813088222825e-09
1841,1.5409316489467528e-08,3.852329122366882e-09
1842,4.427455024824667e-08,2.0124795163667386e-09
1843,2.5990408047960045e-08,5.316219964246471e-09
1844,1.5916826967554698e-08,5.488561272137815e-10
1845,1.0602432709561072e-08,1.0044410636567136e-08
1846,2.2832555623963913e-08,2.3418005312692003e-09
1847,4.2067142658197554e-08,6.47186837454683e-09
1848,9.65426583121598e-09,6.43617736884039e-09
1849,1.508294644736452e-08,8.379414939696517e-10
1850,2.9192683825840504e-08,4.073397619208663e-09
1851,1.6123596680017727e-08,1.2898877521649865e-09
1852,2.0833745395520964e-08,2.6042181744401205e-09
1853,1.3735443005202796e-08,4.180352286553557e-09
1854,3.013485283531736e-08,1.0910895298366086e-08
1855,2.4411910715116392e-08,7.960405667972736e-09
1856,3.520488789376941e-08,5.694908100650764e-09
1857,3.026535599914837e-08,1.1715622250108026e-08
1858,4.502182093801821e-08,3.4255731584664773e-09
1859,3.513599722282379e-08,3.055304009791371e-09
1860,3.7990627532735743e-08,4.119465518703791e-09
1861,2.8295781717702084e-08,1.3676294763342867e-08
1862,3.072230825296174e-08,3.6143890103090826e-09
1863,2.597202808374277e-08,1.0988165932701577e-08
1864,2.589153069720851e-08,1.4863656971897399e-08
1865,3.012380389577629e-08,4.706844247692743e-09
1866,4.281739407474561e-08,7.298419202328432e-09
1867,1.1161466417775046e-08,3.396968040192405e-09
1868,2.7169306804353255e-08,4.93987406535723e-10
1869,1.6115613732381462e-08,3.9068152046795035e-09
1870,3.612450782952692e-08,5.734048791339319e-10
1871,1.6993883633631413e-08,1.3807530230280918e-08
1872,3.688877114882416e-08,9.675742873582749e-09
1873,2.9331422624068182e-08,8.380406590902112e-09
1874,4.062734149101743e-08,3.5847653734322193e-09
1875,2.9179789251543298e-08,1.7164581422868253e-09
1876,3.808989390563511e-08,6.04601479992084e-10
1877,3.0924081073635534e-08,4.329371083855449e-09
1878,3.5026715750063886e-08,2.4156354694326865e-09
1879,4.276527654223372e-08,2.443730107160036e-09
1880,1.6686399817444908e-08,8.984985200299889e-09
1881,2.5798277292210514e-08,4.8807553554297556e-09
1882,1.7969540522244642e-08,9.317538740560849e-09
1883,2.0853818227806187e-08,1.6430281413182257e-08
1884,1.1883054540362536e-08,1.9805090900604227e-09
1885,2.3848851782304337e-08,5.80107206715752e-09
1886,2.4523162389655795e-08,7.744156427236248e-09
1887,3.264462478114183e-08,7.83470954779375e-09
1888,3.3605258797919646e-08,6.340614699951175e-09
1889,3.759081934617825e-08,6.891650361495749e-09
1890,3.5393686204088226e-08,3.932631886804927e-09
1891,4.0157587477551715e-08,1.2748440081367107e-09
1892,1.8805536683430546e-08,1.8805537127519756e-09
1893,3.756634137097592e-08,9.853466542697475e-09
1894,1.5123694296903523e-08,1.0082463308691558e-08
1895,3.851913255026318e-08,1.0231644642644255e-08
1896,3.951009475144929e-08,3.5382172747233653e-09
1897,3.437761009195128e-08,7.574727511894253e-09
1898,4.6964345301603316e-08,3.960848538042683e-09
1899,2.5426860617017155e-08,3.3165470370022376e-09
1900,2.9589003247565415e-08,7.26747462209687e-09
1901,4.6945405896003933e-08,4.470991132876634e-09
1902,2.7497588928060424e-08,1.816805017540446e-08
1903,3.294134387488157e-08,4.320176216765503e-09
1904,2.042357571951925e-08,4.299700151477737e-09
1905,3.148063143498803e-08,1.5482277682110634e-09
1906,3.292278039079832e-08,4.629766015007419e-09
1907,9.257118349648152e-09,5.65712765521198e-09
1908,2.9959473124563374e-08,1.1787334219803824e-08
1909,3.0255410066182264e-08,6.601180213561264e-09
1910,3.794347047669788e-08,1.6032452032632705e-09
1911,3.7774656069800017e-08,5.852411444351446e-09
1912,3.386123798021501e-08,5.2094213387476884e-09
1913,2.2802856491921375e-08,9.545381873810044e-09
1914,2.6117300322425763e-08,1.3393487430235496e-09
1915,1.4136913861761968e-08,1.6493066468115103e-08
1916,3.1863640836959917e-08,2.197492410260793e-09
1917,2.3029491202919417e-08,4.386569774084137e-09
1918,2.067547733020092e-08,2.2972752589112133e-09
1919,3.49898234830448e-08,1.1970202606903513e-08
1920,1.8930579326337238e-08,3.786115865267448e-09
1921,3.180553775905537e-08,1.2116395886607734e-08
1922,4.13164379930997e-08,2.2133805899215986e-09
1923,3.078624999375279e-08,3.1847844361720945e-09
1924,4.383152329978657e-08,2.1915761649893284e-08
1925,1.2097995494286806e-08,1.2097995494286806e-08
1926,3.78968714187522e-08,8.916910765321973e-09
1927,3.7907363914513326e-08,3.3447675740205796e-09
1928,2.7422499715434867e-08,6.8556245125250825e-09
1929,3.4535258208734376e-08,1.1140406375176326e-09
1930,2.100720719599991e-08,3.1510811737689437e-09
1931,3.877821086462063e-08,2.2810713318222042e-09
1932,3.1782654730250215e-08,4.383814644626227e-09
1933,2.6382522833046096e-08,9.176529980337023e-09
1934,2.875579241390369e-08,9.585264137967897e-09
1935,2.752705441366743e-08,9.574627313213568e-09
1936,3.031178508194898e-08,6.0623572828433225e-09
1937,2.5182236740306507e-08,8.813782592653752e-09
1938,4.148868626430158e-08,3.8895642262559704e-09
1939,3.8235125288110794e-08,3.058810094103137e-09
1940,1.7750480196809804e-08,1.0143131667916805e-08
1941,4.132103725851266e-08,2.9515025978810172e-09
1942,4.551317789314169e-08,6.068423541449874e-09
1943,5.2258233296242906e-08,1.7419411690866582e-08
1944,2.8918675454292497e-08,6.4263723231761105e-09
1945,2.178504132643866e-08,1.3071024262956144e-08
1946,2.5057986796639398e-08,4.1763312808029696e-09
1947,2.8610090296865565e-08,3.5762612871081956e-09
1948,3.152847516396662e-08,7.610321262063735e-09
1949,3.043272656100271e-08,1.8652315247891238e-08
1950,2.9779013033248702e-08,9.571825110299415e-09
1951,5.117472945403989e-08,1.0661401539380222e-08
1952,3.58523338794825e-08,4.2179215675730575e-09
1953,3.878577814475648e-08,1.2928593307037772e-08
1954,3.615838295445428e-08,4.886268278880834e-09
1955,3.566530892840092e-08,1.407841132561316e-08
1956,3.401245152190313e-08,7.849027205963921e-09
1957,4.1524678806581505e-08,7.951533653738352e-09
1958,3.1434524316864554e-08,1.3235589513271862e-08
1959,3.332821663093455e-08,7.750747599288843e-09
1960,3.8756667208872386e-08,4.152500121534786e-09
1961,4.9331931595286704e-08,6.94815938118154e-09
1962,3.7417542841922113e-08,1.3952304200870458e-08
1963,3.36234755593523e-08,1.681173866785457e-08
1964,4.562976119171225e-08,1.2776333768727e-08
1965,3.283226135408768e-08,7.1136563306595235e-09
1966,4.6528229380449204e-08,1.7725039214155913e-08
1967,4.782425411242741e-08,3.944268467392931e-09
1968,4.8058151236318736e-08,1.527081389118834e-08
1969,3.769658801777709e-08,4.995933444718048e-09
1970,4.414776100247764e-08,6.898087434592526e-09
1971,3.802414039189017e-08,6.679916619845017e-09
1972,4.617132132178625e-08,1.0260294114328161e-08
1973,3.583582419697251e-08,8.269805784610895e-09
1974,4.050411672729126e-08,1.0688586071783135e-08
1975,3.084199162728396e-08,7.4249242310031605e-09
1976,3.370981005446083e-08,1.0284348483935446e-08
1977,3.819908300783936e-08,7.639816779203557e-09
1978,3.4455430730773173e-08,1.485147826940647e-08
1979,3.5111838769807946e-08,7.0223681314374176e-09
1980,4.6618235549633624e-08,6.822181042309694e-09
1981,5.3767170271612486e-08,1.2651098835192442e-08
1982,4.407326770206055e-08,8.069752865935698e-09
1983,4.8627934345901735e-08,6.946847541655643e-09
1984,4.6392067076794774e-08,9.858314165001048e-09
1985,4.5116687052981774e-08,1.6843562988810845e-08
1986,4.016305343856885e-08,1.138952232526691e-08
1987,4.522004326545925e-08,9.777306964053878e-09
1988,4.7372775813236956e-08,1.3192418490959312e-08
1989,3.5123981945162086e-08,1.2073869015694072e-08
1990,3.5961096434000694e-08,1.035243724079038e-08
1991,3.0479617330048114e-08,1.0550637696837839e-08
1992,4.79365149796962e-08,7.162927584403178e-09
1993,3.212740296021366e-08,1.1632335983335906e-08
1994,2.795711040448623e-08,1.318731612798274e-08
1995,3.904164458390369e-08,7.0491861237087505e-09
1996,5.871901276321978e-08,6.939520069693117e-09
1997,4.075660386959612e-08,5.753873377756236e-09
1998,4.958854393777301e-08,1.0013071261028017e-08
1999,2.7421206472144632e-08,1.0054442528550922e-08
2000,3.578605356491238e-08,1.3695897971288673e-08
2001,3.329721010025821e-08,1.4896119893137438e-08
2002,4.0307237880732316e-08,7.009954394732176e-09
2003,4.541946002634134e-08,1.1250691767106247e-08
2004,4.580982954083268e-08,1.0571498704203819e-08
2005,3.332774767272895e-08,1.1259373988714572e-08
2006,3.088417521723841e-08,4.117890028965121e-09
2007,3.9145899688453056e-08,5.991719342901547e-09
2008,5.577246076082787e-08,1.3623807137985722e-08
2009,7.199971019389295e-08,3.814554005998616e-09
2010,6.566072469071926e-08,1.039234459598859e-08
2011,8.986334476546176e-08,6.500752380844688e-09
2012,9.53190761876499e-08,9.19148204769904e-09
2013,1.0849696729930969e-07,8.646287741331804e-09
2014,1.0913843662141431e-07,9.094869746206768e-09
2015,1.1193705762302386e-07,1.086121984017474e-08
2016,1.0584547771586017e-07,7.663958356829426e-09
2017,1.182337308058834e-07,7.546833935556663e-09
2018,1.2571742846745337e-07,7.744399788123246e-09
2019,1.0969247510317359e-07,1.0714148401813617e-08
