year,causant_VERB en_ADP,causant_VERB dans_ADP
1848,1.206783295515379e-08,1.850401076808339e-08
1849,0.0,1.256912263158938e-08
1850,6.788996032014438e-09,1.425689166723032e-08
1851,3.8696632564949596e-09,2.3217978650791338e-08
1852,9.114764054629632e-09,1.9531636752390114e-08
1853,1.1943863675867306e-08,1.0152284346531815e-08
1854,2.0263090760863633e-08,1.0910895298366086e-08
1855,7.429711956774554e-09,3.3964397516683675e-08
1856,1.3978411317339123e-08,2.5368226630462232e-08
1857,9.274867096564776e-09,1.9037885934380938e-08
1858,6.361778659424999e-09,1.663849857891364e-08
1859,8.656694916453489e-09,3.208069188076479e-08
1860,1.5562426014525954e-08,2.70053845952134e-08
1861,5.187560159214399e-09,3.4426534512022045e-08
1862,1.445755648532554e-08,2.6204320491274302e-08
1863,8.490855130105501e-09,1.5982786649715308e-08
1864,6.712618905169165e-09,2.205574922697906e-08
1865,1.5061901947888146e-08,2.165148416111151e-08
1866,3.8924903300596725e-09,2.4814625021463144e-08
1867,6.308654931785895e-09,2.4749338578544666e-08
1868,1.0373735648272486e-08,4.445886503390284e-08
1869,1.3673853160867111e-08,3.564969119906891e-08
1870,1.6055337059839303e-08,2.981705193860762e-08
1871,9.559059321873065e-09,2.2304472935275044e-08
1872,2.4794090336399677e-08,2.7213026498884574e-08
1873,1.2570609442263958e-08,2.1549615425442425e-08
1874,1.971621016449987e-08,2.3300975371398636e-08
1875,1.0298748520654044e-08,3.6045619822289154e-08
1876,2.2974855795609983e-08,2.6602464231473277e-08
1877,1.5462040536817767e-08,3.277952487223956e-08
1878,1.3889904226793703e-08,1.69094480639842e-08
1879,3.665595160740054e-09,4.093248051617593e-08
1880,9.626769603698904e-09,1.8611753915820373e-08
1881,1.324776466304911e-08,3.765154232837631e-08
1882,9.983077253750139e-09,5.124646662579835e-08
1883,1.9589950994713945e-08,2.9700892412165558e-08
1884,1.1883054540362536e-08,2.1125430293977843e-08
1885,1.2246707647989297e-08,1.740321664556177e-08
1886,2.1296431285122708e-08,2.452316216761119e-08
1887,1.1752064210668323e-08,3.7867764035581786e-08
1888,1.268122939990235e-08,3.4873380627686856e-08
1889,6.265136853755848e-09,4.1976417008982025e-08
1890,1.4419650362640368e-08,2.4906668727453507e-08
1891,7.649063604731055e-09,3.888274235919198e-08
1892,2.4447198043731078e-08,2.4447198043731078e-08
1893,1.970693297437265e-08,3.3255449949365357e-08
1894,2.079507943619774e-08,3.969969597505951e-08
1895,1.2037228991346183e-08,2.6481902892783182e-08
1896,1.7101383420481397e-08,2.1229304536518612e-08
1897,2.2724182757727363e-08,3.1464253424928756e-08
1898,1.0750873968845553e-08,2.772593887812036e-08
1899,9.39688327150634e-09,3.15071986278781e-08
1900,1.142031713641245e-08,3.1665425836990835e-08
1901,1.397184767881754e-08,1.900171220370339e-08
1902,1.3257766440233354e-08,2.1114219705964388e-08
1903,1.1340462791054051e-08,2.8621167658116065e-08
1904,2.0961039126632386e-08,3.117282432185675e-08
1905,6.192910739777346e-09,2.2707340008309984e-08
1906,1.8519063615940468e-08,1.3374879870298173e-08
1907,1.131425531042396e-08,2.468564730406797e-08
1908,1.5225305460830896e-08,3.1432890068572306e-08
1909,2.6954818821423032e-08,2.3104130164597336e-08
1910,2.137660359835536e-08,2.939282950364941e-08
1911,1.755723522123276e-08,2.606983251496331e-08
1912,1.0939784189645252e-08,2.7609932118366487e-08
1913,1.2727175757731857e-08,3.1287640922528226e-08
1914,1.4732836284281348e-08,2.4777952134513725e-08
1915,7.0684572639478915e-09,7.539687629787295e-08
1916,2.307367097387214e-08,3.625862632361532e-08
1917,7.676497215669542e-09,2.8512703309502285e-08
1918,2.412139110674616e-08,3.675640414257941e-08
1919,6.445493971884986e-09,2.2098836538475553e-08
1920,9.086678076641874e-09,1.8930579770426448e-08
1921,1.741731914250977e-08,2.7261890522822796e-08
1922,2.2133805899215986e-08,1.770704471937279e-08
1923,1.5923921736771263e-08,3.6094224498128824e-08
1924,3.222906019839655e-08,4.512068585427187e-08
1925,1.8696901804560184e-08,3.8493624288094e-08
1926,2.4521504493613122e-08,2.5636119005412183e-08
1927,5.2401355699061014e-08,4.2367055641534535e-08
1928,1.4853853147478446e-08,2.9707706517001498e-08
1929,2.1166771890790415e-08,2.8965056131369238e-08
1930,1.1553964007759987e-08,2.8359728787563654e-08
1931,1.4826963656844327e-08,1.8248570654577634e-08
1932,4.383814644626227e-09,1.4247397928102146e-08
1933,1.261772863969668e-08,1.9500125958415992e-08
1934,8.38710612072191e-09,2.2765002327673756e-08
1935,1.0771455727365264e-08,1.6755597798123745e-08
1936,8.487299751891442e-09,9.699771652549316e-09
1937,1.2591118370153254e-08,2.0145789036973838e-08
1938,1.9447821131279852e-08,1.8151300906765755e-08
1939,1.5294050470515685e-08,2.5999884911698246e-08
1940,7.607348528892999e-09,2.5357829613881222e-08
1941,1.7709016475464523e-08,1.1806010391524069e-08
1942,6.068423541449874e-09,3.944475324146879e-08
1943,2.9032352077962287e-09,2.0322646676618206e-08
1944,2.5705489292704442e-08,6.4263723231761105e-09
1945,1.089252021913012e-08,1.5249527862692958e-08
1946,1.3921104269343232e-08,3.480275978517966e-08
1947,5.960435700558264e-09,2.5033829231801974e-08
1948,1.848220954059343e-08,3.8051606310318675e-08
1949,1.1780409536754632e-08,2.6505922789965553e-08
1950,1.2762433776458693e-08,9.571825110299415e-09
1951,9.595261474260042e-09,2.7719645245838365e-08
1952,8.435843135146115e-09,1.7926167217297007e-08
1953,5.386913581872932e-09,2.3702419582605216e-08
1954,1.9545072893478732e-08,2.14995790059902e-08
1955,2.815682353940474e-09,2.2525458831523792e-08
1956,4.360570571293465e-09,1.5698054411927842e-08
1957,8.835037590415595e-09,1.0602045463770082e-08
1958,8.272243334772611e-09,8.272243334772611e-09
1959,1.007597205671118e-08,1.0851047171911432e-08
1960,6.920833239831836e-09,2.422291700554524e-08
1961,6.25334317660986e-09,1.528595028332802e-08
1962,5.7077609305622445e-09,2.72704117065814e-08
1963,7.759264120110743e-09,9.052474325699222e-09
1964,1.2776333768727e-08,9.125952438182594e-09
1965,4.924839203113152e-09,8.20806533852192e-09
1966,1.4401594583546284e-08,2.76953731059848e-08
1967,1.1339771788243524e-08,1.5284040699725665e-08
1968,6.737123720013116e-09,2.2007936806289763e-08
1969,6.358460841182634e-09,1.9529558414888015e-08
1970,1.8394900935803093e-08,7.3579600190498695e-09
1971,4.624557736754298e-09,1.5415192677892264e-08
1972,5.643161493651405e-09,9.747279428040656e-09
1973,8.821125663249774e-09,8.821126051827832e-09
1974,9.563471847773286e-09,4.500457340128605e-09
1975,9.709516746170266e-09,3.998036124386317e-09
1976,7.427584769459372e-09,8.570290255249802e-09
1977,2.9383909194713453e-09,4.11374712072643e-09
1978,7.1287097336281136e-09,7.128709622605811e-09
1979,6.437170796402825e-09,4.681578680276743e-09
1980,7.95921106799824e-09,8.527726080842513e-09
1981,3.795329828193417e-09,6.958104314946922e-09
1982,5.586751949948621e-09,6.2075020679230875e-09
1983,3.78918940668882e-09,8.841442245000053e-09
1984,8.69851302098823e-09,6.378909400694965e-09
1985,3.609334831011779e-09,6.015557829641693e-09
1986,8.392279760016663e-09,4.7955883708539204e-09
1987,6.721898593298192e-09,1.2221633483022742e-08
1988,1.0194141530917022e-08,1.0793796967334401e-08
1989,3.2928733073589456e-09,3.2928733073589456e-09
1990,6.538381391862913e-09,5.448650863826288e-09
1991,1.7584396161396398e-09,1.0550637696837839e-08
1992,1.0468894195980738e-08,2.2039776670368383e-09
1993,3.877445031719162e-09,6.647049133334804e-09
1994,4.747434001473039e-09,8.967375286772494e-09
1995,1.0844901643380922e-09,1.0844901865425527e-08
1996,5.3380921904988554e-09,1.014237493990322e-08
1997,4.794894259418925e-09,5.274384040632185e-09
1998,6.198567881199324e-09,1.3350762273489636e-08
1999,6.398281821029528e-09,7.769341614505265e-09
2000,5.743441056083043e-09,6.627047355323157e-09
2001,4.8193329327261836e-09,8.762423675534592e-09
2002,6.571832134039113e-09,4.381221607729913e-09
2003,7.91715315529018e-09,7.91715315529018e-09
2004,5.285749615779878e-09,5.285749615779878e-09
2005,1.170974872621855e-08,1.5312748402607212e-08
2006,1.029472451730129e-08,7.823991232669414e-09
2007,5.592271090648637e-09,5.991719120856942e-09
2008,8.514879551446697e-09,7.2376473703172906e-09
2009,4.76819250749827e-09,1.0966842545201416e-08
2010,5.668551850135373e-09,3.7790344187271785e-09
2011,4.206369197401472e-09,6.118355155848576e-09
2012,1.0212758444483327e-08,9.872333173177594e-09
2013,7.53063750247307e-09,1.5061274893923837e-08
2014,9.311413862178597e-09,1.1909948582911056e-08
2015,1.4629397249166232e-08,2.105746688130239e-08
2016,1.1806638333666797e-08,2.278474120487317e-08
2017,5.0312225496895735e-09,8.553078245654433e-09
2018,1.4198066999870917e-08,2.478208038780849e-08
2019,1.1479444950168727e-08,1.6581420680950032e-08
