year,petit_ADJ épi_NOUN,petit_ADJ dépit_NOUN
1800,2.5153315874604232e-08,3.144164484325529e-09
1801,4.7623651688866175e-09,0.0
1802,6.042168365638645e-08,2.4616241489638924e-08
1803,3.90067853572873e-08,1.950339223455444e-09
1804,1.4831105232815389e-08,3.213406074564773e-08
1805,3.1271653710973624e-08,1.7057265822018053e-08
1806,0.0,5.76333825108577e-09
1807,6.263301344233696e-08,2.8469551160981155e-09
1808,6.798221985349073e-09,0.0
1809,2.259030518203531e-09,4.518061036407062e-09
1810,4.680253518074551e-09,0.0
1811,7.270522450752992e-08,0.0
1812,5.3344164641089264e-09,4.000812481308458e-08
1813,3.163315653864629e-08,2.8757416448144113e-09
1814,9.440030979135372e-09,0.0
1815,1.3486118000116676e-08,0.0
1816,1.1588019432906549e-08,6.952811659743929e-09
1817,1.556873407970727e-09,2.9580593974287694e-08
1818,4.768470951432846e-09,3.2187177367859476e-08
1819,1.6561680249438382e-08,1.1386155129855524e-08
1820,1.1866481131050932e-09,0.0
1821,9.86148829262845e-10,2.070912508145284e-08
1822,3.0076847679083585e-09,9.023054303725075e-09
1823,0.0,2.9648061783404955e-09
1824,0.0,2.2737005167527968e-08
1825,1.584979791857677e-08,8.805443485471187e-09
1826,1.6735169694470642e-08,8.807984341885344e-10
1827,2.6730091917670507e-08,8.295545583791863e-09
1828,2.7516904310687096e-08,9.172301251858528e-10
1829,1.1145129097389628e-08,1.0287811491593857e-08
1830,8.349468672008697e-09,3.1310507520032616e-09
1831,9.354723218280014e-09,2.0268567268999504e-08
1832,8.117981842303834e-09,6.764984572527055e-09
1833,9.26690302271993e-09,0.0
1834,9.334531370086552e-09,0.0
1835,8.31939672707449e-09,1.5126175867408165e-09
1836,4.032449929525228e-09,0.0
1837,4.87052354003481e-09,4.174734336004349e-09
1838,3.1560809521380406e-09,8.837027110075724e-09
1839,1.6080392128969834e-08,1.3982950353153e-09
1840,1.2739377330817092e-09,0.0
1841,8.988767952189392e-09,0.0
1842,6.708265054555795e-09,9.391571076378114e-09
1843,2.3627644285539873e-09,1.063243981747064e-08
1844,1.0428266250528395e-08,2.195424508855126e-09
1845,6.138250630005615e-09,1.1160455892778032e-09
1846,5.854501106128396e-09,8.781752214304106e-09
1847,3.235934187273415e-09,1.6179670936367074e-09
1848,9.65426583121598e-09,0.0
1849,5.865590679832167e-09,8.379414939696517e-10
1850,7.467895635215882e-09,3.394498016007219e-09
1851,9.674158363282004e-09,4.514607354622058e-09
1852,7.812654523320361e-09,1.9531636308300904e-09
1853,8.957897534855874e-09,1.1943863675867306e-09
1854,1.0910894965299178e-08,2.0782657816909023e-09
1855,7.960405667972736e-09,9.552486801567284e-09
1856,1.0872097000458325e-08,4.141751386299575e-09
1857,9.274867096564776e-09,2.9289055625270066e-09
1858,2.300027723833864e-08,1.9574704079872163e-09
1859,1.1202780925145817e-08,1.018434669930457e-09
1860,1.373155189554609e-08,9.154367819341758e-10
1861,1.4147890858851042e-08,3.772770984511453e-09
1862,1.3553959066214816e-09,4.517986429419807e-09
1863,7.491931519609807e-09,1.9978483312144135e-09
1864,1.3904711160250827e-08,1.4384183844029508e-09
1865,9.413688495385486e-09,5.6482134525026595e-09
1866,2.432806400776144e-09,5.838735717134114e-09
1867,4.367530337390235e-09,3.396968040192405e-09
1868,8.397785578040384e-09,6.915823469455518e-09
1869,1.953407657850903e-09,2.9301114867763545e-09
1870,2.2936195165357276e-09,3.4404292748035914e-09
1871,8.496941816815706e-09,0.0
1872,2.4189357183956872e-09,0.0
1873,2.3944017879529156e-09,5.986004469882289e-10
1874,1.9118749250424116e-08,0.0
1875,5.721527140956084e-10,0.0
1876,1.813804439976252e-09,6.04601479992084e-10
1877,5.566334504436554e-09,6.184815992682502e-10
1878,1.2078177347163432e-08,6.039088673581716e-10
1879,4.27652757650776e-09,5.498392852132383e-09
1880,9.626769603698904e-09,1.2835692508872398e-09
1881,3.4862537301449947e-09,7.669758161910067e-09
1882,1.5972924316542958e-08,2.6621540527571597e-09
1883,1.2638677882037541e-09,1.8958017378167824e-09
1884,3.300848483434038e-09,5.941527270181268e-09
1885,7.7347630522695e-09,0.0
1886,2.5813855497602844e-09,1.936039106809062e-09
1887,1.3057849246322917e-09,6.528924623161458e-10
1888,1.394935256193719e-08,0.0
1889,7.51816386923565e-09,1.2530273485467092e-09
1890,9.176140958189194e-09,2.6217545912032847e-09
1891,4.461953917456185e-09,3.824531802365527e-09
1892,6.268512375839919e-09,1.8805537127519756e-09
1893,0.0,1.847525021858587e-09
1894,5.671385361338821e-09,4.411077725308132e-09
1895,4.814891596538473e-09,0.0
1896,1.1794057674929803e-08,5.89702897624278e-10
1897,4.078699600285063e-09,5.826713556089658e-10
1898,8.487532454637403e-09,5.6583548957434e-10
1899,1.3818945987509323e-08,7.185851913504848e-09
1900,5.191053142894475e-10,1.038210628578895e-09
1901,1.0059730048972426e-08,2.235495566438317e-09
1902,1.4730852093691738e-09,3.928227076954727e-09
1903,6.48026410310365e-09,5.400220270956879e-10
1904,1.0749250378694342e-08,2.1498500757388683e-09
1905,4.64468330463319e-09,2.0643036169332163e-09
1906,1.080278771992127e-08,1.0288369045596824e-09
1907,1.3371392326710918e-08,5.142843373384665e-10
1908,7.367083609821634e-09,1.4734167219643268e-09
1909,3.850688656825696e-09,1.1001967115120692e-09
1910,9.085056262847502e-09,0.0
1911,1.0640748615564632e-08,3.7242617878519013e-09
1912,5.730363294986773e-09,0.0
1913,3.71209285532359e-09,1.590896969716482e-09
1914,7.366418142140674e-09,6.696743715117748e-10
1915,4.712304657594757e-09,0.0
1916,1.0987461607214755e-08,1.0987462051303964e-09
1917,2.1932848870420685e-09,0.0
1918,4.594550517822427e-09,0.0
1919,7.366278698128781e-09,9.207848372660976e-10
1920,4.543339038320937e-09,4.543339038320937e-09
1921,8.330022005509363e-09,0.0
1922,2.2133805899215986e-09,7.377935484775833e-10
1923,9.554353308516284e-09,4.246379248229459e-09
1924,1.0313299547703991e-08,2.578324886925998e-09
1925,9.898360353588487e-09,0.0
1926,6.687683296036084e-09,2.229227691330493e-09
1927,0.0,2.2298449753321847e-09
1928,3.4278123672848437e-09,0.0
1929,1.1140405931087116e-08,8.912325100141061e-09
1930,7.352522590764465e-09,3.1510811737689437e-09
1931,6.843213995466613e-09,0.0
1932,8.767629289252454e-09,4.383814644626227e-09
1933,4.588264879146209e-09,1.0323596200123575e-08
1934,0.0,0.0
1935,7.180970484910176e-09,0.0
1936,7.274828739411987e-09,1.2124714565686645e-09
1937,5.0364472592434595e-09,2.5182236296217297e-09
1938,2.5930428915188486e-09,0.0
1939,9.176430282309411e-09,4.588215141154706e-09
1940,7.607348528892999e-09,5.0715658339584024e-09
1941,0.0,0.0
1942,6.068423541449874e-09,0.0
1943,1.7419411690866582e-08,0.0
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,6.535512131478072e-09
1946,1.3921104269343232e-08,2.7842208538686464e-09
1947,8.344609447874518e-09,7.152522574216391e-09
1948,4.348755133776194e-09,7.610321262063735e-09
1949,3.9268033269479474e-09,2.945102384188658e-09
1950,1.0635361480382244e-09,1.0635361480382244e-09
1951,4.264560815592233e-09,3.1984206394497505e-09
1952,7.381362632230548e-09,1.0544803918932644e-09
1953,6.464296653518886e-09,0.0
1954,6.840775501615326e-09,0.0
1955,4.6928039232341234e-09,0.0
1956,6.104799332717903e-09,0.0
1957,4.417518795207798e-09,2.6505113659425206e-09
1958,7.445019101215422e-09,8.272243445794913e-10
1959,1.3951346411467114e-08,2.325224457422337e-09
1960,8.305000243069571e-09,2.076250060767393e-09
1961,5.55852741612739e-09,1.3896318540318475e-09
1962,2.5367825617905737e-09,6.341956404476434e-10
1963,3.879631726988464e-09,6.466053248388448e-10
1964,2.4335873316516654e-09,1.8251904432275978e-09
1965,4.377634699181954e-09,2.188817349590977e-09
1966,2.215629901769489e-09,5.539074754423723e-10
1967,4.930335695263466e-09,2.9582012395223956e-09
1968,2.6948494546985557e-09,8.982831700699023e-10
1969,9.083515606356229e-10,1.3625273131978588e-09
1970,2.7592350626548523e-09,1.3796175313274261e-09
