year,aurait_VERB écrit_VERB,aurait_VERB ecrit_VERB,aurait_VERB décrit_VERB
1841,1.842697372467228e-07,6.420548537278137e-10,1.4767261191650505e-08
1842,2.1600612853944767e-07,0.0,1.0733224087289273e-08
1843,2.3096022516710946e-07,0.0,1.4767278067040479e-08
1844,1.4819114824149437e-07,5.488561272137815e-10,1.3172547497219966e-08
1845,1.8749565811049251e-07,5.580227946389016e-10,6.138250796539069e-09
1846,1.914421972060154e-07,0.0,2.5759806732139623e-08
1847,2.1303233666003507e-07,0.0,3.343798482546845e-08
1848,1.8906270327079255e-07,8.045221711050488e-10,9.65426583121598e-09
1849,2.388133282238414e-07,8.379414939696517e-10,3.267971848686102e-08
1850,1.5071570658165e-07,0.0,6.788996032014438e-09
1851,1.5220675209093315e-07,0.0,1.5478653025979838e-08
1852,1.9075898194387264e-07,0.0,4.557382027314816e-09
1853,2.1558673779509263e-07,0.0,3.2845626662947325e-08
1854,1.6210472608690907e-07,0.0,9.871762074453727e-09
1855,2.0378638510010205e-07,0.0,1.963566731433275e-08
1856,1.7447128186631744e-07,5.177189232874468e-10,2.0708757375587084e-08
1857,2.069759830192197e-07,0.0,1.0251168802710708e-08
1858,2.2804530885878194e-07,9.787352039936081e-10,2.2510910469009104e-08
1859,2.2507406072236336e-07,5.092173349652285e-10,2.0877910955618972e-08
1860,3.144525351217453e-07,0.0,6.408057640072684e-09
1861,2.174059261506045e-07,4.715963730639317e-10,1.7920662287451705e-08
1862,3.0360868663592555e-07,4.517986262886353e-10,2.2589932147099034e-09
1863,2.232595477380528e-07,9.989241656072068e-10,1.0988165932701577e-08
1864,2.6371003514213953e-07,4.794727948009836e-10,1.7740493518658695e-08
1865,2.466386490596051e-07,0.0,2.9653119071326728e-08
1866,2.7442055738902127e-07,4.865612912574591e-10,1.0704348518686402e-08
1867,2.115825736836996e-07,0.0,9.7056229719783e-09
1868,2.0895667773856985e-07,4.93987406535723e-10,9.87974813071446e-10
1869,3.5893864946956455e-07,1.4650557433881772e-09,1.8069020057964735e-08
1870,2.6089921334460087e-07,0.0,3.383088653663435e-08
1871,3.4093977774318773e-07,0.0,3.186353225714811e-08
1872,2.0500479536167404e-07,0.0,2.6003558417642125e-08
1873,2.268695737939197e-07,5.986004469882289e-10,1.7359413462259e-08
1874,1.6669159208504425e-07,0.0,2.0911132381229436e-08
1875,2.3915984570521687e-07,0.0,2.460256709468922e-08
1876,2.9867314310649817e-07,0.0,1.6928840551599933e-08
1877,2.455371941323392e-07,6.184815992682502e-10,2.783167118991514e-08
1878,3.055778847738111e-07,0.0,2.3552445327368332e-08
1879,2.9446948701661313e-07,0.0,5.498392852132383e-09
1880,2.708331123812968e-07,0.0,2.9522093214495726e-08
1881,2.8657007078436436e-07,0.0,2.3009274485730202e-08
1882,2.469147943884309e-07,0.0,1.6638463051776853e-08
1883,2.540374168802373e-07,6.319338941018771e-10,9.479008689083912e-09
1884,3.1226025498654053e-07,6.601696966868076e-10,4.621187876807653e-09
1885,2.3591026376834634e-07,0.0,3.0939052209078e-08
1886,2.8524308959276823e-07,6.453463874400711e-10,1.5488312854472497e-08
1887,2.3242971280978963e-07,0.0,1.3710741875172516e-08
1888,2.8469361268435023e-07,0.0,2.9166827175686194e-08
1889,2.6250921791870496e-07,6.265136742733546e-10,2.4434033463194282e-08
1890,2.8642668326028797e-07,0.0,2.5562107097698572e-08
1891,2.1162411201203213e-07,0.0,1.784781566982474e-08
1892,2.707997452944255e-07,0.0,3.008885940403161e-08
1893,3.023782539912645e-07,6.158416554491453e-10,1.1700991287000306e-08
1894,2.5080126420107263e-07,0.0,2.3315696040526745e-08
1895,2.6782834083860507e-07,6.018614495673091e-10,2.7083764564395096e-08
1896,2.924926434388908e-07,0.0,1.3563166589847242e-08
1897,3.099811749507353e-07,0.0,1.631479840114025e-08
1898,2.891419228490122e-07,5.6583548957434e-10,1.1316709347397591e-08
1899,3.4215710797980137e-07,0.0,2.3768587098516036e-08
1900,2.9121807187948434e-07,5.191053142894475e-10,1.453494924419374e-08
1901,2.8502569193733507e-07,1.1177477832191585e-09,2.5708198236884527e-08
1902,2.6319122525819694e-07,4.910283846193408e-10,8.347482705062248e-09
1903,2.813514754507196e-07,0.0,1.1340462791054051e-08
1904,3.192527344708651e-07,0.0,1.289910045443321e-08
1905,2.9467935291904723e-07,5.160759042333041e-10,6.192911072844254e-09
1906,3.945589526210824e-07,0.0,2.3148830408104004e-08
1907,3.419990832753683e-07,5.142843373384665e-10,2.5714216533856415e-08
1908,3.094175156093115e-07,4.911389073214423e-10,2.2592390180875555e-08
1909,2.816503581470897e-07,0.0,1.3752458727367411e-08
1910,2.709484476781654e-07,5.344150677544235e-10,1.4963621453034648e-08
1911,3.229467040455347e-07,0.0,1.0108711201439746e-08
1912,3.2923543358265306e-07,5.209421227725386e-10,2.4484279492753558e-08
1913,3.1923997312333086e-07,0.0,2.227255713194154e-08
1914,3.4890035749413073e-07,6.696743715117748e-10,8.705766774141921e-09
1915,2.7449175377114443e-07,0.0,9.424609537234119e-09
1916,2.85674019551152e-07,0.0,9.888715624128963e-09
1917,2.6977403422279167e-07,0.0,3.289927441585405e-09
1918,2.8371349003464275e-07,0.0,9.189101035644853e-09
1919,2.9280957392074924e-07,9.207848372660976e-10,1.9336480860943084e-08
1920,3.248487416840362e-07,0.0,9.843901693784574e-09
1921,3.415309208776307e-07,0.0,2.196096815509918e-08
1922,2.744592109138466e-07,0.0,3.32007097370024e-08
1923,3.620038171447959e-07,0.0,2.0170300985000722e-08
1924,3.3904973406606587e-07,0.0,1.804827398643738e-08
1925,3.783373188070982e-07,0.0,1.0998178368026856e-08
1926,3.388425966477371e-07,0.0,2.452150482668003e-08
1927,3.4005137194981216e-07,0.0,2.7873062080630007e-08
1928,3.165013424677454e-07,0.0,1.0283437212876834e-08
1929,3.8434401972153864e-07,0.0,1.893869061575515e-08
1930,3.875829577282275e-07,0.0,1.1553964007759987e-08
1931,3.296148065601301e-07,0.0,1.3686427990933225e-08
1932,3.3207396654688637e-07,0.0,7.6716757391182e-09
1933,3.326491935240483e-07,0.0,1.8353059516584835e-08
1934,3.5225846772846126e-07,0.0,1.1981580172459871e-08
1935,3.195531803612539e-07,0.0,1.795242710045386e-08
1936,2.7765597110374074e-07,0.0,1.576212937948185e-08
1937,2.958912830308691e-07,1.2591118148108649e-09,1.510934133364117e-08
1938,3.2024078677750367e-07,0.0,2.074434313215079e-08
1939,2.676458734640619e-07,0.0,3.8235125288110794e-08
1940,2.7132875857205363e-07,0.0,2.028626333583361e-08
1941,2.4792620934022125e-07,0.0,2.6563522936839945e-08
1942,3.216264587990736e-07,0.0,2.4273694165799498e-08
1943,2.6129117713935557e-07,0.0,1.7419411690866582e-08
1944,2.8276036800889415e-07,0.0,3.213186161588055e-08
1945,3.3113261110884196e-07,0.0,1.5249527862692958e-08
1946,2.867747355139727e-07,0.0,2.7842208538686464e-08
1947,3.4332109066781413e-07,0.0,2.26496545963073e-08
1948,2.815818902490719e-07,1.0871887834440486e-09,2.2830963786191205e-08
1949,2.5426052729926596e-07,9.817008317369869e-10,2.1597418964347526e-08
1950,2.8928184292453807e-07,1.0635361480382244e-09,2.6588404367089424e-08
1951,3.3050346814889053e-07,1.0661401761424827e-09,1.5992101864981123e-08
1952,2.9209107310634863e-07,1.0544803918932644e-09,1.5817205323287453e-08
1953,2.7904212629437097e-07,0.0,1.0773827163745864e-08
1954,2.775400389509741e-07,0.0,2.14995790059902e-08
1955,3.266191583861655e-07,0.0,1.8771215692936494e-08
1956,2.886697814119543e-07,0.0,2.1802854632824165e-08
1957,2.783036734399502e-07,1.7670075402875796e-09,2.9155623693100097e-08
1958,2.6553900056569546e-07,0.0,3.8052320405768114e-08
1959,2.759266237717384e-07,0.0,2.325224279786653e-08
1960,2.7198873908673704e-07,0.0,1.3841666479663672e-08
1961,2.918226869041973e-07,6.948159270159238e-10,2.848745239703021e-08
1962,2.834854626598826e-07,0.0,2.2831043722248978e-08
1963,2.638149680933566e-07,0.0,1.939815952312074e-08
1964,3.4678620863815013e-07,6.083968329129164e-10,1.6426714211092985e-08
1965,3.693629366807727e-07,2.188817349590977e-09,2.0793764932136583e-08
1966,3.456382557942561e-07,0.0,1.606331601067268e-08
1967,3.150484531033726e-07,0.0,2.1200442290592036e-08
1968,3.49432156099283e-07,0.0,1.661823922916028e-08
1969,3.1746887430017523e-07,0.0,1.2716921737876419e-08
1970,2.7592349738370103e-07,9.197450023812337e-10,1.7935027685211935e-08
1971,3.221775273232197e-07,5.138397485282553e-10,1.5415192677892264e-08
1972,3.437198472511227e-07,1.0260293725750103e-09,9.747279428040656e-09
1973,2.690443352548755e-07,5.513203782392395e-10,2.4258095976392724e-08
1974,2.582137312856503e-07,5.625571675160757e-10,1.1251143128276908e-08
1975,2.9813926971655746e-07,5.711480177694739e-10,1.9990180177842376e-08
1976,2.799628191496595e-07,1.142705374768127e-09,1.5997875024709174e-08
1977,2.6974427669301804e-07,5.876781838942691e-10,1.4104276857551667e-08
1978,2.869305717467796e-07,0.0,9.504946163474415e-09
1979,2.691907639018609e-07,0.0,1.6970723493159312e-08
1980,2.38776323158163e-07,0.0,1.8760998088396263e-08
1981,2.587149765531649e-07,1.2651099057237047e-09,5.69299452024552e-09
1982,2.811998456309084e-07,1.2415004579935385e-09,1.1794254461960918e-08
1983,2.702955157474207e-07,6.315316047889041e-10,1.5788289786655696e-08
1984,2.528367701870593e-07,0.0,1.5657322549600394e-08
1985,2.4242697804766067e-07,0.0,2.5866899733273385e-08
1986,2.829397089954e-07,1.7983456945813714e-09,1.498621315931814e-08
1987,2.9698568937419623e-07,0.0,1.2221633483022742e-08
1988,2.620494115035399e-07,0.0,1.4991384134077634e-08
1989,3.2654327242198633e-07,1.0976244357863152e-09,2.0854864501984594e-08
1990,2.740671334322542e-07,1.6345953479657283e-09,2.0704874259536155e-08
1991,2.73144280527049e-07,1.1722930404189924e-09,1.52398094144246e-08
1992,3.1516881904281036e-07,1.1019888335184191e-09,1.4876849085965205e-08
1993,3.173965978930937e-07,1.1078414852150331e-09,2.3264671966671813e-08
1994,2.8220856052030285e-07,0.0,1.5297286992677073e-08
1995,3.2100908242682635e-07,1.626735190995987e-09,2.3858783393393423e-08
1996,3.0320364885483286e-07,0.0,2.6156651955488996e-08
1997,2.8337825597191113e-07,9.58978896292706e-10,2.5892429533769246e-08
1998,3.094515932389186e-07,9.536258449571733e-10,1.0489884516573511e-08
1999,2.9249287081256625e-07,0.0,1.416762351880152e-08
2000,2.871720425901003e-07,2.2090156370779823e-09,1.678851901942835e-08
2001,3.031798598840396e-07,0.0,2.4096664219541708e-08
2002,3.115048343715898e-07,0.0,1.1829298429688606e-08
2003,3.221031477096403e-07,1.2500769308587678e-09,2.5834921757450502e-08
2004,3.008472333476675e-07,8.809582507929292e-10,2.114299846311951e-08
2005,3.2156771112568094e-07,0.0,1.9366122927522156e-08
2006,3.43432020599721e-07,0.0,1.8942293067425453e-08
2007,2.8520582873170497e-07,7.988958938831558e-10,1.4380126422963713e-08
2008,2.954663216314657e-07,4.257439678578834e-10,1.9158479247494142e-08
2009,2.818001689774974e-07,0.0,2.7655516987579176e-08
2010,2.6217051640742284e-07,0.0,1.8895171649546683e-08
2011,2.3479188371311466e-07,0.0,2.2179037273417634e-08
2012,2.3353173617124412e-07,0.0,2.791487219155897e-08
2013,2.490688757461612e-07,0.0,2.5102124823206395e-08
2014,2.880042018205131e-07,0.0,2.2087540685333806e-08
2015,2.260906910578342e-07,0.0,2.5047301122071985e-08
2016,2.2370473118371592e-07,0.0,2.796309139796449e-08
2017,2.3420341221935814e-07,0.0,2.8677968444412727e-08
2018,2.2148984157865925e-07,0.0,2.1942467398616827e-08
2019,2.267828165258834e-07,0.0,2.9336359119724875e-08
