year,put_VERB étendre_VERB,put_VERB détendre_VERB
1800,1.5720821977538435e-08,0.0
1801,2.3811825844433088e-09,0.0
1802,1.1189200677108602e-08,0.0
1803,1.950339223455444e-09,0.0
1804,9.887403784603066e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,1.9928686256776018e-08,0.0
1808,2.2660739951163578e-09,0.0
1809,1.581321384946932e-08,0.0
1810,2.3401266702194334e-08,0.0
1811,2.5070767684098882e-09,0.0
1812,0.0,0.0
1813,4.026038169513413e-08,0.0
1814,1.8880061958270744e-08,0.0
1815,5.394447111228828e-09,0.0
1816,2.3176038865813098e-09,0.0
1817,1.0898113522728181e-08,0.0
1818,9.536941902865692e-09,0.0
1819,6.210630232317271e-09,0.0
1820,1.1866481131050932e-09,0.0
1821,3.94459531705138e-09,9.86148829262845e-10
1822,2.606660132187244e-08,1.0025615893027862e-09
1823,3.9530747564242574e-09,0.0
1824,6.736890156844311e-09,0.0
1825,7.044354433105582e-09,0.0
1826,1.0569580766173203e-08,0.0
1827,1.566936447261469e-08,0.0
1828,3.0268594741755805e-08,0.0
1829,1.800366966620004e-08,0.0
1830,2.817945699007396e-08,0.0
1831,3.1182412207897414e-09,0.0
1832,9.470978667991403e-09,0.0
1833,1.9692167896323554e-08,0.0
1834,1.213489042584115e-08,0.0
1835,4.5378527602224494e-09,0.0
1836,9.409050427677812e-09,6.720750067579218e-10
1837,1.2524203896191466e-08,0.0
1838,2.019891809368346e-08,0.0
1839,2.1673573158409454e-08,0.0
1840,2.0383003729307347e-08,0.0
1841,1.0914932957462042e-08,0.0
1842,1.7441490030023488e-08,0.0
1843,7.678984559333912e-09,0.0
1844,6.586273748609983e-09,0.0
1845,3.794555070157912e-08,5.580227946389016e-10
1846,4.6836010625384006e-09,0.0
1847,2.0494249852731627e-08,0.0
1848,2.494018680465615e-08,0.0
1849,1.75967720394965e-08,0.0
1850,2.851378333446064e-08,0.0
1851,2.257303499675345e-08,0.0
1852,1.7578472011337e-08,0.0
1853,1.7318601663873778e-08,0.0
1854,1.8704392701351935e-08,0.0
1855,2.3350523292720027e-08,0.0
1856,2.5368226630462232e-08,0.0
1857,2.4407546206361985e-08,0.0
1858,3.6213201326518174e-08,4.893676019968041e-10
1859,2.7497735644033128e-08,0.0
1860,2.3801355553132453e-08,4.577183909670879e-10
1861,1.5562680033553988e-08,0.0
1862,3.3884898442693157e-08,0.0
1863,3.0467187883687075e-08,4.994620828036034e-10
1864,1.821996598039277e-08,4.794727948009836e-10
1865,7.530950973944073e-09,4.706844358715045e-10
1866,3.259960479340407e-08,0.0
1867,2.2808213984149006e-08,0.0
1868,1.778354707937524e-08,0.0
1869,8.790334682373668e-09,0.0
1870,1.7202147262196377e-08,0.0
1871,2.549082545044712e-08,0.0
1872,1.8746751706544273e-08,0.0
1873,2.0352414864532875e-08,0.0
1874,2.0313670745508716e-08,5.974609140757536e-10
1875,1.0870901512305409e-08,0.0
1876,7.859819461941697e-09,0.0
1877,1.4225077116236662e-08,0.0
1878,1.69094480639842e-08,0.0
1879,5.498392852132383e-09,0.0
1880,2.4387816210946767e-08,0.0
1881,1.3945014920579979e-08,0.0
1882,8.652000893505374e-09,0.0
1883,1.0110942305630033e-08,6.319338941018771e-10
1884,1.4523733327109767e-08,0.0
1885,2.1915161241281567e-08,0.0
1886,1.613365974151293e-08,0.0
1887,1.7628096316002484e-08,0.0
1888,1.3949351895803375e-08,0.0
1889,2.5060546970934183e-09,0.0
1890,1.5075089621063853e-08,0.0
1891,8.92390783491237e-09,0.0
1892,4.387958441043338e-09,6.268512375839919e-10
1893,1.539604177480669e-08,0.0
1894,1.5123694296903523e-08,0.0
1895,1.8055843042930064e-08,6.018614495673091e-10
1896,7.66613794667137e-09,0.0
1897,1.1653427112179315e-09,0.0
1898,1.640922953072277e-08,1.13167097914868e-09
1899,1.2713430308508578e-08,2.2110313580014918e-09
1900,1.9206897405865675e-08,1.038210628578895e-09
1901,1.2854099118442264e-08,0.0
1902,7.365425602756659e-09,0.0
1903,9.1803746826713e-09,0.0
1904,1.3974025492302644e-08,0.0
1905,1.5998352864698973e-08,0.0
1906,2.211999294843281e-08,2.572092316910357e-09
1907,6.685696440911215e-09,0.0
1908,9.822778146428846e-09,4.911389073214423e-10
1909,1.1552065082298668e-08,0.0
1910,1.0153886620400954e-08,0.0
1911,2.0217422402879492e-08,0.0
1912,1.927485904218429e-08,0.0
1913,1.3257474229533273e-08,0.0
1914,1.808120764223986e-08,0.0
1915,8.246533234057551e-09,0.0
1916,1.8678685265172135e-08,0.0
1917,1.4256351654751143e-08,0.0
1918,1.9526840588923733e-08,0.0
1919,3.222746869369075e-08,0.0
1920,9.086678076641874e-09,0.0
1921,7.572747762196741e-09,0.0
1922,1.3280283539529592e-08,3.6889677978990676e-09
1923,3.1847844361720945e-09,0.0
1924,1.2891624656674594e-08,0.0
1925,1.7597084678300234e-08,0.0
1926,1.2260752413340015e-08,0.0
1927,1.6723836537835268e-08,0.0
1928,1.2568645679778001e-08,0.0
1929,8.912325100141061e-09,0.0
1930,1.05036033204442e-08,0.0
1931,2.167017854048936e-08,0.0
1932,1.4247397928102146e-08,0.0
1933,6.882397318719313e-09,0.0
1934,1.7972370258689807e-08,0.0
1935,1.555876849579363e-08,0.0
1936,1.4549657478823974e-08,1.2124714565686645e-09
1937,5.0364472592434595e-09,1.2591118148108649e-09
1938,9.075650453382877e-09,1.2965214457594243e-09
1939,1.070583532936098e-08,0.0
