year,est_VERB ecrit_ADJ,est_VERB décrit_ADJ
2009,9.53638501499654e-10,7.629108011997232e-09
2010,0.0,1.1809482280966677e-08
2011,0.0,6.118355155848576e-09
2012,0.0,4.765953853791416e-09
2013,0.0,4.462600067256517e-09
2014,0.0,4.980523993225461e-09
2015,0.0,4.43315073539452e-09
2016,0.0,1.86420612280358e-09
2017,0.0,4.024978128569501e-09
2018,2.5814667070633845e-10,6.195520096952123e-09
2019,2.55098775436835e-10,4.3366790158927415e-09
