year,attendant_VERB en_ADP,attendant_VERB dans_ADP
1897,3.6708296846654775e-08,4.1952336715667116e-08
1898,3.281845928349014e-08,3.5647634177848886e-08
1899,3.924580660452648e-08,3.6482017407024614e-08
1900,4.152842336679896e-08,4.2047531678690575e-08
1901,2.570819834790683e-08,3.409130755471779e-08
1902,2.0623192042990013e-08,3.6827128013783295e-08
1903,3.024123418349234e-08,3.834156458992766e-08
1904,1.666133719879781e-08,4.192207825326477e-08
1905,4.076999682300908e-08,1.8062657147766004e-08
1906,9.773950537805831e-09,3.446603713541663e-08
1907,3.908560830545582e-08,1.902852098112362e-08
1908,3.683541760501896e-08,2.4065807124884486e-08
1909,3.025541062129378e-08,2.7504917454734823e-08
1910,2.1911017000775246e-08,4.1684374951778125e-08
1911,4.149891807969652e-08,2.6069833292119426e-08
1912,3.2819352013824243e-08,3.229841283314272e-08
1913,1.6439267724877027e-08,2.6514948459066545e-08
1914,3.4153391226254826e-08,3.884111371421639e-08
1915,4.5944972271172446e-08,8.953379193599176e-08
1916,1.538244731591476e-08,7.251725264723063e-08
1917,3.180263163926611e-08,6.031533461570149e-08
1918,1.6080926812378493e-08,3.5607765624945387e-08
1919,2.394040587994084e-08,3.222746869369075e-08
1920,2.1202248401408497e-08,4.240449769099541e-08
1921,3.4077363153528495e-08,3.180553775905537e-08
1922,3.9103056792555435e-08,1.770704471937279e-08
1923,1.1677542488541803e-08,6.157249998750558e-08
1924,3.0939897754933554e-08,2.836157442231979e-08
1925,4.179307566687385e-08,4.06932585406139e-08
1926,2.0063049221974438e-08,5.461607699430715e-08
1927,1.56089151603922e-08,3.567751882815884e-08
1928,1.3711249025050165e-08,1.5996457491951332e-08
1929,3.34212200137074e-08,3.0079097435020685e-08
1930,2.9410089141812534e-08,4.621585603103995e-08
1931,3.079446386777818e-08,3.307553342324354e-08
1932,2.3015026440198483e-08,3.1782654730250215e-08
1933,2.867665571670841e-08,3.555905436769535e-08
1934,2.6359476379411717e-08,2.995395220750652e-08
1935,1.4361940969820353e-08,2.393656828303392e-08
1936,2.5461900587941955e-08,4.364897332465034e-08
1937,3.651424407280501e-08,2.1404900962807005e-08
1938,1.5558256905023882e-08,3.759912203804561e-08
1939,2.2941076593951948e-08,3.364691281149135e-08
1940,1.2678914584896006e-08,2.028626333583361e-08
1941,2.9515025090631752e-08,3.5418032950929046e-08
1942,2.4273694165799498e-08,4.5513175450651033e-08
1943,4.0645293575281016e-08,1.7419411690866582e-08
1944,1.927911696952833e-08,3.534504777746861e-08
1945,2.178504132643866e-08,4.357008043243127e-08
1946,2.645009811175214e-08,2.5057986796639398e-08
1947,2.7418003867296648e-08,5.006765846360395e-08
1948,2.9354097819123126e-08,3.587722829934137e-08
1949,1.8652315247891238e-08,2.4542520904446974e-08
1950,1.595304155443955e-08,2.7651940293083044e-08
1951,1.3859822622919182e-08,3.6248767543156646e-08
1952,3.7961295773492054e-08,2.4253049346611988e-08
1953,3.5553630262086244e-08,5.8178667217134716e-08
1954,2.6385847951004848e-08,4.9839933069506515e-08
1955,2.4402580844906652e-08,3.0972504561077585e-08
1956,1.8314396443841474e-08,4.447782231409292e-08
1957,1.6786571077620493e-08,3.0922631566454584e-08
1958,1.9026160202884057e-08,2.3989505493204888e-08
1959,1.7826720211111535e-08,3.8753738884622635e-08
1960,2.6991250123842292e-08,3.183583274779522e-08
1961,2.36237411854745e-08,3.196153341988861e-08
1962,3.614915167204913e-08,4.1856913046700583e-08
1963,1.9398160300276857e-08,3.814971361038033e-08
1964,2.5552667537454e-08,3.8937399027272335e-08
1965,1.91521518644322e-08,3.2832258967108174e-08
1966,3.046491092728587e-08,4.5974321571939925e-08
1967,3.352628197283991e-08,5.472672559569958e-08
1968,3.413476057367859e-08,4.6710725010168375e-08
1969,3.088395261752197e-08,3.67882368734751e-08
1970,2.4833115480626944e-08,3.632992928714884e-08
1971,3.905181988894668e-08,2.8261185835987135e-08
1972,4.463227654127877e-08,2.924183739594355e-08
1973,2.8117340233890786e-08,2.6463379043661917e-08
1974,2.700274492895005e-08,3.712877472139553e-08
1975,2.5701661243715535e-08,3.826691719055475e-08
1976,2.456816594609279e-08,4.170874490228016e-08
1977,2.52701610747863e-08,2.938390863960194e-08
1978,3.0297016007097e-08,3.386137237271214e-08
1979,2.8674669083628146e-08,2.6919078188747392e-08
1980,2.78572392375942e-08,4.150160037852402e-08
1981,2.6567307243041682e-08,4.68090675109778e-08
1982,2.60715092847974e-08,5.400527069987504e-08
1983,2.526126396951156e-08,3.6628833299801045e-08
1984,3.131464598737921e-08,4.291266320066711e-08
1985,3.609334697785016e-08,4.2108904807491854e-08
1986,4.136195053128233e-08,4.016305288345734e-08
1987,3.605381881932601e-08,3.9720310263113845e-08
1988,3.2981045006152954e-08,4.0176910465206106e-08
1989,2.798942277948413e-08,4.280735377282241e-08
1990,3.2691907458914926e-08,3.923028657482064e-08
1991,3.985796226402272e-08,4.689172128369279e-08
1992,2.975369817193041e-08,3.636563150610783e-08
1993,2.991171987876129e-08,4.763718419731333e-08
1994,3.006708121366941e-08,4.0616935592652226e-08
1995,3.1450216098072303e-08,3.904164547208211e-08
1996,2.7758079168549443e-08,2.989331449043675e-08
1997,3.116681313031222e-08,3.4043751928614086e-08
1998,4.00522863763797e-08,3.8145035241576863e-08
1999,3.1534388877929587e-08,3.5190549807495586e-08
2000,3.446064678058747e-08,3.622785649248783e-08
2001,3.7240301509200435e-08,3.373533025152753e-08
2002,4.3812213745830775e-08,4.3812213745830775e-08
2003,3.625223110592657e-08,4.625284300008303e-08
2004,3.1274018486016075e-08,4.889318408474175e-08
2005,3.4678872551374695e-08,4.053374469403792e-08
2006,4.241426476703225e-08,5.023825727645814e-08
2007,4.9531546864045595e-08,6.19144338021016e-08
2008,5.364373834026992e-08,5.619820536706399e-08
2009,3.9575998034280246e-08,5.864876828631793e-08
2010,5.337886133105485e-08,7.227403520104758e-08
2011,4.6652458673968056e-08,7.915622021736901e-08
2012,5.378719258875009e-08,9.089354760516422e-08
2013,6.526552609464886e-08,8.95309126835997e-08
2014,6.669571184225731e-08,1.0718953635802109e-07
2015,6.295073817774721e-08,9.797263267330436e-08
2016,6.773282157368499e-08,9.321030236542072e-08
2017,6.741838132207079e-08,8.90526383745538e-08
2018,5.937373548370317e-08,1.0041905840196819e-07
2019,6.275429909052832e-08,9.183556182179586e-08
