year,battant_VERB en_ADP,battant_VERB dans_ADP
1855,1.1038429192922194e-07,3.3964397516683675e-08
1856,1.1907535113486745e-07,2.4850508650864356e-08
1857,1.0055908683526127e-07,3.3194261561675376e-08
1858,1.1353328566165999e-07,3.327699715782728e-08
1859,1.797537123593429e-07,3.6154432336843456e-08
1860,1.7622157696961516e-07,6.865776214226571e-08
1861,1.3157539058283874e-07,4.433005784676425e-08
1862,1.2334102450495266e-07,2.4397126097142063e-08
1863,1.0488703594546678e-07,4.4452125536054155e-08
1864,1.0212770717998865e-07,2.828889478223573e-08
1865,1.3226231998508808e-07,1.4120533187167439e-08
1866,1.3283123223573057e-07,3.649209689982058e-08
1867,9.511510157267367e-08,4.707226963773792e-08
1868,1.3535255050101114e-07,5.0880701207844936e-08
1869,1.1671610877783678e-07,5.957893212116261e-08
1870,9.575861703581268e-08,1.834895613228582e-08
1871,2.0180236504074855e-07,4.779529860776677e-08
1872,1.808154441729215e-07,2.7817760428483496e-08
1873,2.0412274670533748e-07,4.3099231017418305e-08
1874,2.551158218011551e-07,2.1508592240593316e-08
1875,1.6592429119555163e-07,2.1741803024610817e-08
1876,1.529641804332016e-07,2.237025475970711e-08
1877,1.4348773724748298e-07,3.64904160221613e-08
1878,1.352755845118736e-07,2.5968081851512892e-08
1879,1.2463024112729926e-07,2.016077260691418e-08
1880,1.180883684170908e-07,2.1820677265083077e-08
1881,1.4014740173928786e-07,2.9284532632178895e-08
1882,1.1181046799535466e-07,3.7935693475432686e-08
1883,1.251229175824875e-07,3.5388296737437486e-08
1884,1.3401444931560036e-07,4.5551708183211304e-08
1885,1.2891271877757404e-07,4.1252068427866107e-08
1886,1.6520867118785532e-07,5.2918402104751294e-08
1887,1.834627801899913e-07,5.027272109714431e-08
1888,1.5851536261379806e-07,4.057993407968752e-08
1889,1.4660419339618258e-07,3.00726554769426e-08
1890,1.677922878418059e-07,3.6704562944578356e-08
1891,1.6063034402602483e-07,3.505821055682645e-08
1892,1.3539986021271488e-07,2.382034658410248e-08
1893,1.367168493970894e-07,4.6803965148001225e-08
1894,1.8589540218272305e-07,2.835692747282792e-08
1895,1.6370632116569084e-07,3.009307292245467e-08
1896,1.480154303568071e-07,2.0049897742069334e-08
1897,1.4508516277267347e-07,2.330685333618021e-08
1898,1.1486460682608168e-07,2.1501747937691107e-08
1899,1.4371704182281064e-07,2.432134493801641e-08
1900,1.515787535488755e-07,4.049021384844309e-08
1901,1.0618603973888696e-07,5.3651895370876446e-08
1902,1.7578816202679093e-07,5.155797921929661e-08
1903,1.306853365523608e-07,4.050165358648883e-08
1904,1.236163820195202e-07,4.407192477628996e-08
1905,1.2282606398628104e-07,3.818961857859904e-08
1906,1.430083322873088e-07,5.0927425832014706e-08
1907,1.3114251196100213e-07,3.137134346742343e-08
1908,1.193467558113781e-07,2.4556944921982904e-08
1909,1.0836937569536076e-07,3.740668841345496e-08
1910,1.2665637338926672e-07,4.542527942685837e-08
1911,1.0321526033862938e-07,3.351835786702395e-08
1912,1.0470936717688062e-07,3.80287765722187e-08
1913,1.108324880760847e-07,4.5075413623862914e-08
1914,1.5737347985878003e-07,5.424362470307642e-08
1915,3.4164209861131667e-07,3.2986132936230206e-08
1916,3.505000263359648e-07,3.955486249651585e-08
1917,2.0836207070829005e-07,6.360526116910847e-08
1918,2.159438761140109e-07,4.135095466040184e-08
1919,1.482463558577507e-07,4.051453178499642e-08
1920,1.219129308616118e-07,4.921950491620919e-08
1921,1.8174594407227573e-07,3.7863738810983705e-08
1922,1.3575400803489401e-07,5.75478971143184e-08
1923,1.1040586089805515e-07,3.715581931018619e-08
1924,9.668718048416736e-08,5.285566095913907e-08
1925,9.128487477028102e-08,3.079489729884699e-08
1926,1.270659730767676e-07,5.015762383209221e-08
1927,1.1929670606924958e-07,6.020581366783517e-08
1928,1.0626218649445462e-07,3.884854038460617e-08
1929,1.3145679078618855e-07,2.2280811862174232e-08
1930,1.4389936442427143e-07,4.20144132817768e-08
1931,1.0835089003791154e-07,3.877821086462063e-08
1932,1.0301964104009187e-07,6.356531490059325e-08
1933,1.1011836020813348e-07,7.455930273181366e-08
1934,8.74655370353139e-08,5.2718950982466595e-08
1935,7.899067533401194e-08,4.906996409204112e-08
1936,1.2488455602976956e-07,5.33487423126644e-08
1937,1.1709739800025432e-07,4.1550688223424004e-08
1938,1.400243145877056e-07,2.5930429359277696e-08
1939,1.0705835418178822e-07,3.364691281149135e-08
1940,1.0396709937410265e-07,3.042939566988423e-08
1941,1.5052663870918082e-07,7.37875680556499e-08
1942,1.2440268903901597e-07,4.5513175450651033e-08
1943,1.422585294008627e-07,8.419382169222445e-08
1944,1.0924832949399388e-07,3.534504600111177e-08
1945,1.3942425569624106e-07,5.010559211982013e-08
1946,1.197214967163518e-07,3.619487021211398e-08
1947,1.3828210931876583e-07,4.2915136333476767e-08
1948,9.567261027854101e-08,7.17544597073072e-08
1949,1.0798709204618007e-07,3.239612667016445e-08
1950,8.18922800682742e-08,2.8715476663165873e-08
1951,8.848963362062534e-08,4.157946520422229e-08
1952,7.381363020808607e-08,3.585233443459401e-08
1953,9.265491796028869e-08,2.908933460776808e-08
1954,1.0065711908424646e-07,3.9090146231046674e-08
1955,9.385607890877168e-08,2.2525458831523792e-08
1956,1.2384021008671198e-07,4.971050771018781e-08
1957,7.598132478747743e-08,1.5019564092444426e-08
1958,8.768578330098364e-08,5.3769582231133484e-08
1959,1.1936151445013365e-07,4.417926291466756e-08
1960,1.0381249992974517e-07,3.737249848478896e-08
1961,1.1742389371960371e-07,4.7247482370949e-08
1962,1.2874171551047198e-07,5.0735650347633054e-08
1963,1.0216364421111734e-07,4.6555584276575246e-08
1964,1.0342746126212887e-07,3.954579413933956e-08
1965,1.056104381724765e-07,4.651237023312049e-08
1966,8.585565680618856e-08,3.9881337343672385e-08
1967,9.17042402015511e-08,3.5005382481578806e-08
1968,1.0420085061468853e-07,4.132102701670526e-08
1969,1.0854801035797834e-07,4.269252371069676e-08
1970,9.42738594966741e-08,3.265094933313506e-08
1971,9.2491156955532e-08,3.391342340286485e-08
1972,8.77255144082767e-08,3.950213023351523e-08
1973,1.262523707801222e-07,5.8991279416886755e-08
1974,1.0238540726348333e-07,3.09406438248061e-08
1975,8.967024189843187e-08,3.198428810691212e-08
1976,8.398884743243684e-08,4.228009931050991e-08
1977,8.580101751309854e-08,3.761140376923322e-08
1978,9.029698944118536e-08,3.386137148453372e-08
1979,1.0767630698182984e-07,3.160065564777881e-08
1980,9.437350279029033e-08,3.240536017301565e-08
1981,1.1765521978901461e-07,3.352541277923393e-08
1982,1.0738978994950799e-07,3.9107263205551135e-08
1983,8.967748765797978e-08,3.347117549790113e-08
1984,1.0786156146025405e-07,3.94332572151157e-08
1985,1.1610027161879088e-07,3.549179083961462e-08
1986,1.0670184069638822e-07,3.8964154680520835e-08
1987,1.2649390646046754e-07,3.177624918748734e-08
1988,9.534520684084669e-08,4.077656601264579e-08
1989,9.165164005509041e-08,4.006329135108899e-08
1990,1.2259464909902817e-07,4.3044344200104945e-08
1991,1.1136783939491579e-07,5.158089477763639e-08
1992,9.477104301325312e-08,2.7549720726938176e-08
1993,9.804397160806388e-08,4.3205819366676224e-08
1994,1.2185080233706458e-07,4.800183356357124e-08
1995,1.051955482722633e-07,3.795715536325517e-08
1996,1.072956532510716e-07,4.217092808289635e-08
1997,1.0596716570887565e-07,3.6920686508068457e-08
1998,1.130046656250272e-07,4.1959538066294044e-08
1999,9.140402656981905e-08,3.701862993921168e-08
2000,1.0338193900949477e-07,4.3296708884810187e-08
2001,9.5948538003654e-08,3.461157405126869e-08
2002,1.0076809253689589e-07,3.7678505648841565e-08
2003,1.0875668454701781e-07,3.333538245442469e-08
2004,1.255365535968167e-07,3.1274016265570026e-08
2005,1.1439523994738465e-07,3.557962202638265e-08
2006,1.1447733871960963e-07,3.74727981977685e-08
2007,1.2582610064981736e-07,4.633596195624534e-08
2008,1.3155488076677102e-07,4.981204523857308e-08
2009,1.3398621234728125e-07,6.294014087693256e-08
2010,1.6911178679634986e-07,5.763027355332184e-08
2011,1.900514128294617e-07,8.336258616736814e-08
2012,2.2944663413682065e-07,9.463822861488502e-08
2013,2.499056055427218e-07,1.1574868985508857e-07
2014,2.5140818848967683e-07,1.1173697345157052e-07
2015,2.5867436281856726e-07,1.0794721934381801e-07
2016,2.524963385042156e-07,1.1620217349461726e-07
2017,2.495486475240227e-07,1.3710081306350652e-07
2018,2.731191734994809e-07,1.4198066367043793e-07
2019,2.380071526530969e-07,1.2372291147144665e-07
