year,auraient_VERB ôté_VERB,auraient_VERB doté_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,1.1189200677108602e-08,0.0
1803,9.751696339321825e-09,0.0
1804,7.4155526164076946e-09,7.4155526164076946e-09
1805,1.9900143755080535e-08,0.0
1806,2.881669125542885e-09,0.0
1807,1.1387820464392462e-08,0.0
1808,2.2660739951163578e-09,0.0
1809,2.25903047379461e-08,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,5.751483289628823e-09,0.0
1814,2.2026739543434815e-08,0.0
1815,2.966945977789237e-08,0.0
1816,1.1588019432906549e-08,0.0
1817,3.113746815941454e-09,0.0
1818,1.668964877410417e-08,0.0
1819,1.035105001712111e-09,0.0
1820,3.322614716694261e-08,0.0
1821,7.88919063410276e-09,0.0
1822,1.7043547018147365e-08,0.0
1823,2.2730180404550993e-08,0.0
1824,2.0210670470532932e-08,0.0
1825,9.68598712347557e-09,3.522177216552791e-09
1826,9.688783109140786e-09,0.0
1827,8.295545583791863e-09,0.0
1828,2.2013523448549677e-08,1.8344602503717056e-09
1829,6.858540846366168e-09,1.714635211591542e-09
1830,1.461157062010443e-08,1.0436835840010872e-09
1831,3.1182412207897414e-09,0.0
1832,1.6235963684607668e-08,8.117981842303834e-09
1833,1.1583628500844156e-09,3.4750886612755494e-09
1834,5.600718555598405e-09,4.667265685043276e-09
1835,8.31939672707449e-09,0.0
1836,1.2769425516978572e-08,0.0
1837,1.3219993100221927e-08,6.957890930081589e-10
1838,2.1461350030449466e-08,0.0
1839,1.8177836125232716e-08,1.677954131196202e-08
1840,3.248541347034006e-08,0.0
1841,3.017657945747487e-08,1.2841097074556274e-09
1842,1.1404051036834062e-08,1.6770663080478698e-08
1843,1.3585895075607368e-08,1.1813822142769936e-09
1844,5.488561161115513e-09,5.488561272137815e-10
1845,1.5066614622583074e-08,5.580227835366713e-09
1846,4.6836010625384006e-09,5.854501328173001e-10
1847,1.6718992412734224e-08,8.089835468183537e-09
1848,1.287235473768078e-08,3.218088684420195e-09
1849,2.9327951622803994e-08,3.3517659758786067e-09
1850,2.3761487000228954e-08,2.7155984128057753e-09
1851,8.384270167027807e-09,1.9348316282474798e-09
1852,7.161600201754936e-09,2.6042181744401205e-09
1853,8.360704129017904e-09,1.1943863675867306e-09
1854,8.832629738719788e-09,5.195664454227256e-10
1855,3.1841622671890946e-09,0.0
1856,4.141751386299575e-09,7.248064815001953e-09
1857,7.322263684272912e-09,9.763018171682347e-10
1858,1.6149130033227266e-08,2.4468380654951716e-09
1859,1.2221216039165483e-08,8.656694916453489e-09
1860,6.408057640072684e-09,3.661747127736703e-09
1861,2.357981809808507e-09,4.715963730639317e-10
1862,8.132375661773494e-09,1.8071945051545413e-09
1863,2.4973103585068657e-09,4.994620828036034e-10
1864,1.4863656971897399e-08,1.9178911792039344e-09
1865,1.4591217123438582e-08,3.765475486972036e-09
1866,5.352174259343201e-09,4.865612912574591e-10
1867,3.88224918879132e-09,3.396968040192405e-09
1868,1.0867722721741302e-08,4.93987406535723e-10
1869,1.12320943657096e-08,2.9301114867763545e-09
1870,6.307453670473251e-09,2.8670243956696595e-09
1871,5.3105884134652115e-09,0.0
1872,1.8142017887967654e-09,6.047339295989218e-10
1873,1.1972008939764578e-09,0.0
1874,2.9873046258899194e-09,0.0
1875,9.7265964171811e-09,1.716458086775674e-09
1876,3.4462285469771814e-08,1.813804439976252e-09
1877,7.421779191219002e-09,1.2369631985365004e-09
1878,1.8117265465633636e-09,0.0
1879,7.331190321480108e-09,1.221865053580018e-09
1880,3.2089231272180996e-09,1.2835692508872398e-09
1881,4.8807553554297556e-09,2.091752326904839e-09
1882,1.6638463051776853e-08,1.3310770263785798e-09
1883,1.8958017378167824e-09,0.0
1884,2.6406787867472303e-09,5.941527270181268e-09
1885,9.023890079618013e-09,1.933690763067375e-09
1886,5.162771099520569e-09,0.0
1887,4.570247291724172e-09,0.0
1888,9.510921827882157e-09,1.2047167707862627e-08
1889,0.0,3.132568426877924e-09
1890,0.0,0.0
1891,6.3742202627281586e-09,2.5496880162734215e-09
1892,5.014809900671935e-09,6.268512375839919e-10
1893,6.15841644346915e-09,1.2316833108982905e-09
1894,4.411077725308132e-09,3.780923574225881e-09
1895,6.018614495673091e-10,6.018614495673091e-09
1896,5.307326134129653e-09,1.7691086373616827e-09
1897,7.574727511894253e-09,5.826713556089658e-10
1898,2.26334195829736e-09,1.6975064687230201e-09
1899,5.527578395003729e-09,0.0
1900,1.5573159428683425e-09,1.5573159428683425e-09
1901,0.0,2.794369402536745e-09
1902,1.4730852093691738e-09,4.910283846193408e-10
1903,5.400220270956879e-09,2.7001101354784396e-09
1904,3.2247751136083025e-09,3.7622376325430196e-09
1905,2.0643036169332163e-09,1.0321518084666081e-09
1906,6.173021205313489e-09,1.5432553013283723e-09
1907,3.0857059130084963e-09,3.599990305858114e-09
1908,0.0,6.384805573134145e-09
1909,5.500983557560346e-10,2.2003934230241384e-09
1910,2.67207544979442e-09,2.67207544979442e-09
1911,5.852411444351446e-09,1.0640748282497725e-09
1912,3.646594803896619e-09,4.167536982180309e-09
1913,3.71209285532359e-09,5.30298971401777e-10
1914,1.2723813114234872e-08,6.696743715117748e-10
1915,0.0,0.0
1916,1.0987462051303964e-09,0.0
1917,0.0,0.0
1918,0.0,3.44591288836682e-09
1919,1.1049418269237776e-08,4.603924352863942e-09
1920,3.786115865267448e-09,5.300562211374427e-09
1921,7.572747429129834e-10,7.572747429129834e-10
1922,2.2133805899215986e-09,7.377935484775833e-10
1923,0.0,1.0615948120573648e-09
1924,2.578324886925998e-09,0.0
1925,8.798542339150117e-09,4.399271169575059e-09
1926,7.802296586589819e-09,2.229227691330493e-09
1927,2.2298449753321847e-09,4.4596899506643695e-09
1928,2.2852082448565625e-09,0.0
1929,5.570202965543558e-09,3.342121912552898e-09
1930,1.0503603542488804e-09,0.0
1931,1.1405356659111021e-09,6.843213995466613e-09
1932,5.4797681947604815e-09,0.0
1933,3.4411986593596566e-09,0.0
1934,1.1981580172459871e-09,1.1981580172459871e-09
1935,1.196828414151696e-09,1.196828414151696e-09
1936,4.849885826274658e-09,0.0
1937,2.5182236296217297e-09,2.5182236296217297e-09
1938,3.8895642262559704e-09,0.0
1939,1.5294050470515685e-09,0.0
1940,0.0,5.0715658339584024e-09
1941,0.0,0.0
1942,0.0,0.0
1943,5.806470415592457e-09,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,0.0
1946,2.7842208538686464e-09,0.0
1947,1.1920870957027319e-09,0.0
1948,1.0871888278529696e-08,1.0871887834440486e-09
1949,2.945102384188658e-09,0.0
1950,1.1698897850465073e-08,3.190608444114673e-09
1951,4.264560704569931e-09,0.0
1952,8.435843135146115e-09,1.0544803918932644e-09
1953,0.0,2.1547654771580937e-09
1954,8.795282724349818e-09,0.0
1955,3.754243138587299e-09,9.385607846468247e-10
1956,1.744228317335228e-09,2.616342476002842e-09
1957,3.534015080575159e-09,0.0
1958,5.790570245522986e-09,5.790570245522986e-09
1959,4.650448914844674e-09,4.650448914844674e-09
1960,6.2287499602575735e-09,6.920833350854139e-10
1961,1.3896318540318475e-09,0.0
1962,3.805173953708163e-09,0.0
1963,7.1126584622049904e-09,0.0
1964,3.6503808864551957e-09,2.4335873316516654e-09
1965,6.0192477668863376e-09,2.188817349590977e-09
1966,4.431259803538978e-09,0.0
1967,5.916402479044791e-09,0.0
1968,3.5931326802796093e-09,0.0
1969,3.1792304344691047e-09,1.3625273131978588e-09
1970,5.978342709767048e-09,2.7592350626548523e-09
1971,2.569198631618974e-09,5.138397485282553e-10
1972,2.565073486948677e-09,4.6171320100540925e-09
1973,2.7566018356850464e-09,3.3079223804577396e-09
1974,5.625571564138454e-09,3.937900228123681e-09
1975,2.8557400888473694e-09,1.1422960355389478e-09
1976,1.7140580066410394e-09,0.0
1977,2.3507127355770763e-09,1.7630346071939584e-09
1978,3.5643548113029055e-09,1.1881182704343018e-09
1979,2.925986564150662e-09,2.925986564150662e-09
1980,6.822181042309694e-09,5.685150683554241e-10
1981,0.0,3.1627747087981106e-09
1982,2.483000915987077e-09,2.483000915987077e-09
1983,2.5261264191556165e-09,1.89459470334441e-09
1984,5.799008495621649e-10,5.799008495621649e-10
1985,1.8046674155058895e-09,3.609334831011779e-09
1986,4.196139880008332e-09,1.7983456945813714e-09
1987,6.110816852533674e-10,4.277571630240118e-09
1988,1.798966087207532e-09,1.798966087207532e-09
1989,3.841685636274406e-09,1.0976244357863152e-09
1990,3.814055737905164e-09,0.0
1991,5.861465202094962e-10,0.0
1992,1.1019888335184191e-09,5.509944167592096e-10
1993,3.877445031719162e-09,3.323524566667402e-09
1994,4.2199412852994556e-09,1.5824779264761446e-09
1995,2.1689803286761844e-09,1.0844901643380922e-09
1996,5.3380921904988554e-09,2.135236876199542e-09
1997,2.3974471297094624e-09,0.0
1998,9.536258449571733e-10,1.9072516899143466e-09
1999,2.7421207526856506e-09,0.0
2000,1.7672125984802278e-09,4.4180314962005696e-10
2001,5.257454027685071e-09,4.3812117822561447e-10
2002,2.1906108038649563e-09,1.3143663935011318e-09
2003,2.9168460979889232e-09,2.5001538617175356e-09
2004,1.3214374039449694e-09,8.809582507929292e-10
2005,5.404499514582994e-09,4.5037495954858286e-10
2006,2.4707338397433887e-09,4.1178899179428186e-10
2007,4.393927444112933e-09,1.997239706952314e-09
2008,2.554463751636149e-09,4.257439678578834e-10
2009,4.291373478793048e-09,2.384096253749135e-09
2010,3.7790344187271785e-09,9.447586046817946e-10
2011,5.353560705856353e-09,0.0
2012,2.0425516833455504e-09,1.0212758416727752e-09
2013,1.3945624655065103e-09,1.3945624655065103e-09
2014,5.630157673408576e-09,6.496335691608124e-10
2015,4.211493376260478e-09,1.10828768384863e-09
2016,5.3854840587064245e-09,8.285360175719347e-10
2017,2.264050280587071e-09,0.0
2018,3.0977600484760615e-09,2.5814667070633845e-10
2019,3.3162841361900064e-09,1.02039510174734e-09
