year,charmant_VERB en_ADP,charmant_VERB dans_ADP
1856,7.7657837382894e-09,8.904765280703941e-08
1857,2.0990489346672803e-08,8.445010735158576e-08
1858,1.1255455178993401e-08,1.0129909167044815e-07
1859,1.6804171831807935e-08,1.4665459890927934e-07
1860,1.9681891672007623e-08,9.29168351149201e-08
1861,6.6023493339173456e-09,9.148969803973728e-08
1862,1.2650361647104091e-08,7.725756792642535e-08
1863,6.493007020935693e-09,8.790532346480973e-08
1864,2.3973639073915365e-08,9.109983378774444e-08
1865,9.413688495385486e-09,8.189909472822166e-08
1866,3.4059290943133647e-09,9.633913872209021e-08
1867,1.455843445796745e-08,1.111293812527947e-07
1868,5.9278488784286765e-09,1.2201489141272504e-07
1869,1.9534076356464425e-08,1.1329764393330777e-07
1870,5.160643912205387e-09,9.117137445002754e-08
1871,1.3807530230280918e-08,7.647247457498452e-08
1872,3.628403577593531e-09,8.829115216713035e-08
1873,7.183205141814142e-09,8.61984617017697e-08
1874,9.559374625212058e-09,1.0873788880427782e-07
1875,4.005069165202713e-09,1.1614699957362973e-07
1876,8.464420275799966e-09,8.524880845683924e-08
1877,1.1751150275074451e-08,1.249332854946772e-07
1878,1.4493813149663026e-08,1.1293095525388708e-07
1879,8.55305515301552e-09,1.081350577969431e-07
1880,1.3477477134316018e-08,1.1487945039689862e-07
1881,7.669758161910067e-09,1.1365187418954648e-07
1882,7.986462158271479e-09,1.1314154746422389e-07
1883,2.5277355764075082e-09,1.1690777318440482e-07
1884,1.2543224237049344e-08,9.506443898743555e-08
1885,9.668453704314572e-09,8.959433728250588e-08
1886,9.034849313138693e-09,9.0993839518827e-08
1887,1.2404956672984468e-08,1.0315700649243809e-07
1888,9.510922049926762e-09,9.193891514769348e-08
1889,1.3783300722991498e-08,9.397704880953484e-08
1890,2.6872984115744458e-08,1.114245676281378e-07
1891,6.374219818638949e-09,1.306715091686783e-07
1892,1.3790726782758611e-08,9.214713214689141e-08
1893,1.4780200174868696e-08,7.636436577529437e-08
1894,1.2603078580752936e-08,8.633108850020221e-08
1895,1.2639090440913492e-08,6.740847879882494e-08
1896,1.6511681300013237e-08,9.612157136906774e-08
1897,1.4566784223291052e-08,6.817254671886985e-08
1898,2.2633418694795182e-08,7.695362702619946e-08
1899,4.4220627160029835e-09,6.411990760568642e-08
1900,1.349673794948103e-08,8.513326799075571e-08
1901,1.732509075091926e-08,8.327221223680681e-08
1902,7.856453987376e-09,6.285163611785549e-08
1903,9.720396265677778e-09,8.262336725906039e-08
1904,1.1286712897629059e-08,4.2997002402955786e-08
1905,1.3417973843132813e-08,8.463644651790503e-08
1906,1.1317205561578447e-08,7.047532957216163e-08
1907,1.131425531042396e-08,7.81712212183372e-08
1908,1.3751889627044989e-08,6.728602830463615e-08
1909,1.1552065692921332e-08,7.756387088164729e-08
1910,1.9238942883248455e-08,1.1383040998680372e-07
1911,1.3832972878269345e-08,1.1066378180490943e-07
1912,1.9795800554334164e-08,9.220675484256091e-08
1913,1.3257474229533273e-08,8.962052633343376e-08
1914,1.5402511266415786e-08,7.165515825136026e-08
1915,2.3561523843085297e-09,5.8903807942378705e-08
1916,1.3184954461564757e-08,4.614734194774428e-08
1917,4.386569774084137e-09,4.934891117969187e-08
1918,1.2635013924011673e-08,9.878283702136059e-08
1919,2.8544329566670967e-08,6.44549373873815e-08
1920,1.1358347595802343e-08,9.16240026072046e-08
1921,3.0290989716519334e-09,1.0526119137432843e-07
1922,8.115729421831475e-09,6.71392115236813e-08
1923,1.2739137744688378e-08,9.448193472039179e-08
1924,6.445812328337297e-09,7.863890860715372e-08
1925,1.8696901804560184e-08,8.908524051776112e-08
1926,8.916910765321973e-09,9.13983342343272e-08
1927,1.1149224654616319e-08,8.138934071144632e-08
1928,9.14083297942625e-09,8.912312288167357e-08
1929,1.8938691281888964e-08,7.798284373805586e-08
1930,1.7856125467119455e-08,7.982738736700412e-08
1931,4.5621426636444085e-09,6.272946340146746e-08
1932,1.2055489939655217e-08,4.274219378430644e-08
1933,2.294132506186486e-08,5.620624632385329e-08
1934,1.1981580172459871e-08,5.2718952758823434e-08
1935,2.154291056655211e-08,6.103825000991492e-08
1936,1.576212937948185e-08,7.517323297179246e-08
1937,1.2591118148108649e-09,6.043736533456467e-08
1938,5.186085783037697e-09,4.2785206488815675e-08
1939,7.647025235257843e-09,4.7411555570420205e-08
1940,5.0715658339584024e-09,3.0429395447839624e-08
1941,2.3612020783048138e-08,5.607854847156091e-08
1942,1.2136847082899749e-08,8.192371581117186e-08
1943,2.322588166236983e-08,3.774205836748479e-08
1944,6.4263723231761105e-09,4.4984606262232774e-08
1945,1.089252066321933e-08,5.446259976338297e-08
1946,6.960552134671616e-09,6.542919273044845e-08
1947,1.4305045148432782e-08,5.245183132274178e-08
1948,2.1743776335014786e-08,5.870819363984481e-08
1949,1.1780409536754632e-08,6.577395339490977e-08
1950,9.571825110299415e-09,5.424034199563721e-08
1951,6.396841278899501e-09,4.904244832459881e-08
1952,9.490323193972472e-09,5.7996423108441775e-08
1953,8.619061908632375e-09,6.248819972576314e-08
1954,5.863521668203475e-09,4.3976411623347644e-08
1955,8.447047505910632e-09,5.5375085850073447e-08
1956,1.5698054411927842e-08,5.5815306154727296e-08
1957,1.1485549400447326e-08,3.8874166108371355e-08
1958,3.3088973783179654e-09,4.384289198355873e-08
1959,1.1626121954044777e-08,4.650448615084457e-08
1960,6.2287499602575735e-09,4.498541628095154e-08
1961,1.181187059273725e-08,4.5163035256035045e-08
1962,1.2049716779927166e-08,4.5662084613429244e-08
1963,7.1126584622049904e-09,4.267594988505152e-08
1964,7.909158661334459e-09,5.47557162944301e-08
1965,4.3776345326485e-09,5.4720434405908236e-08
1966,1.38476865529924e-08,4.043524626240469e-08
1967,8.381570104631919e-09,4.240088535834019e-08
1968,1.0779397818794223e-08,6.018497239468346e-08
1969,4.541757803178115e-09,3.088395317263348e-08
1970,1.0577067943717822e-08,4.5067503895435124e-08
1971,8.735275613958038e-09,4.932861596973481e-08
1972,8.721249500354133e-09,6.515286798958186e-08
1973,4.410563136936219e-09,4.1349027923853754e-08
1974,7.313243344242437e-09,2.925297337696975e-08
1975,3.4268881066168433e-09,3.255543745694922e-08
1976,4.570821499072508e-09,3.7709277478370495e-08
1977,3.5260691033656144e-09,2.4682484334181964e-08
1978,2.3762365408686037e-09,3.089107558640336e-08
1979,4.096381456264453e-09,3.2185852205657284e-08
1980,1.2507331170752423e-08,3.013129928897129e-08
1981,5.0604397339171214e-09,2.0874313833019187e-08
1982,3.1037510339615437e-09,2.4209259708030118e-08
1983,1.0736036948344463e-08,2.8418922992656803e-08
1984,7.538710988796993e-09,2.551563760277986e-08
1985,6.617113856854928e-09,2.9476234453262862e-08
1986,8.991728306373403e-09,2.517683839187157e-08
1987,5.49973533381376e-09,2.322110398411681e-08
1988,2.99827696004229e-09,2.338656018840979e-08
1989,7.683371272548811e-09,3.128229764115531e-08
1990,5.993515905799995e-09,2.8332985346768425e-08
1991,8.20605094986604e-09,1.875668825812582e-08
1992,5.5099441120809445e-09,1.983579878128694e-08
1993,3.877445031719162e-09,3.489700617365088e-08
1994,8.967375231261343e-09,2.5847139484280746e-08
1995,7.049185846152994e-09,1.843633334885908e-08
1996,6.4057106285986265e-09,1.8683322222656784e-08
1997,1.5343662340683295e-08,2.3015493955114152e-08
1998,5.2449422582867555e-09,2.050295544453462e-08
1999,1.0511462811280126e-08,2.422206613061917e-08
2000,1.3695897749244068e-08,3.3135236776615784e-08
2001,7.009938934876558e-09,2.453478592512326e-08
2002,7.886198694073698e-09,2.1467984723244626e-08
2003,9.167230530238157e-09,2.8335076007746096e-08
2004,8.369103104977071e-09,2.5547788606861133e-08
2005,6.755624171184138e-09,1.981649888627146e-08
2006,5.353256837814513e-09,2.8413440822383507e-08
2007,1.2382886549477945e-08,3.395307715536866e-08
2008,1.9158479247494142e-08,3.6613982290489844e-08
2009,1.811913175053803e-08,4.100645556448512e-08
2010,1.4171379458804978e-08,3.684558436134466e-08
2011,2.5238214962364225e-08,4.435807454683527e-08
2012,2.655317102306931e-08,5.1404217021877585e-08
2013,2.398647502843687e-08,5.717706369479103e-08
2014,2.9233510639992133e-08,5.976628565662612e-08
2015,2.194409667866104e-08,7.137372422250099e-08
2016,2.5477482151758934e-08,9.176036366853602e-08
2017,2.7420163917213358e-08,5.3834081442660775e-08
2018,2.9170574067372e-08,6.815072289834134e-08
2019,2.9591457728628257e-08,6.19890042630189e-08
