year,eût_VERB étendu_VERB,eût_VERB détendu_VERB
1932,6.575722188983946e-09,0.0
1933,1.1470662641954732e-08,0.0
1934,8.38710612072191e-09,0.0
1935,8.377798899061872e-09,0.0
1936,1.4549657478823974e-08,1.2124714565686645e-09
1937,3.777335333410292e-09,0.0
1938,7.779128452511941e-09,0.0
1939,1.6823456405745674e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,3.034211770724937e-09,0.0
1943,1.7419411690866582e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,1.9606536838523425e-08,2.178504043826024e-09
1946,6.960552134671616e-09,0.0
1947,1.1920871401116528e-08,1.1920870957027319e-09
1948,6.523132700664291e-09,2.174377566888097e-09
1949,9.817008539414473e-09,1.9634016634739737e-09
1950,1.2762433776458693e-08,0.0
1951,6.396841278899501e-09,4.264560704569931e-09
1952,1.0544804140977249e-08,1.0544803918932644e-09
1953,8.619061908632375e-09,2.1547654771580937e-09
1954,8.795282724349818e-09,0.0
1955,6.569925492527773e-09,0.0
1956,1.1337483840634377e-08,8.72114158667614e-10
1957,6.184526224473075e-09,2.6505113659425206e-09
1958,3.3088973783179654e-09,0.0
1959,1.0851047171911432e-08,2.325224457422337e-09
1960,2.076250060767393e-09,0.0
1961,2.779263708063695e-09,6.948159270159238e-10
1962,4.43936931660005e-09,1.9025869768540815e-09
1963,6.466053470433053e-09,1.2932106496776896e-09
1964,3.041984220075733e-09,0.0
1965,4.924839203113152e-09,5.472043373977442e-10
1966,7.200797291773142e-09,5.539074754423723e-10
1967,9.367637332502454e-09,3.451234853457663e-09
1968,4.491415683816058e-09,4.4914158503495116e-10
1969,3.6334062425424918e-09,9.083515606356229e-10
1970,3.219107425067591e-09,1.3796175313274261e-09
1971,5.652237344833111e-09,1.0276794970565106e-09
1972,5.130146862875051e-10,5.130146862875051e-10
1973,2.7566018356850464e-09,0.0
1974,3.3753431161187564e-09,5.625571675160757e-10
1975,5.711480177694739e-09,5.711480177694739e-10
1976,3.4281160132820787e-09,0.0
1977,3.526069214387917e-09,0.0
1978,1.128712323605896e-08,1.7821774056514528e-09
1979,6.437170796402825e-09,0.0
1980,6.822181042309694e-09,5.685150683554241e-10
1981,1.8976649140967083e-09,6.325549528618524e-10
1982,3.7245013739806154e-09,0.0
1983,3.157658134966823e-09,1.89459470334441e-09
1984,5.799008495621649e-10,5.799008495621649e-10
1985,3.0077789148208467e-09,0.0
1986,2.997242676272549e-09,0.0
1987,3.0554083707556856e-09,0.0
1988,2.398621523624911e-09,5.996553809062277e-10
1989,1.6464366536794728e-09,0.0
1990,4.90378582185258e-09,0.0
1991,4.68917216167597e-09,0.0
1992,2.2039776670368383e-09,5.509944167592096e-10
1993,0.0,0.0
1994,3.164955852952289e-09,0.0
1995,1.626735190995987e-09,0.0
1996,2.135236876199542e-09,0.0
1997,2.3974471297094624e-09,0.0
1998,9.536258449571733e-10,0.0
1999,4.113180906983871e-09,9.140402323914998e-10
2000,6.627047355323157e-09,0.0
2001,4.3812117822561447e-10,4.3812117822561447e-10
2002,4.38122149670761e-10,0.0
2003,1.6667691671301554e-09,0.0
2004,2.2023955992267474e-09,0.0
2005,1.8014998381943315e-09,0.0
2006,2.0589450144825605e-09,0.0
2007,2.3966877371606188e-09,0.0
2008,5.5346713878634546e-09,0.0
2009,2.384096253749135e-09,9.53638501499654e-10
2010,0.0,4.723793023408973e-10
2011,1.529588788962144e-09,0.0
2012,2.382976926895708e-09,2.0425516833455504e-09
2013,4.462600067256517e-09,2.7891249310130206e-09
2014,1.5591204771681078e-08,2.165445156521173e-09
2015,3.768178213903184e-09,3.546520632724537e-09
2016,9.113896304313585e-09,1.86420612280358e-09
2017,1.7609279590047322e-09,1.0062445321423752e-09
2018,2.323319980845895e-09,2.8396134332808742e-09
2019,1.6581420680950032e-08,2.04079020349468e-09
