year,gardant_VERB en_ADP,gardant_VERB dans_ADP
1844,2.9638231424655714e-08,1.701453911095996e-08
1845,2.3436957263811564e-08,2.622707206967334e-08
1846,2.2832555623963913e-08,2.9272507529043423e-08
1847,3.020205241455187e-08,5.123562374365065e-08
1848,7.24069959545659e-09,2.976732105253177e-08
1849,4.357295679824347e-08,3.100383594301093e-08
1850,3.055048214406497e-08,8.82569484161877e-09
1851,1.9993260380601896e-08,2.3862924081186065e-08
1852,1.8880582430824688e-08,4.752698079535378e-08
1853,3.822036376277538e-08,4.478948767427937e-08
1854,2.338049043260071e-08,5.143707682009335e-08
1855,4.192480318465641e-08,3.980202833986368e-08
1856,4.245295259774906e-08,9.836659486950339e-09
1857,5.125584578991038e-08,2.7336450492132514e-08
1858,4.1106879677954566e-08,3.3766365703513657e-08
1859,3.920973412618878e-08,5.14309519417111e-08
1860,9.245911769539816e-08,6.31651388971477e-08
1861,2.9238975685075275e-08,1.6505872502126095e-08
1862,2.530072332196376e-08,2.891511208247266e-08
1863,4.844782353075061e-08,4.694943456229339e-08
1864,2.8768367577036713e-08,4.602938685760449e-08
1865,4.189091562523117e-08,2.5416959203994338e-08
1866,4.719644702833037e-08,3.162648393173484e-08
1867,4.658699204185268e-08,2.9602150064533816e-08
1868,5.87844994903719e-08,4.297690381349639e-08
1869,4.0533208789383934e-08,3.955650385023546e-08
1870,3.039045992636602e-08,2.408300403544672e-08
1871,3.504988654867702e-08,2.7615060460561835e-08
1872,3.4469834986339265e-08,3.9912439575573444e-08
1873,3.6514627765882324e-08,3.412022664406322e-08
1874,5.675878611555163e-08,3.883495836021211e-08
1875,2.6319025181464895e-08,4.2339301842275745e-08
1876,3.204387866162506e-08,4.111290152764013e-08
1877,4.08197848855707e-08,4.020130395243626e-08
1878,3.01954443671093e-08,3.804625947623208e-08
1879,4.154341226580982e-08,4.154341226580982e-08
1880,2.5029599726167362e-08,3.3372800967157445e-08
1881,2.8587281875047665e-08,4.8807553554297556e-08
1882,4.592215674392719e-08,1.0382400472686015e-07
1883,4.9922778799782463e-08,5.687405035814663e-08
1884,4.951272813968899e-08,4.4891537598346076e-08
1885,4.060750535828106e-08,4.125206709559848e-08
1886,6.388929563172496e-08,3.807543741407571e-08
1887,4.113222434876107e-08,2.6768590899450828e-08
1888,5.769959243728806e-08,6.657645457153194e-08
1889,3.821733274289585e-08,7.455513073573172e-08
1890,3.4082809463598096e-08,3.2771932723107966e-08
1891,6.246735750892185e-08,5.290602567153968e-08
1892,3.8864776286118285e-08,5.641660960620243e-08
1893,5.296238136942577e-08,4.249307394843527e-08
1894,2.7096618282484997e-08,3.843938856107343e-08
1895,4.032471778714353e-08,3.7315409429083957e-08
1896,3.4792471126365854e-08,6.132910357337096e-08
1897,3.029891049166622e-08,6.584186285074622e-08
1898,3.96084840481592e-08,5.318853457669803e-08
1899,3.924580838088332e-08,5.1959236913035056e-08
1900,6.436906163642675e-08,4.360484762155892e-08
1901,3.297355988252093e-08,3.968004635979128e-08
1902,5.057592389334786e-08,6.236060628994622e-08
1903,3.888158772724637e-08,5.238213773850475e-08
1904,5.6433564488145294e-08,3.654745128756076e-08
1905,4.18021492976095e-08,3.870569448283234e-08
1906,4.166789402404447e-08,3.549487459508782e-08
1907,5.0914150562242355e-08,3.7028472732458795e-08
1908,7.759994447020802e-08,5.107844569529618e-08
1909,6.106091898772092e-08,5.941062219960713e-08
1910,7.054278938767311e-08,5.664799640481277e-08
1911,3.2454281040372734e-08,4.0966881442727754e-08
1912,5.886645898511844e-08,3.3340296468065134e-08
1913,5.568139332945421e-08,4.454511426388308e-08
1914,8.437896986679405e-08,3.147469485043075e-08
1915,8.128725770273348e-08,3.7698437260758055e-08
1916,6.262853702310167e-08,6.262853236016497e-08
1917,4.276905585243185e-08,3.509255963596303e-08
1918,5.743188324913717e-08,3.44591288836682e-08
1919,7.366278964582307e-08,6.261336615853708e-08
1920,5.3005621225565847e-08,5.4520068459851245e-08
1921,5.376650591415455e-08,5.8310155925944684e-08
1922,4.279202414636529e-08,4.795657915224183e-08
1923,6.051090650771584e-08,4.564857647437748e-08
1924,4.512068574324957e-08,2.9650736754760487e-08
1925,6.268961239008775e-08,5.719052453834195e-08
1926,5.127223801082437e-08,6.130375818091949e-08
1927,5.797597069090443e-08,7.024011794420915e-08
1928,4.913197670930458e-08,4.1133748851507335e-08
1929,3.6763341482171086e-08,5.904415445456834e-08
1930,4.411513643276521e-08,3.151081173768944e-08
1931,4.44808918587114e-08,4.1059283972799676e-08
1932,4.822195975862087e-08,4.383814555808385e-08
1933,7.570636739728798e-08,7.570636895160021e-08
1934,4.4331848414458364e-08,5.511526879331541e-08
1935,5.2660451110853046e-08,6.941604802079837e-08
1936,7.032334536916096e-08,4.243650053581405e-08
1937,3.5255132035949543e-08,4.5328025777280345e-08
1938,4.148868626430158e-08,7.001215962532115e-08
1939,4.282334131744392e-08,3.976452944698394e-08
1940,4.3108311142958655e-08,3.55009599495304e-08
1941,6.493305448884712e-08,7.083606057278757e-08
1942,6.371844563091145e-08,3.3376331032286544e-08
1943,6.67744117777147e-08,4.935499831049128e-08
1944,5.462416652335378e-08,3.855823393905666e-08
1945,6.535511953842388e-08,6.97121262938083e-08
1946,5.568441707737293e-08,8.213451252458981e-08
1947,5.7220180815775734e-08,5.1259744449083655e-08
1948,4.022598587560822e-08,5.6533817627268945e-08
1949,5.890205023728612e-08,4.712163892417465e-08
1950,8.720996191868835e-08,4.5732054587688253e-08
1951,4.264560538036477e-08,5.650542789226165e-08
1952,3.9015773722894664e-08,6.010538144973765e-08
1953,6.679772668327644e-08,5.386913670690774e-08
1954,6.058972301659082e-08,4.4953667233116335e-08
1955,5.255940438431139e-08,3.754243049769457e-08
1956,5.145473558343383e-08,6.279221764771137e-08
1957,3.887416544223754e-08,4.94762097957846e-08
1958,5.6251255653450016e-08,4.549733745307094e-08
1959,6.510627825750959e-08,4.417926291466756e-08
1960,6.021125031896446e-08,4.15249985508126e-08
1961,5.211119358250471e-08,5.628008947766716e-08
1962,6.912732430919277e-08,5.390662993765005e-08
1963,5.043521378311766e-08,2.5864213881732212e-08
1964,6.631525539813055e-08,4.4412969246732104e-08
1965,6.51173135968186e-08,4.04931222997007e-08
1966,6.037591471219628e-08,5.871419261893607e-08
1967,6.803863006332733e-08,3.894965061590483e-08
1968,7.321007611249541e-08,4.2668450939142843e-08
1969,7.312230354550309e-08,4.0875818702046374e-08
1970,6.668151475430761e-08,3.311082119594744e-08
1971,8.940811480062649e-08,3.956565930440803e-08
1972,6.82309515553925e-08,3.488499727977157e-08
1973,6.340184044439923e-08,3.914374524516262e-08
1974,7.08822061046277e-08,3.431598744052522e-08
1975,5.882824760661265e-08,1.9419033492340532e-08
1976,6.399149810043525e-08,4.056604113733542e-08
1977,8.051191180413753e-08,4.7601932007257375e-08
1978,8.079204061317569e-08,4.51484957197934e-08
1979,6.846808853211428e-08,2.691907674545746e-08
1980,8.072913759704647e-08,3.752199617679253e-08
1981,9.678091128506594e-08,2.4037087986705785e-08
1982,1.0118228610522806e-07,3.289976047149423e-08
1983,8.525676786774739e-08,3.726036501561225e-08
1984,1.0786156057207563e-07,4.0593060468552267e-08
1985,1.0527226290690805e-07,3.368712597762169e-08
1986,9.531232092463426e-08,4.435919281897682e-08
1987,1.0571713193741061e-07,4.1553555263362796e-08
1988,1.0014245033218572e-07,2.758414818782029e-08
1989,1.1470175698136131e-07,3.128229764115531e-08
1990,1.1006274736047317e-07,3.487136512880795e-08
1991,1.0433408093035723e-07,4.0444108784232213e-08
1992,9.807700451780477e-08,4.5181541286076765e-08
1993,1.202007986478293e-07,3.157348338334032e-08
1994,1.0813599216064063e-07,4.272690601325735e-08
1995,9.326615213467448e-08,4.663307606733724e-08
1996,1.1423517642938918e-07,3.3096171137003694e-08
1997,1.1603644622937281e-07,3.356426137024471e-08
1998,1.053756579771914e-07,3.8145034908509956e-08
1999,9.688826629883351e-08,2.5136105558098976e-08
2000,1.2856472153544019e-07,2.739179560951044e-08
2001,1.3406507548552327e-07,3.4173450902397207e-08
2002,1.274935454986803e-07,3.242103918665862e-08
2003,1.5500953098879222e-07,3.83356919542166e-08
2004,1.4535810954896533e-07,4.757174565384048e-08
2005,1.3150948774409699e-07,3.017512206771045e-08
2006,1.3177248359141913e-07,3.253133085134863e-08
2007,1.4819518989739322e-07,4.1942035983177917e-08
2008,1.507133622347112e-07,3.576249438252965e-08
2009,1.5782716511480999e-07,2.717869729274014e-08
2010,1.6155372772885812e-07,3.684558702587992e-08
2011,1.5754764737252458e-07,4.8946842967634296e-08
2012,1.5217009474710608e-07,3.9148904562580356e-08
2013,1.6176924910737966e-07,4.7972952055275186e-08
2014,1.3728923065059462e-07,6.431372390203194e-08
2015,1.4873220788302888e-07,5.829593235917585e-08
2016,1.4996502617492524e-07,6.151879872184907e-08
2017,1.6426942162084401e-07,5.4588766618124396e-08
2018,1.5901834871101528e-07,6.789257556150119e-08
2019,1.6351831755301305e-07,6.198900237563976e-08
