year,peut_VERB écrire_VERB,peut_VERB ecrire_VERB,peut_VERB décrire_VERB
1849,3.192557187503553e-07,1.6758829879393033e-09,1.2569122986860748e-07
1850,3.509910868615407e-07,5.431196825611551e-09,1.6836710869938543e-07
1851,3.0118877702989266e-07,0.0,2.1863597510218824e-07
1852,3.6979898254685395e-07,6.510545436100301e-10,1.6601890706624545e-07
1853,3.8578679095735424e-07,0.0,1.9169901577242854e-07
1854,2.83163700487421e-07,5.195664454227256e-10,1.3716554292386718e-07
1855,3.0302609843602113e-07,5.306937111981824e-10,1.2789718084604829e-07
1856,4.794077312908485e-07,4.141751386299575e-09,1.532447981844598e-07
1857,4.6862487579346634e-07,0.0,1.8500919907182833e-07
1858,4.306434959744365e-07,4.893676019968041e-10,1.3212925864536373e-07
1859,4.6135090769894305e-07,5.092173349652285e-10,1.395255537772755e-07
1860,4.40782798705186e-07,9.154367819341758e-10,1.6889808307496423e-07
1861,4.7018158966238843e-07,0.0,2.0231485109434288e-07
1862,4.3011229422518227e-07,1.3553959066214816e-09,1.7439427324461576e-07
1863,5.868679409104516e-07,9.989241656072068e-10,1.3235745655038045e-07
1864,5.293379672366427e-07,3.3563094525845827e-09,1.1699135882281553e-07
1865,4.98454824082728e-07,0.0,1.3179163715903996e-07
1866,3.7659845020243665e-07,0.0,1.7078301084438863e-07
1867,4.5179675112194673e-07,4.85281148598915e-10,1.3636400808536564e-07
1868,5.043611395194603e-07,1.975949626142892e-09,1.6400382207848452e-07
1869,5.274200702842791e-07,4.883519144627257e-10,1.8508536925310182e-07
1870,4.959952093486208e-07,0.0,1.5424591026658163e-07
1871,5.236240667727543e-07,1.0621177271019633e-09,1.5294494914996903e-07
1872,4.3964155338471755e-07,0.0,2.019811375930658e-07
1873,4.5194335029918875e-07,1.7958012854535355e-09,1.7299552723670786e-07
1874,5.562361025113205e-07,0.0,2.2524275777868752e-07
1875,4.4513481611829775e-07,0.0,1.5505338524235412e-07
1876,7.974693403411948e-07,0.0,1.3240772034350812e-07
1877,6.691971066175029e-07,0.0,1.6575306460708816e-07
1878,4.939974473927577e-07,0.0,1.6063975749602832e-07
1879,5.651126002703677e-07,4.27652757650776e-09,1.6434084670891025e-07
1880,7.579476459795842e-07,0.0,1.0589446475250952e-07
1881,5.940576670582232e-07,6.972507571312292e-10,1.5409241882480273e-07
1882,7.91990828474809e-07,0.0,1.876818629398258e-07
1883,6.805927910136234e-07,1.2638677882037541e-09,1.4787252666792483e-07
1884,7.387299092442845e-07,1.9805090900604227e-09,1.7428479281988984e-07
1885,7.618741619808134e-07,4.511945039809007e-09,1.837006209370884e-07
1886,1.0273914767822134e-06,6.453463874400711e-10,1.6779006273281993e-07
1887,8.800990372037631e-07,0.0,1.6257021684396022e-07
1888,7.944790354486031e-07,1.268122939990235e-09,1.6992846951779939e-07
1889,8.54564632390975e-07,0.0,1.6352007037312433e-07
1890,9.071271165339567e-07,0.0,1.4354105815073126e-07
1891,9.204374009641469e-07,2.5496880162734215e-09,1.4915674739768292e-07
1892,8.011159025045345e-07,6.268512375839919e-10,1.4480264098892803e-07
1893,8.781901783549984e-07,2.463366621796581e-09,1.662772461941131e-07
1894,7.93993933712045e-07,1.8904617871129403e-09,1.7077171321489004e-07
1895,8.299669502775942e-07,0.0,2.0704034398022486e-07
1896,9.871627071333933e-07,0.0,1.898843322578614e-07
1897,8.466215035696223e-07,0.0,1.6547866721339233e-07
1898,8.38002335967758e-07,5.6583548957434e-10,1.8333069817799696e-07
1899,8.230564390032669e-07,5.527578395003729e-10,1.2326499643222633e-07
1900,8.720969049136329e-07,5.191053142894475e-10,1.541742733479623e-07
1901,1.07247899450158e-06,5.029864968975062e-09,1.7325091050679475e-07
1902,9.987517159970594e-07,2.9461704187383475e-09,1.6596759166986885e-07
1903,8.483746114507085e-07,0.0,1.7712721955831512e-07
1904,8.857382454152685e-07,1.6123875568041512e-09,1.9724873823179223e-07
1905,1.0213142331849667e-06,5.160759042333041e-10,1.6307998862430395e-07
1906,1.0159764087802614e-06,2.0576738091193647e-09,1.7593110612779128e-07
1907,8.722262236915412e-07,0.0,2.1959941420846008e-07
1908,9.95047457763576e-07,4.911389073214423e-10,1.4635939749041427e-07
1909,1.0644403118931223e-06,1.6502950117569526e-09,1.9473482382181828e-07
1910,9.4591467814098e-07,1.6032452032632705e-09,1.7956345743641577e-07
1911,1.1071698509113048e-06,2.6601871816467337e-09,2.2345571437654144e-07
1912,1.1486773701108177e-06,0.0,2.2244228148338152e-07
1913,1.1311277603454073e-06,2.121195885607108e-09,1.893167365096815e-07
1914,1.0781757282529725e-06,0.0,2.049203544629563e-07
1915,9.813375072553754e-07,1.1780761921542648e-09,1.590402831652682e-07
1916,1.082265043805819e-06,0.0,1.8458936779097712e-07
1917,1.07141966054769e-06,0.0,1.864292187292449e-07
1918,1.1842454341604025e-06,1.1486376294556067e-09,1.48174251535238e-07
1919,1.0662688509910367e-06,9.207848372660976e-10,1.6297892102556943e-07
1920,1.1774820904975059e-06,3.786115865267448e-09,2.059647101759765e-07
1921,1.2661633945754147e-06,1.5145494858259667e-09,2.2112422470854654e-07
1922,1.1575980352063198e-06,0.0,2.028932328812516e-07
1923,1.279221692129795e-06,2.1231896241147297e-09,2.2187332149314898e-07
1924,1.1628245601968956e-06,1.289162443462999e-09,2.3204924559649953e-07
1925,9.975346983992495e-07,0.0,1.5947358633638942e-07
1926,1.3709750419366173e-06,2.229227691330493e-09,2.117766371156904e-07
1927,1.2241848708072212e-06,1.1149224876660924e-09,2.608918521218584e-07
1928,1.2717183608401683e-06,2.2852082448565625e-09,1.8967227788380114e-07
1929,1.3903227227274328e-06,1.1140406375176326e-09,1.9050095545480872e-07
1930,1.3612669818030554e-06,0.0,1.8381305721959507e-07
1931,1.0584170695437933e-06,0.0,1.9503160331169056e-07
1932,1.1430796575950808e-06,4.383814644626227e-09,1.8521616595990054e-07
1933,1.1952430440942408e-06,6.882397318719313e-09,2.018836511297195e-07
1934,1.4210154404281639e-06,1.1981580172459871e-09,2.1686659579245315e-07
1935,1.2171744856459554e-06,0.0,2.4894029593269806e-07
1936,1.308256742049707e-06,1.2124714565686645e-09,2.4734418957450544e-07
1937,1.5247843521137838e-06,7.554670666820584e-09,1.8005299295964505e-07
1938,1.4106153685133904e-06,3.8895642262559704e-09,2.3337385357535823e-07
1939,1.2969354656888754e-06,1.070583532936098e-08,1.7282276587593515e-07
1940,1.9018372086065938e-06,2.5357829169792012e-09,2.510425076707179e-07
1941,1.537732828182925e-06,0.0,1.0920559390115159e-07
1942,1.5717216683697188e-06,3.034211770724937e-09,2.2453167503044824e-07
1943,1.762263764248928e-06,0.0,2.0612969819922e-07
1944,1.5680348042224068e-06,0.0,2.602680808649893e-07
1945,1.890941462079354e-06,8.714016175304096e-09,2.6795601115736645e-07
1946,1.5647320878997562e-06,0.0,3.452433929851395e-07
1947,1.9454862467682688e-06,3.5762612871081956e-09,2.324569834399881e-07
1948,1.655788537391345e-06,2.174377566888097e-09,2.5875093001559435e-07
1949,1.6031174254749203e-06,1.9634016634739737e-09,2.7094944243799546e-07
1950,1.6740059436415322e-06,4.2541445921528975e-09,2.21215515239237e-07
1951,1.748469912854489e-06,5.330700769690111e-09,2.0683118862052652e-07
1952,2.041474090219708e-06,3.1634410646574906e-09,2.5729320896061836e-07
1953,1.9306698959553614e-06,5.386913581872932e-09,3.1136360689743015e-07
1954,1.559696784170228e-06,0.0,2.6679023790165957e-07
1955,1.619955924070382e-06,1.8771215692936494e-09,2.6279701614839723e-07
1956,1.9203953343094327e-06,6.976913269340912e-09,2.4855253855093906e-07
1957,1.8641929955265368e-06,1.8553580005686854e-08,3.207118766113126e-07
1958,1.7710873407850158e-06,5.790570245522986e-09,2.8539238883240614e-07
1959,1.7687206081973272e-06,5.425523585955716e-09,3.069296212743211e-07
1960,1.8416337752569234e-06,5.536666680683311e-09,2.920591555266583e-07
1961,1.896847493298992e-06,5.55852741612739e-09,3.112775459612749e-07
1962,2.005326678045094e-06,6.341956404476434e-10,3.031455264590477e-07
1963,1.933349949467811e-06,7.1126584622049904e-09,3.3106192631748854e-07
1964,1.945044687090558e-06,4.867174663303331e-09,3.261006895627361e-07
1965,1.6465378394059371e-06,5.47204326295514e-09,2.965847443192615e-07
1966,1.735946057124238e-06,4.985167390003653e-09,3.2237414870905923e-07
1967,1.7463248696003575e-06,5.916402479044791e-09,3.43644387612585e-07
1968,1.7399745502189035e-06,3.1439910674890825e-09,3.947954496652528e-07
1969,1.5491935982936411e-06,2.2708788183223305e-09,3.4244854418830073e-07
1970,1.4752710058019147e-06,4.5987250119061684e-10,3.444445155764697e-07
1971,1.6170537264770246e-06,1.541519245584766e-09,3.822967755695572e-07
1972,1.5169844118645415e-06,4.6171320100540925e-09,4.2375012299089576e-07
1973,1.390430043102242e-06,2.7566018356850464e-09,4.267219821940671e-07
1974,1.305132627749117e-06,2.2502286700643026e-09,3.7185029100328393e-07
1975,1.393601110066811e-06,3.4268881066168433e-09,3.8152688830450643e-07
1976,1.2306936696404591e-06,3.9994687561772935e-09,4.096598900105164e-07
1977,1.2106170288461726e-06,5.289103821581875e-09,4.125500936424942e-07
1978,1.2261380106792785e-06,3.5643548113029055e-09,4.1524734228914895e-07
1979,1.1540091691131238e-06,7.607565244427406e-09,4.3480162048581406e-07
1980,1.176257683255244e-06,5.685150683554241e-10,4.2922889065266645e-07
1981,1.1651661679934477e-06,5.69299452024552e-09,4.7631388611080183e-07
1982,1.203013994199864e-06,2.483000915987077e-09,4.208686448237131e-07
1983,1.1285469554422889e-06,3.157658134966823e-09,4.4459824266596115e-07
1984,1.1151493026773096e-06,3.479405208395292e-09,4.384050384942384e-07
1985,1.0605428997223498e-06,1.0828004270990732e-08,4.6379952323150064e-07
1986,1.145546207226289e-06,4.196139880008332e-09,4.2201176597700396e-07
1987,1.0718372323026415e-06,2.4443267410134695e-09,4.1003582396115235e-07
1988,1.1567352657948504e-06,5.996553809062277e-10,4.719287858279131e-07
1989,1.030669295687403e-06,6.036934507847036e-09,4.2039016534545226e-07
1990,1.1028070048269e-06,4.358920779878872e-09,4.931029025101452e-07
1991,1.0374793646406033e-06,2.344586080837985e-09,4.530912462996639e-07
1992,9.647911838328582e-07,3.856960972825618e-09,4.226127146012004e-07
1993,9.848711215454387e-07,1.1078414852150331e-09,4.259650552285166e-07
1994,9.49486775425612e-07,5.274926606624319e-10,4.689409820457513e-07
1995,9.532668627798557e-07,1.626735190995987e-09,4.782601763508865e-07
1996,9.507141953690734e-07,2.6690460952494277e-09,4.206416690522019e-07
1997,9.781584822121658e-07,9.58978851883785e-09,4.5791242087034334e-07
1998,9.464736763220571e-07,9.536258449571733e-10,4.2627075913515e-07
1999,1.0022450851465692e-06,2.285100553223174e-09,4.4468058035818103e-07
2000,9.887554597298731e-07,3.5344251969604557e-09,4.87308852825663e-07
2001,8.863191283126071e-07,3.943090742808408e-09,4.731708713734406e-07
2002,9.783267387319938e-07,8.76244299341522e-10,5.03402361573535e-07
2003,9.346408091914782e-07,0.0,4.3544343952817144e-07
2004,9.324942880084564e-07,1.7619165015858584e-09,4.290266701900691e-07
2005,9.84069288278988e-07,1.3511248786457486e-09,4.7064182240319496e-07
2006,1.0130008831765736e-06,2.4707338397433887e-09,4.467910628136451e-07
2007,9.011545785142516e-07,2.7961355453243186e-09,4.701502405168867e-07
2008,9.71973463492759e-07,8.514879357157668e-10,4.172290744008933e-07
2009,8.997579357128416e-07,4.76819250749827e-10,4.424882718012668e-07
2010,1.012308871395362e-06,9.447586046817946e-10,4.190004290194338e-07
2011,9.158412694887375e-07,1.1471915639660324e-09,4.244608931003313e-07
2012,9.137014558291412e-07,1.0212758416727752e-09,4.0408480117548606e-07
2013,7.904380368017883e-07,0.0,3.491984443826368e-07
2014,7.122148986127286e-07,0.0,3.070601337640255e-07
2015,6.705140549456701e-07,0.0,3.18300237722724e-07
2016,6.464652528848092e-07,0.0,2.756953563221032e-07
2017,6.565745707121096e-07,2.515611330355938e-10,3.1923107712827914e-07
2018,6.482063099610968e-07,5.162933414126769e-10,2.997082901856629e-07
2019,6.038188189450011e-07,0.0,2.859657399767457e-07
