year,soit_VERB en_PRON,soit_VERB dans_ADP
1886,2.2264450499909216e-07,1.2571347269840771e-06
1887,2.611569824839677e-07,1.2646527238757699e-06
1888,2.821573508171582e-07,1.1983761396550108e-06
1889,2.180267539841907e-07,1.1928819958484382e-06
1890,2.2153825751658474e-07,1.2171495882284944e-06
1891,1.6254261314685436e-07,1.2200257515360136e-06
1892,2.7894879028877995e-07,1.1070193295381614e-06
1893,1.8598417783621812e-07,1.2415367791618337e-06
1894,2.6025356092418406e-07,1.1494007594592404e-06
1895,2.0403103739852213e-07,1.1676112308123265e-06
1896,2.3352234990170473e-07,1.1151281569254934e-06
1897,2.546273938364152e-07,1.2451687325665262e-06
1898,2.1162247110240173e-07,1.3251867585495347e-06
1899,1.9733455047798998e-07,1.2370720696708304e-06
1900,2.0245107035243848e-07,1.239104335581942e-06
1901,1.995179776947964e-07,1.3111181260683225e-06
1902,3.083658191016525e-07,1.2526134014478885e-06
1903,1.744271149739518e-07,1.224229890794959e-06
1904,1.7736262414302928e-07,1.1765054068746394e-06
1905,1.8475517871152647e-07,1.2463233360904269e-06
1906,2.083394674556871e-07,1.2860460856245481e-06
1907,2.3708507468356288e-07,1.2862251423939597e-06
1908,2.1757452906001618e-07,1.350632032881549e-06
1909,1.7548137698497612e-07,1.226169274559652e-06
1910,2.217822467898145e-07,1.3216084653322469e-06
1911,2.1919941595172077e-07,1.271569431082753e-06
1912,1.901438817508705e-07,1.2820385109080235e-06
1913,1.8984702798707787e-07,1.2647630001083598e-06
1914,2.0826873231571952e-07,1.2851050996687263e-06
1915,1.932044986219239e-07,1.2711442423096742e-06
1916,1.2635581114750494e-07,1.295421725444612e-06
1917,2.0726542548921145e-07,1.34996685119404e-06
1918,1.4013379256994085e-07,1.3335683206605609e-06
1919,1.731075425226436e-07,1.2550297014968237e-06
1920,1.620457652506957e-07,1.291822741222859e-06
1921,1.772022848456345e-07,1.275250610888179e-06
1922,2.0879557283137729e-07,1.3376196648096084e-06
1923,1.6136240610364894e-07,1.407674744768883e-06
1924,2.2431426316416037e-07,1.3342831834961544e-06
1925,2.3206155774779802e-07,1.2339955901552457e-06
1926,2.2180814918115743e-07,1.2985251487407368e-06
1927,2.452829415133806e-07,1.1996565945082693e-06
1928,2.650841461893094e-07,1.1734543932107044e-06
1929,1.9272903672984398e-07,1.2711203680737526e-06
1930,1.9641739013032122e-07,1.402231077918259e-06
1931,2.4635571183040383e-07,1.3834697938364116e-06
1932,1.895999774959023e-07,1.1671907031995943e-06
1933,1.869717891622713e-07,1.3214203136158176e-06
1934,2.695855538803471e-07,1.273641942134418e-06
1935,1.7354012005199593e-07,1.2877874269179301e-06
1936,2.1339497324746048e-07,1.4598156212741742e-06
1937,2.6189526369790883e-07,1.4165008224154008e-06
1938,2.0485039442519337e-07,1.4183945040713297e-06
1939,1.6670514924044255e-07,1.4835228512311005e-06
1940,1.9018372454659982e-07,1.4682183291370166e-06
1941,2.656352364738268e-07,1.5613449022566783e-06
1942,2.6094220606509566e-07,1.5444137488884735e-06
1943,2.2064587490433496e-07,1.4312950042949524e-06
1944,2.056439125652787e-07,1.4362942692969227e-06
1945,2.1785040749122686e-07,1.6033790188885177e-06
1946,2.241297814009613e-07,1.5132239923332236e-06
1947,2.0980733483888514e-07,1.5926283367662109e-06
1948,2.1961213758636688e-07,1.43291481435881e-06
1949,2.012486706171046e-07,1.6463122847198974e-06
1950,2.169613795288683e-07,1.5219202396110632e-06
1951,2.3135241555838348e-07,1.5981440810719505e-06
1952,2.0878711204375122e-07,1.5627399534423603e-06
1953,2.100896363543825e-07,1.5686692904637312e-06
1954,2.521314301784372e-07,1.668171876190172e-06
1955,1.952206418742719e-07,1.6171402421605308e-06
1956,2.372150458285205e-07,1.59073624672601e-06
1957,2.323614927135509e-07,1.5381800722025218e-06
1958,2.2748669065153493e-07,1.6982916122287861e-06
1959,2.2167138791218122e-07,1.6400582580899936e-06
1960,2.5330250497113127e-07,1.7295162706432166e-06
1961,2.4457521374809943e-07,1.7585790601515328e-06
1962,2.4670211762334304e-07,1.7738451560944668e-06
1963,2.3471772869765317e-07,1.8958468217533664e-06
1964,2.6708620692872387e-07,1.9578210412873887e-06
1965,2.670357219791697e-07,1.8074159697789582e-06
1966,2.9080142838200373e-07,1.8339876532991184e-06
1967,2.85466438265658e-07,1.927761104525416e-06
1968,2.7487463927222677e-07,2.000027507165214e-06
1969,2.684178734835285e-07,1.9774813608819386e-06
1970,2.9707762227992873e-07,2.1085154457978206e-06
1971,2.5383683199819984e-07,1.988046051337733e-06
1972,2.5753337240530527e-07,2.077196540994919e-06
1973,2.789681210479955e-07,2.0321670035627903e-06
1974,2.6383930284978874e-07,2.0218303689034656e-06
1975,2.404533159250377e-07,2.0275754195608897e-06
1976,2.8110553507154634e-07,2.082580522255739e-06
1977,2.856115894900313e-07,2.1814614683535183e-06
1978,2.7683157100000244e-07,2.1481178009707946e-06
1979,3.1073979023243936e-07,2.1903936158196302e-06
1980,2.5640030587581464e-07,2.299075049450039e-06
1981,3.09951938781694e-07,2.2506305867864285e-06
1982,2.62577348197901e-07,2.4221674266300397e-06
1983,2.7597931884226767e-07,2.2709875793225365e-06
1984,2.928499327481404e-07,2.456459924360388e-06
1985,2.719032207165739e-07,2.429683945592842e-06
1986,3.123126959270195e-07,2.5176839244522853e-06
1987,2.5420996951908137e-07,2.4858802589733386e-06
1988,2.5425387639721464e-07,2.415411927358946e-06
1989,2.3050113573397368e-07,2.4608739295217674e-06
1990,2.9150282149226214e-07,2.5505134999548318e-06
1991,2.661105207302228e-07,2.6845509637496434e-06
1992,2.771501885767691e-07,2.603999519124045e-06
1993,2.736368571731873e-07,2.6433096991240745e-06
1994,2.769336332475447e-07,2.640100774442544e-06
1995,2.835941786960561e-07,2.72152806246595e-06
1996,2.476874880752433e-07,2.8105055207561236e-06
1997,2.6323970148123266e-07,2.899952278312412e-06
1998,2.5890940413830776e-07,3.033960638276767e-06
1999,2.710129336502831e-07,3.0058213269512635e-06
2000,2.9689170633062645e-07,3.062137693632394e-06
2001,2.6593954877141e-07,3.005949338330538e-06
2002,2.9923743372073375e-07,3.2197597192862304e-06
2003,2.771003835277952e-07,3.0697722195327515e-06
2004,2.9952579283509806e-07,3.093044369961717e-06
2005,2.6617159165631676e-07,3.2116238344315207e-06
2006,2.820754527732561e-07,3.108595137746306e-06
2007,2.580433702270568e-07,3.129275228275219e-06
2008,2.6396126240335605e-07,3.227990873710951e-06
2009,2.4699237877179314e-07,3.2194836876442423e-06
2010,2.2579730052374458e-07,3.1687204682384618e-06
2011,2.4855818908653404e-07,3.1433048661710927e-06
2012,2.3046790856295907e-07,3.077784867855371e-06
2013,2.3456541398125808e-07,2.877540282497648e-06
2014,2.418802291376254e-07,2.786061713777599e-06
2015,2.549061697831867e-07,2.651467411851627e-06
2016,2.6844566491934785e-07,2.761510586424265e-06
2017,2.555861158271e-07,3.001124241563957e-06
2018,2.3568790530337225e-07,2.9317716325749643e-06
2019,2.5101719730580285e-07,2.9683294542337535e-06
