year,brillant_VERB en_ADP,brillant_VERB dans_ADP
1862,3.162590411776023e-09,1.8523744316212287e-08
1863,2.9967726078439227e-09,2.6471489888990618e-08
1864,4.794727948009836e-10,1.2945765459626557e-08
1865,0.0,3.341859655670021e-08
1866,0.0,2.238181950886542e-08
1867,1.94112459439566e-09,2.9602150064533816e-08
1868,1.4819622196071691e-09,1.3831646938911035e-08
1869,4.883519144627257e-10,2.197583570673345e-08
1870,2.2936195165357276e-09,1.7202147262196377e-08
1871,0.0,1.911811864374613e-08
1872,1.2094678591978436e-09,8.466274681317998e-09
1873,5.986004469882289e-10,1.97538145840781e-08
1874,0.0,1.3741600746186577e-08
1875,0.0,1.94531928343622e-08
1876,1.813804439976252e-09,1.4510435519810017e-08
1877,1.8554447978047506e-09,2.4739264858908427e-08
1878,6.039088673581716e-10,1.4493813038640724e-08
1879,0.0,2.1993571408529533e-08
1880,0.0,1.1552122813895949e-08
1881,0.0,1.8128519130300447e-08
1882,0.0,1.9966154951589488e-08
1883,6.319338941018771e-10,6.951272890631799e-09
1884,1.3203393933736152e-09,8.582206056928499e-09
1885,1.2891271383708158e-09,6.445635580831777e-09
1886,3.2267319927115068e-09,1.4842966855610484e-08
1887,6.528924623161458e-10,2.1545451256432813e-08
1888,0.0,1.3315290647852862e-08
1889,5.6386229019267375e-09,2.4434033463194282e-08
1890,0.0,1.5730527991308918e-08
1891,1.2748440081367107e-09,9.561330394092238e-09
1892,6.268512375839919e-10,1.191017329205124e-08
1893,6.15841644346915e-09,1.1700991287000306e-08
1894,6.301539290376468e-10,8.822155450616265e-09
1895,0.0,6.6204757231957956e-09
1896,0.0,1.8870492723976895e-08
1897,0.0,1.165342689013471e-08
1898,2.26334195829736e-09,1.867257148902013e-08
1899,1.6582735185011188e-09,3.8693048765026106e-09
1900,0.0,1.245852754294674e-08
1901,1.1177477832191585e-09,7.265360812969135e-09
1902,1.4730852093691738e-09,1.32577662736999e-08
1903,0.0,8.640352211486402e-09
1904,2.1498500757388683e-09,1.0749250378694342e-08
1905,5.160759042333041e-10,1.3934049469810361e-08
1906,5.144184522798412e-10,1.3374879870298173e-08
1907,5.142843373384665e-10,5.65712765521198e-09
1908,0.0,1.817213934884876e-08
1909,5.500983557560346e-10,9.351672325408344e-09
1910,0.0,8.01622590529405e-09
1911,1.0640748282497725e-09,1.808927285740225e-08
1912,1.5628263128064646e-09,1.823297468561691e-08
1913,0.0,1.4318072061314524e-08
1914,1.3393487430235496e-09,1.1384464038144415e-08
1915,0.0,3.534228465440492e-09
1916,0.0,3.8456116735474666e-08
1917,0.0,8.773139215101367e-09
1918,3.44591288836682e-09,1.722956355365568e-08
1919,0.0,1.565334223352366e-08
1920,0.0,8.329454459499175e-09
1921,0.0,4.0892835784234194e-08
1922,0.0,2.0658220023506146e-08
1923,0.0,1.1677542488541803e-08
1924,1.289162443462999e-09,9.02413699321869e-09
1925,0.0,8.798542339150117e-09
1926,1.1146138456652466e-09,1.2260752413340015e-08
1927,0.0,1.6723836537835268e-08
1928,0.0,1.0283437212876834e-08
1929,1.1140406375176326e-09,1.6710609784809094e-08
1930,0.0,1.995684684175103e-08
1931,1.1405356659111021e-09,6.843213995466613e-09
1932,0.0,3.287861094491973e-09
1933,0.0,2.523545639121494e-08
1934,1.1981580172459871e-09,9.585264137967897e-09
1935,0.0,1.6755596909945325e-08
1936,1.2124714565686645e-09,6.0623572828433225e-09
1937,3.777335333410292e-09,7.554670666820584e-09
1938,0.0,9.075649898271365e-09
1939,1.5294050470515685e-09,6.117620188206274e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,1.4757512545315876e-08
1942,0.0,3.034211815133858e-08
1943,0.0,5.806470415592457e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,8.714016175304096e-09
1946,0.0,0.0
1947,0.0,8.344609669919123e-09
1948,1.0871887834440486e-09,2.0656587329526133e-08
1949,4.908504269707237e-09,2.4542520460357764e-08
1950,1.0635361480382244e-09,6.381216888229346e-09
1951,0.0,6.396841278899501e-09
1952,2.1089607837865287e-09,1.6871686048247625e-08
1953,0.0,3.232148326759443e-09
1954,0.0,4.886268278880834e-09
1955,0.0,1.595553333899602e-08
1956,0.0,2.0058624983221307e-08
1957,8.835037701437898e-10,4.417518795207798e-09
1958,2.4816730892496253e-09,1.3235589735316466e-08
1959,0.0,1.4726420638488946e-08
1960,0.0,1.591791587429725e-08
1961,6.948159270159238e-10,1.1117054998788234e-08
1962,6.341956404476434e-10,2.727041215067061e-08
1963,6.466053248388448e-10,1.099229041123806e-08
1964,1.2167936658258327e-09,7.300761772910391e-09
1965,1.0944086747954884e-09,1.3132904097545861e-08
1966,0.0,1.6063316343739587e-08
1967,9.860671168482327e-10,1.2818872574538176e-08
1968,8.982831700699023e-10,1.527081389118834e-08
1969,2.2708788183223305e-09,9.08351560635623e-09
1970,0.0,1.563566556783691e-08
1971,1.0276794970565106e-09,9.24911525146399e-09
1972,5.130146862875051e-10,1.1799337507056862e-08
1973,2.7566018356850464e-09,1.0475087464101307e-08
1974,5.625571675160757e-10,6.750686232237513e-09
1975,5.711480177694739e-10,4.569184142155791e-09
1976,0.0,1.314111219841152e-08
1977,0.0,5.876781727920388e-09
1978,1.1881182704343018e-09,1.0693064211864112e-08
1979,1.1703946700691858e-09,1.0533551808578068e-08
1980,1.1370301367108482e-09,6.2536656408873625e-09
1981,1.2651099057237047e-09,8.855769451088236e-09
1982,6.207502289967692e-10,1.2415004690957687e-08
1983,0.0,1.5156758848000607e-08
1984,0.0,9.278413259927731e-09
1985,6.015558051686298e-10,9.023337299574052e-09
1986,5.994485463567401e-10,8.392279760016663e-09
1987,0.0,6.110816852533674e-09
1988,5.996553809062277e-10,5.396898483667201e-09
1989,1.6464366536794728e-09,8.232182935330457e-09
1990,2.179460389939436e-09,7.083246433836621e-09
1991,1.1722930404189924e-09,4.68917216167597e-09
1992,2.2039776670368383e-09,8.264915862810085e-09
1993,3.323524566667402e-09,7.754890063438324e-09
1994,0.0,8.967375286772494e-09
1995,1.0844901643380922e-09,4.880205572987961e-09
1996,5.338092190498855e-10,5.871901409548741e-09
1997,9.58978896292706e-10,9.110299625803009e-09
1998,1.43043876743576e-09,1.1443510028463777e-08
1999,1.3710603763428253e-09,6.398281460207045e-09
2000,2.6508188977203417e-09,6.185244316725402e-09
2001,1.3143635069212678e-09,8.324302136486494e-09
2002,2.1906108038649563e-09,8.324320677211006e-09
2003,0.0,5.416999737661854e-09
2004,4.404791253964646e-10,8.809582757729473e-09
2005,4.5037495954858286e-10,5.854874474131577e-09
2006,8.235779835885637e-10,1.0294725072412803e-08
2007,1.1983438685803094e-09,7.589510908623254e-09
2008,0.0,1.1495087548496485e-08
2009,1.907277002999308e-09,8.105927040702454e-09
2010,1.8895172093635892e-09,7.0856894796023084e-09
2011,2.2943831279320648e-09,7.64794394481072e-09
2012,1.0212758416727752e-09,1.2255309989051e-08
2013,1.3945624655065103e-09,1.5061275115968442e-08
2014,1.2992671383216248e-09,1.4508482637509701e-08
2015,3.103205470367243e-09,1.3964424838697198e-08
2016,2.4856081637381067e-09,1.8849194760583998e-08
2017,1.509366853724714e-09,1.2074934829797712e-08
2018,2.5814667070633845e-10,1.2907333812872679e-08
2019,7.65296326310505e-10,1.2244740943412324e-08
