year,détruisant_VERB en_ADP,détruisant_VERB dans_ADP
1800,3.772997558826319e-08,1.5720821977538435e-08
1801,5.2386017301842e-08,3.809892135109294e-08
1802,4.699464284385613e-08,3.8043282302169246e-08
1803,1.1702034896643454e-08,1.755305234496518e-08
1804,1.2359254952798437e-08,1.4831105232815389e-08
1805,8.528632911009026e-09,1.7057265822018053e-08
1806,4.610670600868616e-08,2.881669125542885e-09
1807,4.839823830593559e-08,1.4234775136401367e-08
1808,3.852325747288887e-08,2.039466551195801e-08
1809,7.00299480627109e-08,4.743964154840796e-08
1810,6.552355102940055e-08,7.020380277111826e-09
1811,7.521229861140455e-09,1.7549536934780008e-08
1812,1.600324850414836e-08,2.1337665856435706e-08
1813,1.1502966579257645e-08,4.601186631703058e-08
1814,1.5733386149463513e-08,6.293354282149721e-09
1815,2.6972236000233352e-08,4.315557688983063e-08
1816,7.648093003354006e-08,3.9399267848239106e-08
1817,4.203558034987509e-08,4.0478710161551135e-08
1818,1.5497530370112145e-08,3.814776761146277e-08
1819,2.070209959015301e-08,1.0351049795076506e-08
1820,3.9159388620646496e-08,1.542642635854463e-08
1821,1.7750679148775816e-08,4.339054981983281e-08
1822,2.4061478143266868e-08,2.2056354964661296e-08
1823,1.087095569118901e-08,3.9530747564242574e-09
1824,1.3473780313688621e-08,5.9789897477458e-08
1825,8.805443485471187e-09,2.4655239627691117e-08
1826,2.2019960965735663e-08,2.8185549894033102e-08
1827,3.410390903013649e-08,2.5808365222701468e-08
1828,4.953042775923677e-08,1.7427371545863934e-08
1829,2.3147574523818548e-08,5.658296231558779e-08
1830,1.878630406793036e-08,2.922314124020886e-08
1831,5.76874619184764e-08,4.8332740476553226e-08
1832,3.2471927369215337e-08,9.470978667991403e-09
1833,3.01174338801502e-08,6.255159235024621e-08
1834,5.1339920759119195e-08,4.1071935186209885e-08
1835,2.4201881387853064e-08,4.61348363955949e-08
1836,4.166864897570122e-08,1.9490174807401672e-08
1837,2.7831564608504777e-08,3.826840000442644e-08
1838,2.651107955387033e-08,3.029837714052519e-08
1839,5.103776956616457e-08,3.216078425793967e-08
1840,3.630722389402763e-08,2.4841785517537573e-08
1841,5.3290552415319326e-08,5.1364388298225094e-08
1842,4.427455024824667e-08,1.6770663080478698e-08
1843,4.548321541619771e-08,3.6622846977252266e-08
1844,3.1284798751585186e-08,2.6893950177964143e-08
1845,4.3525776760589e-08,3.4039391749729475e-08
1846,3.9810608143397985e-08,3.0443406018321184e-08
1847,3.235934187273415e-08,1.6718992412734224e-08
1848,3.218088551193432e-08,2.654923214606697e-08
1849,2.1786478399121734e-08,1.5920887719289567e-08
1850,3.869727649430388e-08,3.055048125588655e-08
1851,4.5791015423901626e-08,2.96674187438839e-08
1852,3.385483537954315e-08,2.408901877970493e-08
1853,3.881755716861335e-08,2.09017620989016e-08
1854,3.896748168585873e-08,1.7665259477439577e-08
1855,3.1841622671890946e-08,3.02495415382964e-08
1856,4.34883880018333e-08,2.1226476576430287e-08
1857,2.880090299584026e-08,2.636014961865385e-08
1858,4.1106879677954566e-08,1.3702292633865909e-08
1859,2.1387128512628806e-08,2.4442432078330967e-08
1860,3.524431591017674e-08,4.027921818305913e-08
1861,5.611996911625283e-08,3.206855225812433e-08
1862,3.298130124562704e-08,2.0782737308877586e-08
1863,4.5950510951797696e-08,9.989241434027463e-09
1864,1.965838514195184e-08,2.4932585773740357e-08
1865,2.8241066374334878e-08,3.294790928975999e-08
1866,5.157549765044678e-08,2.77339928800302e-08
1867,4.755755256269367e-08,1.747012134956094e-08
1868,4.1494942593089945e-08,3.7049055379156925e-08
1869,2.6371003158942585e-08,2.3440891894210836e-08
1870,3.268407766654491e-08,3.096386436141074e-08
1871,2.8677177965619194e-08,3.717412155879174e-08
1872,3.3260366905096816e-08,3.084143074261192e-08
1873,2.454261860407314e-08,2.573981916498269e-08
1874,5.078417686377179e-08,3.943242177228967e-08
1875,3.6045619822289154e-08,1.6592428764283795e-08
1876,4.474050996350343e-08,1.934724735974669e-08
1877,3.896434108696667e-08,1.7317484335421796e-08
1878,3.01954443671093e-08,3.804625947623208e-08
1879,3.787781821529279e-08,1.710611030603104e-08
1880,5.0700986520269e-08,3.529815373326528e-08
1881,2.1614773970668466e-08,4.113779539238749e-08
1882,4.6587697255517924e-08,3.0614771162618126e-08
1883,2.338155447034751e-08,1.8958017378167824e-08
1884,3.1688145440966764e-08,3.762967182296961e-08
1885,2.900535989169839e-08,3.287274097374393e-08
1886,4.58195934527339e-08,4.065682190912412e-08
1887,2.6768590899450828e-08,2.8074376601239237e-08
1888,3.867775077992519e-08,2.3460273723685532e-08
1889,3.3831739187917265e-08,1.566284169030041e-08
1890,1.9007721618891082e-08,1.3764211992395303e-08
1891,4.84440718651058e-08,1.4023283867459213e-08
1892,2.820830502514582e-08,2.193979398157353e-08
1893,2.5249507373814595e-08,1.9091091374434654e-08
1894,1.764431090123253e-08,1.3233232287745977e-08
1895,3.250051960890232e-08,1.8657704714541978e-08
1896,2.4767521367152767e-08,1.533227589334274e-08
1897,3.612562338162206e-08,1.6897470089816125e-08
1898,3.395012981854961e-08,1.4145887128336199e-08
1899,2.65323762960179e-08,3.8693048765026106e-08
1900,2.699347589896206e-08,1.86877908703309e-08
1901,4.3033288932292635e-08,7.265360757457984e-09
1902,4.812078202576231e-08,1.276673788908056e-08
1903,3.6181475593366486e-08,2.3220946943069976e-08
1904,2.7948050984605288e-08,1.7198800605910947e-08
1905,2.0643035725242953e-08,9.805441791854719e-09
1906,3.806696469155213e-08,8.745113966313056e-09
1907,2.3657079850636364e-08,2.262851062084792e-08
1908,3.97822503828138e-08,1.7189861978295085e-08
1909,2.585462333115629e-08,1.7053048750881317e-08
1910,3.313373397872965e-08,2.0842188419578633e-08
1911,1.9685383989553884e-08,1.3832972989291648e-08
1912,2.6047105805560022e-08,3.80287765722187e-08
1913,3.075734156254839e-08,2.8105844762649212e-08
1914,2.6117300322425763e-08,1.0714789944188396e-08
1915,4.476689596799588e-08,3.652036184575991e-08
1916,2.5271162940043723e-08,1.538244731591476e-08
1917,3.728584374584898e-08,4.386569774084137e-09
1918,1.4932290071101306e-08,2.986458014220261e-08
1919,2.025726608678724e-08,1.1049418269237776e-08
1920,1.665890891899835e-08,2.953170330499688e-08
1921,1.5145495524393482e-08,1.3630945261411398e-08
1922,2.951174238319254e-08,1.549366501762961e-08
1923,2.1231896241147297e-08,1.8047112249064412e-08
1924,2.707241186783449e-08,1.0313299547703991e-08
1925,2.0896537833436923e-08,2.1996355847875293e-09
1926,2.229227646921572e-08,1.3375366592072169e-08
1927,2.5643217327342427e-08,1.0034302277972529e-08
1928,2.9707706517001498e-08,1.3711249025050165e-08
1929,2.6736975300423182e-08,6.684243825105796e-09
1930,2.4158287814657342e-08,1.575540586884472e-08
1931,3.42160717536899e-08,2.3951248095954725e-08
1932,2.7398842306070037e-08,2.082311922890767e-08
1933,3.555905436769535e-08,1.0323596200123575e-08
1934,2.2765002327673756e-08,7.188948103475923e-09
1935,2.5133395809007197e-08,2.393656828303392e-09
1936,4.4861444337129797e-08,3.6374143697059935e-09
1937,2.6441348666139675e-08,1.0072894518486919e-08
1938,1.6854778905894818e-08,5.186085783037697e-09
1939,2.5999884911698246e-08,1.5294050470515685e-08
1940,2.5357829613881222e-08,2.5357829169792012e-09
1941,3.5418032950929046e-08,1.1806010391524069e-08
1942,6.675266206457309e-08,9.102635090130207e-09
1943,4.935499831049128e-08,3.193558839598154e-08
1944,2.8918675454292497e-08,1.6065930807940276e-08
1945,4.7927088075994106e-08,8.714016175304096e-09
1946,3.7586982415405146e-08,1.3921104269343232e-08
1947,2.9802176726434482e-08,9.536696765621855e-09
1948,1.195907639583993e-08,1.522064252412747e-08
1949,2.0615717133409817e-08,1.9634016634739737e-09
1950,1.701657836861159e-08,5.317680518146517e-09
1951,2.1322803078760444e-08,1.2793682557799002e-08
1952,2.003512733494972e-08,1.4762725264461096e-08
1953,2.8011951869189033e-08,9.69644453618912e-09
1954,1.8567819282111486e-08,4.886268278880834e-09
1955,2.5341140741375057e-08,9.385607846468247e-09
1956,2.616342520411763e-08,5.232684952005684e-09
1957,2.1204090927540165e-08,5.301022731885041e-09
1958,1.6544486669545222e-08,1.4062814024384807e-08
1959,2.8677767716089875e-08,1.3951345856355601e-08
1960,2.422291700554524e-08,1.314958364417862e-08
1961,2.848745239703021e-08,4.86371165564492e-09
1962,2.029426049432459e-08,1.0147130247162295e-08
1963,1.2285501505004959e-08,1.0992290633282664e-08
1964,1.8860301764789256e-08,1.1559539991878864e-08
1965,1.6963333848707407e-08,4.377634699181954e-09
1966,2.6033651678858405e-08,8.862519607077957e-09
1967,2.5637744371920235e-08,1.0846738618397467e-08
1968,2.0660513300185812e-08,1.3474247495537384e-08
1969,2.4071315607443466e-08,1.090021850558287e-08
1970,2.713247759800197e-08,1.3336302728816918e-08
1971,2.3122789016838396e-08,6.679916619845017e-09
1972,1.487742551375959e-08,7.69522046084603e-09
1973,2.4258095976392724e-08,8.821126051827832e-09
1974,2.2502286256553816e-08,6.1881286761433785e-09
1975,2.056132863970106e-08,1.028066431985053e-08
1976,1.9997344224975677e-08,7.427584769459372e-09
1977,1.2928920156696222e-08,9.402850942308305e-09
1978,2.3762364520507617e-08,8.316828115084718e-09
1979,2.925986741786346e-08,9.363157360553487e-09
1980,1.7055452161685025e-08,4.548120546843393e-09
1981,2.213942273954217e-08,8.855769451088236e-09
1982,2.1726258125909226e-08,8.069752865935698e-09
1983,1.2630632539867293e-08,3.157658134966823e-09
1984,2.8995042811175153e-08,1.0438215625185876e-08
1985,2.466378745680231e-08,9.02333674446254e-09
1986,1.7384007122700496e-08,6.593933843390687e-09
1987,2.749867533680117e-08,7.332980445085013e-09
1988,1.5591039570495013e-08,2.99827696004229e-09
1989,1.4817929994137558e-08,7.683371272548811e-09
1990,1.961514328741032e-08,1.1442167213715493e-08
1991,1.934283488935762e-08,5.8614650910726596e-09
1992,2.259077191979486e-08,6.61193322315512e-09
1993,1.550978012687665e-08,6.647049133334804e-09
1994,2.795711040448623e-08,3.164955852952289e-09
1995,1.843633334885908e-08,7.591431483433553e-09
1996,1.1209993822092201e-08,9.60856638698715e-09
1997,1.4384683666435194e-08,1.2946214766884623e-08
1998,1.6688451509594415e-08,4.291316191284977e-09
1999,2.7878227726318983e-08,3.656160929565999e-09
2000,2.076474814316498e-08,8.394259509714175e-09
2001,1.840108865280854e-08,9.20054432640427e-09
2002,2.0153619217921914e-08,7.009954394732176e-09
2003,2.6668306674082487e-08,7.083769126836614e-09
2004,2.070251881036711e-08,1.0131019578807354e-08
2005,1.3961623857028371e-08,9.457874483587148e-09
2006,1.4000825387938676e-08,5.7650457740976435e-09
2007,2.157018919035636e-08,8.38840730210677e-09
2008,1.702975893635994e-08,5.960415716543821e-09
2009,1.8119131084404216e-08,8.105927484791664e-09
2010,1.7005655550406118e-08,8.030448306328708e-09
2011,1.9502257586623273e-08,4.5887662558641296e-09
2012,1.736168897537027e-08,4.425528388196653e-09
2013,1.9802786965783525e-08,9.483025031897796e-09
2014,1.6024294779981574e-08,7.145969149746634e-09
