year,concernant_VERB en_ADP,concernant_VERB dans_ADP
1800,0.0,0.0
1801,0.0,0.0
1802,6.713520406265161e-09,0.0
1803,5.851017448321727e-09,0.0
1804,2.4718509461507665e-09,0.0
1805,1.4214388555089386e-08,0.0
1806,2.881669125542885e-09,2.881669125542885e-09
1807,8.540865792383556e-09,0.0
1808,1.8128591960930862e-08,2.2660739951163578e-09
1809,2.259030518203531e-09,0.0
1810,9.360507036149102e-09,0.0
1811,0.0,7.521229861140455e-09
1812,2.1337665856435706e-08,0.0
1813,0.0,2.8757416448144113e-09
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,9.341240669868967e-09,0.0
1818,1.1921176934492905e-08,2.384235475716423e-09
1819,3.1053151161586356e-09,4.140420006848444e-09
1820,1.1866481131050932e-09,1.1866481131050932e-09
1821,1.97229765852569e-09,0.0
1822,9.023054303725075e-09,1.0025615893027862e-09
1823,9.882686891060644e-10,4.941343334508019e-09
1824,2.0210670470532932e-08,8.421112696055388e-10
1825,2.641632912414593e-09,0.0
1826,9.688783109140786e-09,1.7615968683770689e-09
1827,3.6869092223668076e-09,3.6869092223668076e-09
1828,1.834460228167245e-08,1.8344602503717056e-09
1829,4.286588084490006e-09,8.573175780401954e-09
1830,6.262101504006523e-09,0.0
1831,4.677361609140007e-09,0.0
1832,4.7354891563600177e-08,9.470978667991403e-09
1833,6.950177322551099e-09,5.791814139399776e-09
1834,1.4001796166951408e-08,1.213489042584115e-08
1835,4.5378527602224494e-09,7.563087933704082e-09
1836,4.032449929525228e-09,3.36037508930076e-09
1837,2.1569462660409044e-08,1.6003149028165353e-08
1838,1.2624323808552163e-08,6.312161904276081e-09
1839,5.5931801412612e-09,6.9914749545318955e-09
1840,1.2739377330817092e-09,5.732719632334238e-09
1841,3.2102742686390684e-09,1.733548060656176e-08
1842,4.024959032733477e-09,4.024959032733477e-09
1843,8.860366662588604e-09,2.953455480181333e-09
1844,8.232841963717874e-09,5.488561272137815e-10
1845,3.9061593959388574e-09,2.2320911785556063e-09
1846,8.196302303531411e-09,2.3418005312692003e-09
1847,5.3932236454556914e-09,4.853901280910122e-09
1848,7.24069959545659e-09,5.63165514222419e-09
1849,8.379414939696517e-10,3.3517659758786067e-09
1850,1.6293590476834652e-08,7.467895635215882e-09
1851,1.870337307252612e-08,1.1608989325395669e-08
1852,7.812654523320361e-09,1.9531636308300904e-09
1853,7.763511611358354e-09,4.777545470346922e-09
1854,1.3508727469968562e-08,3.117398783558656e-09
1855,2.0166361025530932e-08,9.552486801567284e-09
1856,4.659470143053568e-09,5.694908100650764e-09
1857,1.9037885934380938e-08,9.763018171682347e-10
1858,7.34051397444091e-09,4.893676130990343e-09
1859,2.2405561850291633e-08,1.018434669930457e-09
1860,9.612086238064421e-09,0.0
1861,5.187560159214399e-09,0.0
1862,2.1234535907410645e-08,4.9697850279528666e-09
1863,1.1487627737949424e-08,7.491931519609807e-09
1864,1.6302074357099627e-08,1.2945765348604255e-08
1865,6.118897832863013e-09,7.0602665935837194e-09
1866,9.244664589402873e-09,8.271541673821048e-09
1867,8.249779526181555e-09,1.067618526917613e-08
1868,7.409810987013543e-09,1.4819622196071691e-09
1869,1.2208797528501236e-08,3.906815315701806e-09
1870,1.490852596930381e-08,1.7202146374017957e-09
1871,8.496941816815706e-09,3.18635318130589e-09
1872,7.861540751719076e-09,2.4189357183956872e-09
1873,4.190203295451056e-09,2.9930022904522957e-09
1874,5.377148060148329e-09,7.766991494406739e-09
1875,6.293679799540541e-09,4.577221879298321e-09
1876,7.859819461941697e-09,3.627608879952504e-09
1877,2.040989244278535e-08,1.8554447978047506e-09
1878,1.0266450800600069e-08,1.2078177569208037e-08
1879,1.5273313280772527e-08,6.109325489944695e-09
1880,1.6686399817444908e-08,2.5671385017744797e-09
1881,1.1156012114099667e-08,4.8807553554297556e-09
1882,9.317538740560849e-09,5.324308105514319e-09
1883,5.687405213450347e-09,6.951272724098345e-09
1884,1.3203393933736152e-08,9.902545450302114e-09
1885,1.8692343672910283e-08,1.353583467533781e-08
1886,9.680196200179125e-09,1.0970888975059268e-08
1887,2.6115698048556624e-08,9.793386546164129e-09
1888,3.4873380627686856e-08,1.521747527988282e-08
1889,1.566284169030041e-08,3.759081934617825e-09
1890,2.4906668727453507e-08,3.9326319978272295e-09
1891,2.103492668936724e-08,4.461953917456185e-09
1892,3.0715710863660206e-08,8.775916882086676e-09
1893,2.0938616174248637e-08,5.542574843531156e-09
1894,2.520615716150587e-08,1.1972924873759894e-08
1895,2.7083764564395096e-08,7.824198844375019e-09
1896,2.5357223876198987e-08,1.0614652268259306e-08
1897,1.5149455023788505e-08,1.806281169081103e-08
1898,4.866185321361627e-08,2.6594268121016285e-08
1899,3.150719507516442e-08,7.738609753005221e-09
1900,2.6474371139784125e-08,1.6092265298084385e-08
1901,2.0119459875900247e-08,1.676621685930968e-08
1902,2.6024505217492333e-08,1.1293652957267142e-08
1903,1.3500550899436803e-08,1.674068350610014e-08
1904,2.5260739278110123e-08,4.192207647690793e-08
1905,3.302885787093146e-08,2.8900251081154238e-08
1906,2.983626856689625e-08,2.2634411678268407e-08
1907,3.188563013623025e-08,1.542852956504248e-08
1908,3.830883343880487e-08,3.487086175368859e-08
1909,2.6954818821423032e-08,2.2554033307642385e-08
1910,2.8323999146095957e-08,2.4583092783636573e-08
1911,1.8621308939259507e-08,1.4365010514438836e-08
1912,3.334029585744247e-08,2.9693701719679666e-08
1913,2.4393752406925984e-08,1.96210621083992e-08
1914,2.9465672568562695e-08,3.4153391226254826e-08
1915,2.591767689352764e-08,2.4739600590351074e-08
1916,3.29623865980011e-08,2.8567401111345703e-08
1917,5.3735480065597585e-08,1.0966424213165737e-08
1918,3.101321510712296e-08,1.1486376294556067e-08
1919,3.9593746947730324e-08,2.9465114403937065e-08
1920,3.9375604554692245e-08,6.815008557481406e-09
1921,4.0892835395656135e-08,2.4232791773215467e-08
1922,3.32007097370024e-08,1.9182632371439468e-08
1923,4.564857647437748e-08,3.1847844805810155e-08
1924,4.512068585427187e-08,3.609654797287476e-08
1925,6.268961527666761e-08,2.0896537833436923e-08
1926,3.009457216762712e-08,2.675073285107743e-08
1927,5.463120289483925e-08,2.2298449309232637e-08
1928,4.7989372364831695e-08,4.913197804157221e-08
1929,5.7930113150916895e-08,3.230717737778832e-08
1930,5.041729744803547e-08,3.676261073337628e-08
1931,8.78212436106196e-08,3.763767608688795e-08
1932,5.589363638591749e-08,3.9454331357546835e-08
1933,5.735331143341682e-08,2.064719240024715e-08
1934,8.626737901806791e-08,3.5944740517379614e-08
1935,6.941604802079837e-08,3.949533677882755e-08
1936,5.941110137186456e-08,7.759817322039453e-08
1937,8.561960007646974e-08,5.036447159323387e-08
1938,1.1539040656316502e-07,2.463390735840676e-08
1939,1.085877601170182e-07,3.976452944698394e-08
1940,1.0650287918245738e-07,1.7750480196809804e-08
1941,5.31270463177691e-08,1.4757512545315876e-08
1942,6.371844563091145e-08,3.6410540360520827e-08
1943,5.8064703267746154e-08,1.7419411690866582e-08
1944,9.960876923287287e-08,3.534504600111177e-08
1945,8.931866934958066e-08,1.9606536838523425e-08
1946,7.795818479650052e-08,3.6194869323935563e-08
1947,8.46381811303587e-08,2.26496545963073e-08
1948,7.501602761195159e-08,1.195907639583993e-08
1949,1.0896879210076094e-07,2.1597418964347526e-08
1950,1.1592543813776501e-07,2.9779012367114888e-08
1951,9.062191708153478e-08,1.7058242818279723e-08
1952,8.014050933979888e-08,2.9525451195056007e-08
1953,9.804183265238464e-08,2.3702419582605216e-08
1954,1.2020218931318993e-07,3.127211556375187e-08
1955,1.0511881098906883e-07,3.472674947602172e-08
1956,1.4302671869081962e-07,3.226822542501395e-08
1957,1.820017723197509e-07,4.7709204420431917e-08
1958,1.4559148181492176e-07,3.3088973339090444e-08
1959,1.3176271984605137e-07,4.5729411368711226e-08
1960,1.5156625465806428e-07,3.5988332314218496e-08
1961,1.7926250917010833e-07,3.4740797960619574e-08
1962,1.6933023605503195e-07,4.883306559122502e-08
1963,1.7264362106583775e-07,3.556329275511416e-08
1964,1.618335596642595e-07,3.8937397306426647e-08
1965,1.433675305695381e-07,3.8851506900527966e-08
1966,1.512167477901727e-07,3.26805427164345e-08
1967,1.4150063737394802e-07,2.7116846046393306e-08
1968,1.3384418948159116e-07,4.177016776907294e-08
1969,1.607782249279932e-07,4.178417067901563e-08
1970,1.7245218231209947e-07,3.8629290349811995e-08
1971,1.7162248244773082e-07,3.44272628183262e-08
1972,1.5800852670722065e-07,6.104874755719081e-08
1973,2.0564249569865467e-07,4.3554308604143444e-08
1974,2.2164752433440071e-07,4.612968718120669e-08
1975,1.8448081018362927e-07,3.998035991159554e-08
1976,2.30826491698366e-07,4.685091953282594e-08
1977,1.8394327627735407e-07,5.1128001388178745e-08
1978,1.912870372100528e-07,6.53465050959312e-08
1979,1.83751959093037e-07,5.442335293537326e-08
1980,1.870414538807097e-07,5.34404157037649e-08
1981,2.2139422650724327e-07,6.641827354769703e-08
1982,2.0546833034984502e-07,6.455802292748558e-08
1983,1.7935497842458403e-07,4.7996401519867504e-08
1984,1.8904768017691254e-07,3.943325666000419e-08
1985,1.9309941157175103e-07,5.23353552717154e-08
1986,1.9841747489479644e-07,6.71382380801333e-08
1987,1.7721368550382977e-07,5.1330861339238254e-08
1988,1.990855904576705e-07,5.876622555245348e-08
1989,1.970235832260414e-07,6.036934330211352e-08
1990,1.8035034443641962e-07,5.339677855431546e-08
1991,1.776023935140536e-07,6.564840759892832e-08
1992,1.8678710378416952e-07,6.005839126022039e-08
1993,1.7780855188220812e-07,6.093128490647359e-08
1994,1.8725989825441047e-07,6.593658241627054e-08
1995,1.9466598555339942e-07,5.422450904957188e-08
1996,1.8149513758558555e-07,5.87190136513982e-08
1997,1.8364445253382655e-07,6.329261026394306e-08
1998,1.6688452397772835e-07,6.103205407725909e-08
1999,1.818940011943937e-07,7.632236243004797e-08
2000,1.961606033162866e-07,7.687375025433596e-08
2001,2.1818435058662544e-07,7.2289993713337e-08
2002,1.8269693313754942e-07,6.834705823521858e-08
2003,2.245971453262996e-07,7.333784585172864e-08
2004,1.8588218786419475e-07,7.53219271953931e-08
2005,1.9050860622371601e-07,6.890736614639792e-08
2006,1.832461071771263e-07,6.753339132359315e-08
2007,1.7056427825679066e-07,7.070228491556918e-08
2008,2.035056207994046e-07,6.30101055776322e-08
2009,1.487676053457676e-07,5.245011669430255e-08
2010,1.384071417476207e-07,5.1489344343735866e-08
2011,1.2121991099789398e-07,6.194834598072241e-08
2012,9.463822570054958e-08,5.991484780532019e-08
2013,9.120438626553096e-08,4.713621415408653e-08
2014,7.73063957293374e-08,3.63794784991045e-08
2015,7.425527259741216e-08,5.8295931817942126e-08
2016,7.311830629852523e-08,4.5983750140976554e-08
2017,7.647458599713275e-08,5.0563788989155256e-08
2018,8.673727958097288e-08,6.479481129417763e-08
2019,7.142765579004617e-08,7.703982873863424e-08
