year,pouvait_VERB écrire_VERB,pouvait_VERB ecrire_VERB,pouvait_VERB décrire_VERB
1874,3.136669874947984e-07,0.0,6.572069999322139e-09
1875,2.631902589200763e-07,0.0,1.2587359599081083e-08
1876,2.3216696831696026e-07,0.0,1.4510435519810017e-08
1877,2.3625996448117803e-07,0.0,1.855444864418132e-08
1878,2.2586191050777416e-07,0.0,1.2078177569208037e-08
1879,2.8591642831088393e-07,0.0,2.443730107160036e-09
1880,2.336095974442287e-07,0.0,7.701415505323439e-09
1881,2.5240476020371716e-07,0.0,1.324776466304911e-08
1882,3.0282001262094127e-07,0.0,1.7969540522244642e-08
1883,2.4392647901549935e-07,0.0,6.319338829996468e-09
1884,3.1226025498654053e-07,0.0,1.650424152899177e-08
1885,2.6040368084068177e-07,0.0,7.7347630522695e-09
1886,2.4200488724090974e-07,0.0,1.2261581083805595e-08
1887,2.206776485991213e-07,0.0,1.0446279397058333e-08
1888,3.639512726749672e-07,0.0,3.1703073499755874e-09
1889,3.771612284708681e-07,0.0,5.012109394186837e-09
1890,3.16576858949702e-07,0.0,5.243509182406569e-09
1891,3.4484529010114784e-07,0.0,3.1871101313640793e-09
1892,3.196941236183193e-07,0.0,1.6924984080901595e-08
1893,2.697386491945508e-07,0.0,1.7859408174558666e-08
1894,3.554068257471954e-07,0.0,1.5123694296903523e-08
1895,3.894043629770749e-07,0.0,1.745398137131815e-08
1896,3.673848993912543e-07,0.0,5.897029087265082e-09
1897,3.163905546443857e-07,0.0,1.7480140668268973e-09
1898,3.146045344237791e-07,0.0,3.960848538042683e-09
1899,3.697950035075337e-07,5.527578395003729e-10,2.432134493801641e-08
1900,3.701220805396588e-07,0.0,1.6092265298084385e-08
1901,3.738866212188441e-07,0.0,1.117747761014698e-08
1902,3.319351833397377e-07,4.910283846193408e-10,1.0802624572647801e-08
1903,3.564145458767598e-07,0.0,1.7280704867062013e-08
1904,4.391068841869128e-07,0.0,1.3436562973367927e-08
1905,4.3763236590166343e-07,5.160759042333041e-10,8.257214467732865e-09
1906,4.4291428480391914e-07,0.0,1.2346042410626978e-08
1907,4.165703160197154e-07,0.0,1.131425531042396e-08
1908,4.2679971556935925e-07,0.0,1.7680999775393502e-08
1909,4.7418478743566084e-07,0.0,1.3752458727367411e-08
1910,4.457021702819475e-07,0.0,2.6186338430989053e-08
1911,4.485075351112755e-07,0.0,1.2236860413850081e-08
1912,4.980206540494692e-07,1.0418842455450772e-09,1.82329742415277e-08
1913,4.040878138766857e-07,1.060597942803554e-09,1.0605979205990934e-08
1914,5.518116950042895e-07,6.696743715117748e-10,5.357394972094198e-09
1915,4.5355932343227323e-07,0.0,2.0027295377644805e-08
1916,5.746442752752046e-07,0.0,1.7579939282086343e-08
1917,5.285816655486997e-07,0.0,0.0
1918,5.05400578276749e-07,0.0,3.44591288836682e-09
1919,5.616787461804051e-07,0.0,1.5653341733923298e-08
1920,5.467151140692295e-07,0.0,1.2115570768855832e-08
1921,4.838985887545277e-07,0.0,2.0446417892117097e-08
1922,5.496561925610877e-07,7.377935484775833e-10,1.549366501762961e-08
1923,5.382285621635674e-07,0.0,2.3355084977083607e-08
1924,4.989058766113885e-07,2.578324886925998e-09,2.1915761649893284e-08
1925,5.433099659057916e-07,0.0,1.2097995494286806e-08
1926,5.171808084014629e-07,0.0,1.89484357093761e-08
1927,5.362776960282645e-07,0.0,1.0034302277972529e-08
1928,6.158635983410932e-07,0.0,2.170947865920425e-08
1929,5.859853899892187e-07,3.342121912552898e-09,1.6710609784809094e-08
1930,5.577413730861736e-07,0.0,2.6259009189288918e-08
1931,5.725489131691575e-07,1.1405356659111021e-09,2.0529641986399838e-08
1932,5.677039780493942e-07,1.0959536611565568e-09,1.8631212128639163e-08
1933,5.299446002027253e-07,1.1470662197865522e-09,1.9500125958415992e-08
1934,5.823047786179814e-07,0.0,2.036868629318178e-08
1935,6.00807879891363e-07,0.0,8.377798899061872e-09
1936,5.480371214616753e-07,1.2124714565686645e-09,2.3036957230715416e-08
1937,5.917825660617382e-07,0.0,1.0072894518486919e-08
1938,6.806737360420811e-07,1.2965214457594243e-09,1.2965214679638848e-08
1939,5.521152388610062e-07,1.5294050470515685e-09,1.3764645423464117e-08
1940,5.249070795798616e-07,0.0,3.0429394115571995e-08
1941,5.430764531411114e-07,0.0,1.7709016475464523e-08
1942,6.735950250913447e-07,0.0,2.1239483061208375e-08
1943,7.809702537997509e-07,0.0,2.322588166236983e-08
1944,6.554899982802453e-07,0.0,3.2131861615880553e-09
1945,7.080138288984017e-07,0.0,1.3071024262956144e-08
1946,6.459392238866712e-07,0.0,1.9489545977080525e-08
1947,6.198852702254953e-07,1.1920870957027319e-09,1.6689218895749036e-08
1948,6.827545462328999e-07,0.0,2.9354097819123126e-08
1949,5.291367415338755e-07,9.817008317369869e-10,1.8652315247891238e-08
1950,5.328316206032468e-07,0.0,2.7651939404904624e-08
1951,5.277393597680202e-07,0.0,1.8124383771578323e-08
1952,5.156409201845236e-07,0.0,2.8470971358274255e-08
1953,6.830606480434653e-07,1.0773827385790469e-09,1.1851209791302608e-08
1954,5.795113793283235e-07,0.0,2.052232517257835e-08
1955,5.650135790347122e-07,1.8771215692936494e-09,9.385607846468247e-09
1956,5.68618418128608e-07,0.0,1.831439710997529e-08
1957,6.007825845699699e-07,0.0,1.3252556385623393e-08
1958,5.335597279554349e-07,8.272243445794913e-10,2.4816730004317833e-08
1959,6.161844794405624e-07,7.750747821333448e-10,1.3176271629333769e-08
1960,5.515904035746644e-07,0.0,2.2838749558218296e-08
1961,5.614112410512462e-07,0.0,2.709782087606527e-08
1962,6.037542448211752e-07,6.341956404476434e-10,1.77574772664002e-08
1963,5.7030587186091e-07,6.466053248388448e-10,2.8450633848819962e-08
1964,5.116617103340104e-07,6.083968329129164e-10,2.4335873760605864e-08
1965,5.395434641286556e-07,0.0,2.8454625322638094e-08
1966,5.13472230068146e-07,1.1078149508847446e-09,3.378835700118543e-08
1967,4.866241170020658e-07,0.0,2.267954357648705e-08
1968,5.834349394717719e-07,8.982831700699023e-10,1.7965662735264232e-08
1969,4.791554601979442e-07,0.0,1.589615195030092e-08
1970,4.842457315135107e-07,9.197450023812337e-10,2.115413444414571e-08
1971,4.480682491703192e-07,5.138397485282553e-10,1.798439086542203e-08
1972,4.432446871760476e-07,5.130146862875051e-10,2.7189777540570503e-08
1973,4.432615980931587e-07,1.102640756478479e-09,1.6539610570021068e-08
1974,4.309187886519794e-07,1.1251143350321513e-09,2.925297337696975e-08
1975,3.855249133266625e-07,5.711480177694739e-10,2.1132477101559743e-08
1976,4.170874490228016e-07,0.0,2.3425460682346966e-08
1977,4.260666912614397e-07,5.876781838942691e-10,3.114694280270669e-08
1978,4.419800063715229e-07,1.1881182704343018e-09,2.673266052966028e-08
1979,4.049565518471354e-07,0.0,2.0481905949054635e-08
1980,3.8943281310821476e-07,0.0,2.5014662341504845e-08
1981,3.61821435035381e-07,1.2651099057237047e-09,1.707898356073656e-08
1982,3.6872563669021474e-07,6.207502289967692e-10,2.110550845202397e-08
1983,4.0670636280992767e-07,1.2630632095778083e-09,1.894594880980094e-08
1984,3.972320712364308e-07,0.0,2.2616132966390978e-08
1985,3.645428137133422e-07,6.015558051686298e-10,2.4062231318566774e-08
1986,3.82448178015693e-07,3.5966913891627428e-09,2.2179596825822046e-08
1987,4.1797986227720685e-07,6.110816852533674e-10,2.5054349706010726e-08
1988,4.035680660763319e-07,1.1993107618124554e-09,2.7584148298842592e-08
1989,4.077674873315118e-07,1.0976244357863152e-09,3.128229764115531e-08
1990,3.7105311889717996e-07,0.0,1.8525414091641323e-08
1991,3.7337534308790055e-07,0.0,1.934283488935762e-08
1992,3.6090133903599053e-07,1.65298330578878e-09,1.8733810946969243e-08
1993,3.8719059602954076e-07,1.1078414852150331e-09,2.8803878393546256e-08
1994,3.2282551387652347e-07,0.0,2.0572214154412904e-08
1995,3.4432562756592233e-07,1.0844901643380922e-09,2.548551947256783e-08
1996,3.2402220995209063e-07,0.0,1.975094043871195e-08
1997,2.886526431211678e-07,4.79489448146353e-10,2.4933450859521145e-08
1998,3.02776214766709e-07,0.0,2.7178336026167926e-08
1999,3.1305879133469716e-07,0.0,2.2393985332769262e-08
2000,3.30468765241676e-07,8.836062992401139e-10,2.3415566374751506e-08
2001,3.3691517842271423e-07,4.3812117822561447e-10,2.365854356867203e-08
2002,3.0887611046637176e-07,4.38122149670761e-10,2.6287329646379476e-08
2003,3.19602975196176e-07,0.0,3.041853702256958e-08
2004,2.858709535757953e-07,0.0,3.171449591832243e-08
2005,3.1841508985053224e-07,4.5037495954858286e-10,2.7923247714056743e-08
2006,2.837226134033699e-07,0.0,3.1707752867760064e-08
2007,2.800130118885136e-07,7.988958938831558e-10,2.7162460725094206e-08
2008,2.665157126102713e-07,4.257439678578834e-10,4.001993403335291e-08
2009,2.6511150963415275e-07,0.0,3.7191902890754136e-08
2010,2.848447309133917e-07,0.0,4.7237929123866707e-08
2011,2.2064318727643695e-07,0.0,4.244608931003313e-08
2012,1.9336155787641474e-07,0.0,5.582974438311794e-08
2013,2.0081699858565116e-07,0.0,5.35512008070782e-08
2014,2.919020118952176e-07,0.0,5.8033929661860384e-08
2015,2.054765388947999e-07,0.0,5.208952202906403e-08
2016,2.1500510172245413e-07,0.0,5.592618279592898e-08
2017,1.901802164638866e-07,0.0,6.21355980001681e-08
2018,1.840585781565096e-07,0.0,5.343635933741098e-08
2019,2.3877245780568046e-07,0.0,5.7397222974486795e-08
