year,riant_VERB en_ADP,riant_VERB dans_ADP
1841,2.632424944692957e-08,4.6227949468402585e-08
1842,2.2137274680034125e-08,8.45241387992246e-08
1843,3.130662956651875e-08,4.6073907356003474e-08
1844,2.195424464446205e-08,6.037417676907353e-08
1845,1.1160455670733427e-08,3.794555070157912e-08
1846,1.5807153141977892e-08,5.854501239355159e-08
1847,5.3932236454556914e-09,3.9909856752728956e-08
1848,2.091757700384278e-08,3.137636639394259e-08
1849,1.75967720394965e-08,1.256912263158938e-08
1850,4.073397619208663e-09,2.5798184921654865e-08
1851,6.449438760824933e-09,2.7732586227458e-08
1852,1.2370036550635177e-08,2.9948509450150596e-08
1853,1.2541057081705276e-08,3.822036376277538e-08
1854,1.8704392701351935e-08,2.9615287833184567e-08
1855,1.8043586180738203e-08,6.04990830765928e-08
1856,1.915559949550172e-08,5.1254172461767666e-08
1857,1.4644527368545823e-08,7.566338977582632e-08
1858,2.1532174210303623e-08,5.6766642830829994e-08
1859,2.3933214521321133e-08,7.689181558134806e-08
1860,1.1900677776566226e-08,6.133426599941316e-08
1861,1.5562680033553988e-08,5.8006353498285534e-08
1862,8.584174260306554e-09,3.027050965442868e-08
1863,1.748117206545885e-08,3.9457503930862003e-08
1864,1.8699438775193755e-08,4.890622662401256e-08
1865,2.6358328464315406e-08,4.659775815207823e-08
1866,1.4596838404656864e-08,4.427707916976331e-08
1867,4.124889585455094e-08,7.133632706768367e-08
1868,3.1615194018286275e-08,4.3964877960434023e-08
1869,2.0022428159904848e-08,4.2486618112569374e-08
1870,2.4656408914580652e-08,4.0711747750776794e-08
1871,2.9739296358854972e-08,7.009977309735405e-08
1872,2.53988242659986e-08,6.410179764770874e-08
1873,4.0106229448610975e-08,3.831042860724665e-08
1874,2.5093358502203955e-08,4.660195285222102e-08
1875,1.7164582089002067e-08,5.149374260327022e-08
1876,1.6324239737741664e-08,4.897271921322499e-08
1877,1.6699003069220453e-08,5.071549258328645e-08
1878,3.8650167510922984e-08,5.1332254003000344e-08
1879,2.6881031511827302e-08,8.736334833336912e-08
1880,3.529815595371133e-08,6.417846032391594e-08
1881,1.7431269150325335e-08,4.8807553554297556e-08
1882,2.9949232205339626e-08,6.122954543386072e-08
1883,2.3381554747903266e-08,3.791603475633565e-08
1884,2.6406787867472303e-08,5.941527270181268e-08
1885,1.0313017106966527e-08,4.576401502198735e-08
1886,1.5488313631628614e-08,5.0982365440432886e-08
1887,2.2198344495905076e-08,5.223139609711325e-08
1888,1.0144983297877275e-08,3.487338173790988e-08
1889,1.9421923624918236e-08,7.643466631845897e-08
1890,1.769684337959987e-08,4.1948073459252555e-08
1891,1.0198752065093686e-08,6.182993317338514e-08
1892,2.193979398157353e-08,4.701384148653176e-08
1893,1.6011883374744684e-08,2.586534897375259e-08
1894,2.142523314319078e-08,4.4740929183717526e-08
1895,2.2268872967856623e-08,4.4537745935713247e-08
1896,1.2973464080801023e-08,3.125425468430976e-08
1897,1.8062811357744124e-08,3.787363667129284e-08
1898,9.619203211741478e-09,5.375436984422777e-08
1899,1.326618814800895e-08,6.909472638483294e-08
1900,2.18024234222014e-08,5.813979697677496e-08
1901,1.900171220370339e-08,5.253414414596591e-08
1902,5.892340837476695e-09,2.7497589982772297e-08
1903,1.5120615870500842e-08,5.2382135518058703e-08
1904,8.061937784020756e-09,4.192207825326477e-08
1905,9.289366165177171e-09,5.4704045071574114e-08
1906,1.8519063615940468e-08,7.613392882799275e-08
1907,6.685696440911215e-09,4.0114177479733115e-08
1908,6.875944702500192e-09,3.8799974788616964e-08
1909,1.2102163438054703e-08,5.8310426431784634e-08
1910,2.2979847247306395e-08,6.787071527014632e-08
1911,1.276889838308648e-08,4.149891807969652e-08
1912,1.2502610502451716e-08,3.125652747737462e-08
1913,1.2727175369153798e-08,3.6590630581034844e-08
1914,9.375441423209452e-09,3.281404303834279e-08
1915,1.1780762143587253e-08,3.887651445211304e-08
1916,5.493731025651982e-09,2.8567400889301098e-08
1917,1.096642476827725e-08,5.0445552846056785e-08
1918,1.72295644418341e-08,6.432370724951397e-08
1919,6.445493971884986e-09,4.4197673076951105e-08
1920,1.514446346106979e-08,3.710393414735336e-08
1921,1.2873671018098776e-08,3.7863738810983705e-08
1922,1.1066903615741808e-08,3.8365264742878935e-08
1923,2.229349149729387e-08,4.883336046646036e-08
1924,2.707241142374528e-08,6.316896161706609e-08
1925,1.539744931555731e-08,8.028669640225417e-08
1926,2.340688998181406e-08,6.799144358637932e-08
1927,3.9022286735246325e-08,9.25385634786835e-08
1928,3.085031252680892e-08,6.284322751071159e-08
1929,2.0052731031228177e-08,7.35266840745652e-08
1930,2.6259008523155103e-08,5.882018072611572e-08
1931,2.0529641986399838e-08,4.6761963190533606e-08
1932,1.0959536833610173e-08,3.397456205256333e-08
1933,1.261772819560747e-08,3.4411986149507356e-08
1934,3.474658250013363e-08,3.4746584276490466e-08
1935,8.377798899061872e-09,5.0266791618014395e-08
1936,9.699771652549316e-09,3.516167268458048e-08
1937,7.55467088886519e-09,3.021868266728234e-08
1938,5.186085783037697e-09,2.8523471029551217e-08
1939,6.117620188206274e-09,3.364691281149135e-08
1940,7.607348528892999e-09,3.2965177032551196e-08
1941,2.9515025978810172e-09,6.198155233505531e-08
1942,1.2136846860855144e-08,5.76500234217292e-08
1943,2.0322646676618206e-08,6.67744117777147e-08
1944,6.4263723231761105e-09,4.177142010064472e-08
1945,1.742803235060819e-08,8.496165548876888e-08
1946,2.3665877257883494e-08,2.9234318077442367e-08
1947,1.0728784083369192e-08,4.291513655552137e-08
1948,3.044128593643336e-08,4.4574739899161386e-08
1949,1.570721330779179e-08,3.141442661558358e-08
1950,1.595304155443955e-08,3.722376362702562e-08
1951,1.919052239340857e-08,4.157946520422229e-08
1952,1.4762725042416491e-08,4.323369751091377e-08
1953,5.386913692895234e-09,6.033343424860504e-08
1954,1.5636057781875934e-08,3.322662323057557e-08
1955,7.508486277174597e-09,3.660386971304774e-08
1956,1.4825940697349438e-08,4.883839466174322e-08
1957,1.3252556385623393e-08,3.3573144264664734e-08
1958,1.5717262880077243e-08,3.722509589465517e-08
1959,1.3951345856355601e-08,3.952881399982289e-08
1960,2.5607082898559952e-08,3.8064584373387333e-08
1961,2.2234108942864594e-08,4.168895628708924e-08
1962,2.4733629588880035e-08,4.18569115478995e-08
1963,8.405868889838075e-09,3.7503109950876024e-08
1964,1.9468698597702172e-08,3.102823770140262e-08
1965,1.6963334570352373e-08,3.392666886314899e-08
1966,2.0494576702390077e-08,5.926810042744535e-08
1967,2.5144710535940362e-08,4.930335606445624e-08
1968,1.3474247911871018e-08,6.692209808534244e-08
1969,1.544197653080559e-08,5.086768861684021e-08
1970,1.7935028046034418e-08,3.311082111268071e-08
1971,2.7233506338930624e-08,3.648262136835001e-08
1972,1.7442498556619057e-08,4.411926246561393e-08
1973,1.5988290968937946e-08,3.3079221140042137e-08
1974,1.8564387360697765e-08,1.7439271360331077e-08
1975,7.996072248772634e-09,3.484002775167028e-08
1976,8.570290255249802e-09,2.9138986279431123e-08
1977,1.2928919657095861e-08,3.7023727028628883e-08
1978,1.663365645221404e-08,2.4356423655724768e-08
1979,1.9311512056141567e-08,4.564539324292127e-08
1980,9.664756106531058e-09,3.126833025834941e-08
1981,1.2651099334792804e-08,3.7320742052315836e-08
1982,1.1794254017871708e-08,2.7933760193832313e-08
1983,1.4525227021167098e-08,3.410270599246701e-08
1984,1.1598016769198694e-08,3.2474446243213606e-08
1985,1.4437338990980209e-08,2.7671566371623157e-08
1986,1.0190625565620337e-08,3.9563602394210307e-08
1987,1.2221633483022742e-08,3.360949207831254e-08
1988,8.994830658082265e-09,3.7778288941581195e-08
1989,1.1525056464734007e-08,4.280735410588932e-08
1990,1.3621627381610324e-08,4.140974813049425e-08
1991,7.6199047072123e-09,3.51687923227928e-08
1992,8.264916417921597e-09,4.4630546369717194e-08
1993,1.3294098155647305e-08,3.877445209354846e-08
1994,8.967375231261343e-09,3.956195016030506e-08
1995,1.2471636778865758e-08,3.145021310047014e-08
1996,5.871901409548741e-09,3.309617091495909e-08
1997,1.3905194440333446e-08,3.83591540753514e-08
1998,1.6688452286750532e-08,3.814503202193009e-08
1999,6.8553016596695215e-09,3.656160885157078e-08
2000,8.83606254831193e-09,2.9159007652879154e-08
2001,1.095302959441824e-08,3.3297209073301914e-08
2002,1.8839251658686607e-08,3.986911722986264e-08
2003,1.12506919336397e-08,3.54188445794712e-08
2004,1.2333415538856585e-08,3.43573733074809e-08
2005,1.1709749281330062e-08,4.323599711586468e-08
2006,1.4412614379732958e-08,4.117890028965121e-08
2007,1.877405364503204e-08,5.0729890732625904e-08
2008,2.171294288810799e-08,4.0019933367219096e-08
2009,2.002640786535892e-08,5.3403756083980625e-08
2010,3.259417158396616e-08,5.243410328148457e-08
2011,3.6710131767758725e-08,5.965396254747901e-08
2012,4.3234010732584593e-08,8.953184782445334e-08
2013,5.3551200474011296e-08,8.757852520968612e-08
2014,5.1104506432197994e-08,1.1325277993190497e-07
2015,5.6079357602101254e-08,1.1171540248433587e-07
2016,5.1990634020171456e-08,1.1620217454932913e-07
2017,5.433720368097639e-08,9.232293374239475e-08
2018,5.756670901080341e-08,9.809573708885466e-08
2019,5.2040150799737006e-08,9.948852208729875e-08
