year,put_VERB écrire_VERB,put_VERB décrire_VERB
1889,1.021217315155809e-07,6.265136853755848e-09
1890,8.717334054608727e-08,7.209825181320184e-09
1891,9.880041318410804e-08,4.461953917456185e-09
1892,8.838602383320904e-08,3.1342561879199593e-09
1893,1.1516238629383224e-07,6.158416554491453e-10
1894,1.0271509154335945e-07,5.041231432301174e-09
1895,8.60661870660806e-08,9.629783193076946e-09
1896,1.462463217194454e-07,8.845543852942228e-09
1897,8.914872040577393e-08,5.826713334045053e-09
1898,1.165621128507155e-07,3.3950129374460403e-09
1899,7.849160965633928e-08,0.0
1900,1.0434016672888902e-07,3.114631885736685e-09
1901,1.0562716568074393e-07,6.706486921359556e-09
1902,9.86967023663965e-08,2.455141867585553e-09
1903,6.966283905285309e-08,1.0800440541913758e-09
1904,9.889310348398794e-08,1.6123875568041512e-09
1905,8.87650557501729e-08,2.580379465655369e-09
1906,7.819160430244665e-08,3.600929110447737e-09
1907,1.1879968297989763e-07,6.1714118260169926e-09
1908,1.0854169829599414e-07,4.4202499438483756e-09
1909,1.2652262171286566e-07,8.251475058784763e-09
1910,1.2291546624965122e-07,4.809735720812114e-09
1911,1.0587544352347322e-07,3.1922244847493175e-09
1912,8.856016364688912e-08,2.0837684910901544e-09
1913,8.431753428794764e-08,1.590896969716482e-09
1914,9.174539172818186e-08,1.3393487430235496e-09
1915,7.186265094105693e-08,0.0
1916,1.3404704191088967e-07,6.592477230782379e-09
1917,9.102132025873289e-08,0.0
1918,1.0452602339228179e-07,2.2972752589112133e-09
1919,1.0865261401704629e-07,7.366278698128781e-09
1920,8.783788985056162e-08,9.086678076641874e-09
1921,9.617389196137083e-08,9.844571380313027e-09
1922,1.2026035278722702e-07,8.115729421831475e-09
1923,1.3163776202418376e-07,0.0
1924,8.508472149060253e-08,3.867487219366694e-09
1925,1.0118323956476161e-07,1.0998177923937646e-09
1926,1.1034676816734645e-07,6.687683296036084e-09
1927,1.1372209485216445e-07,2.2298449753321847e-09
1928,1.3939769871740282e-07,3.4278122562625413e-09
1929,1.3591295555670513e-07,2.2280812750352652e-09
1930,1.1448928205481934e-07,1.0503603542488804e-09
1931,1.2888052935977612e-07,7.983749661377715e-09
1932,1.249387224788734e-07,1.4247397928102146e-08
1933,1.0323596200123575e-07,2.2941324395731044e-09
1934,9.585264137967897e-08,3.5944740517379614e-09
1935,9.454944205344873e-08,2.393656828303392e-09
1936,8.366053094732706e-08,6.0623572828433225e-09
1937,8.813782415018068e-08,6.295559185076627e-09
1938,8.297737252860315e-08,2.5930428915188486e-09
1939,6.882322622914216e-08,7.647025235257843e-09
1940,1.0650288118085882e-07,0.0
1941,9.149658097840074e-08,2.9515025978810172e-09
1942,1.4260795921927638e-07,0.0
1943,9.290352664947932e-08,0.0
1944,1.0282195717081777e-07,1.2852744646352221e-08
1945,1.4160276862185128e-07,2.178504043826024e-09
1946,9.187928640130849e-08,4.1763312808029696e-09
1947,1.2397705972944095e-07,4.7683483828109274e-09
1948,1.4568330186648382e-07,2.174377566888097e-09
1949,9.129817613029445e-08,9.817008539414473e-09
1950,8.295582176742755e-08,4.2541445921528975e-09
1951,7.249753508631329e-08,3.1984206394497505e-09
1952,6.326882129314981e-08,1.0544803918932644e-09
1953,1.1097041863195045e-07,6.464296653518886e-09
1954,8.502106396690579e-08,3.9090144454689835e-09
1955,6.382213513234092e-08,3.754243138587299e-09
1956,6.366433069615596e-08,1.3953826538681824e-08
1957,1.1397198562690392e-07,2.6505113659425206e-09
1958,1.0092136903949722e-07,7.445019267748876e-09
1959,1.030849432481773e-07,1.5501495642666896e-09
1960,1.0173624787057634e-07,5.536666680683311e-09
1961,8.268309414916075e-08,4.86371165564492e-09
1962,9.703193626364737e-08,6.976152100435229e-09
1963,7.56528208967211e-08,3.2330267352165265e-09
1964,7.787479461285329e-08,2.4335873316516654e-09
1965,7.989183359313756e-08,2.188817349590977e-09
1966,5.317511764246774e-08,3.8773522170743036e-09
1967,8.874604162656397e-08,4.437302081328198e-09
1968,9.791286714744274e-08,5.3896989093971115e-09
1969,5.5409444144061126e-08,4.541757636644661e-09
1970,8.461653777658285e-08,3.219107425067591e-09
1971,6.577148781161668e-08,1.541519245584766e-09
1972,6.617889170001945e-08,2.565073486948677e-09
1973,6.009392450323503e-08,2.7566018356850464e-09
1974,6.581918654546826e-08,1.6876715580593782e-09
1975,6.853775857962319e-08,1.7134440533084216e-09
1976,7.370449850441219e-08,3.4281160132820787e-09
1977,4.760193306196925e-08,3.526069214387917e-09
1978,5.524750079644036e-08,4.752473081737207e-09
1979,4.6230589134665934e-08,4.681578680276743e-09
1980,3.865902442612423e-08,1.1370301367108482e-09
1981,4.1748627666038374e-08,2.5302198114474095e-09
1982,4.717701784784367e-08,1.2415004579935385e-09
1983,6.567928778622445e-08,3.78918940668882e-09
1984,5.799008562235031e-08,5.799008384599347e-09
1985,5.414002401948892e-08,1.8046674155058895e-09
1986,5.035367678374314e-08,1.7983456945813714e-09
1987,5.1330861339238254e-08,1.8332451112712533e-09
1988,6.596209090048433e-08,8.395175221664886e-09
1989,5.81740948746301e-08,3.2928733073589456e-09
1990,5.9390295348293876e-08,4.358920779878872e-09
1991,6.447611866633451e-08,4.10302547493302e-09
1992,7.658822198663984e-08,3.30596661157756e-09
1993,6.370088811991081e-08,7.754890063438324e-09
1994,5.222177179575738e-08,3.6924485691258724e-09
1995,4.9886548225686056e-08,1.626735190995987e-09
1996,5.17794944698835e-08,3.2028553142993132e-09
1997,5.082588216964723e-08,8.630809844589749e-09
1998,4.577404055794432e-08,5.72175506974304e-09
1999,3.290544725587097e-08,3.656160929565999e-09
2000,4.948195453380322e-08,3.5344251969604557e-09
2001,4.4688359679412315e-08,5.257454027685071e-09
2002,7.623325615213616e-08,1.3143663935011318e-09
2003,6.458730439362625e-08,2.9168460979889232e-09
2004,4.096455796798182e-08,3.523833003171717e-09
2005,3.783149793434859e-08,2.702249757291497e-09
2006,3.459027553276428e-08,1.2353669198716943e-09
2007,4.433872291542684e-08,5.592271090648637e-09
2008,4.001993403335291e-08,2.1287198670449925e-09
2009,3.528462499957641e-08,4.76819250749827e-09
2010,3.7790343299093365e-08,8.97520635589899e-09
2011,3.594533737327765e-08,3.4415748029203996e-09
2012,3.336167608836149e-08,7.148930780687124e-09
2013,3.3190588055731496e-08,4.741512515948898e-09
2014,4.222617988602906e-08,6.496335469563519e-09
2015,3.4135261728351907e-08,5.984753581600444e-09
2016,4.2255337007190974e-08,3.1070099826280284e-09
2017,2.5156113636626287e-08,5.7859059765519305e-09
2018,2.478208038780849e-08,8.518839855753413e-09
2019,3.418323757387043e-08,5.612172948588068e-09
