year,espérant_VERB en_ADP,espérant_VERB dans_ADP
1859,6.467060131853941e-08,7.638260024478427e-09
1860,7.643897070863659e-08,1.876645328025006e-08
1861,4.998921659948863e-08,1.4147891747029462e-08
1862,4.382446766593162e-08,2.8463313511695176e-08
1863,4.2454278315062766e-08,9.989241434027463e-09
1864,4.31525504218655e-08,1.0068928801842958e-08
1865,7.483882313863433e-08,5.6482134525026595e-09
1866,3.5032413081559355e-08,2.0435575009969398e-08
1867,4.6586988489139e-08,6.79393608038481e-09
1868,4.445886503390284e-08,2.2723421366777075e-08
1869,5.5672117804661525e-08,5.371871281134588e-09
1870,3.039045770591997e-08,5.734048791339319e-09
1871,3.717412155879174e-08,3.080141297573391e-08
1872,4.535504394276302e-08,1.9956219787786722e-08
1873,7.422645342813894e-08,5.387403856360606e-09
1874,3.465273329394947e-08,2.3300974927309426e-08
1875,4.005068987567029e-08,1.8308887517193284e-08
1876,3.748529220359842e-08,1.269663085778916e-08
1877,3.030559847516656e-08,9.895705588292003e-09
1878,3.623453348478023e-08,6.039088784604019e-09
1879,3.6655952717623563e-08,1.2829582729523281e-08
1880,2.3104245627791897e-08,1.0910338410496934e-08
1881,3.2770786195790436e-08,4.183504653809678e-09
1882,1.3976308999019693e-08,9.983077919883954e-09
1883,1.6430281690738013e-08,2.1485751844352308e-08
1884,2.2445769687351458e-08,1.4523733327109767e-08
1885,2.6427105948023666e-08,5.80107206715752e-09
1886,3.74300894723234e-08,7.098810428374236e-09
1887,2.8727269063555383e-08,9.79338704576449e-09
1888,3.360525768769662e-08,1.1413106459912115e-08
1889,3.571128076584884e-08,8.144677543509005e-09
1890,3.473824811139892e-08,3.932631831293776e-09
1891,1.5298127875595924e-08,1.0198752065093686e-08
1892,3.00888589599424e-08,8.149066310636499e-09
1893,5.173069839159439e-08,2.0322774796355247e-08
1894,3.5288620248152824e-08,6.301539290376468e-09
1895,2.6481904225050812e-08,9.629782748987736e-09
1896,1.8870492723976895e-08,1.1204354777305525e-08
1897,5.010973680441566e-08,8.740070001067579e-09
1898,4.130599151608294e-08,9.05336783318944e-09
1899,1.5477219506010442e-08,1.6029977345510815e-08
1900,1.972600260913282e-08,1.661137050135153e-08
1901,2.2913829056392387e-08,6.147612863216523e-09
1902,2.7497589982772297e-08,8.838511256215043e-09
1903,1.5120615870500842e-08,1.0260418292773466e-08
1904,3.0097901060344157e-08,1.0749250378694342e-08
1905,3.199670733922133e-08,6.192911072844254e-09
1906,2.4692085709432376e-08,5.658602808544799e-09
1907,3.085706046235259e-08,1.6971383187680544e-08
1908,3.33974468080811e-08,1.0313917053750288e-08
1909,2.695482004266836e-08,1.6502951005747946e-08
1910,3.313373486690807e-08,4.2753204310130855e-09
1911,3.08581699082211e-08,4.788336838146279e-09
1912,2.7609932784500302e-08,1.5628263128064646e-08
1913,2.015136069122292e-08,7.954484682048957e-09
1914,1.875088229130739e-08,7.366418142140674e-09
1915,3.769843792689187e-08,3.5342285764627945e-09
1916,1.867868548721674e-08,1.7579939504130948e-08
1917,2.4126133979507358e-08,7.676497326691845e-09
1918,2.6418664589300533e-08,2.067547733020092e-08
1919,3.130668307926854e-08,1.1049418047193171e-08
1920,3.483226684863894e-08,6.057785384427916e-09
1921,2.499006651612845e-08,3.0290989716519334e-09
1922,2.2871599725249325e-08,8.115729421831475e-09
1923,2.3355085421172816e-08,4.246379248229459e-09
1924,2.836157397823058e-08,2.578324886925998e-09
1925,3.189471442510694e-08,4.399271169575059e-09
1926,1.7833821530643945e-08,3.343841648018042e-09
1927,2.6758140592164636e-08,1.6723836537835268e-08
1928,2.6279895481984283e-08,1.5996457491951332e-08
1929,2.6736974412244763e-08,1.2254446568604749e-08
1930,2.3107928015519974e-08,1.1553964007759987e-08
1931,2.167017854048936e-08,6.843213995466613e-09
1932,2.5206933651489294e-08,5.4797681947604815e-09
1933,2.1794258620033702e-08,8.02946331646126e-09
1934,1.5576054224197833e-08,5.990790086229936e-09
1935,1.4361940969820353e-08,5.98414207075848e-09
1936,1.6974600836050513e-08,0.0
1937,3.021868266728234e-08,5.0364472592434595e-09
1938,2.9819993030422154e-08,0.0
1939,3.6705721129237645e-08,4.588215141154706e-09
1940,4.3108308034334186e-08,7.607348528892999e-09
1941,2.3612020783048138e-08,0.0
1942,3.3376331032286544e-08,9.102635090130207e-09
1943,3.193558839598154e-08,5.806470415592457e-09
1944,1.927911696952833e-08,3.2131861615880553e-09
1945,1.9606536394434215e-08,1.089252066321933e-08
1946,2.5057987684817817e-08,1.3921104269343232e-09
1947,3.5762614203349585e-08,8.344609447874518e-09
1948,3.152847538601122e-08,6.523132922708896e-09
1949,2.6505922567920948e-08,2.945102384188658e-09
1950,1.3825969702452312e-08,1.0635361036293034e-08
1951,2.3455084208201527e-08,3.1984206394497505e-09
1952,2.1089608281954497e-08,4.2179215675730575e-09
1953,2.5857186169986335e-08,1.1851209791302608e-08
1954,2.247683283940205e-08,1.5636057781875934e-08
1955,2.7218262754757916e-08,8.447047505910632e-09
1956,1.3953826982771034e-08,7.849027428008526e-09
1957,2.1204090594473257e-08,1.0602045019680872e-08
1958,2.564395418236387e-08,4.136121722897457e-09
1959,2.0927019450667217e-08,3.100299128533379e-09
1960,1.9378333382391588e-08,6.920833239831836e-09
1961,2.501337403870707e-08,6.948159270159238e-09
1962,2.5367825173816527e-08,4.4393695941558065e-09
1963,2.845063518108759e-08,8.405868778815773e-09
1964,2.7986254869105665e-08,1.0951143103454797e-08
1965,2.3529786119524942e-08,4.377634699181954e-09
1966,2.2710207381315684e-08,7.754704434148607e-09
1967,2.613077793034435e-08,7.395503320850594e-09
1968,3.1889051815836567e-08,2.245707841908029e-09
1969,2.2708789071401725e-08,8.62933968726054e-09
1970,2.2533751975473137e-08,9.657322941336588e-09
1971,2.0039749748512747e-08,8.221436087474387e-09
1972,1.3338381954497436e-08,7.69522046084603e-09
1973,2.7014698034122375e-08,7.718485461882807e-09
1974,2.137717214356627e-08,5.625571564138454e-09
1975,2.1132476657470534e-08,4.569184142155791e-09
1976,2.342546046030236e-08,1.1998406601598788e-08
1977,2.291944944943225e-08,5.876782005476144e-09
1978,3.267325099365337e-08,6.534650598410963e-09
1979,2.57486831856113e-08,4.681578680276743e-09
1980,3.6384963542079873e-08,1.193881615790815e-08
1981,3.0995193078808825e-08,8.855769451088236e-09
1982,2.545075850068912e-08,7.449002525916626e-09
1983,2.5261265079734585e-08,6.946847541655643e-09
1984,3.247444679832512e-08,4.639206796497319e-09
1985,2.8874678315027325e-08,9.624892882698077e-09
1986,2.5176838502893872e-08,5.395036972721812e-09
1987,2.688759348501435e-08,7.332980445085013e-09
1988,1.9788627625416666e-08,8.395175166153734e-09
1989,3.45751683950013e-08,6.585746725740194e-09
1990,3.214704158427395e-08,4.90378582185258e-09
1991,3.57549367890897e-08,8.7921980806982e-09
1992,2.424375467047213e-08,4.958949750832886e-09
1993,2.5480354270968064e-08,7.20096987594232e-09
1994,3.164955919565671e-08,4.747434001473039e-09
1995,3.0365723879821616e-08,5.4224509327127635e-09
1996,2.6690460286360462e-08,6.4057106285986265e-09
1997,2.3974472185273044e-08,6.712852163026639e-09
1998,3.623778155326107e-08,8.105819682135973e-09
1999,2.8335246371469225e-08,8.226361813967742e-09
2000,2.8275400687505226e-08,9.277866475088103e-09
2001,3.373532986294947e-08,1.1391150411821371e-08
2002,3.4611648658255945e-08,1.1391176002462089e-08
2003,3.375207474620723e-08,5.41700001521761e-09
2004,3.611928733882053e-08,9.690540814233373e-09
2005,4.008337173289078e-08,6.305249322657858e-09
2006,4.076711146439038e-08,1.317724729332781e-08
2007,4.114313939540537e-08,9.586750782109021e-09
2008,5.023778948398672e-08,1.3623806971452268e-08
2009,4.43441896536001e-08,7.629108011997232e-09
2010,4.0152239977331305e-08,1.2281862193930237e-08
2011,6.30955365732433e-08,1.1089518581197666e-08
2012,4.425528599139028e-08,6.808505648159269e-09
2013,6.554443787720743e-08,1.031976243348609e-08
2014,7.275895619329731e-08,8.6617809591516e-09
2015,6.694057508305207e-08,1.1747849470999938e-08
2016,6.607574754013967e-08,1.3463709924721456e-08
2017,6.716682432461596e-08,8.04995595182767e-09
2018,6.221334902800635e-08,9.551426760623372e-09
2019,5.1785053134523196e-08,1.173454405867247e-08
