year,avaient_VERB ôté_VERB,avaient_VERB oté_VERB,avaient_VERB doté_VERB
1856,1.0716781417841048e-07,0.0,4.141751475117417e-08
1857,8.005675056210748e-08,9.763018171682347e-10,3.124165814938351e-08
1858,7.09583005686909e-08,1.468102750479261e-09,4.4532452392331834e-08
1859,9.114990007219603e-08,1.5276520048956854e-09,5.14309519417111e-08
1860,6.682688535875059e-08,4.577183909670879e-10,3.3413442679375294e-08
1861,6.272231445336729e-08,0.0,4.998921454557603e-08
1862,6.776979688538631e-08,1.8071945051545413e-09,5.1053245186949425e-08
1863,7.342092800399769e-08,9.989241656072068e-10,4.145535115185339e-08
1864,6.041356925834407e-08,9.589455896019672e-10,3.643993196078554e-08
1865,6.165966226490127e-08,1.882737743486018e-09,3.7654753981541944e-08
1866,5.498142741089396e-08,4.865612912574591e-10,3.454585240092456e-08
1867,5.483676801532056e-08,4.85281148598915e-10,3.6396087921275466e-08
1868,3.951899429921468e-08,4.93987406535723e-10,2.0253484223076157e-08
1869,5.9578933786497146e-08,4.883519144627257e-10,3.271957993433716e-08
1870,5.3326655091723296e-08,0.0,6.250112960515253e-08
1871,3.611200227737754e-08,1.0621177271019633e-09,3.717412155879174e-08
1872,7.438227100919903e-08,6.047339295989218e-10,4.535504416480762e-08
1873,3.292302608315367e-08,5.986004469882289e-10,2.8732820567256567e-08
1874,2.8080663128093875e-08,5.974609140757536e-10,3.943242177228967e-08
1875,3.833423178889461e-08,5.721527140956084e-10,4.1194994082616176e-08
1876,5.3204928462946555e-08,0.0,2.0556450763820067e-08
1877,5.690030846494665e-08,0.0,2.1646856751544874e-08
1878,3.5026715750063886e-08,0.0,3.01954443671093e-08
1879,7.758843167948726e-08,1.221865053580018e-09,5.315112971970848e-08
1880,5.711883233061599e-08,0.0,2.6954953824542827e-08
1881,2.8587281875047665e-08,0.0,3.974329487732575e-08
1882,4.592215674392719e-08,0.0,2.9283693692150337e-08
1883,3.5388296737437486e-08,6.319338941018771e-10,4.2971503688704615e-08
1884,2.442627788923346e-08,1.3203393933736152e-09,3.1688145440966764e-08
1885,4.18966337178972e-08,1.2891271383708158e-09,3.674012205578947e-08
1886,4.7755634113855194e-08,6.453463874400711e-10,1.1616235084943582e-08
1887,3.4603299781110763e-08,0.0,1.8933882017790893e-08
1888,2.6630582183884144e-08,6.340614699951175e-10,3.7409627395845746e-08
1889,3.57112810434046e-08,6.265136742733546e-10,5.5133202891965993e-08
1890,2.6217545467943637e-08,0.0,3.8015443237782165e-08
1891,2.995883363610119e-08,1.2748440081367107e-09,2.358461337337303e-08
1892,2.6954603882245465e-08,6.268512375839919e-10,4.387958796314706e-08
1893,2.894455697344256e-08,0.0,1.6011883374744684e-08
1894,2.3945849747519787e-08,1.8904617871129403e-09,2.9617234886814003e-08
1895,2.046328972937772e-08,3.0093072478365457e-09,3.8519132772307785e-08
1896,2.8305738197786923e-08,5.89702897624278e-10,2.8305738197786923e-08
1897,2.5637540090883704e-08,0.0,2.3889525024856084e-08
1898,2.2633418694795182e-08,1.13167097914868e-09,4.130599151608294e-08
1899,1.9346524382513053e-08,0.0,3.703477347016815e-08
1900,2.3359739032002835e-08,5.191053142894475e-10,2.491705508589348e-08
1901,1.900171220370339e-08,5.588738916095792e-10,2.5708198236884527e-08
1902,1.8659077838378835e-08,4.910283846193408e-10,2.356936334990678e-08
1903,2.5381035939631147e-08,5.400220270956879e-10,3.6181475593366486e-08
1904,2.364835083312755e-08,5.374625189347171e-10,4.72967016662551e-08
1905,5.676835002077496e-09,0.0,2.580379465655369e-08
1906,1.5432553013283723e-08,0.0,3.600929332492342e-08
1907,2.1599941391059474e-08,0.0,1.902852098112362e-08
1908,2.2592390180875555e-08,2.4556945366072114e-09,2.6030361865991836e-08
1909,2.3654228797909127e-08,1.1001967115120692e-09,1.4852655993990993e-08
1910,2.0842188419578633e-08,5.344150677544235e-10,2.778958396731923e-08
1911,2.8197982615552064e-08,5.320374141248863e-10,2.500575924102577e-08
1912,2.8651816919023076e-08,1.5628263128064646e-09,1.4586379215586476e-08
1913,3.340883480973389e-08,1.060597942803554e-09,2.227255713194154e-08
1914,2.0090231700464756e-08,0.0,2.4108278040557707e-08
1915,3.180805663305364e-08,1.1780761921542648e-09,5.419150639340842e-08
1916,1.4283700444650549e-08,0.0,4.614734194774428e-08
1917,2.1932848426331475e-08,1.0966424435210342e-09,1.973956464951243e-08
1918,3.44591288836682e-09,0.0,2.756730310693456e-08
1919,1.8415697411455767e-08,9.207848372660976e-10,2.6702760891339494e-08
1920,9.086678076641874e-09,2.2716695191604686e-09,3.48322650722821e-08
1921,2.574734203619755e-08,1.5145494858259667e-09,2.196096815509918e-08
1922,2.5084981203349344e-08,0.0,2.3609393551282665e-08
1923,1.8047112249064412e-08,1.0615948120573648e-09,1.9108707505210987e-08
1924,3.0939897754933554e-08,1.289162443462999e-09,1.1602462102189293e-08
1925,2.0896537833436923e-08,0.0,2.3096173862313663e-08
1926,1.4489979882625903e-08,2.229227691330493e-09,2.229227646921572e-08
1927,2.6758140592164636e-08,0.0,2.4528294062520217e-08
1928,2.0566874425753667e-08,0.0,2.0566874425753667e-08
1929,3.119313873867213e-08,0.0,2.785101571589621e-08
1930,2.4158287814657342e-08,1.0503603542488804e-09,1.05036033204442e-08
1931,3.763767608688795e-08,0.0,1.9389105432310316e-08
1932,2.4110979879310435e-08,0.0,2.520693342944469e-08
1933,1.1470662641954732e-08,0.0,2.064719240024715e-08
1934,1.7972370258689807e-08,0.0,2.2765002327673756e-08
1935,2.154291145473053e-08,0.0,1.4361940969820353e-08
1936,1.576212937948185e-08,0.0,1.9399543305098632e-08
1937,8.813782592653752e-09,0.0,2.895957251780601e-08
1938,6.482607339819424e-09,1.2965214457594243e-09,1.9447821131279852e-08
1939,1.3764645423464117e-08,0.0,1.988226472349197e-08
1940,6.339457314652464e-08,0.0,3.0429394115571995e-08
1941,4.427253941230447e-08,0.0,4.427253941230447e-08
1942,1.8205270180260413e-08,0.0,4.8547388331598995e-08
1943,2.6129116648121453e-08,0.0,4.645176332473966e-08
1944,6.4263723231761105e-09,0.0,2.5705489292704442e-08
1945,2.178504132643866e-08,0.0,1.5249527862692958e-08
1946,2.227376683094917e-08,0.0,3.062643116891195e-08
1947,2.26496545963073e-08,0.0,4.172304812755101e-08
1948,3.696441908118686e-08,0.0,1.522064252412747e-08
1949,2.1597418964347526e-08,0.0,2.3560819073509265e-08
1950,2.1270722072586068e-08,0.0,1.1698897850465073e-08
1951,4.797630737130021e-08,0.0,1.0661401539380222e-08
1952,2.6362009464264702e-08,0.0,1.7926167217297007e-08
1953,2.8011951869189033e-08,0.0,2.8011951869189033e-08
1954,2.443134050622575e-08,0.0,1.07497895029951e-08
1955,2.1586897602787758e-08,9.385607846468247e-10,1.3139850985055546e-08
1956,1.744228228517386e-08,8.72114158667614e-10,1.3081712602058815e-08
1957,1.0602045463770082e-08,0.0,1.767007518083119e-08
1958,2.0680609225109947e-08,0.0,9.099467845885556e-09
1959,2.015194411342236e-08,7.750747821333448e-10,2.1702094343822864e-08
1960,2.2838749558218296e-08,0.0,1.591791587429725e-08
1961,1.737039845295385e-08,0.0,2.709782087606527e-08
1962,3.0441391629665304e-08,0.0,2.7904608401740916e-08
1963,2.7157422977097667e-08,0.0,2.392439668597035e-08
1964,2.798625509115027e-08,0.0,1.5818317322668918e-08
1965,3.283226135408768e-08,0.0,1.8057743744748223e-08
1966,1.8278946356531378e-08,0.0,1.9386762417639147e-08
1967,2.3172576746333107e-08,9.860671168482327e-10,1.627010703941778e-08
1968,3.2787337289619245e-08,4.4914158503495116e-10,2.0660513300185812e-08
1969,2.2708789515490935e-08,0.0,2.2254612375149918e-08
1970,2.4373242979436327e-08,0.0,1.839489982558007e-08
1971,1.9012070140433934e-08,1.0276794970565106e-09,1.9012070140433934e-08
1972,2.8728821988011077e-08,0.0,2.3598675014113724e-08
1973,2.260413545229767e-08,0.0,1.4885650045926013e-08
1974,1.7439271360331077e-08,0.0,1.2938814464291681e-08
1975,2.2845920710778955e-08,5.711480177694739e-10,1.6563292959403952e-08
1976,2.171140245366132e-08,1.7140580066410394e-09,2.3425460682346966e-08
1977,1.469195431980097e-08,1.1753563677885381e-09,2.6445517775641747e-08
1978,2.198018833610149e-08,0.0,1.6633656230169436e-08
1979,2.2822696621460636e-08,1.7555920051037788e-09,1.8141117053005473e-08
1980,1.819248218737357e-08,0.0,1.7055452161685025e-08
1981,2.340453342242199e-08,6.325549528618524e-10,1.707898356073656e-08
1982,2.483000827169235e-08,1.2415004579935385e-09,1.6760255405756652e-08
1983,2.9681984869966982e-08,6.315316047889041e-10,1.7682884490000106e-08
1984,2.4935737030773453e-08,0.0,2.0876431250371752e-08
1985,2.1054452403745927e-08,0.0,1.9851341903631692e-08
1986,3.7165808208783346e-08,0.0,1.6185110141009318e-08
1987,2.5054349706010726e-08,6.110816852533674e-10,1.8943532964499354e-08
1988,2.6384837426007834e-08,0.0,1.9188972188999287e-08
1989,2.9635859988275115e-08,1.6464366536794728e-09,2.469655058234821e-08
1990,1.5801088437683575e-08,5.44865097484859e-10,1.8525414091641323e-08
1991,1.641210189973208e-08,0.0,2.1101275393675678e-08
1992,1.4876849085965205e-08,5.509944167592096e-10,1.983579878128694e-08
1993,2.049506697687775e-08,5.539207426075166e-10,2.2710750613441633e-08
1994,1.8989736005892155e-08,5.274926606624319e-10,1.3714808844156323e-08
1995,2.277429267394382e-08,1.0844901643380922e-09,1.4640617607142303e-08
1996,2.1886178203089912e-08,0.0,1.2811421257197253e-08
1997,2.205651483677684e-08,0.0,2.061804593722627e-08
1998,2.3840646790063147e-08,0.0,1.0966696883940585e-08
1999,2.5136106529544122e-08,0.0,1.4624643718263997e-08
2000,2.3415566374751506e-08,0.0,2.2090157258958243e-08
2001,2.891599848453552e-08,0.0,2.0591695459870607e-08
2002,2.8039817578928705e-08,0.0,1.8839251936242363e-08
2003,2.0001230893740285e-08,0.0,1.12506919336397e-08
2004,2.9071621554521698e-08,0.0,1.2773894830786503e-08
2005,3.1526248278623825e-08,0.0,1.7114247796712334e-08
2006,2.84134404893166e-08,0.0,1.070651389767363e-08
2007,3.5550868915379397e-08,0.0,1.2382886716011399e-08
2008,3.448526086913262e-08,0.0,1.4475294740634581e-08
2009,4.291373301157364e-08,0.0,1.8595951445377068e-08
2010,5.71578944175144e-08,0.0,1.9367551118421034e-08
2011,6.538991925708615e-08,0.0,1.606068167347985e-08
2012,7.080845421114645e-08,0.0,1.6680838044180746e-08
2013,8.478939861333856e-08,5.578250084070646e-10,1.840822605458925e-08
2014,8.66178098135606e-08,0.0,1.905591773265769e-08
2015,8.267826245855758e-08,0.0,1.1969507163200888e-08
2016,9.818151625040628e-08,0.0,2.1127668503595487e-08
2017,7.395897227979731e-08,0.0,1.3081178806828575e-08
2018,7.821844150157631e-08,0.0,1.4972506789945328e-08
2019,6.683588082978531e-08,0.0,1.3775333762566788e-08
