year,furent_VERB en_PRON,furent_VERB dans_ADP
1905,8.3604298595219e-08,3.07581245806432e-07
1906,8.385021033063822e-08,3.5957850741397124e-07
1907,1.0491400814771623e-07,3.841703914986283e-07
1908,9.135183631769905e-08,3.658984724097536e-07
1909,9.461691519163651e-08,3.3060911164284335e-07
1910,1.0795184124390289e-07,3.382847353350371e-07
1911,1.133239706518907e-07,3.559330252755899e-07
1912,9.220675423193825e-08,3.3392390719200193e-07
1913,9.916590926195568e-08,3.1287638080357283e-07
1914,8.705767129413289e-08,3.355068542987283e-07
1915,9.542416989916092e-08,3.4164210660492245e-07
1916,1.1866458748954756e-07,3.186364097018668e-07
1917,9.211796481167767e-08,3.311860155008617e-07
1918,1.1141784739265859e-07,3.3195627224813506e-07
1919,1.1601888871837218e-07,3.7291786725290876e-07
1920,1.0373957337606043e-07,3.7331102475945954e-07
1921,9.314479143540666e-08,3.6424916061150725e-07
1922,9.369978215545416e-08,3.401228241273202e-07
1923,8.386599148479945e-08,3.407719475490012e-07
1924,8.121723737986031e-08,3.0553150054402067e-07
1925,9.678396395429445e-08,3.651394990811241e-07
1926,1.1926367449177633e-07,3.934586914056126e-07
1927,1.1149224832252003e-07,3.924527050003235e-07
1928,1.165456211538185e-07,3.302126003745798e-07
1929,9.580749349424877e-08,3.587210812838748e-07
1930,1.1028783575284251e-07,3.4031674545076385e-07
1931,9.352392282835353e-08,3.512849957587605e-07
1932,1.2713061892100086e-07,3.2878608635655837e-07
1933,1.0208889023033407e-07,2.993842826981563e-07
1934,9.944711365506009e-08,3.019358132405614e-07
1935,1.2327332399308943e-07,2.621054306928272e-07
1936,1.1882220007919386e-07,3.940532167234778e-07
1937,1.2465207532841305e-07,2.669316927494947e-07
1938,9.853562943362704e-08,3.3320600323349936e-07
1939,1.2082300315796601e-07,3.043516016987269e-07
1940,1.2425336137766863e-07,2.5864986241685983e-07
1941,1.121570960549434e-07,2.9219876296338043e-07
1942,8.49579322448335e-08,2.8825010645050497e-07
1943,1.4225852851268428e-07,3.4548497751529794e-07
1944,6.42637232317611e-08,3.7594278978758666e-07
1945,1.0892519952676594e-07,3.245970958687394e-07
1946,7.9350293447078e-08,3.689092693548446e-07
1947,1.1920870690573793e-07,3.147110021473054e-07
1948,1.2502671609126992e-07,2.8049470301994006e-07
1949,1.4529172176480643e-07,3.190527593233128e-07
1950,1.1167129798650421e-07,3.7436473121488234e-07
1951,1.183415605510163e-07,3.0811452234047465e-07
1952,9.384875454543362e-08,3.237254873056372e-07
1953,9.911921239336152e-08,3.2752436140981445e-07
1954,8.893007930055319e-08,3.439932640958432e-07
1955,8.634759041115103e-08,3.2474201816512505e-07
1956,1.0814215301024888e-07,3.1308897519011225e-07
1957,9.630191044607272e-08,3.242458888053079e-07
1958,9.843969905887207e-08,3.838320878912782e-07
1959,1.1393598953191031e-07,3.255314027228451e-07
1960,9.412333668024075e-08,3.467337421625416e-07
1961,8.129346440455265e-08,2.7653675260808086e-07
1962,1.3001010756852338e-07,3.0251132443481765e-07
1963,1.0992290810918348e-07,3.1231036246026633e-07
1964,1.2532974835721689e-07,3.3522664466545393e-07
1965,1.1600732108263401e-07,3.5185237834411964e-07
1966,1.2573700303164514e-07,3.373296522113378e-07
1967,1.2227232559780532e-07,3.776636958718882e-07
1968,1.2351394218512723e-07,3.3640705510151747e-07
1969,1.026437246309797e-07,2.843140407549072e-07
1970,1.0898978075601917e-07,2.970776336042036e-07
1971,9.094963360212205e-08,3.129284209535399e-07
1972,1.1286323342574178e-07,2.734368251822161e-07
1973,1.163286000860353e-07,2.8393000661708356e-07
1974,8.944658702603192e-08,2.756530079750519e-07
1975,9.252597976683319e-08,2.524474211895722e-07
1976,9.255913369088375e-08,2.799628191496595e-07
1977,1.134218905463058e-07,2.3859735165387974e-07
1978,1.1643559361118605e-07,2.9702957249355677e-07
1979,1.0475032041767918e-07,2.569016430697957e-07
1980,9.266795331086541e-08,2.370707790078086e-07
1981,1.0247390491713304e-07,2.6187774437858025e-07
1982,9.99407845370115e-08,2.700263621591148e-07
1983,1.0546578010917074e-07,2.3429822704201797e-07
1984,1.026424527594827e-07,2.568960724147473e-07
1985,9.324114813580309e-08,2.328020940467468e-07
1986,1.1569356672680442e-07,2.6555571253084054e-07
1987,9.716198690057354e-08,2.4932131736932206e-07
1988,1.2652728287321224e-07,2.446593896365812e-07
1989,1.0976244624316678e-07,2.3653807090795453e-07
1990,1.0025517838130327e-07,2.964066254662612e-07
1991,1.1722930537416687e-07,2.168742128105805e-07
1992,1.1405584388057832e-07,2.6502831929064996e-07
1993,1.2241648050803633e-07,2.664358760284813e-07
1994,1.1974083236054867e-07,2.4844905510690296e-07
1995,1.2471636523514462e-07,2.4184132030313776e-07
1996,1.1476898009732395e-07,2.3968033247001586e-07
1997,1.1172104308343478e-07,2.598832793410111e-07
1998,8.248863281323793e-08,2.388832740507496e-07
1999,1.293366977961341e-07,2.275960184761061e-07
2000,1.148688184571256e-07,2.1383272041930468e-07
2001,9.989162919055161e-08,2.532340488414775e-07
2002,8.499569759123915e-08,2.4491026806572336e-07
2003,1.3542499743834924e-07,2.3751461242227379e-07
2004,9.07387018855843e-08,2.1363237578952976e-07
2005,1.1799824051195174e-07,2.4995810576911026e-07
2006,8.688747499263627e-08,2.2524858422912075e-07
2007,9.746529627818745e-08,2.824097009579418e-07
2008,1.0132706762533417e-07,2.550206374962727e-07
2009,8.2489727049051e-08,3.027802222277387e-07
2010,6.613310432612707e-08,3.150769884996407e-07
2011,5.582998952036178e-08,3.066825513542426e-07
2012,6.468080471222493e-08,3.55063548340695e-07
2013,6.638117611146299e-08,3.5784475471700716e-07
2014,7.232586796135365e-08,4.302739569084224e-07
2015,5.984753670418286e-08,4.317888908644818e-07
2016,6.8354218285549e-08,4.198606404770544e-07
2017,6.691526266422443e-08,4.638787345356832e-07
2018,6.169705102365697e-08,4.2103721398234484e-07
2019,5.66319293682227e-08,3.8979092664703785e-07
