year,étant_VERB en_PRON,étant_VERB dans_ADP,etant_VERB dans_ADP
1836,2.1506400216253496e-08,2.0296666072283642e-06,4.704525169429985e-08
1837,1.3915782304252389e-08,2.18408193397579e-06,3.339787646439163e-08
1838,2.3354999711955315e-08,2.254073123708622e-06,3.6610539266845876e-08
1839,4.194885150354821e-08,2.282716678791985e-06,3.146163773948274e-08
1840,3.248541347034006e-08,2.034478473689205e-06,2.4204817705708592e-08
1841,2.6966304744746594e-08,2.202890154734405e-06,3.5955071808757566e-08
1842,3.018719141323345e-08,1.9628384073655525e-06,3.95787642659684e-08
1843,2.7171790151214736e-08,1.9226995604526564e-06,3.426008499118893e-08
1844,2.25031016043431e-08,1.832081766295346e-06,2.854051950329506e-08
1845,4.073566373108406e-08,2.047385574854843e-06,4.0177640769911704e-08
1846,1.2294452567118697e-08,1.907981985738161e-06,3.1028856595227694e-08
1847,2.426950729272903e-08,1.97391983913775e-06,3.5055952807283575e-08
1848,9.65426583121598e-09,1.8222426838576666e-06,2.413566502212916e-08
1849,1.9272654583346593e-08,1.494887594155614e-06,3.100383549892172e-08
1850,1.425689166723032e-08,1.7834692336293756e-06,3.326608144504917e-08
1851,2.5152811389261842e-08,1.803263041111336e-06,4.2566295377355345e-08
1852,1.9531636752390114e-08,1.8392291050162157e-06,2.4740072213091935e-08
1853,1.3735443005202796e-08,1.7963571252721522e-06,2.8068079416243563e-08
1854,2.909572138776184e-08,1.9852633741379577e-06,4.9878379204670864e-08
1855,1.9104973603134567e-08,1.7433288412860293e-06,4.2986190607052777e-08
1856,2.0708757375587084e-08,1.95749529829925e-06,3.0545415974359e-08
1857,2.0990489346672803e-08,1.8867033055869342e-06,2.7824601733783538e-08
1858,2.6425849952715907e-08,1.7656383146658072e-06,3.52344677878591e-08
1859,1.629495471888731e-08,1.5907949375559838e-06,1.0184346921349174e-08
1860,1.0527522853465143e-08,1.6427512576910885e-06,2.242820063003137e-08
1861,2.4994607272788016e-08,1.8439417814875014e-06,1.9335451129087744e-08
1862,2.891511208247266e-08,1.7222563180041561e-06,3.4336697485315426e-08
1863,1.8480097452311384e-08,1.8355231752309464e-06,3.5461808600700806e-08
1864,2.828889478223573e-08,1.6302074463681038e-06,3.2604150046466884e-08
1865,7.530950973944073e-09,1.6765779484728682e-06,1.7415323516623005e-08
1866,1.5083399418358567e-08,1.7384835011569066e-06,2.8707116683790446e-08
1867,8.73506067478047e-09,1.5189300199835998e-06,3.202855580752839e-08
1868,3.902500367303219e-08,1.7556311924238344e-06,1.9759495817339712e-08
1869,2.8324411260882698e-08,1.713138484404908e-06,1.7580669364747337e-08
1870,2.695002976338401e-08,1.575143183885075e-06,2.121598008386627e-08
1871,2.6552942955504477e-08,1.6452203723815728e-06,1.6993883411586808e-08
1872,4.656451224605007e-08,1.5596088598357483e-06,2.0560952940229527e-08
1873,1.855661402316855e-08,1.557558340081755e-06,1.5563611288627044e-08
1874,1.4339061493728877e-08,1.617924150210115e-06,1.6131444180444987e-08
1875,3.318485752856759e-08,1.4858805990058954e-06,2.4602566539577708e-08
1876,2.1765654167893445e-08,1.705580793043282e-06,3.4462283249325765e-08
1877,1.2988113695655557e-08,1.7379332888367571e-06,8.658742611800108e-09
1878,1.69094480639842e-08,1.6420281561124739e-06,4.5293165218396325e-08
1879,2.3215436684154156e-08,1.640964756965957e-06,3.1157558755268155e-08
1880,3.144744553651435e-08,1.7167738999290805e-06,3.016387672971632e-08
1881,1.6036766581351003e-08,1.5785757128128353e-06,3.2770785196589713e-08
1882,2.3293848627758962e-08,1.6252450905085425e-06,4.1928925442746845e-08
1883,1.3902545781263598e-08,1.7119089221750983e-06,1.579834707499117e-08
1884,2.9047466654219534e-08,1.4761394417917018e-06,1.7824580922365385e-08
1885,3.287274097374393e-08,1.535350392600776e-06,2.6427106281090573e-08
1886,3.291266637006629e-08,1.570773061843056e-06,3.226731859484744e-08
1887,2.9380160526670807e-08,1.5088344724745184e-06,3.656197633539193e-08
1888,2.4728397107764977e-08,1.4323448986885978e-06,1.7753721381907894e-08
1889,2.1301465480405568e-08,1.3971254837485958e-06,1.1277245803853475e-08
1890,3.342736931699619e-08,1.403294172419578e-06,2.4906668283364297e-08
1891,2.42220359325529e-08,1.6381744991633695e-06,2.039750413018737e-08
1892,3.13425623232888e-08,1.4680855535686987e-06,1.5044429702015805e-08
1893,3.695049954899332e-08,1.5710120386813742e-06,3.263960746124894e-08
1894,3.7179081147087345e-08,1.4373811154655414e-06,2.8987080291642542e-08
1895,2.888934957923084e-08,1.5221075653215621e-06,1.745398137131815e-08
1896,3.3023361822870356e-08,1.4589249257568326e-06,1.946019601017923e-08
1897,4.836172351474488e-08,1.5883620836376622e-06,3.08815826244313e-08
1898,3.3384292663640736e-08,1.5305850364910611e-06,2.7725939544254175e-08
1899,4.698441813388854e-08,1.4239041625785376e-06,2.7085134135518274e-08
1900,3.2703635355346705e-08,1.3854920499767331e-06,2.284063382873569e-08
1901,4.191554126009578e-08,1.569317918281854e-06,1.7883964975595745e-08
1902,6.236060556830125e-08,2.7527052370857064e-06,1.6203936692438248e-08
1903,4.212171944573129e-08,1.4164777937253348e-06,2.592105730059302e-08
1904,3.439760121182189e-08,1.4425493954917101e-06,1.5586413049106795e-08
1905,3.767354073147544e-08,1.4878467844425813e-06,2.37394921498435e-08
1906,3.343719967574543e-08,1.337487950614502e-06,3.395161751740261e-08
1907,4.6799875974556926e-08,1.4394818936835918e-06,4.731415881309431e-08
1908,3.388858615949175e-08,1.327057276512278e-06,2.8486057068732862e-08
1909,3.5206294768386215e-08,1.5023186055174165e-06,2.9705311099803566e-08
1910,2.8323999146095957e-08,1.4728478916481436e-06,3.366814915750638e-08
1911,4.0966881442727754e-08,1.4210719339047273e-06,2.4473721937923187e-08
1912,3.2819354345292595e-08,1.3825803826250649e-06,1.9795800554334164e-08
1913,4.719660751106858e-08,1.3416564046409007e-06,2.96967419544103e-08
1914,3.080502253283157e-08,1.2449246291623695e-06,3.2814043482432e-08
1915,2.591767689352764e-08,1.4502118430570476e-06,4.00545903112004e-08
1916,4.2851102222130066e-08,1.3976051800312916e-06,3.5159879452351106e-08
1917,2.631941953268324e-08,1.1405081234983072e-06,3.618920207948406e-08
1918,3.445912710731136e-08,1.2462718839145737e-06,4.249959051350061e-08
1919,3.222746869369075e-08,1.1270406501395769e-06,2.6702760003161075e-08
1920,2.5745588771997063e-08,1.2130715223435118e-06,2.953170286090767e-08
1921,4.543648302046677e-08,1.201795065242095e-06,2.120369257951893e-08
1922,2.87739485571592e-08,1.145055616547097e-06,2.360939421741648e-08
1923,4.2463792482294593e-08,1.031870105361321e-06,2.653986985734491e-08
1924,3.2229060309418855e-08,1.1512220350340385e-06,1.1602461880144688e-08
1925,3.629398648286042e-08,1.0657234605915278e-06,3.8493624288094e-08
1926,3.901148559748435e-08,1.0599977970926489e-06,2.1177662734572777e-08
1927,2.5643217327342427e-08,1.1439104330435157e-06,2.6758139259897007e-08
1928,1.9424270192303084e-08,1.0809034760583813e-06,1.7139061281312706e-08
1929,2.4508894469477127e-08,1.1162687414412176e-06,2.8965055687280028e-08
1930,4.7266215830177316e-08,1.1385906439898008e-06,2.3107927127341554e-08
1931,4.904303452235581e-08,1.0641198100458382e-06,3.307553342324354e-08
1932,2.9590749406338546e-08,1.0334843194570453e-06,2.0823119339929974e-08
1933,3.555905436769535e-08,1.0816834796756325e-06,4.932384634059872e-08
1934,3.1152108448395666e-08,9.66913493272159e-07,1.0783422155213884e-08
1935,4.6676309040094566e-08,1.0855233334439163e-06,2.154291145473053e-08
1936,4.607391446143083e-08,8.911665156929871e-07,1.9399542416920212e-08
1937,4.658713592675667e-08,1.1294232731273723e-06,1.8886676889096066e-08
1938,5.963998717106733e-08,1.0761127526848213e-06,2.3337385357535823e-08
1939,3.364691281149135e-08,9.252900383671658e-07,2.2941075705773528e-08
1940,5.325144059042941e-08,1.0016342297802794e-06,3.296517814277422e-08
1941,3.836953510472085e-08,1.018268449115567e-06,2.9515025978810172e-08
1942,2.730790527039062e-08,1.2318900246555131e-06,3.944475457373642e-08
1943,4.645176332473966e-08,1.1177455272459724e-06,3.774205836748479e-08
1944,3.534504600111177e-08,1.1053360680080004e-06,1.927911696952833e-08
1945,7.406913482554955e-08,1.0369679550592537e-06,2.3963545370264683e-08
1946,3.6194869323935563e-08,9.814378696404447e-07,3.7586981527226726e-08
1947,5.006765846360395e-08,1.0800308989367124e-06,3.5762612871081956e-08
1948,4.4574740343250596e-08,8.806229327973369e-07,2.1743776335014786e-08
1949,5.006674186347482e-08,9.483230174467394e-07,2.8469324453439526e-08
1950,4.1477910883713776e-08,1.0220582673525769e-06,2.020718614659245e-08
1951,4.797630737130021e-08,1.021362288966543e-06,2.3455084541268434e-08
1952,4.639713679921442e-08,1.1082589184141511e-06,3.1634410646574906e-08
1953,6.033343424860504e-08,1.0504482066409082e-06,3.23214819353268e-08
1954,3.518113089739927e-08,1.0173209954444928e-06,2.247683328349126e-08
1955,5.5375085850073447e-08,1.0061371575886824e-06,1.9709776921672528e-08
1956,6.366433069615596e-08,1.2854963138408948e-06,2.0058625871399727e-08
1957,4.1524678806581505e-08,1.123816760539853e-06,2.738861715201324e-08
1958,5.4596807075313336e-08,1.0241037795566399e-06,2.233505791426893e-08
1959,4.960478605653407e-08,1.0354998960515616e-06,3.1778066400534044e-08
1960,5.259833457671448e-08,1.1031808568873203e-06,3.3220000084099865e-08
1961,5.002674541287888e-08,1.0012297835260142e-06,2.223410966450956e-08
1962,7.610347552144958e-08,1.1409179130339453e-06,3.170978235544908e-08
1963,8.211887347897573e-08,1.1341457621938389e-06,2.198458082247612e-08
1964,5.7189303959148674e-08,1.1364852907647105e-06,4.9280142189189746e-08
1965,5.307882133820385e-08,1.1370906634056155e-06,3.502107759345563e-08
1966,7.976267824005845e-08,1.091197733060767e-06,3.378835611300701e-08
1967,6.45873967641819e-08,1.161094010271313e-06,3.007504645324843e-08
1968,6.018497344939533e-08,1.1628275551345268e-06,2.739763638182069e-08
1969,5.677197378872734e-08,1.09910540313507e-06,3.587988572917311e-08
1970,5.28853369985427e-08,1.0567869548339104e-06,2.989171310474603e-08
1971,6.422996534638514e-08,1.2707256811239631e-06,2.4150467403671882e-08
1972,5.643161671287089e-08,1.0080738999107552e-06,2.8728822876189497e-08
1973,5.678599990233124e-08,1.2178667363471618e-06,2.7014698922300795e-08
1974,7.031964344150765e-08,1.004164491114068e-06,3.094064471298452e-08
1975,6.453972645203976e-08,1.0828966221509972e-06,2.2845920710778955e-08
1976,6.227744364650789e-08,9.890114887056711e-07,3.028169315300033e-08
1977,7.169673921225694e-08,8.821049570784112e-07,1.7630345183761165e-08
1978,7.128709711423653e-08,9.801975906498228e-07,3.1485133611397487e-08
1979,6.788289397263725e-08,9.68501615794537e-07,3.3356247541860284e-08
1980,8.527725725571145e-08,1.039814015335594e-06,2.7288724169238776e-08
1981,6.199038438126081e-08,9.678091315024062e-07,2.4037088541817297e-08
1982,6.455802292748558e-08,9.938211320559276e-07,3.84865144198443e-08
1983,7.1363068343544e-08,9.491920041071467e-07,1.894594836571173e-08
1984,6.610869718315371e-08,9.568364287559916e-07,3.8273456848259e-08
1985,7.399136592312061e-08,9.504581512942423e-07,3.9702682919084964e-08
1986,7.133437662787401e-08,9.747033207219147e-07,3.416856664273382e-08
1987,6.477466030219148e-08,9.734531092320253e-07,3.238732970700653e-08
1988,7.675588875599715e-08,9.582492870308101e-07,2.818380284708155e-08
1989,7.244321409416443e-08,9.66458332030129e-07,3.567279360794373e-08
1990,5.5031375012504213e-08,9.709495936149892e-07,2.0704872927268525e-08
1991,5.8028504668072856e-08,9.771062412511355e-07,2.7548885839223658e-08
1992,7.769020982095753e-08,9.515673546900416e-07,2.148878253116493e-08
1993,7.422537606771584e-08,9.86532898039627e-07,4.5421502115061685e-08
1994,6.277162611922904e-08,9.479042963889128e-07,1.6879764697108612e-08
1995,7.699880200107145e-08,9.196476860040548e-07,2.9281234104061582e-08
1996,6.725996115619637e-08,8.57831441436474e-07,2.93595068256991e-08
1997,8.391065620116933e-08,8.544502154705924e-07,3.212579313682795e-08
1998,5.8171178096699805e-08,9.817577861781501e-07,2.8131962537258914e-08
1999,7.632235821120048e-08,9.551720392408924e-07,2.5136105641365702e-08
2000,6.052702872239024e-08,9.825702385057866e-07,2.6066386382694873e-08
2001,7.404248236753119e-08,9.345124780679726e-07,2.8039754518260906e-08
2002,7.710949745387552e-08,1.0287107592432676e-06,1.6648641576466616e-08
2003,7.083769304472298e-08,1.0038117856936424e-06,2.4584845714770154e-08
2004,5.109557932314601e-08,9.725778973290744e-07,1.9821559948951517e-08
2005,7.16096195674254e-08,1.0660375551196921e-06,2.1617997614242768e-08
2006,8.688747499263627e-08,1.0611802032656215e-06,2.141302779534726e-08
2007,6.710725841685417e-08,9.86236933897544e-07,2.4366324513636073e-08
2008,5.364373834026992e-08,9.719734777036138e-07,2.4693150635357597e-08
2009,5.5787850783417525e-08,1.054247373843964e-06,1.8595950557198648e-08
2010,6.518834538837837e-08,9.154710873815475e-07,2.59808614622159e-08
2011,5.659478574671084e-08,8.412738061736036e-07,1.6060682339613663e-08
2012,5.719144624549699e-08,8.643397890750748e-07,8.510631865910057e-09
2013,5.076207543197597e-08,8.197238408058638e-07,1.4224537325802089e-08
2014,3.8978011929202694e-08,8.025139734968434e-07,8.661780626084692e-09
2015,4.4996479431347325e-08,8.301074743144454e-07,1.5516027934703303e-08
2016,4.287673860403629e-08,9.113896126677901e-07,1.6156452287141576e-08
2017,5.0815348373589586e-08,9.436057837319822e-07,1.534522930946025e-08
2018,3.9238294391452655e-08,8.536910556244948e-07,1.2649187031144038e-08
2019,4.081580584625044e-08,8.943762992430493e-07,1.02039510174734e-08
