year,comptant_VERB en_ADP,comptant_VERB dans_ADP
1931,4.904303363417739e-08,4.5621427524622504e-08
1932,4.274219400635104e-08,3.835837647514495e-08
1933,4.1294382358003645e-08,6.194157875505368e-08
1934,5.391711255242626e-08,9.225816732794101e-08
1935,6.821922227118193e-08,6.223507664770977e-08
1936,5.092379984361628e-08,4.7286388582534755e-08
1937,5.666003299875655e-08,7.176937533159844e-08
1938,4.797129216083107e-08,4.408173026604345e-08
1939,3.8235127064467633e-08,8.870549450534781e-08
1940,4.3108308034334186e-08,4.81798743123818e-08
1941,3.5418032950929046e-08,5.9030051069441924e-08
1942,3.944475324146879e-08,1.0316320242509391e-07
1943,4.935499831049128e-08,4.935499875458049e-08
1944,7.069009200222354e-08,4.819779420017767e-08
1945,3.703456741277478e-08,3.485606603348401e-08
1946,3.619487021211398e-08,4.872386405452289e-08
1947,3.8146785952264395e-08,5.4836005514147246e-08
1948,3.261566416945527e-08,3.370285384107774e-08
1949,3.337782672474532e-08,4.417653665100829e-08
1950,4.2541444145172136e-08,4.785912555149707e-08
1951,4.477788806411809e-08,3.198420572836369e-08
1952,4.428817490520487e-08,5.377849987553418e-08
1953,4.3095308654983455e-08,4.8482224457302436e-08
1954,4.5930919290171346e-08,2.8340354063516315e-08
1955,5.162084448784299e-08,3.566530937249013e-08
1956,4.53499349184483e-08,3.314033847345854e-08
1957,4.7709204420431917e-08,4.5942196269521673e-08
1958,3.557064687242928e-08,6.286905174235358e-08
1959,4.5729413145068065e-08,3.0227917280356564e-08
1960,4.498541716912996e-08,4.3601251109581796e-08
1961,3.474079512955086e-08,5.8364538757516016e-08
1962,4.819887000628853e-08,3.361236844412474e-08
1963,6.854016731949741e-08,2.7157423421186877e-08
1964,9.916868209947083e-08,3.407022375334634e-08
1965,9.35719413064362e-08,4.213473420167091e-08
1966,6.259154683441182e-08,3.54500770960442e-08
1967,4.437302081328198e-08,3.303324769277083e-08
1968,4.671072306727808e-08,4.266844944034176e-08
1969,6.358461177025099e-08,7.539317914417865e-08
1970,3.632992645608013e-08,4.2768143693194816e-08
1971,5.7036210532324105e-08,4.2648697906599864e-08
1972,5.335352826207895e-08,4.2580217574084145e-08
1973,6.891504744643839e-08,4.796487396152571e-08
1974,4.050411478440097e-08,3.7691331389311244e-08
1975,4.0551510149811065e-08,3.826691541419791e-08
1976,5.484985793335895e-08,3.7137924513430676e-08
1977,6.170621241752272e-08,4.348818638533203e-08
1978,4.930690877813504e-08,5.584156026472442e-08
1979,4.740098524802505e-08,2.984506330960812e-08
1980,5.62829902683859e-08,2.7288724169238776e-08
1981,4.933928604566873e-08,3.0995193522898035e-08
1982,4.531476704983106e-08,3.848651286553206e-08
1983,3.03135170298674e-08,3.536577020124554e-08
1984,3.827345551599137e-08,3.247444735343663e-08
1985,4.932757746711758e-08,2.9476233787129047e-08
1986,3.2370220282018636e-08,2.9972427428859305e-08
1987,5.010869941202145e-08,2.1998940669121225e-08
1988,4.8572086686071714e-08,3.657897762465723e-08
1989,4.061210356898215e-08,3.8416855474565637e-08
1990,3.814055804518546e-08,3.487136512880795e-08
1991,4.6891723393116536e-08,3.047961838475999e-08
1992,4.2426569146769566e-08,1.9284805363728452e-08
1993,3.822053012969562e-08,2.8803878393546256e-08
1994,4.2726906235301954e-08,2.5319648544464002e-08
1995,3.1992459681440266e-08,2.8738989299448292e-08
1996,5.0178065480466216e-08,2.4555224520383945e-08
1997,3.4043750929413363e-08,3.596170772279805e-08
1998,3.814503379828693e-08,2.860877579280441e-08
1999,3.838968964942069e-08,2.879226701502091e-08
2000,4.8156544085742325e-08,2.5182778973231734e-08
2001,7.009938896018753e-08,3.023036077021146e-08
2002,5.432714589304055e-08,3.329728492929007e-08
2003,4.2502613872841266e-08,2.500153795104154e-08
2004,4.184551771757583e-08,2.7309704941913537e-08
2005,5.3594619853214454e-08,2.9274371815546374e-08
2006,4.776752460244893e-08,3.5825642896725185e-08
2007,4.47381687251891e-08,2.4765773209978192e-08
2008,5.2366508684897894e-08,3.618823674056415e-08
2009,3.9099179893753444e-08,3.0039613019283706e-08
2010,3.306655199653008e-08,3.2594172361122276e-08
2011,3.441574913942702e-08,2.0267051925593194e-08
2012,3.64255028362237e-08,3.438295259616808e-08
2013,3.486406385810881e-08,2.4544299925821633e-08
2014,3.096586564943493e-08,2.3386808045700036e-08
2015,3.54652060635674e-08,3.103205603594006e-08
2016,3.396997616533781e-08,3.790552183247087e-08
2017,3.370919188228072e-08,2.3395184900465438e-08
2018,3.355906780244666e-08,3.278462645806002e-08
2019,3.265264192364725e-08,3.2397545757234525e-08
