year,était_VERB en_ADP,était_VERB dans_ADP,etait_VERB en_ADP,etait_VERB dans_ADP
1826,2.387316089880187e-05,1.4546386410074774e-05,1.3123896791533696e-07,6.605988289720699e-08
1827,2.6107003577635624e-05,1.674594204814639e-05,1.0599863864424464e-07,6.359918225395944e-08
1828,2.548707379901316e-05,1.810428875614889e-05,1.8894940956304396e-07,8.438516846398514e-08
1829,3.028217179235071e-05,2.029099232458975e-05,1.0716469811544727e-07,5.2296373287408215e-08
1830,2.723701072682161e-05,1.8114173144567758e-05,7.931995482657328e-08,3.965997663613052e-08
1831,2.550565477577038e-05,1.5971631000866182e-05,8.107427351689012e-08,5.145097947689692e-08
1832,2.6817751859198324e-05,1.863347461039666e-05,7.712082483735117e-08,3.92369123858316e-08
1833,2.709989894356113e-05,1.6331758160958998e-05,4.401778908036391e-08,4.170106260303896e-08
1834,2.6145087758777663e-05,1.6965510440059006e-05,6.160790522180548e-08,3.080395316601425e-08
1835,2.6971483748639002e-05,1.7679474694887176e-05,6.731148260996633e-08,5.596685070941021e-08
1836,2.6290230380254798e-05,1.608342608960811e-05,3.8308274774578877e-08,3.1587525484155776e-08
1837,2.7292328013572842e-05,1.667041033215355e-05,4.0355767172428614e-08,2.5048406460115302e-08
1838,2.8186328563606367e-05,1.701190740277525e-05,4.229148586887277e-08,3.029837714052519e-08
1839,2.680251964193303e-05,1.5981813703547232e-05,5.9427538667833346e-08,2.0974425751774106e-08
1840,3.0001234335941263e-05,1.806188993214164e-05,5.3505384289831426e-08,3.24854127486951e-08
1841,2.848476287908852e-05,1.631140366953332e-05,5.1364388298225094e-08,2.0545755319290038e-08
1842,3.064134216401726e-05,1.739989784255158e-05,7.043678174056822e-08,4.762868144325694e-08
1843,2.760122333711479e-05,1.6523403246537782e-05,5.906911143549465e-08,2.8943864194275193e-08
1844,3.034460860362742e-05,1.6869093087734655e-05,5.049476403673481e-08,3.073594367908328e-08
1845,2.9978100428706966e-05,1.7179288988700137e-05,4.798996011690093e-08,1.674068350610014e-08
1846,2.8665393983828835e-05,1.6831105313031003e-05,4.6836010625384006e-08,2.1661654026061683e-08
1847,2.890228461183142e-05,1.63517142937053e-05,6.84939411854657e-08,4.0449179117274525e-08
1848,2.7029531338484958e-05,1.495928518124856e-05,5.631655042304118e-08,3.057184322363682e-08
1849,2.771659092104528e-05,1.6023956050048582e-05,6.535943386509757e-08,4.105913364860214e-08
1850,2.7677378966473043e-05,1.550946217321325e-05,5.906426459034719e-08,2.3761486112050534e-08
1851,2.8698712412733585e-05,1.478920785302762e-05,3.4826967976187007e-08,2.2573035218798054e-08
1852,2.6620318749337457e-05,1.4984670997364447e-05,3.776116330733714e-08,2.083374606165478e-08
1853,2.7551506718737073e-05,1.57282775035128e-05,4.2997910787434535e-08,2.8068079416243563e-08
1854,2.713643516472075e-05,1.4856483176117763e-05,5.819144260899023e-08,4.416314780542052e-08
1855,2.8601738449651748e-05,1.5280795196304098e-05,4.404757802944914e-08,3.502578493908004e-08
1856,2.753798798948992e-05,1.5007635738584213e-05,3.98643568710888e-08,2.0191037619632368e-08
1857,2.908158967329655e-05,1.5394814909086563e-05,3.465871434293888e-08,1.4644527368545823e-08
1858,2.8846263376181014e-05,1.4953116078686435e-05,3.1808895073481835e-08,2.1042807274440634e-08
1859,2.9613025617436506e-05,1.5369198081316426e-05,3.6154432336843456e-08,2.2405563404603868e-08
1860,2.9765427825623192e-05,1.5186638847808354e-05,4.027921818305913e-08,1.6477861825014983e-08
1861,2.8060456315870397e-05,1.4072907106310595e-05,4.150048238393822e-08,2.0750239748679178e-08
1862,2.9710277885897085e-05,1.5854517187108286e-05,3.659569025593612e-08,2.213813313223234e-08
1863,2.8783500965801068e-05,1.5034308489703108e-05,4.145535470456707e-08,2.647149044410213e-08
1864,2.7224465156905353e-05,1.4087869203649461e-05,3.691940542172034e-08,3.3563095414024247e-08
1865,2.838603722921107e-05,1.3984034922032151e-05,2.9182435246077887e-08,1.5061901947888146e-08
1866,2.9020948204561137e-05,1.474232067266712e-05,3.7951779718881085e-08,1.9949013663200788e-08
1867,2.9046503186691552e-05,1.3679590665560681e-05,3.202855580752839e-08,1.747012134956094e-08
1868,2.783767195069231e-05,1.292369870498078e-05,2.76632952100897e-08,1.9265509632049316e-08
1869,2.8540751372929662e-05,1.4161229046294466e-05,7.71595997095531e-08,5.0788599437190385e-08
1870,3.0044122468098067e-05,1.4368379197549075e-05,5.447346307363432e-08,3.4404291415768284e-08
1871,2.8196040148031898e-05,1.3051302630628925e-05,4.354682658913589e-08,1.8056001360733376e-08
1872,2.9624705348396674e-05,1.4207618733053096e-05,4.595977975974108e-08,1.572308139241585e-08
1873,2.7120191589347087e-05,1.2108489499951247e-05,3.831042860724665e-08,1.8556614356235457e-08
1874,2.862972905859351e-05,1.3177597793401219e-05,1.3741600746186577e-08,1.1351757756017378e-08
1875,2.7450170819065534e-05,1.235392119269818e-05,2.803548326824057e-08,1.3159512313176691e-08
1876,2.737212344072759e-05,1.2349590178928338e-05,1.6928840551599933e-08,9.069021977836655e-09
1877,2.6780871849041432e-05,1.2172954484412912e-05,2.5976227391311113e-08,8.658742500777805e-09
1878,2.749717896222137e-05,1.1854127478727605e-05,3.0799351957710996e-08,6.0390887290928674e-09
1879,2.7368554583517835e-05,1.2355499166005757e-05,2.5048234486568788e-08,1.4051447894125602e-08
1880,2.7077534468844533e-05,1.1957730748690665e-05,1.8611753915820373e-08,1.0910338632541539e-08
1881,2.6955714929499663e-05,1.1314287803543266e-05,2.6495529548142827e-08,8.367009307619355e-09
1882,2.7774252885137685e-05,1.168286325992085e-05,4.592215852028403e-08,1.3310770707875008e-08
1883,2.67876785073895e-05,1.1099286894022953e-05,1.95899512722697e-08,1.2638678104082146e-08
1884,2.6588993932818994e-05,1.1414994332881179e-05,2.178559910248623e-08,1.386356363042296e-08
1885,2.635169221321121e-05,1.0508319974178448e-05,3.0294487363136113e-08,1.0957580676151935e-08
1886,2.6363044526078738e-05,1.0415245014883112e-05,2.904058704622514e-08,6.453463929911862e-09
1887,2.5876739528030157e-05,1.014137887977995e-05,2.6768590677406223e-08,5.223139698529167e-09
1888,2.636047065607272e-05,1.0529858627705835e-05,2.663058107366112e-08,1.394935211784798e-08
1889,2.5932653443305753e-05,1.0248510989185888e-05,3.4458251363389536e-08,1.754238243556472e-08
1890,2.5438228476559743e-05,1.020517993310932e-05,2.6872984115744458e-08,8.520702365899524e-09
1891,2.5185818230966106e-05,9.828409929468762e-06,5.609313724619369e-08,1.7210393998823292e-08
1892,2.530222263885662e-05,9.526885150989983e-06,3.6984222795410915e-08,1.1283322498556458e-08
1893,2.531109203118831e-05,1.0168161679757759e-05,3.387129199339256e-08,9.853466487186324e-09
1894,2.5558412744430825e-05,9.687986675999127e-06,6.364554749893614e-08,1.7014155861971858e-08
1895,2.6299539968022145e-05,9.815757948672399e-06,3.8519131440040155e-08,1.38428128959589e-08
1896,2.5732275389600545e-05,9.540803148411214e-06,3.833068834557807e-08,9.435246139943843e-09
1897,2.441567812638823e-05,8.723755854589399e-06,3.4960280781426434e-08,1.3401440845939305e-08
1898,2.4758131985436194e-05,8.864379196893424e-06,3.225262235062587e-08,1.3014215927142914e-08
1899,2.5833138352027163e-05,9.331657565780915e-06,4.311511325738593e-08,1.7688250864011934e-08
1900,2.4862029022187926e-05,8.893831363820937e-06,4.2047532122779785e-08,9.863000971499503e-09
1901,2.395277624600567e-05,8.175766197382472e-06,3.7444551015397565e-08,1.6766217081354284e-08
1902,2.2169440853758715e-05,7.163122063502669e-06,2.9461702855115846e-08,1.4730851205513318e-08
1903,2.444463643769268e-05,8.186733793991152e-06,4.968202560462487e-08,1.1340462791054051e-08
1904,2.45233404712053e-05,8.063550012593623e-06,3.439760298817873e-08,1.0211787859759625e-08
1905,2.423853766231332e-05,8.014659215405118e-06,2.7868098939620722e-08,1.2901897772366056e-08
1906,2.435822898405604e-05,8.10157598607475e-06,3.858138342138773e-08,1.594697218720853e-08
1907,2.349353781028185e-05,8.223921213357244e-06,3.3428480872288446e-08,9.771402353919711e-09
1908,2.398525975877419e-05,8.321857421833556e-06,3.6835418271152776e-08,1.080505596107173e-08
1909,2.3776350644766353e-05,8.85933422978269e-06,3.6306492923188216e-08,1.2652262126877645e-08
1910,2.328393020434305e-05,8.481167242280208e-06,3.7943469699541765e-08,2.137660271017694e-08
1911,2.4467868570354767e-05,8.124743544613011e-06,3.298631945369834e-08,1.4365010514438836e-08
1912,2.410555498499889e-05,7.938637281768024e-06,3.22984119449643e-08,1.1460726589973547e-08
1913,2.3480048184865154e-05,7.72539533500094e-06,3.606033005532083e-08,1.6969567306901467e-08
1914,2.3312704797717743e-05,7.703264600422699e-06,4.687720545071272e-08,1.339348720819089e-08
1915,2.4601764380349778e-05,7.354729859798681e-06,3.062998121805549e-08,1.4136914527895783e-08
1916,2.5068993636523373e-05,7.293477210623678e-06,4.0653608035512434e-08,1.098746182925936e-08
1917,2.5661433028290048e-05,7.594248927489389e-06,6.141197772535634e-08,1.64496359866817e-08
1918,2.600056177470833e-05,7.473036475857953e-06,3.9053680289669046e-08,1.378365155346728e-08
1919,2.4971684979391284e-05,7.571613878099015e-06,3.222746913777996e-08,9.207848705727883e-09
1920,2.4403789211646654e-05,7.217851361929206e-06,3.331781917026433e-08,1.0601124422748853e-08
1921,2.385415427852422e-05,7.340263891819632e-06,5.073740894090406e-08,1.2116395997630036e-08
1922,2.4560409656260163e-05,7.434007784468122e-06,3.688967598058923e-08,1.2542490601674672e-08
1923,2.386571213719435e-05,7.433287009916967e-06,3.3971033985835675e-08,1.1677542932631013e-08
1924,2.4354856577701867e-05,7.715637366345618e-06,4.383152285569736e-08,1.5469949543600592e-08
1925,2.3682376195210963e-05,7.67672827350907e-06,6.708888378170741e-08,2.9695080838720855e-08
1926,2.3459277144866064e-05,7.3787437031569425e-06,3.9011485264417445e-08,1.3375366592072169e-08
1927,2.5134811949101277e-05,8.457802323391661e-06,5.797597069090443e-08,1.672383753703599e-08
1928,2.3105740183382295e-05,7.61545652494533e-06,1.942427008128078e-08,6.8556245125250825e-09
1929,2.441531432850752e-05,7.66682751418557e-06,5.570203231997084e-08,7.798284462623428e-09
1930,2.3534374122391455e-05,7.247486337291775e-06,3.2561171536826805e-08,8.402882833991043e-09
1931,2.2721751520293765e-05,6.973235031182412e-06,4.21998205268892e-08,1.1405356659111021e-08
1932,2.368027162447106e-05,6.991088412178215e-06,2.9590749850427756e-08,1.5343351700281005e-08
1933,2.4543774998164736e-05,6.898456376802642e-06,4.473558190554172e-08,1.261772819560747e-08
1934,2.361209953960497e-05,6.624615707551129e-06,3.5944740517379614e-08,5.990790086229936e-09
1935,2.2952775907469913e-05,6.927242793608457e-06,4.0692165192979246e-08,1.3165112555668657e-08
1936,2.20863803406246e-05,6.0938814385735895e-06,3.6374144585238355e-08,1.091224355320719e-08
1937,2.2925907614990138e-05,6.571304766112007e-06,4.91053595563784e-08,5.0364472592434595e-09
1938,2.2357215129886754e-05,6.4968689912348054e-06,4.5378251711802875e-08,2.2040865133021725e-08
1939,2.19408448174363e-05,6.377619229169795e-06,4.894096328200703e-08,1.6823455517567254e-08
1940,2.1234645828371868e-05,5.776513262389926e-06,1.1664601551331089e-07,2.789361186472661e-08
1941,2.1661076971213333e-05,6.34277921562898e-06,5.017554549624492e-08,2.3612021227137348e-08
1942,2.1597519662464038e-05,6.5023159550037235e-06,6.978687139280737e-08,1.8205270846394228e-08
1943,2.452943408570718e-05,6.599053449463099e-06,2.0322646676618206e-08,1.1612940831184915e-08
1944,2.427883373457007e-05,7.065796580718597e-06,1.4459337904781933e-07,1.927911696952833e-08
1945,2.789792233670596e-05,8.402490493608639e-06,6.535512397931598e-08,1.089252021913012e-08
1946,2.5028753952938132e-05,6.906259841343854e-06,3.61948711002924e-08,1.2528993842408909e-08
1947,2.562748886703048e-05,7.418358109134715e-06,4.649139739854036e-08,1.7881305991451768e-08
1948,2.2732030629413202e-05,6.513348125736229e-06,2.5005342241257722e-08,6.523132922708896e-09
1949,2.2832398826722056e-05,5.983466508041602e-06,5.006674341778705e-08,1.1780409536754632e-08
1950,2.168975697713904e-05,6.129158919065958e-06,4.4668517773516214e-08,7.444752814222966e-09
1951,2.3732280169497244e-05,6.89792705088621e-06,5.117472845483917e-08,9.595261696304647e-09
1952,2.195006345573347e-05,6.602101620956091e-06,8.541291052210909e-08,1.0544803918932644e-08
1953,2.254962055303622e-05,6.391034276020946e-06,8.834538434143724e-08,1.0773827274768166e-08
1954,2.2491491108667105e-05,6.515349923574831e-06,3.224936939716372e-08,5.86352189024808e-09
1955,2.1098845536471345e-05,5.851926289324183e-06,1.238900253497377e-07,9.385607846468247e-09
1956,2.1982508769724518e-05,6.287070846155984e-06,2.712275097849215e-07,1.5698055078061657e-08
1957,2.2096428438089788e-05,6.257857421587687e-06,1.546131613849866e-07,1.4136060322300636e-08
1958,2.1740283045801334e-05,6.316684903140413e-06,1.2904699531191e-07,8.272243334772611e-09
1959,2.1533127437578514e-05,6.02000591243268e-06,4.960478516835565e-08,1.3176271629333769e-08
1960,2.1518255380215123e-05,6.363014108501375e-06,5.398250202404142e-08,6.228750015768725e-09
1961,2.1781785108032636e-05,6.304759608610766e-06,7.087122533278034e-08,1.459113496693476e-08
1962,2.307267095602583e-05,6.66285950501333e-06,7.864025874937397e-08,1.585489073363533e-08
1963,2.275662700412795e-05,6.565630428667646e-06,1.1056950910415253e-07,7.1126584622049904e-09
1964,2.2412730686482973e-05,6.411285994545324e-06,5.1713729298796807e-08,1.277633332463779e-08
1965,2.181922536692582e-05,6.29941632723785e-06,5.2531615502005025e-08,1.4227312661319047e-08
1966,2.2397249267669395e-05,6.9903121584502514e-06,4.597431968456078e-08,8.308612020613282e-09
1967,2.2139671273180284e-05,6.751108685421059e-06,4.733122338507201e-08,7.888537156830466e-09
1968,2.3155495000537485e-05,7.003464816079941e-06,4.985471757645854e-08,2.649935337828424e-08
1969,2.126587241946254e-05,6.387982466549147e-06,4.7688456739081175e-08,1.4079449051074278e-08
1970,2.050111652351916e-05,5.8302634897700045e-06,5.104584777093635e-08,1.6095538069027526e-08
1971,2.0549992768792436e-05,5.824373602081323e-06,4.419021770729614e-08,9.762955333059153e-09
1972,2.0315381334512495e-05,5.604172656603623e-06,5.848367212735184e-08,1.128632343139202e-08
1973,2.0664590920205228e-05,5.481227162817959e-06,5.458071838937428e-08,1.3231688744674841e-08
1974,1.9717066606972367e-05,5.244157819106476e-06,6.075617298151315e-08,1.3501372020385816e-08
1975,1.9303661247249693e-05,5.101494025439024e-06,5.140332026698502e-08,1.1994108373158952e-08
1976,2.0112756828893907e-05,5.239304300630465e-06,4.399415542977181e-08,9.712995741040231e-09
1977,1.9465664081508294e-05,5.078714821138419e-06,7.4047450837611e-08,1.0578206977029936e-08
1978,2.009167474170681e-05,5.613858775177505e-06,5.999997298999915e-08,1.603959731699689e-08
1979,2.0624109311029315e-05,5.7612678574514575e-06,5.793453716762542e-08,1.1118749698724173e-08
1980,2.035340730799362e-05,5.152452104084659e-06,7.16328969474489e-08,1.3075846294618998e-08
1981,2.01082893909188e-05,5.2970153774367645e-06,6.452060574702045e-08,1.5813874210124368e-08
1982,2.087583015963901e-05,5.561301350098802e-06,6.952402564763815e-08,9.932003552926005e-09
1983,2.1615433070110157e-05,5.409699951997027e-06,6.504775562632403e-08,1.894594836571173e-08
1984,2.07987231988227e-05,5.396557298809057e-06,4.697197031333644e-08,1.6237223565696013e-08
1985,2.08457131520845e-05,5.237746336206328e-06,4.932757668996146e-08,1.3835783629900789e-08
1986,2.1448868210427463e-05,5.713943664886756e-06,6.533989038715049e-08,1.3187867908825979e-08
1987,2.0855606635450386e-05,5.342076292436104e-06,4.827545208030415e-08,1.2832715334809564e-08
1988,2.1154643036425114e-05,5.592985871771816e-06,7.675588786781873e-08,9.594485872455039e-09
1989,2.14667907130206e-05,5.699414941773284e-06,6.036934507847036e-08,1.1525056686778612e-08
1990,2.153579225705471e-05,5.456824055727338e-06,7.464651652355769e-08,1.6345953479657283e-08
1991,2.12226077564992e-05,5.557255008170614e-06,4.396098773895574e-08,9.37834432335194e-09
1992,2.175215740862768e-05,5.691772457794286e-06,4.022259147973273e-08,8.815910779169656e-09
1993,2.198012953158468e-05,5.638359198201215e-06,4.929894714678085e-08,1.384801839865446e-08
1994,2.169840990973171e-05,5.554497874982189e-06,5.5386730757334135e-08,1.0549853213248639e-08
1995,2.1363914129324257e-05,5.498907285073074e-06,5.802022329248757e-08,9.760411145975922e-09
1996,2.1638490579789504e-05,5.276704087009421e-06,4.964425670550554e-08,6.4057106285986265e-09
1997,2.140153264917899e-05,5.394735580921406e-06,8.43901464264718e-08,1.7741109359370455e-08
1998,2.1795594875584356e-05,5.837620392412646e-06,1.2683224070997312e-07,2.1456581844603306e-08
1999,2.171759660996031e-05,5.5669620451226365e-06,1.2111032710038216e-07,1.508166375119302e-08
2000,2.1384597857831977e-05,5.524306743609486e-06,6.538686747603606e-08,1.1928684817696933e-08
2001,2.1763669792562723e-05,5.808172318211291e-06,4.42502372521858e-08,6.133696300869573e-09
2002,2.2520793208968826e-05,5.775764293503016e-06,4.819343679685062e-08,7.009954394732176e-09
2003,2.3389771740767173e-05,6.3128882175078616e-06,5.3753305806480967e-08,7.917153710401692e-09
2004,2.3238357243826613e-05,6.22352945356397e-06,5.594084839799507e-08,8.3691032992661e-09
2005,2.3036229322315194e-05,6.087268047849648e-06,4.008337217697999e-08,1.216012401883404e-08
2006,2.367869092267938e-05,6.567210675711976e-06,4.817931209544213e-08,8.647569216257978e-09
2007,2.6524143322603777e-05,7.170889603003161e-06,3.155638861329635e-08,9.187303195989927e-09
2008,2.7666119422065094e-05,7.15547867002897e-06,4.044567769589946e-08,1.1069342942260363e-08
2009,3.038912109332159e-05,7.950007784529589e-06,2.4794601927169424e-08,8.105927040702454e-09
2010,3.457580169197172e-05,9.298314580519218e-06,1.5116137674908714e-08,8.502827775203059e-09
2011,3.6865767469862476e-05,1.0066988579637837e-05,5.582998996445099e-08,1.6060681617968697e-08
2012,4.297664781915955e-05,1.2543309821921866e-05,1.4297862005463458e-08,6.808505315092361e-09
2013,4.687487307819538e-05,1.363519550068304e-05,2.091843764873147e-08,6.136074981455408e-09
2014,4.8449237510794774e-05,1.4151184586808085e-05,1.5591205215770287e-08,4.76397932214212e-09
2015,4.7225468733813614e-05,1.4738896425114945e-05,1.3077795291138727e-08,2.43823286560918e-09
2016,4.832664126297459e-05,1.4986352653068025e-05,7.456824269169715e-09,3.107010093650331e-09
2017,4.7333993279607967e-05,1.419785894540837e-05,5.534345121072093e-09,3.0187335409159743e-09
2018,5.015066926716827e-05,1.533700924483128e-05,3.355906574853407e-08,1.5488800131358005e-08
2019,4.722720041172579e-05,1.4949808246456087e-05,4.3366792379373464e-09,2.55098775436835e-09
