year,souffrant_VERB en_ADP,souffrant_VERB dans_ADP
1908,2.0627833663411366e-08,2.2592390624964764e-08
1909,7.151278680339601e-09,4.345777043779364e-08
1910,1.7101282168141552e-08,2.992724446038153e-08
1911,1.276889793899727e-08,2.5537796655150657e-08
1912,2.2921453790569757e-08,2.6568049094066737e-08
1913,1.0605979705591295e-08,2.1742257383383645e-08
1914,2.74566485103378e-08,3.348371740985456e-08
1915,1.4136913861761968e-08,2.2383447761953335e-08
1916,7.69122365795738e-09,3.735737097443348e-08
1917,3.289927441585405e-09,4.276905585243185e-08
1918,9.189101035644853e-09,1.722956355365568e-08
1919,1.1970202606903513e-08,3.6831393046554695e-08
1920,1.2115570768855832e-08,2.3473917920568965e-08
1921,9.087297137000405e-09,2.6504615391331754e-08
1922,1.9920425309294387e-08,1.623145884366295e-08
1923,1.9108707505210987e-08,2.441668023323018e-08
1924,5.027733585016847e-08,2.3204924204378585e-08
1925,2.5295808780967377e-08,2.859526304632709e-08
1926,2.1177662290483568e-08,2.7865347029809584e-08
1927,1.5608915049369898e-08,3.5677519605314956e-08
1928,1.3711249025050165e-08,2.9707706294956893e-08
1929,1.4482528509773829e-08,3.787738322991174e-08
1930,2.520864939015155e-08,2.9410089141812534e-08
1931,3.079446386777818e-08,2.167017854048936e-08
1932,2.6302888755935783e-08,3.9454331357546835e-08
1933,1.9500125958415992e-08,2.408839128165141e-08
1934,1.5576054224197833e-08,3.354842625924448e-08
1935,1.3165112555668657e-08,2.0346082152400413e-08
1936,3.273672888326473e-08,2.424942913137329e-08
1937,2.1404900962807005e-08,4.280980325788164e-08
1938,3.241303758727554e-08,1.426173557028676e-08
1939,1.988226472349197e-08,2.4470480752825097e-08
1940,2.5357828725702802e-08,4.057252755984564e-08
1941,3.8369533328364014e-08,3.836953510472085e-08
1942,0.0,3.3376331032286544e-08
1943,1.1612940831184915e-08,4.064529335323641e-08
1944,1.2852744646352221e-08,9.639558484764166e-09
1945,2.3963544482086263e-08,5.010559434026618e-08
1946,2.9234318077442367e-08,4.733175273941015e-08
1947,3.814678706248742e-08,4.887557025767819e-08
1948,1.9569398546082084e-08,3.805160786463091e-08
1949,1.3743811422273211e-08,3.1414426393538974e-08
1950,1.4889506516624351e-08,4.2541446365618185e-08
1951,1.5992101864981123e-08,2.7719645245838365e-08
1952,2.0035128001083535e-08,3.057993092081546e-08
1953,1.6160741633797215e-08,2.477980309834038e-08
1954,1.172704333640695e-08,5.081718668087376e-08
1955,1.8771215692936494e-08,3.00339455527876e-08
1956,2.2674967681268754e-08,4.0117252186888663e-08
1957,1.3252556385623393e-08,3.5340149695528567e-08
1958,1.3235589513271862e-08,2.2335057803246627e-08
1959,1.7826719656000023e-08,3.4103291968179406e-08
1960,2.0070416439921246e-08,2.0070417439121968e-08
1961,2.1539294070560544e-08,2.014966105079452e-08
1962,1.5854891455280296e-08,3.044139235131027e-08
1963,1.0345685197421517e-08,2.0691370838932244e-08
1964,1.8860301764789256e-08,4.9280142522256654e-08
1965,2.2435377999840966e-08,4.487075599968193e-08
1966,1.4955502058988657e-08,2.5479743093193008e-08
1967,1.9228308223429025e-08,2.021437595089992e-08
1968,1.527081389118834e-08,2.649935382237345e-08
1969,1.4533625303236875e-08,2.4979667556657148e-08
1970,9.657322497247378e-09,3.127133041402885e-08
1971,1.3873672988218289e-08,3.33995837653589e-08
1972,1.744250005542014e-08,1.898154344814884e-08
1973,1.984753439376874e-08,2.4809416354631963e-08
1974,5.625571619649605e-09,1.800182936051442e-08
1975,1.1994108817248161e-08,2.4559365208176587e-08
1976,1.656922776760439e-08,3.1995751770264036e-08
1977,1.1753564010952289e-08,1.5279633558407113e-08
1978,1.900989232694883e-08,2.9108898402796513e-08
1979,1.7555919384903973e-08,1.9896710057309974e-08
1980,1.1370301145063877e-08,3.524793545928162e-08
1981,2.0241758103001217e-08,3.352541311230084e-08
1982,1.2415004690957687e-08,3.1037512115972277e-08
1983,1.7051352996233504e-08,3.5365771422490866e-08
1984,1.681712458179163e-08,3.421414884741125e-08
1985,1.5640450379272863e-08,2.3460676956688076e-08
1986,1.9781802029772422e-08,2.6975183919919488e-08
1987,1.2221633483022742e-08,2.9331921447273146e-08
1988,2.0388283061834045e-08,4.3774843305754985e-08
1989,1.8110803523541108e-08,4.280735188544327e-08
1990,8.717841781802349e-09,3.487136585045292e-08
1991,1.8756688924259635e-08,2.8721180100887977e-08
1992,2.2039776448323778e-08,3.03046938654461e-08
1993,1.9387225436151567e-08,3.157348338334032e-08
1994,1.6352272314001937e-08,3.956195004928276e-08
1995,1.5182862078688686e-08,4.175287049434928e-08
1996,1.8683323110835204e-08,3.5231408901381656e-08
1997,2.5412940640734405e-08,3.787966562640577e-08
1998,2.3840646790063147e-08,3.6714595141873474e-08
1999,2.14799446007774e-08,4.067479153491149e-08
2000,2.4299173340125435e-08,3.048441699071702e-08
2001,2.1906059521903387e-08,4.030714712000005e-08
2002,2.2782350894701153e-08,2.979230528943333e-08
2003,2.2501383201145586e-08,2.9585151939404142e-08
2004,1.8500123766251875e-08,4.2726476578991424e-08
2005,3.017512228975505e-08,3.3327748116818157e-08
2006,2.017765970974139e-08,3.8708166616441275e-08
2007,2.276853305893667e-08,4.953154475462185e-08
2008,2.2138685995543028e-08,2.937633380994953e-08
2009,2.6225058347151275e-08,3.528462499957641e-08
2010,2.7870379115668698e-08,4.251413732170306e-08
2011,2.638540580468529e-08,4.206369114134745e-08
2012,2.28084932052397e-08,3.0297849895610796e-08
2013,2.7333425411946166e-08,3.0959287911080935e-08
2014,2.6201886549337416e-08,2.9016965635841885e-08
2015,2.5268959369384447e-08,3.945504245539411e-08
2016,3.2105771596846466e-08,4.5983747920530504e-08
2017,2.9935774747968935e-08,3.370919188228072e-08
2018,2.4265786713328907e-08,3.768941242432433e-08
2019,2.372418539398069e-08,3.316284080678855e-08
