year,contenant_VERB en_ADP,contenant_VERB dans_ADP
1800,2.6725399493443547e-07,1.5720821977538435e-07
1801,1.8811341817581706e-07,1.142967676059925e-07
1802,2.752543366568716e-07,1.3650824826072494e-07
1803,2.788985149493328e-07,3.393590191080875e-07
1804,1.507829097135982e-07,1.7302956223375077e-07
1805,2.985021634316354e-07,1.194008660831969e-07
1806,2.766402245057975e-07,1.5272846098923765e-07
1807,2.2206249639111775e-07,1.5942949005420815e-07
1808,1.7448770339711928e-07,5.211970233176544e-08
1809,1.7168632382436044e-07,1.0843346842648316e-07
1810,4.4696421763745775e-07,7.254392642153107e-08
1811,5.139507379681163e-07,1.42903374467096e-07
1812,3.0406173578967355e-07,1.520308643421231e-07
1813,3.7384640450000006e-07,6.901780125190271e-08
1814,2.580275229036033e-07,1.2901375612273114e-07
1815,2.88602933551374e-07,1.1867783911156948e-07
1816,2.4566601730668935e-07,2.109019590079697e-07
1817,2.5844098028304785e-07,3.643083914539602e-07
1818,3.2544815553592343e-07,1.5259107044585107e-07
1819,3.2088253743012274e-07,1.438795891317568e-07
1820,2.6580917555918404e-07,1.1747816586193949e-07
1821,3.145814866378771e-07,1.065040748926549e-07
1822,2.2657891918242967e-07,1.7945852448519872e-07
1823,2.6584427814668743e-07,2.0358335461878596e-07
1824,2.728440380295183e-07,1.6926436785524857e-07
1825,3.00265605712724e-07,2.2013607292592496e-07
1826,3.805049101357483e-07,1.7704049071198824e-07
1827,2.8573546728694055e-07,3.0417001539717603e-07
1828,3.191960710191566e-07,2.7150011305820954e-07
1829,3.154928885362729e-07,3.1120629273573286e-07
1830,4.07036589322729e-07,2.557024743055081e-07
1831,5.41014856914046e-07,2.8687819053629937e-07
1832,4.0454609540052644e-07,1.5424164701016707e-07
1833,2.7221526777143623e-07,1.332117278707301e-07
1834,2.492319879365823e-07,1.8855752159652184e-07
1835,3.305069569137231e-07,1.4974914108734083e-07
1836,4.146702721197215e-07,1.4987273289079894e-07
1837,3.59722974963006e-07,1.4054940322694165e-07
1838,3.982974274840956e-07,2.1208863643096265e-07
1839,3.8942517144313626e-07,1.5940563002914132e-07
1840,3.2485413026250853e-07,1.3376346430504782e-07
1841,4.81541137631325e-07,1.6051370721470448e-07
1842,3.9444597632609657e-07,1.9521051797255495e-07
1843,3.242894078825387e-07,1.4590069952191698e-07
1844,4.0780009902263714e-07,1.8331795104131743e-07
1845,4.03450472141742e-07,2.2097702867540647e-07
1846,4.677746616721379e-07,1.7036599331277102e-07
1847,4.055704172500896e-07,1.4022381833456166e-07
1848,5.060444383531149e-07,1.1585119352730544e-07
1849,4.3489162271370674e-07,1.4999152142536332e-07
1850,4.406058451422723e-07,1.7379829841956962e-07
1851,4.063146532562456e-07,1.6188091933599935e-07
1852,4.1537279038550423e-07,2.0638428566144285e-07
1853,3.601074904935331e-07,1.552702286744534e-07
1854,5.06057697746698e-07,1.392438093716919e-07
1855,4.128796931013312e-07,1.496556194524601e-07
1856,5.187543390405835e-07,1.4910304457771417e-07
1857,4.3543060446182835e-07,1.337533461764906e-07
1858,4.531543917885017e-07,1.1010771316932733e-07
1859,4.689891515141653e-07,2.255832782793732e-07
1860,4.1240428294564424e-07,1.7622157599817e-07
1861,4.918750442506337e-07,1.565699960792699e-07
1862,4.4773244045615e-07,1.3102160778544203e-07
1863,4.6100349671007734e-07,1.388504529131751e-07
1864,5.264611537825203e-07,1.6829494597914163e-07
1865,4.6127075692403707e-07,1.925099297750421e-07
1866,4.495826297912231e-07,1.9462451916751888e-07
1867,5.396326248074956e-07,1.9847999510602676e-07
1868,5.695674527572692e-07,2.1241459080556524e-07
1869,4.3805167049271176e-07,2.3392057357796148e-07
1870,5.785655243784049e-07,1.5195229252640274e-07
1871,5.491148664660273e-07,2.0392660360357695e-07
1872,4.813682248361317e-07,2.5701191930238565e-07
1873,4.974369898214093e-07,2.3584857444802765e-07
1874,6.858851570035185e-07,1.9596717493186588e-07
1875,5.629982720023463e-07,2.288610829737081e-07
1876,5.725575857873366e-07,2.351899723862516e-07
1877,7.112538651377065e-07,2.455371941323392e-07
1878,5.706938681626639e-07,2.0049773752361943e-07
1879,6.133762662230424e-07,2.4742766413510253e-07
1880,5.525765680580719e-07,2.194903458985209e-07
1881,5.529198467968399e-07,1.4223915911770746e-07
1882,6.196163724325743e-07,2.2095878193795215e-07
1883,5.902262669721381e-07,2.3128779957914958e-07
1884,5.994341041315465e-07,2.3039922325551743e-07
1885,6.69701533784206e-07,2.346211402937115e-07
1886,5.64678101389049e-07,1.490750207722158e-07
1887,6.137189103583296e-07,1.6844624894929439e-07
1888,6.442064814926596e-07,2.149468372181218e-07
1889,5.5759715777981e-07,2.0862904648311087e-07
1890,5.479467060087728e-07,2.2350458550590702e-07
1891,5.857908345063834e-07,1.9823824004561175e-07
1892,5.967623843972092e-07,1.8805536683430546e-07
1893,5.918238352720095e-07,1.983010093908888e-07
1894,6.383459174585937e-07,1.7266218321765336e-07
1895,5.952409765086486e-07,1.5106722628388525e-07
1896,5.690632907118243e-07,1.6393740054354566e-07
1897,6.58418606747091e-07,1.9927360028759722e-07
1898,6.003514658736719e-07,1.6692146687091736e-07
1899,4.864269040893987e-07,1.525611708075303e-07
1900,5.715349269408421e-07,1.3808201515530527e-07
1901,5.918474679234009e-07,2.1851968767805374e-07
1902,6.457023213890523e-07,1.954292940808955e-07
1903,6.712473827885646e-07,1.8414750968531735e-07
1904,5.605734330060841e-07,2.047732152732351e-07
1905,5.645870205239767e-07,1.7443365152303159e-07
1906,6.980658584510024e-07,2.1091156554575718e-07
1907,5.322843150690204e-07,1.517138770168458e-07
1908,6.291489227372438e-07,1.360454717769244e-07
1909,5.957565063496872e-07,1.3312380531260715e-07
1910,5.69152050822197e-07,1.6673750735662907e-07
1911,5.703441110505025e-07,1.4205399168076838e-07
1912,5.95957809323977e-07,1.1617009221254193e-07
1913,5.127991307141144e-07,1.2727174691917753e-07
1914,5.377485194912879e-07,1.1987171433247568e-07
1915,4.417785670618457e-07,8.953379193599176e-08
1916,5.592618430583229e-07,1.087758718654186e-07
1917,4.7265288838360675e-07,1.0198774447189862e-07
1918,4.996573599314047e-07,1.343906035344844e-07
1919,4.797288950530998e-07,1.2522673387138639e-07
1920,5.542873520170133e-07,1.249418204452013e-07
1921,5.634124270459395e-07,1.4236765366604232e-07
1922,5.673632479386015e-07,1.313272548486566e-07
1923,4.628553491592413e-07,1.1889861895042486e-07
1924,4.782792535351632e-07,1.0442215625516837e-07
1925,5.18014155570512e-07,1.2757885770042776e-07
1926,5.182954496696368e-07,1.1034676816734645e-07
1927,5.518866059706085e-07,1.1483701456427298e-07
1928,5.9415413034003e-07,1.2568645502142317e-07
1929,4.723532436301525e-07,1.347989240230163e-07
1930,4.7266217073627104e-07,1.7015837272538192e-07
1931,6.523863769203331e-07,1.505507043475518e-07
1932,4.6578030155064454e-07,1.16171086972372e-07
1933,5.528859343684189e-07,1.5944220876917825e-07
1934,5.391710811153416e-07,1.1502316965561477e-07
1935,5.33785461165337e-07,1.3643844454236387e-07
1936,5.553119462042844e-07,1.6247118139744998e-07
1937,5.376407443691278e-07,1.120609525173677e-07
1938,5.886207645744435e-07,1.4002431214521494e-07
1939,5.857621268035018e-07,1.2082300315796601e-07
1940,5.350502192413842e-07,1.8764794162962062e-07
1941,5.106099365548289e-07,1.1806010036252701e-07
1942,4.096185886037773e-07,1.0923162108156248e-07
1943,7.345185228935236e-07,8.129058670647282e-08
1944,3.6951641391169687e-07,9.960876923287287e-08
1945,4.923419365532311e-07,5.664110602765504e-08
1946,4.53828008950552e-07,6.682130049284751e-08
1947,3.421289989091747e-07,7.867775053682635e-08
1948,4.000854829655509e-07,9.893417995954223e-08
1949,4.064241414525327e-07,8.344456858822014e-08
1950,3.626658386934878e-07,8.082874813908347e-08
1951,4.424481625520116e-07,9.275419188270462e-08
1952,4.523720962268385e-07,7.381363076319758e-08
1953,4.1156019492394336e-07,1.0989303689257213e-07
1954,4.729907487899254e-07,1.270429663691175e-07
1955,5.011914385733007e-07,8.634759041115103e-08
1956,5.494319061938313e-07,1.2820078154618386e-07
1957,4.550044296891542e-07,9.89524195915692e-08
1958,5.410047259069017e-07,8.934022588391599e-08
1959,4.185403703615975e-07,9.84344978860463e-08
1960,5.65432070054328e-07,6.436375343810141e-08
1961,4.717800252684867e-07,7.642974964028326e-08
1962,4.7310995920923915e-07,7.800606027785761e-08
1963,5.431484755291649e-07,9.181795945778504e-08
1964,5.749350187045366e-07,9.856028526655791e-08
1965,6.128688490036893e-07,6.730613222316606e-08
1966,5.173495760679714e-07,7.477751040596559e-08
1967,7.903327752245559e-07,6.113616279890266e-08
1968,9.714932733828618e-07,6.647295691664112e-08
1969,8.788301286699607e-07,6.313043598993318e-08
1970,8.493845307100401e-07,7.174011074084774e-08
1971,1.2995007221405785e-06,6.268844998658096e-08
1972,1.1973763260897385e-06,5.950970205503836e-08
1973,1.0783826951410447e-06,7.828749204463747e-08
1974,1.1318650425806709e-06,8.100823123413647e-08
1975,5.785729264573547e-07,6.054168721902897e-08
1976,8.833112588035874e-07,5.0850388788603595e-08
1977,3.5965905631485384e-07,5.5241748952994385e-08
1978,1.4512864154880845e-06,5.0495025050167897e-08
1979,9.445084803161308e-07,5.442335293537326e-08
1980,3.644181632012078e-07,5.457744833847755e-08
1981,2.4859409641919683e-07,4.8074177527723805e-08
1982,2.4643783502753536e-07,5.2143018791639406e-08
1983,3.0060904343542916e-07,5.3680185629900734e-08
1984,3.6185812835043407e-07,5.8569984417999876e-08
1985,2.8513746208602697e-07,6.61711396787723e-08
1986,3.860448591908039e-07,7.073492724885e-08
1987,4.3936772087249665e-07,8.371819149033399e-08
1988,4.011694407779487e-07,6.056519197272792e-08
1989,3.2544565442549356e-07,5.927171997655023e-08
1990,2.855093157450028e-07,6.647353956168445e-08
1991,2.784195913818621e-07,6.740685165596005e-08
1992,3.129648362687476e-07,4.4079552452558346e-08
1993,2.813917312494141e-07,4.4313658520422905e-08
1994,2.616363721230641e-07,5.327675722810454e-08
1995,2.1364455626837753e-07,5.042879180905402e-08
1996,2.738441207128517e-07,5.3914732234261464e-08
1997,2.41183199189976e-07,4.123609187445254e-08
1998,1.8404978696651142e-07,4.1959538066294044e-08
1999,2.1754157142339636e-07,5.255731494457905e-08
2000,3.167728617192722e-07,4.8156543641653116e-08
2001,2.0942192247019875e-07,6.615629644102228e-08
2002,3.062473834525292e-07,5.345090059449831e-08
2003,2.479319185511031e-07,4.7086228249781925e-08
2004,1.942512932728846e-07,5.594084839799507e-08
2005,2.116762285453433e-07,5.3594618520946824e-08
2006,2.598388633145987e-07,5.3120778886750486e-08
2007,4.593651308226754e-07,4.9531546864045595e-08
2008,1.711490771327817e-07,4.38516281064949e-08
2009,1.792840400582918e-07,4.196009228962794e-08
2010,1.620261036450188e-07,4.487603533220863e-08
2011,1.3957497912997496e-07,5.20060190467575e-08
2012,1.0417013229790939e-07,4.4595712012096556e-08
2013,1.0598675481698905e-07,3.430623962685786e-08
2014,1.0177592479898578e-07,3.551330252093976e-08
2015,1.0063251956737851e-07,3.347028965094978e-08
2016,1.1060955529273997e-07,3.976973061980971e-08
2017,9.207137319222625e-08,3.245138557872451e-08
2018,9.215836382914233e-08,4.104532180804199e-08
2019,9.744773110664795e-08,3.57138283391123e-08
