year,datant_VERB en_ADP,datant_VERB dans_ADP
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,1.1866481131050932e-09,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,3.668920500743411e-09,0.0
1829,0.0,0.0
1830,1.0436835840010872e-09,0.0
1831,1.5591206103948707e-09,0.0
1832,4.058990921151917e-09,0.0
1833,2.3167257001688313e-09,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,1.3441500135158435e-09,0.0
1837,0.0,0.0
1838,3.787297142565649e-09,6.312161904276081e-10
1839,6.9914751765765e-10,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,1.341653010911159e-09,0.0
1843,1.7720733769266417e-09,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,5.854501328173001e-10,0.0
1847,5.393223645455691e-10,0.0
1848,1.6090443422100975e-09,0.0
1849,8.379414939696517e-10,0.0
1850,1.3577992064028876e-09,0.0
1851,6.449438760824933e-10,0.0
1852,1.9531636308300904e-09,0.0
1853,5.971931837933653e-10,0.0
1854,1.558699391779328e-09,0.0
1855,6.8990182455763716e-09,0.0
1856,5.177189232874468e-10,0.0
1857,4.881508974818871e-09,0.0
1858,4.893676019968041e-10,0.0
1859,1.018434669930457e-09,0.0
1860,2.746310290291376e-09,0.0
1861,6.13075279431996e-09,4.715963730639317e-10
1862,1.3102160245637151e-08,0.0
1863,5.9935452156878455e-09,0.0
1864,5.753673537611803e-09,0.0
1865,3.765475486972036e-09,0.0
1866,9.731225825149181e-10,0.0
1867,4.85281148598915e-09,9.7056229719783e-10
1868,9.385760613156435e-09,0.0
1869,1.0255390314739543e-08,0.0
1870,1.0321287824410774e-08,0.0
1871,7.434824311758348e-09,0.0
1872,1.69325495846806e-08,0.0
1873,6.584604861359367e-09,1.7958012854535355e-09
1874,8.364453130127458e-09,5.974609140757536e-10
1875,4.577221712764867e-09,4.005069165202713e-09
1876,6.650616057868319e-09,0.0
1877,1.2369632429454214e-08,0.0
1878,1.3889904115771401e-08,0.0
1879,1.832797580370027e-09,1.221865053580018e-09
1880,5.134277003548959e-09,0.0
1881,6.9725074602899895e-09,6.972507571312292e-10
1882,1.3310770263785798e-09,6.655385131892899e-10
1883,8.847074184359371e-09,0.0
1884,1.650424152899177e-08,1.9805090900604227e-09
1885,1.4824961702686323e-08,6.445635691854079e-10
1886,7.098810428374236e-09,6.453463874400711e-10
1887,1.3710741875172516e-08,6.528924623161458e-10
1888,9.510921827882157e-09,0.0
1889,3.759081934617825e-09,0.0
1890,3.277193239004106e-09,0.0
1891,1.0198752065093686e-08,0.0
1892,1.0656471260972467e-08,0.0
1893,5.542574899042307e-09,0.0
1894,6.301539290376468e-09,3.780923574225881e-09
1895,1.3240951446391591e-08,0.0
1896,1.6511680911435178e-08,0.0
1897,8.740070001067579e-09,1.7480140668268973e-09
1898,1.1882545614128048e-08,5.6583548957434e-10
1899,4.9748205555033564e-09,0.0
1900,9.863001082521805e-09,1.038210628578895e-09
1901,1.620734302321125e-08,0.0
1902,1.0802624572647801e-08,0.0
1903,1.8900770726304472e-08,4.320176216765503e-09
1904,1.2361637935498493e-08,1.0749250378694342e-09
1905,5.160758931310738e-09,0.0
1906,1.2346042410626978e-08,1.0288369045596824e-09
1907,4.114274698707732e-09,3.0857059130084963e-09
1908,2.3083527977973972e-08,1.4734167219643268e-09
1909,1.8153246017504898e-08,5.500983557560346e-10
1910,6.412980813053082e-09,0.0
1911,1.9153347352585115e-08,2.6601871816467337e-09
1912,1.093978452271216e-08,2.6047106693738442e-09
1913,1.2196876397752021e-08,1.590896969716482e-09
1914,1.2723813114234872e-08,2.0090231700464756e-09
1915,2.3561523843085297e-09,0.0
1916,1.648119329900055e-08,2.197492410260793e-09
1917,1.6449636319748606e-08,1.0966424435210342e-09
1918,8.040463406189247e-09,0.0
1919,8.287063479883727e-09,9.207848372660976e-10
1920,6.815008557481406e-09,1.514446346106979e-09
1921,1.438822039290244e-08,0.0
1922,5.902348387820666e-09,7.377935484775833e-10
1923,2.866305948145964e-08,3.1847844361720945e-09
1924,1.2891624656674594e-08,7.734974438733389e-09
1925,1.6497267552040284e-08,0.0
1926,2.1177662290483568e-08,0.0
1927,1.5608915049369898e-08,0.0
1928,1.2568645679778001e-08,2.2852082448565625e-09
1929,1.0026365515614089e-08,2.2280812750352652e-09
1930,3.3611531891075686e-08,2.100720708497761e-09
1931,9.124285327288817e-09,4.5621426636444085e-09
1932,1.4247397928102146e-08,2.1919073223131136e-09
1933,1.0323596200123575e-08,3.4411986593596566e-09
1934,3.2350264689284813e-08,1.1981580172459871e-09
1935,1.0771455727365264e-08,4.787313656606784e-09
1936,3.6374143697059935e-09,0.0
1937,1.1332006444320086e-08,1.2591118148108649e-09
1938,6.482607339819424e-09,1.2965214457594243e-09
1939,1.3764645423464117e-08,6.117620188206274e-09
1940,1.2678914806940611e-08,7.607348528892999e-09
1941,1.7709016475464523e-08,5.9030051957620344e-09
1942,0.0,0.0
1943,3.774205836748479e-08,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0
1945,2.178504132643866e-08,0.0
1946,1.9489545977080525e-08,1.3921104269343232e-09
1947,8.344609447874518e-09,4.7683483828109274e-09
1948,6.523132922708896e-09,3.2615663503321457e-09
1949,2.2579119018928395e-08,4.908504269707237e-09
1950,1.0635361036293034e-08,1.0635361480382244e-09
1951,3.1984203729962246e-08,2.1322803522849654e-09
1952,1.8980646387944944e-08,2.1089607837865287e-09
1953,2.0470271810957286e-08,5.386913581872932e-09
1954,1.7590564560521216e-08,2.9317608341017376e-09
1955,2.62797024142003e-08,9.385607846468247e-10
1956,1.4825940475304833e-08,3.488456634670456e-09
1957,1.6786571077620493e-08,3.534015080575159e-09
1958,2.7298403093567458e-08,1.4890038535497752e-08
1959,3.255313940631055e-08,3.100299128533379e-09
1960,2.6299166511201122e-08,6.920833239831836e-09
1961,1.3896318928896534e-08,4.86371165564492e-09
1962,2.473363025501385e-08,3.170978146727066e-09
1963,2.198458126656533e-08,6.466053470433053e-09
1964,1.6426714211092985e-08,6.6923653285755336e-09
1965,2.407699106754535e-08,5.472043373977442e-10
1966,1.7725038436999796e-08,1.6617224263271169e-09
1967,1.429797347185513e-08,3.944268467392931e-09
1968,2.3804503673785504e-08,1.3474247273492779e-09
1969,1.1354394285900682e-08,1.3625273131978588e-09
1970,1.3336302728816918e-08,9.197450023812337e-10
1971,2.4664307929356255e-08,5.652237344833111e-09
1972,2.4111690422046195e-08,2.0520587451500205e-09
1973,1.7642252103655665e-08,1.6539611902288698e-09
1974,2.700274492895005e-08,5.625571564138454e-09
1975,1.5420996479775795e-08,3.998036124386317e-09
1976,1.942599142656931e-08,0.0
1977,1.9393379346865913e-08,4.11374712072643e-09
1978,7.72276909088987e-09,5.346532105932056e-09
1979,1.2289143924704149e-08,2.3407893401383717e-09
1980,1.4212877097463661e-08,2.8425752862659692e-09
1981,2.1506869174459098e-08,2.5302198114474095e-09
1982,1.3035754697909852e-08,8.069752865935698e-09
1983,2.0209011353244932e-08,6.315316047889041e-10
1984,2.0876431250371752e-08,1.739702604197646e-09
1985,1.6843562655743938e-08,4.210890747202711e-09
1986,1.6185110141009318e-08,3.5966913891627428e-09
1987,1.8943532964499354e-08,3.6664902225425067e-09
1988,2.158759387915765e-08,5.996553809062277e-10
1989,1.8659616074501173e-08,0.0
1990,1.5801088049105516e-08,2.724325431913144e-09
1991,2.1101275393675678e-08,1.7584396161396398e-09
1992,2.0386792698445788e-08,1.1019888335184191e-09
1993,2.3818591543545153e-08,1.1078414852150331e-09
1994,1.7934750518033837e-08,2.1099706426497278e-09
1995,1.789408771157852e-08,3.795715741716776e-09
1996,2.4021414191111035e-08,2.135236876199542e-09
1997,1.4384683666435194e-08,3.3564262480467733e-09
1998,1.382757464085671e-08,5.2449422582867555e-09
1999,2.376504681933511e-08,1.8280804647829996e-09
2000,1.8113928246243916e-08,0.0
2001,2.6725391677473453e-08,8.762423564512289e-10
2002,1.4896152755738967e-08,5.6955880012310445e-09
2003,1.3334153781130453e-08,2.083461403401543e-09
2004,1.365485272075695e-08,3.0833537945085254e-09
2005,1.5763123362155795e-08,1.3511248786457486e-09
2006,1.4824403926638752e-08,2.0589450144825605e-09
2007,1.0385647009059085e-08,3.994479413904628e-09
2008,1.830699147831183e-08,2.9802078582719105e-09
2009,1.6688673776243945e-08,9.53638501499654e-10
2010,1.2754241052181925e-08,1.8895172093635892e-09
2011,1.3383901875663184e-08,1.529588788962144e-09
2012,1.361701096325163e-08,6.808505426114664e-10
2013,5.578249973048344e-09,1.3945624655065103e-09
2014,7.795602746663022e-09,1.0827225782605865e-09
2015,1.0861219479352258e-08,2.2165753954528356e-10
2016,9.5281642575884e-09,1.0356699942093428e-09
2017,9.559322805552384e-09,7.54683426862357e-10
2018,1.0325867161320446e-08,2.5814667070633845e-10
2019,1.1479445394257937e-08,1.2754939326953263e-09
