year,peuvent_VERB étendre_VERB,peuvent_VERB etendre_VERB,peuvent_VERB détendre_VERB
1800,6.917161954334006e-08,0.0,0.0
1801,6.429193177837078e-08,0.0,0.0
1802,8.280008501060365e-08,2.2378401354217203e-09,4.475680270843441e-09
1803,6.046051481689574e-08,0.0,1.3652374342143503e-08
1804,1.0628959046243835e-07,0.0,2.4718509461507665e-09
1805,1.2792949632967066e-07,0.0,2.842877711017877e-09
1806,1.0374009207225754e-07,0.0,0.0
1807,4.839823830593559e-08,0.0,0.0
1808,1.2916622438297054e-07,0.0,9.064295980465431e-09
1809,4.743964154840796e-08,0.0,4.518061036407062e-09
1810,4.680253340438867e-08,0.0,2.3401267590372754e-09
1811,9.526891631139733e-08,0.0,0.0
1812,7.468182872116813e-08,0.0,0.0
1813,7.476928232108548e-08,0.0,8.627225156487839e-09
1814,4.72001566720337e-08,0.0,3.1466771410748606e-09
1815,1.5643897199879575e-07,0.0,0.0
1816,4.1716869958463576e-08,0.0,0.0
1817,9.341240314597599e-08,0.0,0.0
1818,8.464036227451288e-08,0.0,5.960588467246453e-09
1819,6.624672010957511e-08,0.0,3.1053151161586356e-09
1820,5.93324074316115e-08,1.1866481131050932e-09,2.3732962262101864e-09
1821,1.0255947557880063e-07,9.86148829262845e-10,1.97229765852569e-09
1822,8.521773509073682e-08,0.0,2.0051231786055723e-09
1823,1.1365089847004128e-07,0.0,9.882686891060644e-10
1824,8.252690264498597e-08,1.6842225392110777e-09,2.5263338088166165e-09
1825,1.1975402003372437e-07,0.0,2.641632912414593e-09
1826,5.2847905607222856e-08,0.0,0.0
1827,8.479891278057039e-08,0.0,0.0
1828,8.6219628769868e-08,1.8344602503717056e-09,9.172301251858528e-10
1829,7.201467866480016e-08,0.0,8.57317605795771e-10
1830,7.827626546941246e-08,1.0436835840010872e-09,5.218417697960831e-09
1831,9.354723573551382e-08,0.0,1.5591206103948707e-09
1832,5.0060886991332154e-08,0.0,0.0
1833,9.266902623039641e-08,1.1583628500844156e-09,1.1583628500844156e-09
1834,7.187588835222414e-08,0.0,1.8669061851994684e-09
1835,4.4622218808854086e-08,0.0,7.563087933704082e-10
1836,6.317505096831155e-08,6.720750067579218e-10,0.0
1837,7.097048637660919e-08,0.0,0.0
1838,4.7341213615936795e-08,6.312161904276081e-10,6.312161904276081e-10
1839,1.0067724076634477e-07,0.0,0.0
1840,5.223144583510475e-08,0.0,6.369688665408546e-10
1841,5.97110982880622e-08,0.0,0.0
1842,7.312009131510422e-08,0.0,0.0
1843,5.6706348061652534e-08,0.0,1.7720733769266417e-09
1844,7.299786375369877e-08,0.0,5.488561272137815e-10
1845,8.426144404438674e-08,0.0,1.1160455892778032e-09
1846,9.659927258098833e-08,0.0,5.854501328173001e-10
1847,7.11905556727288e-08,0.0,0.0
1848,3.539897619475596e-08,0.0,3.218088684420195e-09
1849,7.792856138166826e-08,0.0,1.6758829879393033e-09
1850,6.177986477950981e-08,0.0,6.788996032014438e-10
1851,7.997304152240758e-08,0.0,1.2898877521649865e-09
1852,5.078225484567156e-08,6.510545436100301e-10,5.208436348880241e-09
1853,6.031650912063924e-08,0.0,0.0
1854,7.273930435758302e-08,0.0,5.195664454227256e-10
1855,7.111295730055645e-08,0.0,0.0
1856,7.144521418922523e-08,0.0,0.0
1857,4.881509241272397e-08,0.0,4.881509085841174e-10
1858,3.229826006645453e-08,0.0,0.0
1859,5.0412516827691434e-08,0.0,1.018434669930457e-09
1860,4.3025529805618135e-08,0.0,4.577183909670879e-10
1861,4.998921454557603e-08,0.0,0.0
1862,5.963742211179124e-08,0.0,0.0
1863,4.2454278315062766e-08,4.994620828036034e-10,0.0
1864,4.2193605054308136e-08,2.8768367688059016e-09,9.589455896019672e-10
1865,4.23615986733239e-08,0.0,4.706844358715045e-10
1866,3.795178216137174e-08,0.0,5.838735717134114e-09
1867,6.114542827617697e-08,0.0,5.338092634588065e-09
1868,3.655506830568811e-08,0.0,9.87974813071446e-10
1869,3.41846337903462e-08,0.0,9.767038289254515e-10
1870,3.325748210158963e-08,0.0,3.4404292748035914e-09
1871,4.248470730772169e-08,0.0,0.0
1872,3.084143074261192e-08,0.0,6.047339295989218e-10
1873,4.549363552541763e-08,0.0,0.0
1874,2.8678122987457755e-08,0.0,2.9873046258899194e-09
1875,4.691652222277298e-08,0.0,1.1443054281912168e-09
1876,4.17175023414984e-08,0.0,1.209202959984168e-09
1877,5.566334237983028e-08,0.0,6.184815992682502e-10
1878,4.1065803202400275e-08,6.039088673581716e-10,0.0
1879,3.726688291294522e-08,0.0,0.0
1880,4.6208491255583795e-08,0.0,1.2835692508872398e-09
1881,3.137628468152798e-08,0.0,0.0
1882,3.1945848633085916e-08,0.0,6.655385131892899e-10
1883,2.8437025179073316e-08,0.0,0.0
1884,3.9610181801208455e-08,0.0,0.0
1885,3.0294486919046903e-08,0.0,0.0
1886,2.774989482645651e-08,0.0,1.2906927748801422e-09
1887,4.1785117588233334e-08,0.0,6.528924623161458e-10
1888,2.8532765483646472e-08,0.0,1.9021844099853524e-09
1889,3.132568338060082e-08,0.0,1.2530273485467092e-09
1890,3.604912635069013e-08,0.0,0.0
1891,4.971891698346553e-08,6.374220040683554e-10,0.0
1892,3.57305189879753e-08,0.0,1.8805537127519756e-09
1893,3.571881634911733e-08,0.0,6.158416554491453e-10
1894,3.3398158905129094e-08,0.0,6.301539290376468e-10
1895,3.972285611553161e-08,0.0,0.0
1896,4.8355637716213096e-08,0.0,1.7691086373616827e-09
1897,2.855089675790623e-08,1.7480140668268973e-09,4.078699600285063e-09
1898,2.8291774256672397e-08,0.0,1.13167097914868e-09
1899,4.2562355417885556e-08,5.527578395003729e-10,1.6582735185011188e-09
1900,4.256663643786851e-08,0.0,5.191053142894475e-10
1901,6.538824237622975e-08,0.0,1.1177477832191585e-09
1902,3.731815567675767e-08,0.0,4.910283846193408e-10
1903,3.6181475593366486e-08,0.0,2.1600881083827517e-09
1904,3.439760121182189e-08,0.0,2.1498500757388683e-09
1905,4.076999715607599e-08,0.0,1.0321518084666081e-09
1906,4.2696733260072506e-08,0.0,5.144184522798412e-10
1907,3.4971336049238744e-08,5.142843373384665e-10,1.028568674676933e-09
1908,2.9468335327464956e-08,0.0,0.0
1909,3.4106097501762633e-08,0.0,0.0
1910,3.5271394693836555e-08,0.0,0.0
1911,3.1390207766435196e-08,0.0,0.0
1912,5.886645837449578e-08,5.209421227725386e-10,5.209421227725386e-10
1913,3.712092677687906e-08,0.0,1.060597942803554e-09
1914,4.2859159776753586e-08,0.0,4.018046340092951e-09
1915,5.772573175022444e-08,0.0,0.0
1916,7.251725264723063e-08,0.0,1.0987462051303964e-09
1917,4.8252267959014716e-08,0.0,2.1932848870420685e-09
1918,5.6283244731503146e-08,0.0,0.0
1919,3.867296172188617e-08,0.0,4.603924352863942e-09
1920,4.240449769099541e-08,0.0,7.572231730534895e-10
1921,3.7863738810983705e-08,0.0,1.5145494858259667e-09
1922,4.205423209668879e-08,0.0,0.0
1923,3.290944050604594e-08,0.0,2.1231896241147297e-09
1924,3.2229060309418855e-08,0.0,0.0
1925,3.959344141435395e-08,0.0,7.698724324711748e-09
1926,4.458455293843144e-08,0.0,1.1146138456652466e-09
1927,3.7907366134959375e-08,0.0,0.0
1928,2.6279895593006586e-08,0.0,0.0
1929,4.3447585085232276e-08,0.0,0.0
1930,2.520864939015155e-08,0.0,0.0
1931,3.079446386777818e-08,0.0,1.1405356659111021e-09
1932,3.616647248350091e-08,0.0,1.0959536611565568e-09
1933,3.670611903316967e-08,0.0,3.4411986593596566e-09
1934,3.1152108448395666e-08,0.0,2.3963160344919743e-09
1935,2.992070946561398e-08,0.0,3.590485242455088e-09
1936,1.6974599503782883e-08,0.0,0.0
1937,2.7700460591972842e-08,0.0,3.777335333410292e-09
1938,5.0564334941327616e-08,0.0,0.0
1939,3.211750509990452e-08,0.0,0.0
1940,3.296517903095264e-08,0.0,0.0
1941,5.017554371988808e-08,0.0,0.0
1942,4.8547388331598995e-08,0.0,0.0
1943,3.774205836748479e-08,0.0,0.0
1944,6.42637232317611e-08,0.0,3.2131861615880553e-09
1945,2.832055301382752e-08,0.0,0.0
1946,2.227376683094917e-08,0.0,1.3921104269343232e-09
1947,2.622591566137089e-08,0.0,0.0
1948,2.717971980814582e-08,0.0,0.0
1949,1.9634017078828947e-08,0.0,9.817008317369869e-10
1950,3.296961992305114e-08,0.0,0.0
1951,2.5587365115598004e-08,0.0,0.0
1952,3.4797853487589236e-08,0.0,0.0
1953,3.5553629373907825e-08,0.0,0.0
1954,2.8340354063516315e-08,0.0,1.9545072227344917e-09
1955,3.003394510869839e-08,0.0,1.8771215692936494e-09
1956,2.8779767902165077e-08,0.0,0.0
1957,4.1524678806581505e-08,0.0,2.6505113659425206e-09
1958,4.384289198355873e-08,0.0,8.272243445794913e-10
1959,4.4954337141689393e-08,0.0,7.750747821333448e-10
1960,2.353083417006019e-08,0.0,0.0
1961,2.709782087606527e-08,0.0,0.0
1962,4.756467220090599e-08,0.0,6.341956404476434e-10
1963,2.198458126656533e-08,0.0,1.939815863494232e-09
1964,2.4335873760605864e-08,0.0,1.8251904432275978e-09
1965,1.91521518644322e-08,0.0,5.472043373977442e-10
1966,4.431259981174662e-08,0.0,1.1078149508847446e-09
1967,3.500538170442269e-08,0.0,1.4791006197611978e-09
1968,3.5482184301827147e-08,4.4914158503495116e-10,0.0
1969,2.4071315607443466e-08,4.5417578031781147e-10,4.5417578031781147e-10
1970,2.989171221656761e-08,0.0,4.5987250119061684e-10
1971,2.8775026805760717e-08,0.0,0.0
1972,3.4884998001416534e-08,0.0,1.0260293725750103e-09
1973,2.4258095976392724e-08,0.0,1.6539611902288698e-09
1974,4.837991696149402e-08,0.0,0.0
1975,2.341706917263764e-08,0.0,0.0
1976,2.0568696967870892e-08,0.0,0.0
1977,2.11564152863275e-08,0.0,0.0
1978,2.7326720442033547e-08,1.1881182704343018e-09,0.0
1979,3.160065631391262e-08,0.0,5.851973350345929e-10
1980,2.1603572264439208e-08,0.0,1.1370301367108482e-09
1981,3.226030287351023e-08,0.0,0.0
1982,3.041676066573018e-08,0.0,6.207502289967692e-10
1983,2.273513821648976e-08,0.0,6.315316047889041e-10
1984,2.4935737030773453e-08,0.0,0.0
1985,1.9249785765396155e-08,0.0,0.0
1986,1.1988970705090196e-08,0.0,5.994485463567401e-10
1987,1.8332450224534114e-08,0.0,0.0
1988,2.4585871116755698e-08,0.0,1.1993107618124554e-09
1989,2.6342986458871565e-08,0.0,0.0
1990,3.8140555602694803e-08,0.0,0.0
1991,3.223805933316726e-08,0.0,1.1722930404189924e-09
1992,2.920270425477156e-08,5.509944167592096e-10,5.509944167592096e-10
1993,3.0465642453236796e-08,5.539207426075166e-10,0.0
1994,1.476979427650349e-08,0.0,0.0
1995,2.1689803730851054e-08,0.0,0.0
1996,3.042712393153124e-08,0.0,2.6690460952494277e-09
1997,2.061804593722627e-08,4.79489448146353e-10,4.79489448146353e-10
1998,3.194646680526603e-08,0.0,0.0
1999,2.1479944933844308e-08,0.0,0.0
2000,3.1368024622224766e-08,0.0,2.2090156370779823e-09
2001,3.0230360437144554e-08,0.0,8.762423564512289e-10
2002,2.9354184860608257e-08,0.0,4.38122149670761e-10
2003,3.333538245442469e-08,8.333845835650777e-10,0.0
2004,2.642874719072097e-08,1.3214374039449694e-09,4.404791253964646e-10
2005,4.4587121550421216e-08,4.5037495954858286e-10,4.5037495954858286e-10
2006,3.5825642896725185e-08,4.1178899179428186e-10,4.1178899179428186e-10
2007,2.5564668604260987e-08,0.0,7.988958938831558e-10
2008,2.3415918093405708e-08,0.0,8.514879357157668e-10
2009,2.5271420511785436e-08,0.0,0.0
2010,2.220182793166714e-08,0.0,9.447586046817946e-10
2011,1.911985947344874e-08,0.0,1.911985902935953e-09
2012,1.2595735121578855e-08,0.0,3.4042526575461807e-09
2013,2.3149738126448938e-08,0.0,1.1156500168141292e-09
2014,2.273717392142771e-08,0.0,1.0827225782605865e-09
2015,2.5047301122071985e-08,0.0,8.866301581811342e-10
2016,2.5063213726639333e-08,2.0713400439298368e-10,1.2428040818690533e-09
2017,1.735771881783421e-08,0.0,1.2578056374223934e-09
2018,2.090988004965766e-08,0.0,1.5488800242380307e-09
2019,1.6581420680950032e-08,0.0,7.65296326310505e-10
